
[00:00:00.000 --> 00:00:02.000]  由我們開始聆聽主導而先
[00:00:02.000 --> 00:00:05.000]  我們先以禱告交託給主我們神
[00:00:05.000 --> 00:00:09.000]  父神,多謝祢讓我們能夠回來
[00:00:09.000 --> 00:00:11.000]  在主祢的說話的面前學習
[00:00:11.000 --> 00:00:14.000]  讓我們學會怎樣去做一個
[00:00:14.000 --> 00:00:19.000]  更加配稱為神的子民的屬神的兒女
[00:00:19.000 --> 00:00:20.000]  求祢的幫助
[00:00:20.000 --> 00:00:22.000]  無論聽的、說的
[00:00:22.000 --> 00:00:26.000]  在主祢裡面都同樣可以得到祢的詛咒
[00:00:27.000 --> 00:00:30.000]  讓我們能夠在生命上面躺藥
[00:00:30.000 --> 00:00:33.000]  做了一段基督徒長時間之後
[00:00:33.000 --> 00:00:35.000]  感覺到開始麻木
[00:00:35.000 --> 00:00:37.000]  變成一種習慣
[00:00:37.000 --> 00:00:40.000]  但願主祢讓我們有一個更新的生命
[00:00:40.000 --> 00:00:42.000]  求祢的幫助帶領
[00:00:42.000 --> 00:00:44.000]  我們的同心禱告
[00:00:44.000 --> 00:00:46.000]  奉教主耶穌基督得勝的名字而靠
[00:00:46.000 --> 00:00:48.000]  阿們
[00:00:48.000 --> 00:00:53.000]  最近我發覺在這個世界很有趣
[00:00:53.000 --> 00:00:56.000]  原來很多人犯了罪之後
[00:00:57.000 --> 00:00:59.000]  很喜歡自己說出來
[00:00:59.000 --> 00:01:02.000]  把自己犯過的罪
[00:01:02.000 --> 00:01:06.000]  將它覺得很威風
[00:01:06.000 --> 00:01:11.000]  於是將它全說出來
[00:01:11.000 --> 00:01:14.000]  其實我相信這種思維
[00:01:14.000 --> 00:01:18.000]  就是人們用得太多這些所謂
[00:01:18.000 --> 00:01:22.000]  社交媒體的軟件有關
[00:01:23.000 --> 00:01:27.000]  社交媒體的軟件
[00:01:27.000 --> 00:01:29.000]  我不列名了
[00:01:29.000 --> 00:01:32.000]  因為列了名我怕會被人告
[00:01:32.000 --> 00:01:38.000]  因為大家喜歡在這些社交媒體裡面
[00:01:38.000 --> 00:01:44.000]  去讚賞或者流量
[00:01:44.000 --> 00:01:49.000]  於是無所不用其極
[00:01:50.000 --> 00:01:53.000]  做得多又做得好
[00:01:53.000 --> 00:01:56.000]  不覺得別人會覺得你有什麼特別
[00:01:56.000 --> 00:02:02.000]  於是他唯有的做法就是做多些醜事
[00:02:02.000 --> 00:02:04.000]  做多些惡事
[00:02:04.000 --> 00:02:06.000]  惡事就不難做的
[00:02:06.000 --> 00:02:09.000]  其實在這個世界要做偷呃拐騙的事
[00:02:09.000 --> 00:02:13.000]  其實只需要用少少的心思就可以做得到
[00:02:13.000 --> 00:02:16.000]  當我留意到這件事的時候
[00:02:16.000 --> 00:02:19.000]  有一次讀到一篇文章
[00:02:20.000 --> 00:02:24.000]  在CNN裡面訪問一個律師
[00:02:24.000 --> 00:02:29.000]  他說其實在現在做刑事檢控比以前容易很多
[00:02:29.000 --> 00:02:32.000]  我就覺得很奇怪
[00:02:32.000 --> 00:02:34.000]  為什麼他這樣說
[00:02:34.000 --> 00:02:39.000]  他說因為當警方找到哪一個是賊的時候
[00:02:39.000 --> 00:02:41.000]  或者犯罪者的時候
[00:02:41.000 --> 00:02:43.000]  或者用普通法的觀念
[00:02:43.000 --> 00:02:45.000]  疑犯
[00:02:45.000 --> 00:02:47.000]  找到疑犯之後
[00:02:48.000 --> 00:02:52.000]  他要去舉證去指控這個疑犯其實並不困難
[00:02:52.000 --> 00:02:54.000]  因為最主要的原因就是
[00:02:54.000 --> 00:02:58.000]  這些疑犯很喜歡把他自己所做過的惡事
[00:02:58.000 --> 00:03:03.000]  詳細地記載在他的社交媒體裡面
[00:03:03.000 --> 00:03:08.000]  不只是文字而且還有圖和影像
[00:03:08.000 --> 00:03:12.000]  保證你不用怕有什麼困難
[00:03:12.000 --> 00:03:16.000]  他說除非那些賊真的不想人知道
[00:03:17.000 --> 00:03:20.000]  那些老一派的犯罪分子
[00:03:20.000 --> 00:03:23.000]  一般現在年輕的人都很喜歡這樣做法
[00:03:23.000 --> 00:03:27.000]  其實我最近看香港新聞都發現原來不是
[00:03:27.000 --> 00:03:29.000]  原來很老的那些人都很喜歡
[00:03:29.000 --> 00:03:36.000]  七十幾歲都喜歡在網上把自己的醜惡行事
[00:03:36.000 --> 00:03:38.000]  將他全部說出來
[00:03:38.000 --> 00:03:44.000]  因為他覺得他做了這些惡事
[00:03:45.000 --> 00:03:47.000]  所以在那些朋友面前
[00:03:47.000 --> 00:03:51.000]  有一些炫耀的機會
[00:03:51.000 --> 00:03:55.000]  現在很喜歡用這個陳述
[00:03:55.000 --> 00:03:58.000]  我沒有用Facebook
[00:03:58.000 --> 00:04:00.000]  我有Facebook account但我沒有用
[00:04:00.000 --> 00:04:03.000]  不過那個account純粹是為了看別人的Facebook
[00:04:03.000 --> 00:04:06.000]  其實開都是因為教會有Facebook
[00:04:06.000 --> 00:04:08.000]  所以我開Facebook account
[00:04:08.000 --> 00:04:10.000]  在這樣的情況之下
[00:04:11.000 --> 00:04:15.000]  要將這些人的資料全部拿出來去舉證
[00:04:15.000 --> 00:04:17.000]  絕不困難
[00:04:17.000 --> 00:04:20.000]  有些人就說不用怕
[00:04:20.000 --> 00:04:23.000]  現在這個年代因為科技很先進的
[00:04:23.000 --> 00:04:26.000]  我們有一些叫做自動毀滅功能
[00:04:26.000 --> 00:04:28.000]  大家有沒有用這些自動毀滅功能
[00:04:28.000 --> 00:04:30.000]  我用短訊
[00:04:30.000 --> 00:04:39.000]  那些WhatsApp Signal Telegram這類的軟件
[00:04:40.000 --> 00:04:41.000]  即時傳遞的訊息
[00:04:41.000 --> 00:04:44.000]  不用怕很快會打完之後
[00:04:44.000 --> 00:04:46.000]  到定時就會毀滅
[00:04:46.000 --> 00:04:48.000]  最近我認識一個信徒
[00:04:48.000 --> 00:04:53.000]  因為我每個禮拜都會send一些廣道的連結給他
[00:04:53.000 --> 00:04:55.000]  他不知道是不是很喜歡
[00:04:55.000 --> 00:04:57.000]  他又不直接想推我
[00:04:57.000 --> 00:05:01.000]  於是他就將我跟他的連結定為兩小時
[00:05:01.000 --> 00:05:03.000]  當我send給他之後
[00:05:03.000 --> 00:05:05.000]  兩小時之後自動毀滅
[00:05:05.000 --> 00:05:08.000]  他們就以為沒問題了
[00:05:09.000 --> 00:05:14.000]  所以在科技裡面有一樣東西叫做Digital Signature
[00:05:14.000 --> 00:05:18.000]  Digital Signature是什麼東西呢
[00:05:18.000 --> 00:05:21.000]  我相信很多人不知道是什麼東西
[00:05:21.000 --> 00:05:25.000]  原來每一樣的資訊在網絡上面
[00:05:25.000 --> 00:05:27.000]  只要要傳流過
[00:05:27.000 --> 00:05:30.000]  它就會有一個痕跡出現
[00:05:30.000 --> 00:05:32.000]  不是檔案這麼簡單
[00:05:32.000 --> 00:05:34.000]  它是在怎樣的情況
[00:05:34.000 --> 00:05:36.000]  在怎樣的地方
[00:05:37.000 --> 00:05:40.000]  怎樣傳送從那裡到那裡是全部有的
[00:05:40.000 --> 00:05:49.000]  曾經有一次有一個機構想找我去講網絡的罪案
[00:05:49.000 --> 00:05:53.000]  其實它想講網絡欺凌事件
[00:05:53.000 --> 00:05:58.000]  它想請我在中文電台上去講解
[00:05:58.000 --> 00:06:00.000]  我一向的原則就是
[00:06:00.000 --> 00:06:02.000]  不出名
[00:06:02.000 --> 00:06:04.000]  不表揚自己的事
[00:06:04.000 --> 00:06:06.000]  你想知道我可以私底下告訴你
[00:06:07.000 --> 00:06:09.000]  但是你要我去開名字在電台上講
[00:06:09.000 --> 00:06:11.000]  我就沒什麼興趣
[00:06:11.000 --> 00:06:14.000]  我就跟它講 我不去了
[00:06:14.000 --> 00:06:17.000]  然後它就請了第二個牧師去講
[00:06:17.000 --> 00:06:19.000]  牧師很出名的
[00:06:19.000 --> 00:06:21.000]  但是它會不會呢 我很肯定它不會
[00:06:21.000 --> 00:06:23.000]  為什麼呢
[00:06:23.000 --> 00:06:25.000]  它說 大家知不知道
[00:06:25.000 --> 00:06:27.000]  上網傳送任何東西給人聽
[00:06:27.000 --> 00:06:30.000]  是沒有人知道你在哪一處
[00:06:30.000 --> 00:06:32.000]  其實這件事
[00:06:32.000 --> 00:06:34.000]  我第一天去做電腦的時候
[00:06:34.000 --> 00:06:36.000]  其實我很肯定告訴大家
[00:06:37.000 --> 00:06:40.000]  你只要按一個鍵盤 按Enter都好
[00:06:40.000 --> 00:06:42.000]  我都可以隨時知道你什麼時候按的
[00:06:42.000 --> 00:06:46.000]  只要我進到你的電腦我就可以找到
[00:06:46.000 --> 00:06:48.000]  這些叫Digital Signature
[00:06:48.000 --> 00:06:52.000]  有很多不同類型的Signature可以出現
[00:06:52.000 --> 00:06:56.000]  要找你是話都沒那麼容易
[00:06:56.000 --> 00:06:59.000]  而且今天絕對在這個科技世界裡面
[00:06:59.000 --> 00:07:01.000]  沒有一樣東西叫做
[00:07:01.000 --> 00:07:03.000]  放上去Delete就不存在
[00:07:03.000 --> 00:07:05.000]  沒有這個東西的
[00:07:06.000 --> 00:07:08.000]  以我們教會的網站為例
[00:07:08.000 --> 00:07:10.000]  TICBC.org
[00:07:10.000 --> 00:07:12.000]  曾經試過
[00:07:12.000 --> 00:07:14.000]  曾經 試過有一次
[00:07:14.000 --> 00:07:19.000]  因為我的後備備用本不夠update
[00:07:19.000 --> 00:07:21.000]  通常我都要兩三個月才做一次
[00:07:21.000 --> 00:07:24.000]  有一天沒有了
[00:07:24.000 --> 00:07:26.000]  我就很擔心
[00:07:26.000 --> 00:07:32.000]  竟然在網上我發現到有一個網絡的服務
[00:07:33.000 --> 00:07:39.000]  他原來是在做全世界的網站的後備備註
[00:07:39.000 --> 00:07:41.000]  於是乎
[00:07:41.000 --> 00:07:44.000]  我可以在他的備註裡
[00:07:44.000 --> 00:07:47.000]  拿回我們失去那幾個月的資料
[00:07:47.000 --> 00:07:49.000]  所以在這個世界
[00:07:49.000 --> 00:07:52.000]  你說沒有東西是會
[00:07:52.000 --> 00:07:54.000]  因為你Control Delete
[00:07:54.000 --> 00:07:56.000]  或者Delete Enter
[00:07:56.000 --> 00:07:58.000]  就可以沒有了 不會的
[00:07:58.000 --> 00:08:01.000]  就算一架電腦的硬磁碟機
[00:08:02.000 --> 00:08:04.000]  你說我完全把它清洗了
[00:08:04.000 --> 00:08:09.000]  我都可以把它的內容重新拿出來
[00:08:09.000 --> 00:08:12.000]  你說目視你都可以了
[00:08:12.000 --> 00:08:15.000]  這個世界怎麼會有其他人不可以呢
[00:08:15.000 --> 00:08:17.000]  或者這麼說吧
[00:08:17.000 --> 00:08:20.000]  我對這些研究就比較多一點
[00:08:20.000 --> 00:08:24.000]  所以可能比其他人技術性的上面多一點
[00:08:24.000 --> 00:08:27.000]  不過為什麼我說這麼多東西給你聽呢
[00:08:27.000 --> 00:08:29.000]  其實我想說的就是
[00:08:29.000 --> 00:08:31.000]  今天很多的人其實是很蠢的
[00:08:32.000 --> 00:08:35.000]  蠢的地方是因為他們自己犯了罪
[00:08:35.000 --> 00:08:38.000]  他還把自己的罪拿出來去張揚
[00:08:38.000 --> 00:08:44.000]  認為是一件很值得張揚自己的一個途徑
[00:08:44.000 --> 00:08:46.000]  把自己的身份抬高
[00:08:46.000 --> 00:08:49.000]  而這種做法其實不是新穎的
[00:08:49.000 --> 00:08:51.000]  在耶穌基督的年代
[00:08:51.000 --> 00:08:54.000]  也有同樣一批這樣的蠢人
[00:08:54.000 --> 00:09:00.000]  這幫蠢人就是活在耶路撒冷的聖殿周遭的人群
[00:09:01.000 --> 00:09:05.000]  或者作為猶太教的領袖
[00:09:05.000 --> 00:09:11.000]  這幫叫做民師、祭司、法尼塞人、撒道蓋人
[00:09:11.000 --> 00:09:13.000]  這幫人全部都很蠢的
[00:09:13.000 --> 00:09:16.000]  表面上好像有上帝的說話
[00:09:16.000 --> 00:09:18.000]  很有智慧
[00:09:18.000 --> 00:09:20.000]  我們經常聽到很多牧師說
[00:09:20.000 --> 00:09:22.000]  你讀多些聖經你就很有智慧
[00:09:22.000 --> 00:09:24.000]  但這幫人好像讀了很多聖經
[00:09:24.000 --> 00:09:26.000]  朗朗上口識背
[00:09:26.000 --> 00:09:28.000]  好像今天很多基督徒這樣
[00:09:28.000 --> 00:09:30.000]  他可以識背聖經
[00:09:31.000 --> 00:09:34.000]  因為他是沒有智慧的蠢人
[00:09:34.000 --> 00:09:38.000]  而這件事就造成耶穌基督
[00:09:38.000 --> 00:09:41.000]  在今天我們最後看的一部份
[00:09:41.000 --> 00:09:47.000]  有關於末世教會教徒模樣的第三講
[00:09:47.000 --> 00:09:49.000]  在這個第三講裡面
[00:09:49.000 --> 00:09:56.000]  我們會專注看最後兩個愚蠢的行為
[00:09:57.000 --> 00:10:02.000]  耶穌為此而哀悼、掙扎、責心
[00:10:02.000 --> 00:10:05.000]  耶穌不想任何一個人失落
[00:10:05.000 --> 00:10:10.000]  但這些人卻甘願自己跌入這些狀態
[00:10:10.000 --> 00:10:13.000]  我們一起去看看這段聖經說了些什麼
[00:10:13.000 --> 00:10:15.000]  或者可以成為我們一個很好的提醒
[00:10:15.000 --> 00:10:18.000]  我們成為一個有智慧的基督徒
[00:10:18.000 --> 00:10:20.000]  好 我們一起去看看
[00:10:20.000 --> 00:10:23.000]  馬太福音第23章第27至33節
[00:10:23.000 --> 00:10:25.000]  如果大家有聖經的
[00:10:26.000 --> 00:10:31.000]  馬太福音第23章第27至33節
[00:10:31.000 --> 00:10:33.000]  我們一起去讀一下這段經文 好不好
[00:10:33.000 --> 00:10:38.000]  比較長一點 不過應該容易掌握很多
[00:10:38.000 --> 00:10:40.000]  我們一起讀了
[00:10:40.000 --> 00:10:45.000]  你們者假冒為善的民事和法利菜人有和了
[00:10:45.000 --> 00:10:48.000]  因為你們好象粉飾的墳墓
[00:10:48.000 --> 00:10:50.000]  外面好汗
[00:10:50.000 --> 00:10:54.000]  裡面卻裝滿了死人的骨頭
[00:10:55.000 --> 00:10:56.000]  一切的污垢
[00:10:56.000 --> 00:10:58.000]  你們也是如此
[00:10:58.000 --> 00:11:00.000]  在人前
[00:11:00.000 --> 00:11:02.000]  外面顯出公義內
[00:11:02.000 --> 00:11:08.000]  裡面卻裝滿了撒善和不法的事
[00:11:08.000 --> 00:11:13.000]  你們者假冒為善的民事和法利菜人有和了
[00:11:13.000 --> 00:11:16.000]  因為你們建造先知的墳
[00:11:16.000 --> 00:11:18.000]  修飾二人的墓
[00:11:18.000 --> 00:11:22.000]  說 若是我們在我們祖宗的時候
[00:11:23.000 --> 00:11:26.000]  必不和他們同流先知的血
[00:11:26.000 --> 00:11:31.000]  這就是你們自己證明是殺害先知者的子孫了
[00:11:31.000 --> 00:11:35.000]  你們去充滿你們祖宗的惡貫吧
[00:11:35.000 --> 00:11:39.000]  你們者些蛇類 毒蛇之種
[00:11:39.000 --> 00:11:42.000]  怎能逃脫地獄的刑罰呢
[00:11:42.000 --> 00:11:44.000]  所以我猜
[00:11:44.000 --> 00:11:47.000]  是不是 我讀完了嗎
[00:11:47.000 --> 00:11:49.000]  33節讀完了
[00:11:49.000 --> 00:11:52.000]  沒辦法 眼鏡看不清楚
[00:11:53.000 --> 00:11:54.000]  我也不知道自己逃到哪裡
[00:11:54.000 --> 00:11:58.000]  在這段聖經裡面記載得很有趣
[00:11:58.000 --> 00:12:02.000]  同樣記載了兩次耶穌說道
[00:12:02.000 --> 00:12:06.000]  者假冒為善的人
[00:12:06.000 --> 00:12:08.000]  什麼人啊
[00:12:08.000 --> 00:12:11.000]  民事和法利菜人有和了
[00:12:11.000 --> 00:12:13.000]  我們應該已經很熟悉了
[00:12:13.000 --> 00:12:15.000]  說到這裡
[00:12:15.000 --> 00:12:17.000]  喂
[00:12:17.000 --> 00:12:20.000]  翻譯為 這些人真是蠢人
[00:12:21.000 --> 00:12:23.000]  有沒有搞錯
[00:12:23.000 --> 00:12:25.000]  這樣也行嗎
[00:12:25.000 --> 00:12:27.000]  太離譜了
[00:12:27.000 --> 00:12:29.000]  甚至可以
[00:12:29.000 --> 00:12:31.000]  真是死了 死了
[00:12:31.000 --> 00:12:34.000]  耶穌在這個描述裡面
[00:12:34.000 --> 00:12:37.000]  充分反映出給我們知道
[00:12:37.000 --> 00:12:40.000]  祂對這幫人的那種掙扎
[00:12:40.000 --> 00:12:42.000]  上文說過什麼呢
[00:12:42.000 --> 00:12:45.000]  上文我們說了五個這類的
[00:12:45.000 --> 00:12:47.000]  耶穌的哀悼
[00:12:48.000 --> 00:12:51.000]  那三個我們所看到的就是
[00:12:51.000 --> 00:12:53.000]  我們發現到在末世裡面
[00:12:53.000 --> 00:12:55.000]  有一個很普遍的現象
[00:12:55.000 --> 00:12:59.000]  就是罪人往往將自己包裝得漂漂亮亮
[00:12:59.000 --> 00:13:01.000]  屬靈將它包禁
[00:13:01.000 --> 00:13:04.000]  但是卻是沒有正視自己
[00:13:04.000 --> 00:13:07.000]  真正在罪當中的問題
[00:13:07.000 --> 00:13:11.000]  於是乎他們就裝作自己好像沒有問題
[00:13:11.000 --> 00:13:13.000]  而且很好那樣
[00:13:13.000 --> 00:13:16.000]  並且做這做那 假冒為善
[00:13:17.000 --> 00:13:18.000]  在這個情況之下
[00:13:18.000 --> 00:13:22.000]  耶穌有一種無奈
[00:13:22.000 --> 00:13:26.000]  見到這幫人 為什麼他們會這樣呢
[00:13:26.000 --> 00:13:29.000]  而我們作為真正屬神的子民
[00:13:29.000 --> 00:13:31.000]  其實我們應該見到這樣的狀態
[00:13:31.000 --> 00:13:34.000]  我們應該怎樣去真是謹慎呢
[00:13:34.000 --> 00:13:37.000]  不要將自己整天去包禁
[00:13:37.000 --> 00:13:40.000]  將自己包裝得很虔誠
[00:13:40.000 --> 00:13:42.000]  而是真是活出一個
[00:13:42.000 --> 00:13:44.000]  認識自己的屬靈狀態
[00:13:45.000 --> 00:13:48.000]  而是肯改變更新變化的呢
[00:13:48.000 --> 00:13:50.000]  這個是那上文的背景
[00:13:50.000 --> 00:13:55.000]  來到這裡 耶穌繼續提到兩方面
[00:13:55.000 --> 00:13:59.000]  第一方面就是在第27和28節裡面
[00:13:59.000 --> 00:14:01.000]  我給了他一個副題
[00:14:01.000 --> 00:14:05.000]  這個副題叫做美麗的爛心蘋果
[00:14:05.000 --> 00:14:08.000]  始終都是一個爛蘋果
[00:14:08.000 --> 00:14:10.000]  耶穌來到這裡
[00:14:10.000 --> 00:14:13.000]  第六樣使得他擇心的事情
[00:14:14.000 --> 00:14:16.000]  不知道大家喜不喜歡吃蘋果
[00:14:16.000 --> 00:14:18.000]  我其實都很喜歡吃蘋果
[00:14:18.000 --> 00:14:21.000]  不過最忌諱的就是吃那些很粉的蘋果
[00:14:21.000 --> 00:14:23.000]  我喜歡吃爽口的蘋果
[00:14:23.000 --> 00:14:27.000]  蘋果呢 如果你有時煲湯
[00:14:27.000 --> 00:14:30.000]  想煲湯好喝一點
[00:14:30.000 --> 00:14:32.000]  煲什麼湯都好
[00:14:32.000 --> 00:14:34.000]  你切一個蘋果 起了一個心
[00:14:34.000 --> 00:14:36.000]  起了一個皮 丟進去煲
[00:14:36.000 --> 00:14:38.000]  沒有技術的
[00:14:38.000 --> 00:14:41.000]  丟進去煲 煲完湯特別好喝
[00:14:42.000 --> 00:14:45.000]  因為蘋果的果糖比較高
[00:14:45.000 --> 00:14:48.000]  而且蘋果比較清潤
[00:14:48.000 --> 00:14:52.000]  最近我都覺得自己喉嚨不太好
[00:14:52.000 --> 00:14:55.000]  所以喝蘋果應該挺好的
[00:14:55.000 --> 00:14:57.000]  不過蘋果有一個特色
[00:14:57.000 --> 00:14:59.000]  你吃蘋果一定要小心
[00:14:59.000 --> 00:15:03.000]  因為爛的蘋果很難辨認
[00:15:03.000 --> 00:15:05.000]  除非你真的把它放到爛
[00:15:05.000 --> 00:15:07.000]  爛到外面都爛 那就沒得救了
[00:15:08.000 --> 00:15:12.000]  但是蘋果爛心 很多時候表面完全看不到
[00:15:12.000 --> 00:15:15.000]  主要原因為什麼蘋果會爛心呢
[00:15:15.000 --> 00:15:17.000]  原來蘋果是一種特別的昆蟲
[00:15:17.000 --> 00:15:20.000]  很喜歡在蘋果開花的時候
[00:15:20.000 --> 00:15:25.000]  在花蕊的附近生一些蟲蛋
[00:15:25.000 --> 00:15:30.000]  當蘋果由花變成果之後
[00:15:30.000 --> 00:15:33.000]  蘋果就會很漂亮
[00:15:33.000 --> 00:15:35.000]  因為蘋果外面一定紅色
[00:15:35.000 --> 00:15:37.000]  除非你買青蘋果 黃蘋果
[00:15:38.000 --> 00:15:40.000]  你又看不到裡面究竟是怎樣
[00:15:40.000 --> 00:15:42.000]  有沒有蟲卵
[00:15:42.000 --> 00:15:44.000]  但是這種蟲會在那個時候
[00:15:44.000 --> 00:15:47.000]  趁機在裡面孵化成蟲
[00:15:47.000 --> 00:15:51.000]  然後靠著蘋果豐富的養分
[00:15:51.000 --> 00:15:55.000]  特別是糖分去養大這些蟲
[00:15:55.000 --> 00:16:00.000]  然後牠就會最後咬爛蘋果的內心
[00:16:00.000 --> 00:16:02.000]  然後就走出來
[00:16:02.000 --> 00:16:05.000]  很多時候如果你買一些蘋果
[00:16:05.000 --> 00:16:07.000]  如果不漂亮的話
[00:16:08.000 --> 00:16:10.000]  你一撤開真的要謹慎
[00:16:10.000 --> 00:16:12.000]  特別便宜的蘋果
[00:16:12.000 --> 00:16:14.000]  撤開那個心看看
[00:16:14.000 --> 00:16:16.000]  因為很多時候可能有一隻蟲
[00:16:16.000 --> 00:16:18.000]  在蘋果心裡面
[00:16:18.000 --> 00:16:21.000]  黏著核的旁邊那個外殼
[00:16:21.000 --> 00:16:26.000]  就是因為這些蟲卵在裡面滋生
[00:16:26.000 --> 00:16:30.000]  屬靈的事情都是很類似的
[00:16:30.000 --> 00:16:33.000]  如果你不搞定裡面
[00:16:33.000 --> 00:16:36.000]  只是不斷在外面做很多裝修
[00:16:37.000 --> 00:16:38.000]  如果包裝的話
[00:16:38.000 --> 00:16:43.000]  你的靈性其實表面有多漂亮都好
[00:16:43.000 --> 00:16:47.000]  其實都是仍然是一個爛的屬靈的生命
[00:16:47.000 --> 00:16:49.000]  簡單的來說
[00:16:49.000 --> 00:16:51.000]  一個不屬於上帝的生命
[00:16:51.000 --> 00:16:53.000]  是一個罪的生命
[00:16:53.000 --> 00:16:55.000]  回過頭來看看這兩隻的經文
[00:16:55.000 --> 00:16:57.000]  第27第28節
[00:16:57.000 --> 00:17:01.000]  你們這假冒為善的民事和法利菜人有和了
[00:17:01.000 --> 00:17:05.000]  因為你們好像粉色的墳墓
[00:17:06.000 --> 00:17:07.000]  外面好汗
[00:17:07.000 --> 00:17:13.000]  裡面卻裝滿了死人的骨頭和一切的污穢
[00:17:13.000 --> 00:17:15.000]  你們也是如此
[00:17:15.000 --> 00:17:17.000]  在人前
[00:17:17.000 --> 00:17:19.000]  外面顯出公義來
[00:17:19.000 --> 00:17:26.000]  裡面卻裝滿了假善和不法的事
[00:17:26.000 --> 00:17:31.000]  耶穌斬釘截鐵都免得和你們兜圈
[00:17:31.000 --> 00:17:33.000]  一開始就講出
[00:17:34.000 --> 00:17:36.000]  這群法利菜人的表現
[00:17:36.000 --> 00:17:39.000]  竟然是好像粉色的墳墓
[00:17:39.000 --> 00:17:41.000]  外面好汗
[00:17:41.000 --> 00:17:46.000]  原來裡面裝滿的是死人的骨頭和污穢
[00:17:46.000 --> 00:17:51.000]  什麼叫做粉色的墳墓呢
[00:17:51.000 --> 00:17:54.000]  其實我之前也解釋過
[00:17:54.000 --> 00:17:59.000]  粉色其實是指一種批當
[00:17:59.000 --> 00:18:01.000]  在馬太福音裡面
[00:18:02.000 --> 00:18:05.000]  其實除了在這裡有解釋之外
[00:18:05.000 --> 00:18:09.000]  在《試圖行傳》第23章第3節
[00:18:09.000 --> 00:18:12.000]  也有用過類似的介紹
[00:18:12.000 --> 00:18:16.000]  《以西奇書》舊約聖經13章15節
[00:18:16.000 --> 00:18:22.000]  也同樣是指出這個粉色墳墓的來源
[00:18:22.000 --> 00:18:28.000]  是指出有些人把一些美麗的物料
[00:18:29.000 --> 00:18:34.000]  塗在一些腐爛或者已經爛毀的
[00:18:34.000 --> 00:18:37.000]  建築物的表面
[00:18:37.000 --> 00:18:40.000]  其中一個常見的例子
[00:18:40.000 --> 00:18:44.000]  就在《生命記》第27章第2章第4節當中
[00:18:44.000 --> 00:18:49.000]  原來這種行為是非常普遍的
[00:18:49.000 --> 00:18:52.000]  那你就會說為什麼這麼普遍
[00:18:52.000 --> 00:18:54.000]  原來是很特別的
[00:18:55.000 --> 00:19:02.000]  要製造這些塗抹在一些舊的石頭
[00:19:02.000 --> 00:19:06.000]  或者建築的表面的材料是什麼呢
[00:19:06.000 --> 00:19:08.000]  原來是石灰
[00:19:08.000 --> 00:19:10.000]  石灰是什麼東西呢
[00:19:10.000 --> 00:19:13.000]  石灰是英文的Lime Stone
[00:19:13.000 --> 00:19:17.000]  Lime Stone原來是古近東
[00:19:17.000 --> 00:19:22.000]  特別巴勒斯坦地是非常普遍的一種石材
[00:19:23.000 --> 00:19:27.000]  因為巴勒斯坦地正正他們所處的位置
[00:19:27.000 --> 00:19:31.000]  就是一個石灰層積岩的地區
[00:19:31.000 --> 00:19:36.000]  逢是石灰岩普遍的地區
[00:19:36.000 --> 00:19:42.000]  都很容易會有一些所謂石頭之間的裂縫
[00:19:42.000 --> 00:19:48.000]  而這些裂縫隨著年日就會開始溶解擴大
[00:19:48.000 --> 00:19:50.000]  就成為一些溶洞
[00:19:51.000 --> 00:19:53.000]  你說穆師兄是不是真的
[00:19:53.000 --> 00:19:55.000]  你不用擔心
[00:19:55.000 --> 00:19:56.000]  我對這些很有興趣的
[00:19:56.000 --> 00:19:57.000]  很有研究
[00:19:57.000 --> 00:19:59.000]  因為我很喜歡鑽洞鑽那
[00:19:59.000 --> 00:20:02.000]  我去到日本沖繩島
