
[00:00:00.000 --> 00:00:03.880]  今天是最後一講的《彼得前書》
[00:00:03.880 --> 00:00:07.100]  下一次開始就會講《彼得後書》
[00:00:07.100 --> 00:00:10.580]  但是《彼得前書》裏面真的很豐富
[00:00:10.580 --> 00:00:14.020]  一章裏面有很多的經文
[00:00:14.020 --> 00:00:17.020]  但是我就會逐一跟大家講
[00:00:17.020 --> 00:00:19.480]  所以這次會有少少辛苦
[00:00:19.480 --> 00:00:21.180]  我現在聽YouTube的時候
[00:00:21.180 --> 00:00:22.340]  我是誠意的
[00:00:22.340 --> 00:00:23.660]  可以聽得快一點
[00:00:23.660 --> 00:00:24.900]  也可以聽得多一點
[00:00:24.900 --> 00:00:27.540]  所以我今天講話的速度也會快一點
[00:00:27.540 --> 00:00:30.820]  讓大家聽得清楚一點
[00:00:30.820 --> 00:00:31.920]  這一段的經文
[00:00:31.920 --> 00:00:34.860]  特別頭一段對我來說是很重要的
[00:00:34.860 --> 00:00:36.340]  這次也預備了這篇講莊
[00:00:36.340 --> 00:00:38.380]  讓我自己有更多的反思
[00:00:38.380 --> 00:00:39.580]  爲什麼呢?
[00:00:39.580 --> 00:00:40.340]  當我讀神學
[00:00:40.340 --> 00:00:41.620]  無論我的學士
[00:00:41.620 --> 00:00:43.480]  或者我導學碩士的時候
[00:00:43.480 --> 00:00:44.660]  我的畢業刊
[00:00:44.660 --> 00:00:48.460]  都是用這一段作爲我的提醒
[00:00:48.460 --> 00:00:50.300]  到我讀博士學位的時候
[00:00:50.300 --> 00:00:52.060]  我就用哥林多後書
[00:00:52.060 --> 00:00:54.540]  就是說我不是靠我自己可以承擔
[00:00:54.540 --> 00:00:56.900]  一切可以的是出於神
[00:00:56.900 --> 00:00:58.220]  但是比起前書這段經文
[00:00:58.220 --> 00:01:01.740]  一直以來都是我自己一個提醒的
[00:01:01.740 --> 00:01:05.220]  好,那我們先來看一看這一段的經文
[00:01:05.220 --> 00:01:07.180]  原來這段經文記住
[00:01:07.180 --> 00:01:09.340]  今天跟三有關的
[00:01:09.340 --> 00:01:12.100]  這一章的聖經第五章
[00:01:12.100 --> 00:01:14.660]  是有三個不同的對象
[00:01:14.660 --> 00:01:17.380]  第一就是講給做牧者的
[00:01:17.380 --> 00:01:19.180]  教會的領導
[00:01:19.180 --> 00:01:23.060]  第二部分就是講給教會的年輕人
[00:01:23.060 --> 00:01:26.540]  第三部分就是講給所有的人
[00:01:26.540 --> 00:01:28.460]  可能你說這不關我的事
[00:01:28.460 --> 00:01:30.180]  我都不是牧者,對不對?
[00:01:30.180 --> 00:01:32.860]  但是不要忘記我們是君尊的祭司
[00:01:32.860 --> 00:01:35.860]  我們每一個人都應該有這種侍奉的態度
[00:01:35.860 --> 00:01:37.020]  彼得一開始就這麼說
[00:01:37.020 --> 00:01:37.980]  我作妾長老
[00:01:37.980 --> 00:01:39.620]  作基督受苦的見證
[00:01:39.620 --> 00:01:42.660]  同享後來要顯現於榮耀的
[00:01:42.660 --> 00:01:43.780]  勸你們中間
[00:01:43.780 --> 00:01:45.340]  如我同作長老的人
[00:01:45.340 --> 00:01:49.300]  無要再牧養你們在中間神的羣養
[00:01:49.300 --> 00:01:51.980]  因爲按照神的旨意照管他們
[00:01:51.980 --> 00:01:53.020]  不是出於勉強
[00:01:53.020 --> 00:01:54.380]  乃是出於甘心
[00:01:54.380 --> 00:01:55.860]  又不是出於貪財
[00:01:55.860 --> 00:01:57.580]  乃是出於樂意
[00:01:57.580 --> 00:02:00.580]  又不是合制所管軼你們的
[00:02:00.580 --> 00:02:01.620]  託付你們的
[00:02:01.620 --> 00:02:03.460]  乃是要作羣人的榜樣
[00:02:03.460 --> 00:02:05.140]  到了牧長顯現的時候
[00:02:05.140 --> 00:02:08.940]  你們必得那永不衰殘的冠冕
[00:02:08.940 --> 00:02:12.340]  這就是第一部分是給牧者的
[00:02:12.340 --> 00:02:14.220]  他說的是長老
[00:02:14.220 --> 00:02:17.140]  長老和元老是不同的
[00:02:17.140 --> 00:02:18.540]  教會什麼叫元老呢?
[00:02:18.540 --> 00:02:19.860]  就是開始的時候
[00:02:19.860 --> 00:02:21.660]  那幫人就叫元老
[00:02:21.660 --> 00:02:24.420]  元老不是和年齡有關的
[00:02:24.420 --> 00:02:26.620]  我建立命因堂由零開始
[00:02:26.620 --> 00:02:28.540]  我兒子就是教會的元老
[00:02:28.540 --> 00:02:30.220]  一開始就在這裏
[00:02:30.220 --> 00:02:31.900]  那時候只有四歲
[00:02:31.900 --> 00:02:33.220]  所以是元老
[00:02:33.220 --> 00:02:35.340]  所以是和年齡無關的
[00:02:35.340 --> 00:02:36.820]  長老是什麼呢?
[00:02:36.820 --> 00:02:38.740]  就是當時十二仕途
[00:02:38.740 --> 00:02:41.740]  他後來去不同的地方建立教會
[00:02:41.740 --> 00:02:42.740]  當他們建立了教會之後
[00:02:42.740 --> 00:02:43.940]  他們就要離開了
[00:02:43.940 --> 00:02:46.300]  他們就要找一些他們可以信任的人
[00:02:46.300 --> 00:02:48.660]  去管理教會
[00:02:48.660 --> 00:02:51.060]  這幫人就被稱爲長老
[00:02:51.060 --> 00:02:53.740]  我們看看《仕途行傳》第十四章二十三節
[00:02:53.740 --> 00:03:04.540]  我們一起讀出
[00:03:04.540 --> 00:03:06.620]  所以長老就是當時
[00:03:06.620 --> 00:03:10.820]  去負責管理牧養教會的人
[00:03:10.820 --> 00:03:12.540]  就是今天我們的牧者
[00:03:12.540 --> 00:03:14.500]  或者我們的執事
[00:03:14.500 --> 00:03:18.540]  彼得是被稱爲仕途之首
[00:03:18.540 --> 00:03:19.580]  但是我們看看彼得
[00:03:19.580 --> 00:03:21.540]  他怎麼稱呼自己
[00:03:21.540 --> 00:03:23.180]  我們一起再讀
[00:03:23.180 --> 00:03:37.420]  彼得詞出第五章的第一節
[00:03:37.420 --> 00:03:40.380]  他說到今天我是做長老的
[00:03:40.380 --> 00:03:44.340]  將來我們會一起享受神給我們的祝福
[00:03:44.340 --> 00:03:46.020]  但是他特別強調
[00:03:46.020 --> 00:03:47.780]  我勸你們在你們中間
[00:03:47.780 --> 00:03:49.740]  和我同做長老的人
[00:03:49.740 --> 00:03:51.620]  你們有沒有留意到
[00:03:51.620 --> 00:03:53.500]  很重要的一件事
[00:03:53.500 --> 00:03:56.660]  彼得是擺下自己
[00:03:56.660 --> 00:03:59.460]  與一切服事的人認同的
[00:03:59.460 --> 00:04:01.300]  他是耶穌的首席門徒
[00:04:01.300 --> 00:04:02.100]  他經歷很多
[00:04:02.100 --> 00:04:03.340]  其他門徒都沒有的
[00:04:03.340 --> 00:04:05.460]  記不記得他登山變象
[00:04:05.460 --> 00:04:07.620]  彼得和雅各約翰
[00:04:07.620 --> 00:04:09.740]  是親自見到耶穌登山變象
[00:04:09.740 --> 00:04:11.540]  比其他那些同袍
[00:04:11.540 --> 00:04:13.860]  他已經是厲害一級了
[00:04:13.860 --> 00:04:16.260]  特別是耶穌很寵愛他
[00:04:16.260 --> 00:04:18.860]  但是他不會高高在上
[00:04:18.860 --> 00:04:19.980]  他和這幫人說到
[00:04:19.980 --> 00:04:24.860]  我勸你們和我一起做長老的
[00:04:24.860 --> 00:04:26.420]  所以作爲牧者
[00:04:26.420 --> 00:04:28.900]  也要很小心提醒自己
[00:04:28.900 --> 00:04:32.420]  我們和弟兄姐妹是相同的
[00:04:32.420 --> 00:04:34.580]  只不過神呼召我們
[00:04:34.580 --> 00:04:39.460]  讓我們去做一個侍房的工作
[00:04:39.460 --> 00:04:40.940]  沒有特權的
[00:04:40.940 --> 00:04:44.420]  我今早在米頓堅尼教會講道
[00:04:44.420 --> 00:04:45.860]  講道要趕過來
[00:04:45.860 --> 00:04:50.380]  他講道來之前肯定是長途車
[00:04:50.380 --> 00:04:51.780]  要去廁所的
[00:04:51.780 --> 00:04:53.700]  原來只有兩間廁所
[00:04:53.700 --> 00:04:55.420]  就排隊
[00:04:55.420 --> 00:04:56.300]  他經常見到我
[00:04:56.300 --> 00:04:58.380]  牧師 你先去吧
[00:04:58.380 --> 00:04:59.300]  我說沒有
[00:04:59.300 --> 00:05:00.460]  我說沒有特權的
[00:05:00.460 --> 00:05:01.380]  我照樣排隊
[00:05:01.380 --> 00:05:02.420]  引導的
[00:05:02.420 --> 00:05:04.580]  不要想着我是牧師
[00:05:04.580 --> 00:05:06.580]  就有這個特權
[00:05:06.580 --> 00:05:08.260]  所以今天最重要就是
[00:05:08.260 --> 00:05:09.540]  作爲牧者
[00:05:09.540 --> 00:05:11.620]  是要和弟兄姐妹認同
[00:05:11.620 --> 00:05:12.860]  你纔會瞭解
[00:05:12.860 --> 00:05:15.180]  認識到弟兄姐妹的需要
[00:05:15.180 --> 00:05:16.740]  否則你高高在上
[00:05:16.740 --> 00:05:18.780]  你不知道他們有什麼需要
[00:05:18.780 --> 00:05:20.740]  那些很厲害的人
[00:05:20.740 --> 00:05:22.900]  原來有私家車出入
[00:05:22.900 --> 00:05:23.860]  有司機
[00:05:23.860 --> 00:05:25.220]  所以他們不懂用八達通
[00:05:25.220 --> 00:05:26.940]  你們記不記得有些人
[00:05:26.940 --> 00:05:28.540]  好了 現在你看到
[00:05:28.540 --> 00:05:30.100]  香港沒有劏房了
[00:05:30.100 --> 00:05:31.700]  消除了這個名字
[00:05:31.700 --> 00:05:33.460]  就叫簡約房屋
[00:05:33.460 --> 00:05:35.700]  但是每一間劏房都需要有什麼
[00:05:35.700 --> 00:05:37.660]  有窗的
[00:05:37.660 --> 00:05:40.100]  你知不知道很多都是唐樓
[00:05:40.100 --> 00:05:42.220]  唐樓只有前面有窗
[00:05:42.220 --> 00:05:43.940]  後面永遠都沒有窗
[00:05:43.940 --> 00:05:45.180]  你怎麼建立到
[00:05:45.180 --> 00:05:47.740]  每一間有窗的劏房呢
[00:05:47.740 --> 00:05:48.420]  所以你留意到
[00:05:48.420 --> 00:05:50.460]  有時候有些人制定一些東西的時候
[00:05:50.460 --> 00:05:53.460]  他是沒有瞭解到羣衆的需要
[00:05:53.460 --> 00:05:54.660]  所以我們作爲牧者
[00:05:54.660 --> 00:05:57.740]  一定要和弟兄姐妹有好的關係
[00:05:57.740 --> 00:05:59.940]  這樣的時候你也要認同
[00:05:59.940 --> 00:06:01.260]  放下自己
[00:06:01.260 --> 00:06:02.020]  好了
[00:06:02.020 --> 00:06:03.180]  是牧羊
[00:06:03.180 --> 00:06:04.300]  什麼呢
[00:06:04.300 --> 00:06:05.820]  就是羣羊
[00:06:05.820 --> 00:06:08.100]  記住聖經往往用羊
[00:06:08.100 --> 00:06:09.980]  來描繪我們
[00:06:09.980 --> 00:06:11.500]  我們都如羊走迷
[00:06:11.500 --> 00:06:13.300]  各人偏行幾路 是不是
[00:06:13.300 --> 00:06:14.020]  好了
[00:06:14.020 --> 00:06:15.660]  神怎麼叫我們
[00:06:15.660 --> 00:06:17.300]  來帶去牧羊羣羊呢
[00:06:17.300 --> 00:06:19.620]  我再讀第五章第二節
[00:06:19.620 --> 00:06:29.460]  留意這句話
[00:06:29.460 --> 00:06:32.580]  是神的羣羊
[00:06:32.580 --> 00:06:35.460]  不是牧者的羣羊
[00:06:35.460 --> 00:06:36.420]  主耶穌基督
[00:06:36.420 --> 00:06:37.140]  祂自己說
[00:06:37.140 --> 00:06:38.900]  我就是好牧人
[00:06:38.900 --> 00:06:41.620]  好牧人是爲羊寫命 是不是
[00:06:41.620 --> 00:06:43.940]  我們的主就是一個大牧人
[00:06:43.940 --> 00:06:45.780]  還沒有留意到
[00:06:45.780 --> 00:06:47.940]  神怎麼呼召彼得
[00:06:47.940 --> 00:06:50.140]  我們的主第一次呼召彼得的時候
[00:06:50.140 --> 00:06:51.700]  還有第二次也是這麼說
[00:06:51.700 --> 00:06:53.780]  你撇下你的愚妄來跟隨我
[00:06:53.780 --> 00:06:56.140]  我要你得人
[00:06:56.140 --> 00:06:58.860]  愚得愚一樣 是不是
[00:06:58.860 --> 00:06:59.700]  但是你不要忘記
[00:06:59.700 --> 00:07:02.260]  當耶穌復活之後
[00:07:02.260 --> 00:07:03.980]  在提比利亞海邊
[00:07:03.980 --> 00:07:05.060]  他問彼得
[00:07:05.060 --> 00:07:05.860]  你愛不愛我
[00:07:05.860 --> 00:07:07.260]  三次嘛
[00:07:07.260 --> 00:07:08.020]  問了之後
[00:07:08.020 --> 00:07:08.540]  彼得說
[00:07:08.540 --> 00:07:10.380]  你知道我愛你
[00:07:10.380 --> 00:07:14.020]  接着其實身份上有一些轉變
[00:07:14.020 --> 00:07:15.620]  耶穌怎麼說
[00:07:15.620 --> 00:07:19.140]  你餵養我的羊
[00:07:19.140 --> 00:07:21.300]  由一個得人愚夫
[00:07:21.300 --> 00:07:23.980]  變成了一個牧羊人
[00:07:23.980 --> 00:07:26.020]  去牧羊羣羊
[00:07:26.020 --> 00:07:28.820]  所以彼得很深體會這一件事
[00:07:28.820 --> 00:07:29.380]  所以記住
[00:07:29.380 --> 00:07:30.500]  我們每一個牧者
[00:07:30.500 --> 00:07:31.340]  每一個侍奉的人
[00:07:31.340 --> 00:07:32.180]  特別是執事
[00:07:32.180 --> 00:07:34.500]  我們不要只想行政
[00:07:34.500 --> 00:07:37.420]  我們是要去關心人的生命
[00:07:37.420 --> 00:07:38.940]  今天教會
[00:07:38.940 --> 00:07:41.420]  不單單需要一些好的人
[00:07:41.420 --> 00:07:44.860]  我們更加需要好的牧羊人
[00:07:44.860 --> 00:07:46.140]  我經常都提醒
[00:07:46.140 --> 00:07:48.380]  當日我自己牧會的時候
[00:07:48.380 --> 00:07:49.820]  那些童工
[00:07:49.820 --> 00:07:52.300]  我說你不只是去跟弟兄姊妹喫飯
[00:07:52.300 --> 00:07:53.500]  social一下
[00:07:53.500 --> 00:07:55.300]  縱使可能他們病
[00:07:55.300 --> 00:07:56.820]  你去探望他
[00:07:56.820 --> 00:07:58.780]  或者甚至有人過身
[00:07:58.780 --> 00:08:00.620]  你負責安息來
[00:08:00.620 --> 00:08:02.540]  我說這些是不夠的
[00:08:02.540 --> 00:08:04.540]  你要想想你每一次去的時候
[00:08:04.540 --> 00:08:08.220]  有沒有帶給你一些屬靈的養分
[00:08:08.220 --> 00:08:10.860]  讓他們對神有更深的體會
[00:08:10.860 --> 00:08:12.940]  有更深的瞭解
[00:08:12.940 --> 00:08:14.940]  當他在困難當中
[00:08:14.940 --> 00:08:16.460]  你不單單安慰他
