
[00:00:00.000 --> 00:00:02.720]  今日我選擇了
[00:00:02.720 --> 00:00:05.840]  或是一直編排的裏面
[00:00:05.840 --> 00:00:07.680]  講到聯盟這個主題
[00:00:07.680 --> 00:00:09.280]  差不多是最後一次了
[00:00:09.280 --> 00:00:11.840]  大家都有留意我們這一季裏面
[00:00:11.840 --> 00:00:15.440]  其實都講了很多課題
[00:00:15.440 --> 00:00:18.240]  或者很多的訊息和聯盟有關係的
[00:00:18.240 --> 00:00:23.280]  其實聯盟這個課題是一個很重要的課題
[00:00:23.280 --> 00:00:25.920]  如果我們講要去服侍
[00:00:25.920 --> 00:00:27.440]  特別是對人的服侍
[00:00:27.440 --> 00:00:29.440]  所有對人的服侍
[00:00:29.440 --> 00:00:33.280]  通常都是和聯盟有關係
[00:00:33.280 --> 00:00:37.440]  甚至可以講聯盟是一個很重要的元素
[00:00:37.440 --> 00:00:39.440]  如果我們對人的服侍
[00:00:39.440 --> 00:00:41.200]  沒有了這個東西
[00:00:41.200 --> 00:00:43.840]  其實那個服侍的靈魂好像沒有了
[00:00:43.840 --> 00:00:44.960]  不知道你同不同意
[00:00:44.960 --> 00:00:46.720]  我們只是做了一樣東西
[00:00:46.720 --> 00:00:48.960]  沒有了那個靈魂
[00:00:48.960 --> 00:00:53.360]  我們看四福音書裏面講耶穌很多的工作
[00:00:53.360 --> 00:00:57.040]  差不多那個模式
[00:00:57.040 --> 00:00:59.600]  都是耶穌看見一些人的需要
[00:00:59.600 --> 00:01:01.200]  無論是那個人的主動
[00:01:01.200 --> 00:01:02.320]  或者耶穌的主動
[00:01:02.320 --> 00:01:04.480]  我都見到聖經形容的
[00:01:04.480 --> 00:01:06.000]  就是耶穌動了慈心
[00:01:06.000 --> 00:01:07.120]  發出聯盟
[00:01:07.120 --> 00:01:08.800]  然後顯出神蹟
[00:01:08.800 --> 00:01:11.520]  帶來一些生命改變的效果
[00:01:11.520 --> 00:01:13.360]  我經常見到這個模式出現
[00:01:13.360 --> 00:01:16.160]  很多的個案裏面
[00:01:16.160 --> 00:01:18.240]  我們都見到這樣
[00:01:18.240 --> 00:01:20.480]  所以聖經又鼓勵我們
[00:01:20.480 --> 00:01:22.240]  都有聯盟的心懷
[00:01:22.240 --> 00:01:23.520]  所以我們去對人
[00:01:23.520 --> 00:01:28.320]  無論是未信耶穌的
[00:01:28.320 --> 00:01:29.920]  或者是弟兄姊妹之間的
[00:01:29.920 --> 00:01:31.600]  其實這種的心懷
[00:01:31.600 --> 00:01:34.560]  是神都很想我們有的
[00:01:34.560 --> 00:01:35.680]  在我裏面
[00:01:35.680 --> 00:01:38.800]  當我反覆去想這個主題的時候
[00:01:38.800 --> 00:01:40.400]  我就會問我自己的問題
[00:01:40.400 --> 00:01:44.400]  耶穌有很大的聯盟的心懷
[00:01:44.400 --> 00:01:47.440]  祂都期待我們有這一份的心
[00:01:47.440 --> 00:01:50.720]  但是聯盟不是做出來的
[00:01:50.720 --> 00:01:51.760]  你明不明白我講什麼
[00:01:51.760 --> 00:01:54.320]  它不是一件事你練習一下
[00:01:54.320 --> 00:01:55.520]  你操練一下
[00:01:55.520 --> 00:01:56.400]  好像三福一樣
[00:01:56.400 --> 00:01:58.160]  你操練多幾次你就會熟一點
[00:01:58.160 --> 00:02:00.240]  或者甚至是你彈樂器
[00:02:00.240 --> 00:02:02.480]  你操練久一點你就會熟一點
[00:02:02.480 --> 00:02:05.360]  但是好像聯盟不是這樣的
[00:02:05.360 --> 00:02:10.080]  它是一種特質是神做的東西
[00:02:10.080 --> 00:02:11.600]  那我就會問一個問題
[00:02:11.600 --> 00:02:15.680]  如果耶穌祂的服事常常帶著聯盟
[00:02:15.680 --> 00:02:16.960]  祂就期待我們
[00:02:16.960 --> 00:02:18.320]  如果我們要服事的話
[00:02:18.320 --> 00:02:20.480]  我們裏面都要有這件事
[00:02:20.480 --> 00:02:23.040]  那這件事是怎麼來的呢
[00:02:23.040 --> 00:02:23.920]  如果你問我自己
[00:02:23.920 --> 00:02:25.360]  我對人有沒有聯盟的心情
[00:02:25.360 --> 00:02:26.720]  心腸呢
[00:02:26.720 --> 00:02:27.360]  那我就想一下
[00:02:27.360 --> 00:02:28.560]  中國人都講的
[00:02:28.560 --> 00:02:29.920]  人有惻隱之心
[00:02:29.920 --> 00:02:31.600]  人皆有知
[00:02:31.600 --> 00:02:33.680]  那我們的先賢這樣講
[00:02:33.680 --> 00:02:37.440]  但是對一些三不識七的人
[00:02:37.440 --> 00:02:40.160]  我對他有多少聯盟的心呢
[00:02:40.160 --> 00:02:42.160]  有時候我都會問我自己
[00:02:42.160 --> 00:02:43.600]  有時候是為了做而做的
[00:02:43.600 --> 00:02:45.440]  不知道你會不會有這種感覺
[00:02:45.440 --> 00:02:48.160]  怎樣才叫我們裏面有多一點的
[00:02:48.160 --> 00:02:50.720]  聯盟的心懷呢
[00:02:50.720 --> 00:02:52.080]  當我一路反省的時候
[00:02:52.080 --> 00:02:54.560]  我就覺得其中一個很主要的
[00:02:54.560 --> 00:02:56.400]  很主要的原因
[00:02:56.400 --> 00:02:58.000]  或者很主要的動力
[00:02:58.000 --> 00:03:01.760]  怎樣令到我們裏面產生有聯盟呢
[00:03:01.760 --> 00:03:07.680]  就是我們先經歷了神對我這個人的聯盟
[00:03:07.680 --> 00:03:09.920]  就是說如果我在我人生裏面
[00:03:09.920 --> 00:03:11.440]  在信仰的歷程裏面
[00:03:11.440 --> 00:03:12.720]  我看到
[00:03:12.720 --> 00:03:13.760]  我知道
[00:03:13.760 --> 00:03:18.880]  原來神對我是有很深刻的聯盟的話
[00:03:18.880 --> 00:03:20.160]  我想
[00:03:20.160 --> 00:03:22.080]  我就能夠在我裏面
[00:03:22.080 --> 00:03:24.000]  我用induce來產生
[00:03:24.000 --> 00:03:26.800]  一個我們對這個世界周圍的人
[00:03:26.800 --> 00:03:29.760]  同樣有一種聯盟的心懷
[00:03:29.760 --> 00:03:32.720]  我這樣想是因為我看了一個人物
[00:03:32.720 --> 00:03:34.480]  今天要看的是這個人物
[00:03:34.480 --> 00:03:38.320]  他自己講述他自己的生命的一個見證
[00:03:38.320 --> 00:03:41.280]  這個人物就是我們都很熟悉的聖經人物
[00:03:41.280 --> 00:03:44.160]  就是保羅,這個人物
[00:03:44.160 --> 00:03:47.440]  打開聖經前,讀之前我想問問大家一個問題
[00:03:47.440 --> 00:03:50.240]  大家對保羅有什麼印象
[00:03:50.240 --> 00:03:54.880]  想起這個人,你會想起他是一個怎樣的人
[00:03:54.880 --> 00:03:58.000]  想一想
[00:03:58.000 --> 00:04:01.040]  大家的眼神比起昨晚好一點
[00:04:01.040 --> 00:04:07.040]  昨晚的年青人有很多是有點迷茫的
[00:04:07.040 --> 00:04:08.880]  有點迷茫
[00:04:08.880 --> 00:04:12.480]  我想他們沒有什麼資料
[00:04:12.480 --> 00:04:14.640]  或者資料很陌生
[00:04:14.640 --> 00:04:16.640]  大家是多一點的
[00:04:16.640 --> 00:04:19.600]  保羅,你可不可以拒絕一些什麼
[00:04:19.600 --> 00:04:21.360]  好,傳奇,還有沒有
[00:04:21.360 --> 00:04:25.040]  再說兩個
[00:04:25.040 --> 00:04:26.720]  好,很發瘋的
[00:04:26.720 --> 00:04:28.400]  這個很適合我的心意
[00:04:28.400 --> 00:04:31.920]  很瘋狂,為了愛耶穌的緣故
[00:04:31.920 --> 00:04:34.320]  還有沒有
[00:04:34.320 --> 00:04:40.720]  很有學識
[00:04:40.720 --> 00:04:43.280]  很盡的,很激烈的
[00:04:43.280 --> 00:04:49.040]  很激烈,很盡,恥字不語
[00:04:49.040 --> 00:04:51.280]  即是對神的心
[00:04:51.280 --> 00:04:53.520]  我用這個字眼,充滿毅力
[00:04:53.520 --> 00:04:55.440]  其實他透明度都很高
[00:04:55.440 --> 00:04:57.040]  他否白自己的心的時候
[00:04:57.040 --> 00:04:59.600]  真的他攤給你看,我的心就是這樣的
[00:04:59.600 --> 00:05:01.840]  聖經形容他自己說的自己
[00:05:01.840 --> 00:05:04.400]  我將生死置於道外
[00:05:04.400 --> 00:05:08.480]  為了達成耶穌基督交付給他的任務
[00:05:08.480 --> 00:05:10.800]  那個使命
[00:05:10.800 --> 00:05:13.360]  他可以置生死於道外
[00:05:13.360 --> 00:05:16.560]  很激烈,很前進
[00:05:16.560 --> 00:05:19.760]  但同時間,這種性情,這種性格
[00:05:19.760 --> 00:05:21.520]  都帶來一些
[00:05:21.520 --> 00:05:24.400]  可以說是不太正面的影響
[00:05:24.400 --> 00:05:25.280]  大家記不記得
[00:05:25.280 --> 00:05:28.720]  他有一幕跟他的拍檔吵架
[00:05:28.720 --> 00:05:32.560]  跟一個他的宗教的同伴吵架
[00:05:32.560 --> 00:05:34.880]  因為一個人的緣故
[00:05:34.880 --> 00:05:37.680]  結果大家分手,分道揚鑣
[00:05:37.680 --> 00:05:40.480]  都留下了一些我們對這個人
[00:05:40.480 --> 00:05:43.440]  不是完全正面的印象
[00:05:43.440 --> 00:05:45.120]  因為不勝經是沒有評價的
[00:05:45.120 --> 00:05:46.640]  沒有評價誰對誰錯
[00:05:46.640 --> 00:05:48.560]  不過就描繪了這件事出來
[00:05:48.560 --> 00:05:51.760]  總而言之,我相信保羅在我們心目中
[00:05:51.760 --> 00:05:54.320]  是經歷了一些事情
[00:05:54.320 --> 00:05:57.520]  他的性格可能不是很大變了
[00:05:57.520 --> 00:05:59.440]  我猜他是一日三日八日的
[00:05:59.440 --> 00:06:01.600]  就是那些,那種型格
[00:06:01.600 --> 00:06:03.840]  所以他是很
[00:06:03.840 --> 00:06:04.720]  一
[00:06:04.720 --> 00:06:07.200]  又一,OK
[00:06:07.200 --> 00:06:10.240]  他是很目標主義的
[00:06:10.240 --> 00:06:13.760]  很想達成神的心意
[00:06:13.760 --> 00:06:15.120]  他始至不如
[00:06:15.120 --> 00:06:17.120]  他很激情,他很忠心
[00:06:17.120 --> 00:06:18.720]  毅力,等等
[00:06:18.720 --> 00:06:22.400]  這是我們對保羅的一個認識,了解
[00:06:22.400 --> 00:06:24.320]  其實他這個人生
[00:06:24.320 --> 00:06:27.280]  特別他服侍主的這個人生
[00:06:27.280 --> 00:06:30.480]  是他自己說經歷了一個很大的扭轉
[00:06:30.480 --> 00:06:32.400]  這是他自己的見證
[00:06:32.400 --> 00:06:35.760]  是什麼原因令他經歷了這麼大的扭轉
[00:06:35.760 --> 00:06:38.000]  以致他可以這樣去服侍耶穌
[00:06:38.000 --> 00:06:40.960]  我們看看這段經文,他自己說他自己的
[00:06:40.960 --> 00:06:45.280]  提摩太前書第一章十二節到十七節
[00:06:45.280 --> 00:06:46.720]  我們試試讀一次,好嗎
[00:06:46.720 --> 00:06:47.920]  請
[00:06:47.920 --> 00:06:52.480]  不好意思,太快了
[00:06:52.480 --> 00:06:54.480]  OK,請
[00:06:57.360 --> 00:07:01.840]  我和主耶穌一家以愛有忠心
[00:07:01.840 --> 00:07:03.840]  在我服侍下
[00:07:03.840 --> 00:07:06.080]  我從前至此做神的
[00:07:06.080 --> 00:07:07.520]  被罵人的
[00:07:07.520 --> 00:07:08.800]  冤枉人的
[00:07:08.800 --> 00:07:11.200]  然而我還無了憐憫
[00:07:11.200 --> 00:07:15.200]  因我自不信不明白的事後不做的
[00:07:15.200 --> 00:07:18.720]  並且我主耶穌賜下了我本性
[00:07:18.720 --> 00:07:22.720]  使我在基督耶穌裡有信心和開心
[00:07:22.720 --> 00:07:24.720]  基督耶穌救濟
[00:07:24.720 --> 00:07:26.720]  為要拯救罪人
[00:07:26.720 --> 00:07:28.720]  這話是可信的
[00:07:28.720 --> 00:07:30.720]  至十分可悔目的
[00:07:30.720 --> 00:07:33.520]  所有罪人眾多是多罪魁
[00:07:33.520 --> 00:07:35.520]  然而我無了憐憫
[00:07:35.520 --> 00:07:39.520]  使引耶穌基督要在我這罪魁身上
[00:07:39.520 --> 00:07:41.760]  以免他日世的忍耐
[00:07:41.760 --> 00:07:45.760]  教導我順他的平生的人作廣約
[00:07:45.760 --> 00:07:47.760]  但願尊貴永耀
[00:07:47.760 --> 00:07:49.760]  貴與立不能受壞
[00:07:49.760 --> 00:07:51.200]  不能看蝶
[00:07:51.200 --> 00:07:52.720]  榮世的君王
[00:07:52.720 --> 00:07:53.920]  獨製的神
[00:07:53.920 --> 00:07:55.600]  直到永永遠遠
[00:07:55.600 --> 00:07:56.880]  阿彌陀佛
[00:08:25.600 --> 00:08:29.600]  進入保羅這個內心世界的分享
[00:08:29.600 --> 00:08:33.600]  我們要了解一下他為何這樣寫
[00:08:33.600 --> 00:08:37.600]  因為這段經文的上下文有一個主題
[00:08:37.600 --> 00:08:39.600]  就是一封信一開始問安完之後
[00:08:39.600 --> 00:08:45.600]  他就和當時他派去以弗所教會留在那裡
[00:08:45.600 --> 00:08:49.600]  繼續在那裡牧養管理教會的提摩太
[00:08:49.600 --> 00:08:51.600]  對他一些指示和教導
[00:08:51.600 --> 00:08:53.600]  前面那些經文
[00:08:53.600 --> 00:08:55.600]  由第3節到第11節
[00:08:55.600 --> 00:08:59.600]  就是在說以弗所教會的一些情況
[00:08:59.600 --> 00:09:01.600]  就說在教會裡面
[00:09:01.600 --> 00:09:03.600]  提摩太我走了
[00:09:03.600 --> 00:09:05.600]  留你在這裡
[00:09:05.600 --> 00:09:07.600]  你好好小心處理
[00:09:07.600 --> 00:09:09.600]  因為這裡有幾個人亂說話
[00:09:09.600 --> 00:09:13.600]  說他們是處一些異教
[00:09:13.600 --> 00:09:15.600]  異端
[00:09:15.600 --> 00:09:17.600]  聖經就說他們
[00:09:17.600 --> 00:09:19.600]  荒謬無憑的話語
[00:09:19.600 --> 00:09:21.600]  無窮的家譜
[00:09:21.600 --> 00:09:23.600]  到底是什麼來的
[00:09:23.600 --> 00:09:25.600]  其實今天的研究都不是百分之百很清楚
[00:09:25.600 --> 00:09:27.600]  不過相信是和猶太人的傳流
[00:09:27.600 --> 00:09:29.600]  流傳的家譜
[00:09:29.600 --> 00:09:33.600]  和一些流傳的傳統有關
[00:09:33.600 --> 00:09:35.600]  那裡有很多
[00:09:35.600 --> 00:09:37.600]  保羅就說
[00:09:37.600 --> 00:09:39.600]  他們說的東西其實有一個問題
[00:09:39.600 --> 00:09:41.600]  這些東西只是生變論
