
[00:00:00.000 --> 00:00:01.460]  各位弟子妹平安
[00:00:01.460 --> 00:00:04.360]  多謝麒賓使命團
[00:00:04.360 --> 00:00:07.200]  藉著所獻上的授詩歌提醒我們
[00:00:07.200 --> 00:00:09.900]  上帝在我們生命之中是多麼重要
[00:00:09.900 --> 00:00:13.480]  讓我們再次同心低頭祈禱
[00:00:13.480 --> 00:00:19.160]  相信我們感謝你
[00:00:19.160 --> 00:00:21.200]  因為你的拯救
[00:00:21.200 --> 00:00:24.900]  我們在你的裏面得著盼望
[00:00:24.900 --> 00:00:27.180]  我們更加在這一刻
[00:00:27.180 --> 00:00:28.920]  去祈求上帝你的聖靈
[00:00:28.920 --> 00:00:30.640]  親自與我們同在
[00:00:30.640 --> 00:00:32.720]  打開我們的心
[00:00:32.720 --> 00:00:36.000]  去能夠去聆聽你的說話
[00:00:36.000 --> 00:00:39.320]  也讓我們有你出自的悟性
[00:00:39.320 --> 00:00:41.720]  去明白你懷疑中的奧秘
[00:00:41.720 --> 00:00:44.520]  更願聽的和說的
[00:00:44.520 --> 00:00:46.360]  都同夢你的月亮
[00:00:46.360 --> 00:00:48.440]  祈禱奉主耶穌基督的名求
[00:00:48.440 --> 00:00:49.560]  阿們
[00:00:49.560 --> 00:00:54.600]  各位弟子妹
[00:00:54.600 --> 00:00:56.400]  如果我問你
[00:00:56.400 --> 00:00:59.000]  你想不想預知未來呢
[00:00:59.000 --> 00:01:00.560]  你會怎樣回答我
[00:01:00.560 --> 00:01:04.200]  想啊
[00:01:04.200 --> 00:01:06.640]  有些人說不想
[00:01:06.640 --> 00:01:10.760]  不知道你想知道一些好東西
[00:01:10.760 --> 00:01:12.960]  還是想知道一些
[00:01:12.960 --> 00:01:14.760]  要發生一些不好的事情呢
[00:01:14.760 --> 00:01:17.800]  兩樣都想知道
[00:01:17.800 --> 00:01:20.440]  有些人說他想知道
[00:01:20.440 --> 00:01:22.240]  只是想知道一些好東西
[00:01:22.240 --> 00:01:24.840]  免得自己知道壞事的時候
[00:01:24.840 --> 00:01:26.120]  將要發生的壞事
[00:01:26.120 --> 00:01:28.000]  令到自己擔驚受怕
[00:01:28.000 --> 00:01:29.440]  有些人說
[00:01:29.440 --> 00:01:31.240]  我只是想知道一些好東西
[00:01:31.240 --> 00:01:33.200]  不 有些人說
[00:01:33.200 --> 00:01:35.040]  他只是想知道一些不好的事情
[00:01:35.040 --> 00:01:37.760]  因為讓自己可以有些準備
[00:01:37.760 --> 00:01:39.960]  如果可以避開就最好了
[00:01:39.960 --> 00:01:42.680]  但也有些人想
[00:01:42.680 --> 00:01:44.760]  什麼都不想預知
[00:01:44.760 --> 00:01:47.400]  只是想踏實地去過
[00:01:47.400 --> 00:01:48.440]  我們的每一天
[00:01:48.440 --> 00:01:52.600]  不知道你的想法又是怎樣呢
[00:01:52.600 --> 00:01:54.040]  對於預言
[00:01:54.040 --> 00:01:56.560]  聖經給我們一些提示
[00:01:56.560 --> 00:01:58.040]  就好像今天的經課
[00:01:58.040 --> 00:01:59.240]  提及預言的
[00:01:59.240 --> 00:02:01.240]  耶穌究竟對我們
[00:02:01.240 --> 00:02:03.320]  說些什麼呢
[00:02:03.320 --> 00:02:06.360]  當他所說的預言應驗的時候
[00:02:06.360 --> 00:02:07.800]  發生的時候
[00:02:07.800 --> 00:02:09.680]  耶穌提示我們
[00:02:09.680 --> 00:02:11.920]  應該要怎樣去面對呢
[00:02:11.920 --> 00:02:16.560]  剛才家強同委為我們讀出這段經文
[00:02:16.560 --> 00:02:19.160]  在第一第二節裡面我們看到
[00:02:19.160 --> 00:02:22.120]  耶穌和一群門徒離開聖殿的時候
[00:02:22.120 --> 00:02:23.080]  有一個門徒
[00:02:23.480 --> 00:02:25.600]  聖經裡面沒有告訴我們他的名字
[00:02:25.600 --> 00:02:29.280]  回頭看這個聖殿
[00:02:29.280 --> 00:02:33.840]  他很開心也很讚嘆這個聖殿建築的宏偉
[00:02:33.840 --> 00:02:36.720]  在他的說話裡面
[00:02:36.720 --> 00:02:39.200]  看到他以人類的能力去自豪
[00:02:39.200 --> 00:02:41.960]  也以有炭的能力去自豪
[00:02:41.960 --> 00:02:44.920]  耶穌眼前這一所的聖殿
[00:02:44.920 --> 00:02:47.360]  是第二次重建的聖殿
[00:02:47.360 --> 00:02:49.320]  第一次重建的時候
[00:02:49.320 --> 00:02:50.920]  是在主前的520年
[00:02:51.560 --> 00:02:55.240]  當時是由所羅巴伯帶領秘魯回歸的以色列人
[00:02:55.240 --> 00:02:57.280]  回到耶路撒冷去重建
[00:02:57.280 --> 00:02:59.000]  歷時有四年
[00:02:59.000 --> 00:03:00.800]  不過後來
[00:03:00.800 --> 00:03:02.520]  這一所的聖殿
[00:03:02.520 --> 00:03:05.680]  在主前的168年被希臘所毀壞
[00:03:05.680 --> 00:03:08.960]  第二次重建在主前的37年
[00:03:08.960 --> 00:03:11.240]  是由大希律來主張
[00:03:11.240 --> 00:03:13.920]  並且參與這份重建
[00:03:13.920 --> 00:03:15.800]  並且是擴建的
[00:03:15.800 --> 00:03:17.560]  歷時46年
[00:03:17.560 --> 00:03:20.440]  我看到建造這所聖殿
[00:03:20.720 --> 00:03:21.720]  所花的人力
[00:03:21.720 --> 00:03:24.120]  財力和物力是多麼之大
[00:03:24.120 --> 00:03:29.040]  不過當耶穌聽到門徒去讚嘆這所聖殿的時候
[00:03:29.040 --> 00:03:31.800]  卻是一盆冷水淋下來
[00:03:31.800 --> 00:03:35.480]  祂預言將來這一所這麼宏偉的聖殿
[00:03:35.480 --> 00:03:36.760]  必被毀壞
[00:03:36.760 --> 00:03:38.720]  每一塊的石頭
[00:03:38.720 --> 00:03:41.400]  會留在另一塊的石頭上面
[00:03:41.400 --> 00:03:47.000]  按照早期研究猶太歷史的以色列學者約瑟夫所記載
[00:03:47.000 --> 00:03:48.920]  在主後的70年
[00:03:49.320 --> 00:03:52.360]  因為羅馬政府認定猶太人要發動叛變
[00:03:52.360 --> 00:03:56.800]  於是將聖城和聖殿拆毀
[00:03:56.800 --> 00:03:58.120]  而為平地
[00:03:58.120 --> 00:04:00.040]  只留下西牆
[00:04:00.040 --> 00:04:03.120]  即是現在我們稱為「哭牆」這個部分
[00:04:03.120 --> 00:04:06.720]  其實在聖殿被毀之前的幾年
[00:04:06.720 --> 00:04:09.360]  確實有先知在耶路撒冷一帶
[00:04:09.360 --> 00:04:12.560]  預言聖殿和聖城將會被毀滅
[00:04:12.560 --> 00:04:15.240]  當時的宗教領袖
[00:04:15.240 --> 00:04:19.040]  試圖制止這個人散播這些言論
[00:04:19.840 --> 00:04:23.320]  不過當時的羅馬政府卻認為
[00:04:23.320 --> 00:04:26.400]  這個人只是有病
[00:04:26.400 --> 00:04:28.280]  只是發瘋
[00:04:28.280 --> 00:04:30.520]  不需要去理會和緊張
[00:04:30.520 --> 00:04:33.960]  所以由這位歷史學者所說的時候
[00:04:33.960 --> 00:04:37.760]  我們相信耶穌並不是唯一一個作出這個預言的人
[00:04:37.760 --> 00:04:40.640]  猶太人對於這些預言
[00:04:40.640 --> 00:04:42.960]  包括聖殿和聖城被毀
[00:04:42.960 --> 00:04:44.680]  應該都不太陌生
[00:04:44.680 --> 00:04:47.400]  就好像我們這幾個年
[00:04:47.400 --> 00:04:48.400]  特別是今年
[00:04:48.760 --> 00:04:50.880]  我們經常聽到很多人會提及
[00:04:50.880 --> 00:04:53.200]  今年會是世界末日
[00:04:53.200 --> 00:04:57.680]  並且預言何時何時會是終結一樣
