
[00:00:00.000 --> 00:00:07.000]  考大家有沒有覺得拳頭大些還是膝頭大些呢?
[00:00:07.000 --> 00:00:09.000]  通常都不敢回答的,是吧?
[00:00:09.000 --> 00:00:16.000]  第一個最簡單的考慮就是大家緊握你的拳頭
[00:00:16.000 --> 00:00:22.000]  然後放下一點,跟你的膝頭比較一下
[00:00:22.000 --> 00:00:28.000]  有些人拳頭大些,有些可能不拳頭大,有些膝頭大些,膝頭大些
[00:00:28.000 --> 00:00:33.000]  不過這個當然沒有那麼簡單,用這個題目
[00:00:33.000 --> 00:00:36.000]  另外就可能想想力量
[00:00:36.000 --> 00:00:40.000]  大家覺得拳頭的力量大些還是膝頭的力量大些呢?
[00:00:40.000 --> 00:00:44.000]  是物理來的
[00:00:44.000 --> 00:00:48.000]  有一個運動叫西洋拳,拳擊
[00:00:48.000 --> 00:00:54.000]  最近葉問找了泰臣來拍拳王
[00:00:54.000 --> 00:00:57.000]  好像應該拳頭強些
[00:00:57.000 --> 00:01:01.000]  但在我年輕的年代
[00:01:01.000 --> 00:01:06.000]  有一個運動的葉問叫泰拳
[00:01:06.000 --> 00:01:11.000]  泰拳有一招叫膝撞
[00:01:11.000 --> 00:01:15.000]  就是膝頭一直向對手
[00:01:15.000 --> 00:01:20.000]  在運動來說膝頭比較強
[00:01:20.000 --> 00:01:22.000]  這個就是力量
[00:01:22.000 --> 00:01:27.000]  但其實有一個模型的膝頭和拳頭的力量
[00:01:27.000 --> 00:01:32.000]  就是力量,拳頭或者是權力
[00:01:32.000 --> 00:01:37.000]  或者是地位,有錢去香港,有錢就大了
[00:01:37.000 --> 00:01:42.000]  或者有地位,甚至是智慧或者是知識
[00:01:42.000 --> 00:01:47.000]  有人說知識就是力量,knowledge is power
[00:01:47.000 --> 00:01:52.000]  但其實另一方面膝頭也有它的威力
[00:01:52.000 --> 00:01:59.000]  你知道嗎?要一個男士跪下不是那麼容易
[00:01:59.000 --> 00:02:04.000]  通常男士在什麼時候跪下呢?
[00:02:04.000 --> 00:02:09.000]  這裡有很多人還沒做,將來有機會應該要做
[00:02:09.000 --> 00:02:12.000]  我想一下我有沒有做,我忘記了
[00:02:12.000 --> 00:02:18.000]  要問Rex有沒有,就是求婚的時候
[00:02:18.000 --> 00:02:24.000]  不知道,要背劍,嘉隆有沒有,我都忘記了
[00:02:24.000 --> 00:02:28.000]  但你知道中國有句說話叫男兒嗎?
[00:02:28.000 --> 00:02:32.000]  膝下有黃金,所以各位女士
[00:02:32.000 --> 00:02:39.000]  將來你的男朋友跪下求婚的時候你已經賺了
[00:02:39.000 --> 00:02:43.000]  還有,有一句成語和膝頭有關
[00:02:43.000 --> 00:02:48.000]  我們中國人最需要什麼呢?
[00:02:48.000 --> 00:02:50.000]  中國人最需要有子孫
[00:02:50.000 --> 00:02:58.000]  所以有一個叫不孝為大,有三,無後為大
[00:02:58.000 --> 00:03:02.000]  很重要,所以有一句成語就和這個有關
[00:03:02.000 --> 00:03:05.000]  大家知道是哪句成語嗎?
[00:03:05.000 --> 00:03:11.000]  就叫膝下有虛,表示沒有子女
[00:03:11.000 --> 00:03:14.000]  用膝頭的膝字
[00:03:14.000 --> 00:03:19.000]  所以你說哪樣東西比較厲害呢?
[00:03:19.000 --> 00:03:21.000]  膝頭還是拳頭呢?
[00:03:21.000 --> 00:03:24.000]  當然,我來這裡講道家講一些比較熟悉的東西
[00:03:24.000 --> 00:03:27.000]  講一些基督教的東西
[00:03:27.000 --> 00:03:32.000]  其實膝頭,我講的是另一件事
[00:03:32.000 --> 00:03:35.000]  大家可能都會聯想到,如果我講膝頭
[00:03:35.000 --> 00:03:40.000]  其實可能只是和我們基督徒的一個動作
[00:03:40.000 --> 00:03:44.000]  或一個操練有關的,就是祈禱
[00:03:44.000 --> 00:03:49.000]  因為很多人其實都是會跪下祈禱
[00:03:49.000 --> 00:03:54.000]  話說有一個傳道人,周圍講道的
[00:03:54.000 --> 00:03:59.000]  有一次放假,他打獵
[00:03:59.000 --> 00:04:02.000]  那天是星期日,他就和上帝講
[00:04:02.000 --> 00:04:05.000]  做得這麼辛苦,不如今天放假一次
[00:04:05.000 --> 00:04:09.000]  不回教會崇拜,上帝寬恕我
[00:04:09.000 --> 00:04:13.000]  他就去了打獵,在山上打獵,走著走著
[00:04:13.000 --> 00:04:16.000]  在轉彎位和一隻紅隱相撞
[00:04:16.000 --> 00:04:23.000]  結果大家跌倒,傳道人還受了傷
[00:04:23.000 --> 00:04:28.000]  危難之際,那隻紅隱好像要站起來
[00:04:28.000 --> 00:04:30.000]  撲過來要吃他
[00:04:30.000 --> 00:04:35.000]  那傳道人就說,上帝求你憐憫我,保守我
[00:04:35.000 --> 00:04:39.000]  我沒有崇拜,我不適合,不過你保守我吧
[00:04:39.000 --> 00:04:42.000]  不如你快些將這隻紅隱化成一個基督徒
[00:04:42.000 --> 00:04:44.000]  那我就不用死了
[00:04:44.000 --> 00:04:49.000]  正當他在祈禱之際,這隻紅隱沒有抓你
[00:04:49.000 --> 00:04:52.000]  要你殺他的時候,突然間停了
[00:04:52.000 --> 00:04:54.000]  還雙手合十
[00:04:54.000 --> 00:04:59.000]  傳道人說,這麼靈驗,紅隱也變成基督徒
[00:04:59.000 --> 00:05:01.000]  紅隱就在祈禱
[00:05:01.000 --> 00:05:05.000]  上帝啊,求你賜福潔淨這個食物
[00:05:05.000 --> 00:05:09.000]  讓我吃了之後身體健康,阿門
[00:05:09.000 --> 00:05:14.000]  再講多一個,陳龍歷年送多一個給你
[00:05:14.000 --> 00:05:19.000]  話說有一隻船,即是行船
[00:05:19.000 --> 00:05:23.000]  突然風浪大作,船長很努力
[00:05:23.000 --> 00:05:27.000]  結果都挽救不了船,預備要下沉了
[00:05:27.000 --> 00:05:30.000]  船長就很焦急,就說
[00:05:30.000 --> 00:05:35.000]  這裡這麼多個伙計,有沒有誰會祈禱的
[00:05:35.000 --> 00:05:38.000]  有一個就自告奮勇,Sir,我會祈禱
[00:05:38.000 --> 00:05:42.000]  你當然要我祈禱求上帝去拯救我們
[00:05:42.000 --> 00:05:43.000]  我們繼續祈禱吧
[00:05:43.000 --> 00:05:49.000]  其他人快些穿上救生衣,因為我們欠一個
[00:05:49.000 --> 00:05:54.000]  這個好不好笑,大家明白嗎?
[00:05:54.000 --> 00:06:00.000]  但希望你的祈禱不是用來這樣
[00:06:00.000 --> 00:06:02.000]  祈禱,祈禱
[00:06:02.000 --> 00:06:05.000]  不知道大家祈禱的生活是怎樣,或者有沒有祈禱
[00:06:05.000 --> 00:06:09.000]  或者覺得祈禱膝頭的力量是不是大
[00:06:09.000 --> 00:06:17.000]  可能有時候你會這樣祈禱
[00:06:17.000 --> 00:06:20.000]  特別是在考試沒有讀書的時間
[00:06:20.000 --> 00:06:25.000]  怎麼可以不用做什麼,上帝還在幫助我呢?
[00:06:25.000 --> 00:06:28.000]  祈禱又是不是這樣呢?希望不是這樣吧
[00:06:28.000 --> 00:06:32.000]  想和大家透過一段聖經,大家在看《撒慕爾記》上
[00:06:32.000 --> 00:06:37.000]  我們看一段聖經,關於有少許祈禱的學習
[00:06:37.000 --> 00:06:43.000]  這裡是一個以色列人和菲律賓人之間的戰爭
[00:06:43.000 --> 00:06:46.000]  在《撒慕爾記》上,大家在看的時候
[00:06:46.000 --> 00:06:48.000]  其實都圍繞著幾個人物
[00:06:48.000 --> 00:06:52.000]  大家可能知道,第一是以利和撒慕爾,大家聽過吧
[00:06:52.000 --> 00:06:58.000]  中間也穿插了,有一段好像不是人物,是若貴
[00:06:58.000 --> 00:07:02.000]  但其實又和人有關,應該說和B型有關,就是上帝
[00:07:02.000 --> 00:07:07.000]  若貴其實是代表上帝,但也未必等於上帝
[00:07:07.000 --> 00:07:09.000]  我一會兒會說多一點
[00:07:09.000 --> 00:07:12.000]  然後就是撒慕爾和蘇羅
[00:07:12.000 --> 00:07:17.000]  遲一點傳道人會在講道的時候說
[00:07:17.000 --> 00:07:20.000]  然後就是蘇羅和大衛
[00:07:20.000 --> 00:07:23.000]  這個就是我們一路看《撒慕爾記》上
[00:07:23.000 --> 00:07:27.000]  頭半年一直看的脈絡
[00:07:27.000 --> 00:07:33.000]  今天我們來到撒慕爾和蘇羅一大段的一開始
[00:07:33.000 --> 00:07:35.000]  沒有蘇羅出現吧?
[00:07:35.000 --> 00:07:37.000]  我們未有的,下次才有的
[00:07:37.000 --> 00:07:44.000]  這段聖經是講撒慕爾作時事的期間
[00:07:44.000 --> 00:07:48.000]  很有趣,如果我們看前面的時間
[00:07:48.000 --> 00:07:51.000]  其實也有打仗
[00:07:51.000 --> 00:07:54.000]  第四章第一節說以色列和菲律賓人打仗
[00:07:54.000 --> 00:07:55.000]  安寧是一個什麼?
[00:07:55.000 --> 00:07:59.000]  以便以謝,剛才大家讀的聖經去看劇
[00:07:59.000 --> 00:08:03.000]  這個以便以謝是後天我們第七章這段時間才改這個名
[00:08:03.000 --> 00:08:06.000]  但因為聖經會一路修改
[00:08:06.000 --> 00:08:08.000]  有些中間有些修訂
[00:08:08.000 --> 00:08:10.000]  就會寫這個地方名
[00:08:10.000 --> 00:08:14.000]  當時其實不是今天我們讀的經文
[00:08:14.000 --> 00:08:18.000]  其實之前第四章是講到以色列人和菲律賓人打仗
[00:08:18.000 --> 00:08:21.000]  以色列人就抬了個藥櫃出去
[00:08:21.000 --> 00:08:25.000]  抬了個藥櫃出去和他們打仗
[00:08:25.000 --> 00:08:29.000]  但菲律賓人就拿了個藥櫃去
[00:08:29.000 --> 00:08:36.000]  其實藥櫃是以色列人想抬藥櫃去,上帝就在那裏
[00:08:36.000 --> 00:08:42.000]  神和他同在,一定可以,神有能力
[00:08:42.000 --> 00:08:44.000]  但其實以色列人本身
[00:08:44.000 --> 00:08:48.000]  他們的對錯焦點,其心不正
[00:08:48.000 --> 00:08:51.000]  雖然有藥櫃在那裏,但也不代表上帝一定和他們同在
[00:08:51.000 --> 00:08:53.000]  所以就擄走了
[00:08:53.000 --> 00:08:57.000]  但後來,我給大家看圖
[00:08:57.000 --> 00:09:00.000]  其實菲律賓人是小眾
[00:09:00.000 --> 00:09:04.000]  菲律賓人是很細小的一群人
[00:09:04.000 --> 00:09:06.000]  但他們有這樣的能力
[00:09:06.000 --> 00:09:08.000]  連以色列人都可以打贏
[00:09:08.000 --> 00:09:11.000]  接著呢,很有趣
[00:09:11.000 --> 00:09:14.000]  他們就擄走了藥櫃回去菲律賓地
[00:09:14.000 --> 00:09:18.000]  但是那個藥櫃去到
[00:09:18.000 --> 00:09:23.000]  他們先擺了一個神廟,又叫大菌
[00:09:23.000 --> 00:09:27.000]  發覺連大菌都跪下
[00:09:27.000 --> 00:09:30.000]  大菌都向藥櫃伏伏
[00:09:30.000 --> 00:09:33.000]  上帝夜話,上帝勁過他們的神大菌
[00:09:33.000 --> 00:09:36.000]  發覺還有一件事
[00:09:36.000 --> 00:09:40.000]  他們那裏有些人生了一個病
[00:09:40.000 --> 00:09:42.000]  就是痔瘡
[00:09:42.000 --> 00:09:51.000]  又有一些鼠來田間搞亂
[00:09:51.000 --> 00:09:54.000]  所以他們就要想辦法
[00:09:54.000 --> 00:09:57.000]  把藥櫃送回去以色列
[00:09:57.000 --> 00:10:00.000]  但這個也不是好事
[00:10:00.000 --> 00:10:02.000]  結果他們怎樣呢?
[00:10:02.000 --> 00:10:04.000]  想了一個辦法
[00:10:04.000 --> 00:10:05.000]  就是我們現在很流行說的
[00:10:05.000 --> 00:10:09.000]  用自己的方法去想一想
[00:10:09.000 --> 00:10:13.000]  結果他們做了五個金鼠
[00:10:13.000 --> 00:10:15.000]  還有五個金
[00:10:15.000 --> 00:10:18.000]  就是剛才我說的那樣東西
[00:10:18.000 --> 00:10:21.000]  用一個木車和兩隻牦牛
[00:10:21.000 --> 00:10:27.000]  推回去白事墨的以色列的地方
[00:10:27.000 --> 00:10:31.000]  但是有些以色列人
[00:10:31.000 --> 00:10:34.000]  因為藥櫃對於以色列人很神聖
[00:10:34.000 --> 00:10:38.000]  應該在回望的深層裏面
[00:10:38.000 --> 00:10:40.000]  只有大祭司才會見到
[00:10:40.000 --> 00:10:44.000]  有些以色列人就好像我們一般人一樣
[00:10:44.000 --> 00:10:48.000]  平時沒什麼機會看藥櫃
[00:10:48.000 --> 00:10:50.000]  裝裝鮮鮮就死了
[00:10:50.000 --> 00:10:53.000]  因為他們不潔的人
[00:10:53.000 --> 00:10:55.000]  其實不應該去接近藥櫃
[00:10:55.000 --> 00:10:58.000]  結果他們就很害怕
[00:10:58.000 --> 00:11:01.000]  就送去基列耶林這個地方
[00:11:01.000 --> 00:11:04.000]  基列耶林這個地方有二十年那麼久
[00:11:04.000 --> 00:11:06.000]  因為基列耶林那裏的人
[00:11:06.000 --> 00:11:08.000]  很看重藥櫃
[00:11:08.000 --> 00:11:10.000]  找一個人去打理它
[00:11:10.000 --> 00:11:12.000]  其他人不碰它
[00:11:12.000 --> 00:11:14.000]  很尊敬
[00:11:14.000 --> 00:11:17.000]  很神聖是上帝自己設立的藥櫃
