
[00:00:00.000 --> 00:00:02.000]  各位弟兄姊妹早晨
[00:00:02.000 --> 00:00:04.000]  很美好的詩歌
[00:00:04.000 --> 00:00:06.000]  也是聖誕的詩歌
[00:00:06.000 --> 00:00:08.000]  我們如果基督徒唱聖誕詩歌
[00:00:08.000 --> 00:00:10.000]  一班人
[00:00:10.000 --> 00:00:12.000]  我們稱為什麼?
[00:00:12.000 --> 00:00:14.000]  報戒音
[00:00:14.000 --> 00:00:16.000]  昨晚有三十多位弟兄姊妹
[00:00:16.000 --> 00:00:18.000]  在威遠來報戒音
[00:00:18.000 --> 00:00:20.000]  有機會和人分享
[00:00:20.000 --> 00:00:22.000]  神的愛
[00:00:22.000 --> 00:00:24.000]  聽到有帶領人去信主
[00:00:24.000 --> 00:00:26.000]  是很感恩的事情
[00:00:26.000 --> 00:00:28.000]  和大家透過《路加福音》二章二十一至四十節
[00:00:28.000 --> 00:00:30.000]  去思想各個題目
[00:00:30.000 --> 00:00:32.000]  叫「令人期待的戒音」
[00:00:32.000 --> 00:00:34.000]  不知道你們在等什麼
[00:00:34.000 --> 00:00:36.000]  有時候等待
[00:00:36.000 --> 00:00:38.000]  是一個很令人困惑
[00:00:38.000 --> 00:00:40.000]  甚至痛苦的事情
[00:00:40.000 --> 00:00:42.000]  不要說簡單的
[00:00:42.000 --> 00:00:44.000]  每天都等巴士
[00:00:44.000 --> 00:00:46.000]  等不同的東西
[00:00:46.000 --> 00:00:48.000]  或者去銀行
[00:00:48.000 --> 00:00:50.000]  要等
[00:00:50.000 --> 00:00:52.000]  排隊
[00:00:52.000 --> 00:00:54.000]  或者我們
[00:00:54.000 --> 00:00:56.000]  現在流感
[00:00:56.000 --> 00:00:58.000]  或者有很多不同的人
[00:00:58.000 --> 00:01:00.000]  有些身體的小毛病
[00:01:00.000 --> 00:01:02.000]  就會去看醫生
[00:01:02.000 --> 00:01:04.000]  又要等
[00:01:04.000 --> 00:01:06.000]  那麼
[00:01:06.000 --> 00:01:08.000]  有些不太好的報道
[00:01:08.000 --> 00:01:10.000]  就是等
[00:01:10.000 --> 00:01:12.000]  這個星期有兩三則的新聞
[00:01:12.000 --> 00:01:14.000]  第一就是說
[00:01:14.000 --> 00:01:16.000]  你知道有一些長者
[00:01:16.000 --> 00:01:18.000]  他們人口老化
[00:01:18.000 --> 00:01:22.000]  需要等入資助的安老院
[00:01:22.000 --> 00:01:24.000]  但是去年
[00:01:24.000 --> 00:01:26.000]  應該是今年
[00:01:26.000 --> 00:01:30.000]  有五千五百六十八位的長者
[00:01:30.000 --> 00:01:32.000]  是等不到
[00:01:32.000 --> 00:01:34.000]  你明白我的意思吧
[00:01:34.000 --> 00:01:36.000]  等不到
[00:01:36.000 --> 00:01:38.000]  入這個資助安老院
[00:01:38.000 --> 00:01:40.000]  政府有一個承諾
[00:01:40.000 --> 00:01:42.000]  有些比較需要的人
[00:01:42.000 --> 00:01:44.000]  他們需要住資助房屋
[00:01:44.000 --> 00:01:46.000]  就是公屋
[00:01:46.000 --> 00:01:48.000]  我小時候也是在公屋長大的
[00:01:48.000 --> 00:01:50.000]  政府承諾多少年
[00:01:50.000 --> 00:01:52.000]  大家都不用等
[00:01:52.000 --> 00:01:54.000]  但是
[00:01:54.000 --> 00:01:56.000]  這個數據告訴你
[00:01:56.000 --> 00:01:58.000]  有三成人
[00:01:58.000 --> 00:02:00.000]  是三年都等不到上
[00:02:00.000 --> 00:02:02.000]  還要再長一些的時間
[00:02:02.000 --> 00:02:04.000]  或者你說和我也不是很好的關係
[00:02:04.000 --> 00:02:06.000]  可能接下來說一件事
[00:02:06.000 --> 00:02:08.000]  可能和你有多一些關係
[00:02:08.000 --> 00:02:10.000]  就是如果大家去公立醫院
[00:02:10.000 --> 00:02:12.000]  這個表
[00:02:12.000 --> 00:02:14.000]  我在醫管局裡面下載的
[00:02:14.000 --> 00:02:16.000]  最update的
[00:02:16.000 --> 00:02:18.000]  新界東
[00:02:18.000 --> 00:02:20.000]  就是我們這個地方
[00:02:20.000 --> 00:02:22.000]  如果你要排耳鼻喉科
[00:02:22.000 --> 00:02:24.000]  是一百零二個星期
[00:02:24.000 --> 00:02:26.000]  如果你是去看眼科
[00:02:26.000 --> 00:02:28.000]  六十七個星期都要一年多
[00:02:28.000 --> 00:02:30.000]  我心想
[00:02:30.000 --> 00:02:32.000]  你看最長是甚麼
[00:02:32.000 --> 00:02:34.000]  如果你骨科
[00:02:34.000 --> 00:02:36.000]  是要等專科的排期
[00:02:36.000 --> 00:02:38.000]  是要甚麼
[00:02:38.000 --> 00:02:40.000]  是新症
[00:02:40.000 --> 00:02:42.000]  是一百四十六個星期
[00:02:42.000 --> 00:02:44.000]  即是多少
[00:02:44.000 --> 00:02:46.000]  三年
[00:02:46.000 --> 00:02:48.000]  等待
[00:02:48.000 --> 00:02:50.000]  又等待
[00:02:50.000 --> 00:02:52.000]  這個聖誕節都是一個等待的故事
[00:02:52.000 --> 00:02:54.000]  是不是
[00:02:54.000 --> 00:02:56.000]  話說等了baby
[00:02:56.000 --> 00:02:58.000]  話說有三個
[00:02:58.000 --> 00:03:00.000]  準爸爸
[00:03:00.000 --> 00:03:02.000]  就在醫院的產房門口
[00:03:02.000 --> 00:03:04.000]  就等他們的baby出世
[00:03:04.000 --> 00:03:06.000]  就等他們的baby出世
[00:03:06.000 --> 00:03:08.000]  太太裡面來生產
[00:03:08.000 --> 00:03:10.000]  沒多久護士出來
[00:03:10.000 --> 00:03:12.000]  就先恭喜陳生
[00:03:12.000 --> 00:03:14.000]  陳生就恭喜你
[00:03:14.000 --> 00:03:16.000]  你太太生了雙胞胎
[00:03:16.000 --> 00:03:18.000]  真是開心
[00:03:18.000 --> 00:03:20.000]  原來我在雙子星號裡面工作
[00:03:20.000 --> 00:03:22.000]  沒多久
[00:03:22.000 --> 00:03:24.000]  第二個護士又出來
[00:03:24.000 --> 00:03:26.000]  李生恭喜你
[00:03:26.000 --> 00:03:28.000]  你太太生了三胞胎
[00:03:28.000 --> 00:03:30.000]  真是好
[00:03:30.000 --> 00:03:32.000]  我在3M公司工作
[00:03:32.000 --> 00:03:34.000]  真是perfect
[00:03:34.000 --> 00:03:36.000]  旁邊那個李生
[00:03:36.000 --> 00:03:38.000]  聽到就嚇到流冷汗
[00:03:38.000 --> 00:03:40.000]  馬上打開窗想跳下去
[00:03:40.000 --> 00:03:42.000]  大家制服他
[00:03:42.000 --> 00:03:44.000]  李生這個太太生孩子
[00:03:44.000 --> 00:03:46.000]  好開心的事情
[00:03:46.000 --> 00:03:48.000]  為什麼這麼不開心
[00:03:48.000 --> 00:03:50.000]  就不死
[00:03:50.000 --> 00:03:52.000]  我在七十一那裡工作
[00:03:52.000 --> 00:03:58.000]  不知七個還是十一個
[00:03:58.000 --> 00:04:02.000]  不要緊
[00:04:02.000 --> 00:04:04.000]  最近的七胞胎有新聞報道
[00:04:04.000 --> 00:04:06.000]  都長大成人
[00:04:06.000 --> 00:04:08.000]  在外國治館七胞胎
[00:04:08.000 --> 00:04:10.000]  等待又等待
[00:04:10.000 --> 00:04:12.000]  其實這個
[00:04:12.000 --> 00:04:14.000]  耶穌基督的出生
[00:04:14.000 --> 00:04:16.000]  也可以說是一個等待的故事
[00:04:16.000 --> 00:04:20.000]  因為其實在舊約
[00:04:20.000 --> 00:04:22.000]  大約主持人七八年
[00:04:22.000 --> 00:04:24.000]  這個先知以塞亞
[00:04:24.000 --> 00:04:26.000]  曾經預言到有一個尼塞亞
[00:04:26.000 --> 00:04:28.000]  出現
[00:04:28.000 --> 00:04:30.000]  當時沒什麼重要
[00:04:30.000 --> 00:04:32.000]  但當去到公元前的586年
