
[00:00:00.000 --> 00:00:04.640]  我和大家繼續 因為我們是宣教月
[00:00:04.640 --> 00:00:06.120]  這個講道系列
[00:00:06.120 --> 00:00:09.600]  想和大家透過
[00:00:09.600 --> 00:00:12.400]  這個以斯帖皇后的故事
[00:00:12.400 --> 00:00:14.200]  和大家一起思考
[00:00:14.200 --> 00:00:17.440]  神怎樣去呼召我們
[00:00:17.440 --> 00:00:19.120]  去一些使命
[00:00:19.120 --> 00:00:20.600]  我們講宣教月
[00:00:20.600 --> 00:00:22.800]  當然講宣教的工場的事工
[00:00:22.800 --> 00:00:24.200]  但是那些宣教士是怎樣來的
[00:00:24.200 --> 00:00:26.520]  他們怎樣回應神的呼召呢
[00:00:26.520 --> 00:00:32.160]  以及當我們聽到一個可能是神的呼召聲音的時候
[00:00:32.160 --> 00:00:34.360]  我們怎樣去回應呢
[00:00:34.360 --> 00:00:35.680]  今天講道的經文
[00:00:35.680 --> 00:00:38.720]  我們主要是列出兩段的經文
[00:00:38.720 --> 00:00:39.920]  兩節的經文
[00:00:39.920 --> 00:00:41.920]  以斯帖記四章十四節
[00:00:41.920 --> 00:00:44.200]  和羅馬書八章二十八節
[00:00:44.200 --> 00:00:46.400]  以斯帖記四章十四節說
[00:00:46.400 --> 00:00:50.400]  活底改托人回覆以斯帖說
[00:00:50.400 --> 00:00:53.880]  你莫想在皇宮裡強過一切猶太人
[00:00:53.880 --> 00:00:55.960]  得冕者和
[00:00:55.960 --> 00:00:57.960]  此時你若閉口不言
[00:00:57.960 --> 00:01:00.760]  猶太人必從別處得解脫
[00:01:00.760 --> 00:01:01.800]  蒙拯救
[00:01:01.800 --> 00:01:03.920]  你和你父家必至滅亡
[00:01:03.920 --> 00:01:05.960]  焉知你得了皇后的位分
[00:01:05.960 --> 00:01:08.960]  不是為了現今的機會嗎
[00:01:08.960 --> 00:01:11.240]  羅馬書八章二十八節
[00:01:11.240 --> 00:01:13.160]  我們曉得萬事都互相效力
[00:01:13.160 --> 00:01:14.920]  叫愛神的人得益處
[00:01:14.920 --> 00:01:18.000]  就是按他旨意備召的人
[00:01:18.000 --> 00:01:21.080]  因為在座當中不是每一位都可能熟悉
[00:01:21.080 --> 00:01:22.880]  這個以斯帖的故事
[00:01:22.880 --> 00:01:27.680]  所以我會幫大家撮要重要的情節
[00:01:27.680 --> 00:01:32.640]  並且我們會以羅馬書八章十九到二十八節
[00:01:32.640 --> 00:01:34.640]  作為一個解讀
[00:01:34.640 --> 00:01:36.040]  但我開始之前
[00:01:36.040 --> 00:01:39.480]  我和大家首先提出一個
[00:01:39.480 --> 00:01:41.760]  當人們感覺到被神呼召的時候
[00:01:41.760 --> 00:01:43.560]  經常會提出的問題
[00:01:43.560 --> 00:01:45.760]  為何要選擇我呢
[00:01:45.760 --> 00:01:51.480]  一個我們經常討論的故事就是摩西
[00:01:51.480 --> 00:01:53.320]  摩西在荊棘蟲裡面
[00:01:53.320 --> 00:01:59.200]  被神呼召要去救那些以色列人出埃及的時候
[00:01:59.200 --> 00:02:01.120]  摩西是嘗試推辭的
[00:02:01.120 --> 00:02:02.480]  為何要叫我
[00:02:02.480 --> 00:02:03.880]  我都八十歲了
[00:02:03.880 --> 00:02:04.920]  還能做些甚麼
[00:02:04.920 --> 00:02:07.520]  神啊 你不如找別的位置好不好
[00:02:07.520 --> 00:02:11.200]  何必偏偏選中我呢
[00:02:11.200 --> 00:02:13.960]  答案其實只有兩個方面
[00:02:13.960 --> 00:02:14.600]  第一
[00:02:14.600 --> 00:02:19.160]  首先你對你眼前看到的一個迫切的需求
[00:02:19.160 --> 00:02:21.480]  你沒有辦法在視而不見
[00:02:21.480 --> 00:02:24.640]  你深知百姓在水深火熱當中
[00:02:24.640 --> 00:02:26.400]  你必須有人
[00:02:26.400 --> 00:02:28.880]  你知道是需要挺身而出的
[00:02:28.880 --> 00:02:30.240]  同樣重要的是
[00:02:30.240 --> 00:02:33.080]  你明白到你是責無旁貸的
[00:02:33.080 --> 00:02:35.240]  因為這個使命非你莫屬的
[00:02:35.240 --> 00:02:38.120]  你旁邊有誰能做得到同樣的事呢
[00:02:38.120 --> 00:02:39.760]  甚至你覺得
[00:02:39.760 --> 00:02:43.920]  其實神好像一早預備你的人生
[00:02:43.920 --> 00:02:46.400]  來到這一點去回應
[00:02:46.400 --> 00:02:47.880]  做了這件工作
[00:02:47.880 --> 00:02:50.920]  因為你具有獨特的地位
[00:02:50.920 --> 00:02:52.400]  獨特的經歷
[00:02:52.400 --> 00:02:55.080]  獨特的才幹可以做這件事情
[00:02:55.080 --> 00:02:57.560]  當時神呼召摩西的時候
[00:02:57.560 --> 00:03:00.680]  其實沒有人可以做到同樣的事
[00:03:00.680 --> 00:03:01.800]  沒有人在皇宮長大
[00:03:01.800 --> 00:03:03.320]  懂得帶領這麼多人
[00:03:03.320 --> 00:03:06.280]  以斯帖的情況也是一樣
[00:03:06.280 --> 00:03:09.280]  所以我首先和大家
[00:03:09.280 --> 00:03:11.160]  由以斯帖的一開始
[00:03:11.160 --> 00:03:13.600]  出腰的去讀到我們今天的經節
[00:03:13.600 --> 00:03:17.160]  這四章十四節裏面交代一下那個故事
[00:03:17.160 --> 00:03:22.000]  阿哈徐老王做皇的時候
[00:03:22.000 --> 00:03:28.600]  其實是波斯一個很繁盛的時候
[00:03:28.600 --> 00:03:32.160]  版圖由印度一直到古實
[00:03:32.160 --> 00:03:35.360]  即是埃及統治127個省
[00:03:35.360 --> 00:03:40.680]  阿哈徐老王在書山城登基的時候
[00:03:40.680 --> 00:03:42.680]  在位第三年的時候
[00:03:42.680 --> 00:03:46.280]  他叫一切的首領去幫他擺設筵席
[00:03:46.280 --> 00:03:47.880]  第七天的時候
[00:03:47.880 --> 00:03:50.360]  阿哈徐老王喝酒
[00:03:50.360 --> 00:03:52.240]  心中非常快樂
[00:03:52.240 --> 00:03:55.360]  吩咐皇后瓦實緹
[00:03:55.360 --> 00:03:58.280]  帶皇冠去到他的面前
[00:03:58.280 --> 00:04:01.800]  使得每個臣民都能夠看到
[00:04:01.800 --> 00:04:03.480]  他的老婆真是漂亮
[00:04:03.480 --> 00:04:06.520]  但是皇后瓦實緹就不肯
[00:04:06.520 --> 00:04:08.800]  所以皇后很生氣
[00:04:08.800 --> 00:04:10.760]  心如火燒
[00:04:10.760 --> 00:04:13.400]  皇后就問大臣
[00:04:13.400 --> 00:04:16.480]  這個皇后瓦實緹不聽我的話
[00:04:16.480 --> 00:04:18.520]  照例應該怎樣辦
[00:04:18.520 --> 00:04:23.600]  其中一個有七個大臣的第七位
[00:04:23.600 --> 00:04:26.200]  其實那時候第七位可能是最高不是最低
[00:04:26.200 --> 00:04:28.200]  米姆干就說
[00:04:28.200 --> 00:04:32.120]  皇后瓦實緹這件事不但得罪了王
[00:04:32.120 --> 00:04:34.800]  而且有害王國省的居民
[00:04:34.800 --> 00:04:37.960]  因為皇后這件事必然傳到各個
[00:04:37.960 --> 00:04:41.040]  每家每戶的婦人當中
[00:04:41.040 --> 00:04:43.120]  他們就會藐視他們的丈夫
[00:04:43.120 --> 00:04:48.760]  所以如果科斯王哈脫魯容許的時候
[00:04:48.760 --> 00:04:50.360]  就降旨
[00:04:50.360 --> 00:04:52.760]  拿走他的皇后的位置
