
[00:00:00.000 --> 00:00:05.000]  教會的願景是「人人有照明,個個做回應」
[00:00:05.000 --> 00:00:07.000]  這是我們過去一兩年以來
[00:00:07.000 --> 00:00:12.000]  為教會重新定下的願景
[00:00:12.000 --> 00:00:14.000]  我們有新的使命宣言
[00:00:14.000 --> 00:00:16.000]  我們有新的意象
[00:00:16.000 --> 00:00:17.000]  就是願景
[00:00:17.000 --> 00:00:19.000]  我們有新的使命
[00:00:19.000 --> 00:00:20.000]  第一講的時候
[00:00:20.000 --> 00:00:22.000]  我說了「人人有照明,個個做回應」
[00:00:22.000 --> 00:00:25.000]  是透過羅馬書第一章一節七節
[00:00:25.000 --> 00:00:26.000]  告訴頂尖會聽
[00:00:26.000 --> 00:00:27.000]  你和我都有照明
[00:00:27.000 --> 00:00:30.000]  你和我都必定找到照明
[00:00:30.000 --> 00:00:33.000]  你和我都可以回應照明
[00:00:33.000 --> 00:00:35.000]  當時是引用《十學家》
[00:00:35.000 --> 00:00:38.000]  有三個教徒的照明
[00:00:38.000 --> 00:00:39.000]  我不再重複了
[00:00:39.000 --> 00:00:41.000]  第二講是二月
[00:00:41.000 --> 00:00:44.000]  第二個星期的時候和大家分享的
[00:00:44.000 --> 00:00:46.000]  在抗疫下的福音照明
[00:00:46.000 --> 00:00:47.000]  在疫症底下
[00:00:47.000 --> 00:00:49.000]  人雖然很渺小無力
[00:00:49.000 --> 00:00:53.000]  但他是見證著福音本是上帝的大能
[00:00:53.000 --> 00:00:56.000]  所以我們仍然可以帶著這種能力感
[00:00:56.000 --> 00:00:58.000]  是因為福音的緣故
[00:00:58.000 --> 00:00:59.000]  我們帶著責任感
[00:00:59.000 --> 00:01:00.000]  我們帶著催逼感
[00:01:00.000 --> 00:01:03.000]  來面對這場疫症
[00:01:03.000 --> 00:01:05.000]  不失為福音作見證
[00:01:05.000 --> 00:01:09.000]  第三就是今天我要講回轉的照明
[00:01:09.000 --> 00:01:13.000]  本來在羅馬書第一至第三章
[00:01:13.000 --> 00:01:15.000]  講出了一個很重要的真理
[00:01:15.000 --> 00:01:17.000]  就是「人人都有罪」
[00:01:17.000 --> 00:01:19.000]  一章十八節至三十二節
[00:01:19.000 --> 00:01:21.000]  剛才我們讀的經文告訴你
[00:01:21.000 --> 00:01:22.000]  外邦人有罪
[00:01:22.000 --> 00:01:25.000]  去到二章一節至三章八節
[00:01:25.000 --> 00:01:27.000]  是猶太人有罪
[00:01:27.000 --> 00:01:29.000]  三章九節至二十節
[00:01:29.000 --> 00:01:31.000]  是全世界都有罪
[00:01:31.000 --> 00:01:34.000]  不過一聽見「人人都有罪」
[00:01:34.000 --> 00:01:36.000]  很多人就會反駁
[00:01:36.000 --> 00:01:37.000]  反駁什麼呢?
[00:01:37.000 --> 00:01:40.000]  我沒有做過傷天害理的事
[00:01:40.000 --> 00:01:42.000]  我行事為人
[00:01:42.000 --> 00:01:44.000]  對得起天地良心
[00:01:44.000 --> 00:01:46.000]  何罪之有?
[00:01:46.000 --> 00:01:49.000]  有沒有聽過身邊的人會這樣跟你講?
[00:01:49.000 --> 00:01:51.000]  我哪裡有罪?
[00:01:51.000 --> 00:01:57.000]  今天很想用羅馬書第一章十八節至三十二節
[00:01:57.000 --> 00:01:58.000]  來對勉勵弟兄姊妹
[00:01:58.000 --> 00:01:59.000]  告訴弟兄姊妹
[00:01:59.000 --> 00:02:00.000]  其實自創世以來
[00:02:00.000 --> 00:02:03.000]  上帝不斷猜險他的僕人
[00:02:03.000 --> 00:02:04.000]  呼召我們
[00:02:04.000 --> 00:02:06.000]  承認自己是一個罪人
[00:02:06.000 --> 00:02:08.000]  並且要從罪裏面
[00:02:08.000 --> 00:02:10.000]  回轉歸向他
[00:02:10.000 --> 00:02:12.000]  不過人生剛硬
[00:02:12.000 --> 00:02:14.000]  人會拒絕承認自己是罪人
[00:02:14.000 --> 00:02:17.000]  亦都拒絕回應上帝的呼召
[00:02:17.000 --> 00:02:19.000]  其實神沒有勉強我們悔改
[00:02:19.000 --> 00:02:21.000]  祂一直都是等待我們
[00:02:21.000 --> 00:02:23.000]  甘心情願
[00:02:23.000 --> 00:02:27.000]  從我們那種自高自大自我的罪中
[00:02:27.000 --> 00:02:29.000]  來對回轉歸向祂
[00:02:29.000 --> 00:02:34.000]  這是我今天要跟弟兄姊妹傳遞的訊息
[00:02:34.000 --> 00:02:37.000]  剛才提過一章十八節至三十二節
[00:02:37.000 --> 00:02:39.000]  講到愛邦人的罪
[00:02:39.000 --> 00:02:41.000]  愛邦人的罪是什麼呢?
[00:02:41.000 --> 00:02:45.000]  愛邦人的罪就是不虔不義的罪
[00:02:45.000 --> 00:02:49.000]  其實十八節不只是講愛邦人的罪的一個引言
[00:02:49.000 --> 00:02:53.000]  亦都是在往後講到猶太人的罪
[00:02:53.000 --> 00:02:56.000]  和全人類的罪的一個引言
[00:02:56.000 --> 00:02:59.000]  他們的罪就是不虔不義
[00:02:59.000 --> 00:03:01.000]  十八節說原來神的憤怒
[00:03:01.000 --> 00:03:05.000]  是從天上顯明在一切不虔不義的人身上
[00:03:05.000 --> 00:03:09.000]  就是那些不義阻擋真理的人
[00:03:09.000 --> 00:03:12.000]  不虔是講對神的態度
[00:03:12.000 --> 00:03:13.000]  不尊不敬
[00:03:13.000 --> 00:03:15.000]  不當上帝為上帝
[00:03:15.000 --> 00:03:19.000]  不義是指到人對待別人的時候
[00:03:19.000 --> 00:03:22.000]  有不公平的地方
[00:03:22.000 --> 00:03:24.000]  有不誠實的地方
[00:03:24.000 --> 00:03:27.000]  有歪理的地方
[00:03:27.000 --> 00:03:29.000]  無論是不虔還是不義
[00:03:29.000 --> 00:03:31.000]  其實在保羅的眼中
[00:03:31.000 --> 00:03:32.000]  在上帝的眼中
[00:03:32.000 --> 00:03:35.000]  看來都是阻擋真理的
[00:03:35.000 --> 00:03:37.000]  其實這裡講到神的憤怒
[00:03:37.000 --> 00:03:41.000]  會在這些不虔不義的人身上顯明
[00:03:41.000 --> 00:03:43.000]  如果我們還有少少印象
[00:03:43.000 --> 00:03:45.000]  其實一章十七字我沒有打出來
[00:03:45.000 --> 00:03:47.000]  講到神的義是給什麼人呢?
[00:03:47.000 --> 00:03:50.000]  神的義是給信的人
[00:03:50.000 --> 00:03:51.000]  不過這裡又講
[00:03:51.000 --> 00:03:53.000]  神的憤怒
[00:03:53.000 --> 00:03:56.000]  就是顯明在那些不虔不義的人身上
[00:03:56.000 --> 00:03:58.000]  所以兩者成為一個很大的對比
[00:03:58.000 --> 00:04:00.000]  想研讀多一點
[00:04:00.000 --> 00:04:03.000]  你慢慢看一下保羅他那種心思
[00:04:03.000 --> 00:04:05.000]  在講上帝的義
[00:04:05.000 --> 00:04:08.000]  原來願意臨到那些相信的人
[00:04:08.000 --> 00:04:14.000]  但上帝的憤怒會臨到那些對上帝不虔不義的人
[00:04:14.000 --> 00:04:16.000]  接下來保羅描述那幫人
[00:04:16.000 --> 00:04:18.000]  猶太人以至全世界的人
[00:04:18.000 --> 00:04:20.000]  那個罪的過程中
[00:04:20.000 --> 00:04:22.000]  其實有一種模式
[00:04:22.000 --> 00:04:23.000]  這種模式是什麼呢?
[00:04:23.000 --> 00:04:26.000]  人原本對神是有知識的
[00:04:26.000 --> 00:04:30.000]  但是他們不理會這些知識
[00:04:30.000 --> 00:04:32.000]  他們選擇錯誤去做
[00:04:32.000 --> 00:04:35.000]  結果就引來神的憤怒
[00:04:35.000 --> 00:04:38.000]  在一章二十四節
[00:04:38.000 --> 00:04:39.000]  二十六節
[00:04:39.000 --> 00:04:42.000]  二十八節就提到神的憤怒
[00:04:42.000 --> 00:04:49.000]  三次提到神任憑他們行不義的事
[00:04:49.000 --> 00:04:53.000]  這就是神的憤怒顯明在他們身上
[00:04:53.000 --> 00:04:54.000]  二十四節說
[00:04:54.000 --> 00:04:59.000]  所以神任憑他們請住心裡的情慾行污穢的事
[00:04:59.000 --> 00:05:03.000]  以致彼此玷污自己的身體
[00:05:03.000 --> 00:05:05.000]  二十六節
[00:05:05.000 --> 00:05:08.000]  因此神任憑他們放縱可羞恥的情慾
[00:05:08.000 --> 00:05:12.000]  他們的女人將順性的用處變為逆性的用處
[00:05:12.000 --> 00:05:13.000]  二十八節
[00:05:13.000 --> 00:05:15.000]  他們既然故意不認識神
[00:05:15.000 --> 00:05:18.000]  神就任憑他們存邪癖的心
[00:05:18.000 --> 00:05:21.000]  行那不合理的事
[00:05:21.000 --> 00:05:23.000]  任憑是在說
[00:05:23.000 --> 00:05:24.000]  好像放棄他
[00:05:24.000 --> 00:05:26.000]  我任由你吧
