
[00:00:00.000 --> 00:00:02.000]  鼎姐妹早晨
[00:00:02.000 --> 00:00:04.000]  讓我再一次同心祈禱
[00:00:04.000 --> 00:00:09.900]  上帝主耶穌我們都感謝祢
[00:00:09.900 --> 00:00:12.400]  讓我們一起去到祢面前去敬拜
[00:00:12.400 --> 00:00:15.700]  讓我們真的一生愛祢
[00:00:15.700 --> 00:00:17.900]  一生去敬拜祢
[00:00:17.900 --> 00:00:20.900]  讓我們真的凡有氣息的
[00:00:20.900 --> 00:00:22.900]  我們在祢面前都去稱頌祢
[00:00:22.900 --> 00:00:26.100]  主願意祢親自閱覽我們的崇拜
[00:00:26.100 --> 00:00:28.900]  聖靈願意祢在我們中間隨意運行
[00:00:28.900 --> 00:00:30.900]  祢親自對我們講說話
[00:00:30.900 --> 00:00:32.900]  讓我們在敬拜的裏面
[00:00:32.900 --> 00:00:34.900]  遇見主耶穌祢自己
[00:00:34.900 --> 00:00:36.900]  我多謝你聽我祈禱奉主耶穌的命求
[00:00:36.900 --> 00:00:38.900]  阿們
[00:00:38.900 --> 00:00:46.900]  很多時候可能我們身邊的親友
[00:00:46.900 --> 00:00:49.900]  不知道會不會都問過你同樣的問題
[00:00:49.900 --> 00:00:51.900]  我們的親友可能都會問我們
[00:00:51.900 --> 00:00:56.900]  你每個星期都見到你出席教會的崇拜
[00:00:56.900 --> 00:00:58.900]  你每個星期都見到你出席教會的崇拜
[00:00:58.900 --> 00:01:00.900]  究竟你回去做什麼的?
[00:01:00.900 --> 00:01:04.900]  見到你風雨不改,持之而行
[00:01:04.900 --> 00:01:06.900]  可能有好幾年的日子
[00:01:06.900 --> 00:01:08.900]  五年、十年、十五年或更長的日子
[00:01:08.900 --> 00:01:12.900]  都見到你這樣去參與教會當中
[00:01:12.900 --> 00:01:14.900]  其實教會做些什麼的?
[00:01:14.900 --> 00:01:16.900]  有什麼令你能夠
[00:01:16.900 --> 00:01:19.900]  持續地去教會呢?
[00:01:19.900 --> 00:01:23.900]  我不知道你有沒有想過這些問題
[00:01:23.900 --> 00:01:26.900]  這些問題很普遍
[00:01:26.900 --> 00:01:28.900]  我想有些親友都會問
[00:01:28.900 --> 00:01:30.900]  每次見到你都說你去教會
[00:01:30.900 --> 00:01:32.900]  其實你回去做什麼的呢?
[00:01:32.900 --> 00:01:34.900]  有什麼吸引你的呢?
[00:01:34.900 --> 00:01:36.900]  不知道你有沒有想過怎樣回答
[00:01:36.900 --> 00:01:38.900]  有時我們的團契
[00:01:38.900 --> 00:01:40.900]  在團契或小組
[00:01:40.900 --> 00:01:42.900]  有時我都叫弟兄姊妹分享一下
