
[00:00:00.000 --> 00:00:02.000]  請我們再一次同心我們同祈禱
[00:00:02.000 --> 00:00:04.000]  天父我們感謝祢給我們寶貴的話語
[00:00:04.000 --> 00:00:06.000]  作為我們生命的指引
[00:00:06.000 --> 00:00:08.000]  求祢藉著祢的話語去提醒
[00:00:08.000 --> 00:00:10.000]  勸勉
[00:00:10.000 --> 00:00:12.000]  教導
[00:00:12.000 --> 00:00:14.000]  改變 挑戰我們
[00:00:14.000 --> 00:00:16.000]  叫我們生命得到成長
[00:00:16.000 --> 00:00:18.000]  祈禱奉耶穌命求
[00:00:18.000 --> 00:00:20.000]  阿們
[00:00:20.000 --> 00:00:26.000]  有些弟兄姊妹見到這個題目
[00:00:26.000 --> 00:00:28.000]  臨別之言問我是不是最後一次在窩福講道
[00:00:28.000 --> 00:00:30.000]  你看漏了
[00:00:30.000 --> 00:00:32.000]  臨別之言後面還有二
[00:00:32.000 --> 00:00:34.000]  二即是還有三還有四
[00:00:34.000 --> 00:00:36.000]  一直可以無窮盡下去
[00:00:36.000 --> 00:00:40.000]  不過事實上
[00:00:40.000 --> 00:00:42.000]  就是
[00:00:42.000 --> 00:00:44.000]  我自己一算
[00:00:44.000 --> 00:00:46.000]  都不夠一個月就要離開
[00:00:46.000 --> 00:00:48.000]  心裏面
[00:00:48.000 --> 00:00:50.000]  都一言難盡
[00:00:50.000 --> 00:00:52.000]  想和大家
[00:00:52.000 --> 00:00:54.000]  思想這段經文
[00:00:54.000 --> 00:00:56.000]  耶穌臨別之言
[00:00:56.000 --> 00:00:58.000]  芝加哥大學的醫學院
[00:00:58.000 --> 00:01:00.000]  一個精神科學教授
[00:01:00.000 --> 00:01:02.000]  Dr. Elisabeth Rupert Cross
[00:01:02.000 --> 00:01:04.000]  在很多年前
[00:01:04.000 --> 00:01:06.000]  她寫過一本書
[00:01:06.000 --> 00:01:08.000]  一本很出名的書
[00:01:08.000 --> 00:01:10.000]  死與臨死
[00:01:10.000 --> 00:01:12.000]  根據這位教授的研究
[00:01:12.000 --> 00:01:14.000]  她說一個人在分離
[00:01:14.000 --> 00:01:16.000]  或者在死亡
[00:01:16.000 --> 00:01:18.000]  通常是經過五個不同的階段
[00:01:18.000 --> 00:01:20.000]  情緒的反應
[00:01:20.000 --> 00:01:24.000]  第一個階段就叫否定
[00:01:24.000 --> 00:01:26.000]  不是的
[00:01:26.000 --> 00:01:28.000]  我見到有很多人
[00:01:28.000 --> 00:01:30.000]  去看醫生
[00:01:30.000 --> 00:01:32.000]  醫生說你可能有肝癌
[00:01:32.000 --> 00:01:34.000]  可能你有肺癌
[00:01:34.000 --> 00:01:36.000]  他就找另一個醫生看
[00:01:36.000 --> 00:01:38.000]  或者找中醫看
[00:01:38.000 --> 00:01:40.000]  希望找到一個說你不是的
[00:01:40.000 --> 00:01:42.000]  你只是熱氣或者傷風咳
[00:01:42.000 --> 00:01:44.000]  很多時候在一個否定當中
[00:01:44.000 --> 00:01:46.000]  我想一下
[00:01:46.000 --> 00:01:48.000]  我自己也有些否定
[00:01:48.000 --> 00:01:50.000]  有人問牧師你快離開了
[00:01:50.000 --> 00:01:52.000]  我想都不想
[00:01:52.000 --> 00:01:54.000]  到時不知道怎麼辦
[00:01:54.000 --> 00:01:58.000]  往往我們在一個否定的
[00:01:58.000 --> 00:02:00.000]  情況當中
[00:02:00.000 --> 00:02:02.000]  會不會我們很多時候都會
[00:02:02.000 --> 00:02:04.000]  在一個否定當中
[00:02:04.000 --> 00:02:06.000]  有些弟兄
[00:02:06.000 --> 00:02:08.000]  跟我說牧師
[00:02:08.000 --> 00:02:10.000]  我想你不夠
[00:02:10.000 --> 00:02:12.000]  一年都會回來
[00:02:12.000 --> 00:02:14.000]  不如買個雙程票
[00:02:14.000 --> 00:02:16.000]  留法便宜一點
[00:02:16.000 --> 00:02:20.000]  我想都是在一些否定的
[00:02:20.000 --> 00:02:22.000]  情況當中
[00:02:22.000 --> 00:02:24.000]  第二個階段 憤怒
[00:02:24.000 --> 00:02:28.000]  我想這個也是真的
[00:02:28.000 --> 00:02:30.000]  很多時候一些病人知道自己
[00:02:30.000 --> 00:02:32.000]  或者患上絕症的時候
[00:02:32.000 --> 00:02:34.000]  通常他有一種憤怒
[00:02:34.000 --> 00:02:36.000]  我記得我姐夫知道自己有
[00:02:36.000 --> 00:02:38.000]  鼻咽癌很多年前
[00:02:38.000 --> 00:02:40.000]  這個不是絕症後來醫好的
[00:02:40.000 --> 00:02:42.000]  但他就很憤怒
[00:02:42.000 --> 00:02:44.000]  我又不喝酒 我又不吸煙
[00:02:44.000 --> 00:02:46.000]  我又不嫖妓
[00:02:46.000 --> 00:02:48.000]  我又做好人 我又顧家
[00:02:48.000 --> 00:02:50.000]  為甚麼我會有這個病
[00:02:50.000 --> 00:02:52.000]  我同事又喝又吹
[00:02:52.000 --> 00:02:54.000]  為甚麼他又不會有這個病
[00:02:54.000 --> 00:02:56.000]  很憤怒
[00:02:56.000 --> 00:02:58.000]  覺得很不公平
[00:02:58.000 --> 00:03:00.000]  有一次有一個弟兄
[00:03:00.000 --> 00:03:02.000]  跟我說牧師 我爸爸病了
[00:03:02.000 --> 00:03:04.000]  他有肺癌
[00:03:04.000 --> 00:03:06.000]  你可不可以去
[00:03:06.000 --> 00:03:08.000]  聯合醫院去探望他
[00:03:08.000 --> 00:03:10.000]  我都想去信耶穌
[00:03:10.000 --> 00:03:12.000]  好 當然好
[00:03:12.000 --> 00:03:14.000]  於是我就去到
[00:03:14.000 --> 00:03:16.000]  聯合醫院探望他
[00:03:16.000 --> 00:03:18.000]  一去到的時候 我未見過這位
[00:03:18.000 --> 00:03:20.000]  我爸爸說我是蘇牧師
[00:03:20.000 --> 00:03:22.000]  是哪位牧師 想來探望你
[00:03:22.000 --> 00:03:24.000]  我未講完 他就開始罵
[00:03:24.000 --> 00:03:26.000]  我死了 你來逼我
[00:03:26.000 --> 00:03:28.000]  一直罵 罵得很大聲
[00:03:28.000 --> 00:03:30.000]  所有護士都走來
[00:03:30.000 --> 00:03:32.000]  那些姑娘都走來看看我們發生甚麼爭執
[00:03:32.000 --> 00:03:34.000]  我沒有 無招架之功
[00:03:34.000 --> 00:03:36.000]  就由他罵
[00:03:36.000 --> 00:03:38.000]  他罵完一大輪的時候 我問
[00:03:38.000 --> 00:03:40.000]  爸爸 你想不想下一次我來探望你
[00:03:40.000 --> 00:03:42.000]  他說想
[00:03:42.000 --> 00:03:44.000]  我明白一件事
[00:03:44.000 --> 00:03:46.000]  你生我的氣 去找一個發洩的對象
[00:03:46.000 --> 00:03:48.000]  最好你牧師來
[00:03:48.000 --> 00:03:50.000]  最好發洩對象
[00:03:50.000 --> 00:03:52.000]  有些人就不好意思對牧師
[00:03:52.000 --> 00:03:54.000]  發洩 對上帝
[00:03:54.000 --> 00:03:56.000]  因為他不能反駁
[00:03:56.000 --> 00:03:58.000]  所以有些人生上帝的氣
[00:03:58.000 --> 00:04:00.000]  總之一個憤怒
[00:04:00.000 --> 00:04:02.000]  其實當我們見到一個人
[00:04:02.000 --> 00:04:04.000]  這樣去憤怒表達的時候
[00:04:04.000 --> 00:04:06.000]  我們不需要覺得太過人化
[00:04:06.000 --> 00:04:08.000]  他需要有一種情況
[00:04:08.000 --> 00:04:10.000]  之後發洩這種憤怒的情緒
[00:04:12.000 --> 00:04:14.000]  去到第三個階段
[00:04:14.000 --> 00:04:18.000]  第三個階段
[00:04:18.000 --> 00:04:20.000]  未到第二個階段
[00:04:20.000 --> 00:04:22.000]  再說第二個階段
[00:04:22.000 --> 00:04:24.000]  我發覺有些弟兄姊妹
[00:04:24.000 --> 00:04:26.000]  都很奇怪
[00:04:26.000 --> 00:04:28.000]  有一次有個弟兄姊妹跟我說
[00:04:28.000 --> 00:04:30.000]  牧師 我不再回來窩福了
[00:04:30.000 --> 00:04:32.000]  我說為甚麼
[00:04:32.000 --> 00:04:34.000]  因為你要走
[00:04:34.000 --> 00:04:36.000]  在你未拋棄我之前
[00:04:36.000 --> 00:04:38.000]  我先拋棄你
[00:04:40.000 --> 00:04:42.000]  這樣都可以
[00:04:42.000 --> 00:04:44.000]  這些我只是想想
[00:04:44.000 --> 00:04:46.000]  這是憤怒
[00:04:46.000 --> 00:04:48.000]  只不過是憤怒
[00:04:48.000 --> 00:04:50.000]  事實上
[00:04:50.000 --> 00:04:52.000]  在人的分離的時候
[00:04:52.000 --> 00:04:54.000]  往往有這種情緒
