
[00:00:00.000 --> 00:00:04.280]  今日有個講題就叫「同心步向光明」
[00:00:04.280 --> 00:00:08.960]  今天我們的講題是「同心步向光明」
[00:00:08.960 --> 00:00:12.520]  最近有機會跟一對夫婦吃飯交談
[00:00:12.520 --> 00:00:15.640]  最近有機會跟一對夫婦吃飯交談
[00:00:15.640 --> 00:00:23.520]  那個弟兄就說他在加拿大間接認識一個年紀相當大的老闆
[00:00:23.520 --> 00:00:29.920]  他們說他們在加拿大間接認識了一個年紀相當大的老闆
[00:00:29.920 --> 00:00:32.160]  他知道他信了主了
[00:00:32.160 --> 00:00:33.960]  他知道他信了主
[00:00:33.960 --> 00:00:42.080]  但是他對這位信了主的老闆之後所做的事有一個很大的疑問
[00:00:42.080 --> 00:00:48.040]  但是他對這位老闆信了主以後他的行為有一個很大的疑問
[00:00:48.040 --> 00:00:49.120]  他的疑問是什麼呢?
[00:00:49.120 --> 00:00:51.000]  他的疑問是什麼呢?
[00:00:51.000 --> 00:00:58.680]  他說為什麼這個朋友信了主之後竟然願意為了信仰捨棄他的財產呢?
[00:00:58.680 --> 00:01:06.800]  他說為什麼這個朋友信了主之後竟然願意為了信仰捨棄他的財產呢?
[00:01:06.800 --> 00:01:13.760]  這個朋友信了主之後
[00:01:13.760 --> 00:01:16.840]  他的朋友信了主以後
[00:01:16.840 --> 00:01:26.640]  竟然結束了他一直經營的製造禮物用品的製香廠
[00:01:26.640 --> 00:01:29.840]  這個老闆信了主以後
[00:01:29.840 --> 00:01:36.000]  竟然結束了他一直經營製造禮物用品的製香廠
[00:01:36.000 --> 00:01:41.080]  簡單來說就是香可以很貴的
[00:01:41.080 --> 00:01:43.560]  可以很貴的
[00:01:43.560 --> 00:01:51.560]  我估計這個老闆是透過教會的信徒認識基督教信仰
[00:01:51.560 --> 00:01:56.840]  我估計這個老闆是透過教會的基督徒認識基督教信仰
[00:01:56.840 --> 00:02:01.240]  大概他是從信徒的行事為人
[00:02:01.240 --> 00:02:03.840]  大概他是從信徒的行事為人
[00:02:03.840 --> 00:02:08.280]  他就看到主耶穌真的能夠令人改變
[00:02:08.280 --> 00:02:11.480]  他就看到主耶穌真的能夠令人改變
[00:02:11.480 --> 00:02:14.760]  另外他在信徒相交的生活當中
[00:02:14.760 --> 00:02:17.720]  另外他在信徒相交的生活當中
[00:02:17.720 --> 00:02:20.400]  可能他會感受到一種很特別的愛
[00:02:20.400 --> 00:02:23.120]  可能他會感受到一種很特別的愛
[00:02:23.120 --> 00:02:26.880]  今天的羅馬書的經文就很清楚的告訴我們
[00:02:26.880 --> 00:02:29.920]  今天的羅馬書的經文就很清楚的告訴我們
[00:02:29.920 --> 00:02:34.800]  作為主耶穌的門徒是要如何實踐愛
[00:02:34.800 --> 00:02:38.360]  作為主耶穌的門徒要如何實踐愛
[00:02:38.360 --> 00:02:40.760]  並且應該怎樣行事為人
[00:02:40.760 --> 00:02:43.240]  並且應該怎樣行事為人
[00:02:43.240 --> 00:02:48.960]  請讀出羅馬書第十三章第八至第十節
[00:02:48.960 --> 00:02:50.160]  請華麗讀
[00:02:50.160 --> 00:02:53.400]  羅馬書第十三章第八至第十節
[00:02:53.400 --> 00:02:57.560]  「凡事都不可虧欠人,惟由彼此相愛」
[00:02:57.560 --> 00:03:02.640]  「要常以為虧欠,因為愛人的,就完全了律法」
[00:03:02.640 --> 00:03:08.040]  「像那不可姦淫、不可殺人、不可偷盜、不可貪婪」
[00:03:08.040 --> 00:03:13.240]  「或有別的賤命,都包在愛人無己這句話之內了」
[00:03:13.240 --> 00:03:17.400]  「愛是不加害於人的,所以愛就完全了律法」
[00:03:17.400 --> 00:03:25.760]  我將這三節的經文總結成「彼此相愛的實踐」
[00:03:25.760 --> 00:03:28.400]  我把這三節的經文總結了
[00:03:28.400 --> 00:03:31.200]  就成為彼此相愛的實踐
[00:03:31.200 --> 00:03:33.400]  第一是不可虧欠人
[00:03:33.400 --> 00:03:35.040]  第一是不可虧欠人
[00:03:35.040 --> 00:03:37.040]  要常以為虧欠
[00:03:37.040 --> 00:03:39.040]  要常以為虧欠
[00:03:39.040 --> 00:03:42.240]  有時候我們虧欠人
[00:03:42.240 --> 00:03:43.640]  有的時候我們虧欠人
[00:03:43.640 --> 00:03:45.160]  欠了別人的東西
[00:03:45.160 --> 00:03:46.760]  欠了別人的東西
[00:03:46.760 --> 00:03:49.840]  最常見就是很多時候我們做錯事
[00:03:49.840 --> 00:03:52.320]  我們不向別人道歉
[00:03:52.320 --> 00:03:55.800]  最常見的是我們做錯事不向別人道歉
[00:03:55.800 --> 00:03:58.880]  另一方面可能我們都沒有關心過別人
[00:03:58.880 --> 00:04:02.360]  另一方面我們可能也沒有關心過別人
[00:04:02.360 --> 00:04:04.440]  我們有時候作為傳道人
[00:04:04.440 --> 00:04:07.800]  可能要勸勉那些會眾
[00:04:07.800 --> 00:04:09.240]  有的時候我們作為傳道人
[00:04:09.240 --> 00:04:11.960]  可能有的時候要勸勉會眾
[00:04:11.960 --> 00:04:13.840]  甚至是勸誡那些會眾
[00:04:13.840 --> 00:04:17.200]  甚至是勸誡那些會眾
[00:04:17.200 --> 00:04:19.200]  但有時候我們礙於各樣的情況
[00:04:19.200 --> 00:04:20.560]  我們都沒有做到
[00:04:20.560 --> 00:04:22.320]  我們是會虧欠人
[00:04:22.320 --> 00:04:24.520]  但是有的時候關於各種的情況
[00:04:24.520 --> 00:04:25.800]  我們就沒有做
[00:04:25.800 --> 00:04:27.600]  我們就虧欠了別人了
[00:04:27.600 --> 00:04:30.640]  第二點我們要遵行神的誡命
[00:04:30.640 --> 00:04:33.400]  第二點我們要遵行神的誡命
[00:04:33.400 --> 00:04:36.440]  不加害他人
[00:04:36.440 --> 00:04:42.280]  第九節列出有十誡當中的第四個誡命
[00:04:42.280 --> 00:04:47.560]  第九節列出了十誡當中的四個誡命
[00:04:47.560 --> 00:04:50.640]  比如說不可姦淫 不可殺人
[00:04:50.640 --> 00:04:53.040]  比如說不可姦淫 不可殺人
[00:04:53.040 --> 00:04:55.200]  不可偷渡 不可貪婪
[00:04:55.200 --> 00:04:56.880]  不可偷盜 不可貪婪
[00:04:56.880 --> 00:04:58.400]  還有其他的誡命
[00:04:58.400 --> 00:04:59.920]  還有其他的誡命
[00:04:59.920 --> 00:05:07.480]  第三點 出發點就是愛別人如同愛自己
[00:05:07.480 --> 00:05:13.440]  第三點 出發點就是愛別人如同愛自己
[00:05:13.440 --> 00:05:17.520]  簡單來說就是愛人如己
[00:05:17.520 --> 00:05:21.960]  有時候我們跟別人有衝突的時候
[00:05:21.960 --> 00:05:24.280]  有的時候我們跟別人有衝突的時候
[00:05:24.280 --> 00:05:28.160]  我們不懂得亦為思考
[00:05:28.160 --> 00:05:31.840]  我們不懂得互惠思考
[00:05:31.840 --> 00:05:33.760]  我們不懂得以心比心
[00:05:33.760 --> 00:05:36.760]  我們不懂得以心比心
[00:05:36.760 --> 00:05:39.800]  很多時候我們會加害了別人
[00:05:39.800 --> 00:05:42.280]  很多時候我們會加害了別人
[00:05:42.280 --> 00:05:47.320]  為甚麼人會奉獻侍奉主呢
[00:05:47.320 --> 00:05:50.120]  為甚麼人會奉獻侍奉主呢
[00:05:50.120 --> 00:05:55.200]  製香廠的老闆為甚麼願意結束了他自己的事業呢
[00:05:55.200 --> 00:05:58.560]  製香廠的老闆為甚麼願意結束了他自己的事業呢
[00:05:58.560 --> 00:06:00.240]  我想解答這個問題
[00:06:00.240 --> 00:06:01.480]  我很想解答這個問題
[00:06:01.480 --> 00:06:05.280]  我想他是希望那些禮佛拜神的人
[00:06:05.280 --> 00:06:08.120]  我想他是希望那些禮佛拜神的人
[00:06:08.120 --> 00:06:11.960]  都可以好像他自己一樣
[00:06:11.960 --> 00:06:15.560]  同蒙基督赦罪
[00:06:15.560 --> 00:06:20.640]  得到神所賜的救恩和活潑的新生命
[00:06:20.640 --> 00:06:24.240]  得到神所賜的救恩和活潑的新生命
[00:06:24.240 --> 00:06:27.240]  成為神的兒女
[00:06:27.240 --> 00:06:29.280]  所以他信了主之後
[00:06:29.280 --> 00:06:33.000]  就願意捨棄世上的金錢利益
[00:06:33.000 --> 00:06:37.480]  所以他信了主之後就願意捨棄世上的金錢利益
[00:06:37.480 --> 00:06:41.880]  實踐愛人如己
[00:06:41.880 --> 00:06:44.200]  換句話說
[00:06:44.200 --> 00:06:48.200]  他是遵照神的吩咐
[00:06:48.200 --> 00:06:51.240]  用愛心行動去對待別人
[00:06:51.240 --> 00:06:53.720]  用愛心行動去對待別人
[00:06:53.720 --> 00:06:58.440]  所以我們跟教會的弟兄姐妹相處的時候
[00:06:58.440 --> 00:07:01.520]  所以我們跟教會的弟兄姐妹相處的時候
[00:07:01.520 --> 00:07:06.080]  也要除去我們心中的一些邪情惡念
[00:07:06.080 --> 00:07:09.600]  也要除去我們心中一些邪情惡念
[00:07:09.600 --> 00:07:13.600]  處處的為對方著想
[00:07:13.600 --> 00:07:17.280]  以真實的愛心待人
[00:07:17.280 --> 00:07:20.520]  關心和幫助別人
[00:07:20.520 --> 00:07:24.160]  包括那些我們不大認識的人
[00:07:24.160 --> 00:07:27.480]  包括那些我們不大認識的朋友
