
[00:00:00.000 --> 00:00:04.240]  我想大家都有 這個星期可能我們到今天
[00:00:04.240 --> 00:00:12.160]  可能我們的心都記掛著香港所發生的事
[00:00:12.160 --> 00:00:15.480]  我們的德國及國民教育科
[00:00:15.480 --> 00:00:20.560]  可能有些弟兄姊妹今晚都會去政府總部都未定
[00:00:20.560 --> 00:00:24.000]  可能有一些校方在政府總部回來都未定
[00:00:24.000 --> 00:00:28.840]  我想當我們去看這件事的時候
[00:00:28.840 --> 00:00:32.040]  我自己希望透過今天的分享
[00:00:32.040 --> 00:00:34.040]  去和大家思考一下
[00:00:34.040 --> 00:00:38.720]  我們作為基督徒的時候可以怎樣去看這件事
[00:00:38.720 --> 00:00:40.560]  或者我們作為基督徒的時候
[00:00:40.560 --> 00:00:46.800]  可以在信仰上有什麼切入點去做一些思考
[00:00:46.800 --> 00:00:50.040]  其實整件事的來龍去脈可能大家都清楚
[00:00:50.040 --> 00:00:51.840]  本來我打算做少少的交代
[00:00:51.840 --> 00:00:55.640]  不過都不去很詳細的說
[00:00:55.640 --> 00:00:59.040]  所以簡單而言整件事在2010年
[00:00:59.040 --> 00:01:02.040]  曾蔭權的施政報告說
[00:01:02.040 --> 00:01:05.920]  德國及國民教育科要獨立成科考慮
[00:01:05.920 --> 00:01:09.200]  去到2011年 即是去年的5月
[00:01:09.200 --> 00:01:12.240]  教育局推出了那個諮詢稿
[00:01:12.240 --> 00:01:15.840]  即是德國及國民教育科的諮詢稿
[00:01:15.840 --> 00:01:18.120]  那時候已經引起了一些討論
[00:01:18.120 --> 00:01:19.840]  因為討論的地方就是
[00:01:19.840 --> 00:01:22.720]  可能那時候有個地方不設考核
[00:01:22.720 --> 00:01:30.480]  但就說最好讓學生見到升國旗的時候露出感動
[00:01:30.480 --> 00:01:37.320]  對於國家運動員拿獎有些嚮往之情
[00:01:37.320 --> 00:01:41.120]  開始令到有些香港人開始注意這件事
[00:01:41.120 --> 00:01:43.120]  亦有一些爭議開始出現
[00:01:43.120 --> 00:01:44.920]  是否洗腦
[00:01:44.920 --> 00:01:48.440]  當然經過一年的討論的時候
[00:01:48.440 --> 00:01:52.200]  去到2012年 大概今年的6月至7月
[00:01:52.200 --> 00:01:57.600]  因為甚麼事件去到今日的情況呢
[00:01:57.600 --> 00:02:01.280]  就是有一本由國民教育中心出版的
[00:02:01.280 --> 00:02:03.040]  那本叫《中國模式》
[00:02:03.040 --> 00:02:05.920]  可能在座的老師已經看過了
[00:02:05.920 --> 00:02:09.120]  因為每間學校送了十多本去
[00:02:09.120 --> 00:02:11.720]  白紙黑字就沒得說
[00:02:11.720 --> 00:02:13.720]  其實那本大部份都沒有問題
[00:02:13.720 --> 00:02:15.960]  是有一段 第十頁我記得很清楚
[00:02:15.960 --> 00:02:17.400]  因為現在經常看
[00:02:17.400 --> 00:02:19.080]  第十頁裏面有個地方
[00:02:19.080 --> 00:02:27.720]  就是說我們國家領導的政黨是一個大公無私的政黨
[00:02:27.720 --> 00:02:32.960]  而西方的政黨輪替就造成惡鬥
[00:02:32.960 --> 00:02:35.480]  人民痛苦諸如此類的事
[00:02:35.480 --> 00:02:37.560]  輿論嘩然之後
[00:02:37.560 --> 00:02:41.360]  就開始成立了民間反對國民教育科大聯盟
[00:02:41.360 --> 00:02:44.040]  開始就去到今日
[00:02:44.040 --> 00:02:45.840]  現在的形勢是怎樣呢
[00:02:45.840 --> 00:02:48.000]  大學可能就在下星期二
[00:02:48.000 --> 00:02:50.360]  下星期二就會罷課
[00:02:50.360 --> 00:02:51.440]  在下午的時候
[00:02:51.440 --> 00:02:53.440]  而中學也會面對一些衝擊
[00:02:53.440 --> 00:02:55.080]  我不知道你有沒有中學老師
[00:02:55.080 --> 00:02:56.080]  或者小學老師
[00:02:56.080 --> 00:02:58.320]  其實中學的衝擊都複雜的
[00:02:58.320 --> 00:03:00.480]  就是因為有很多的畢業生
[00:03:00.480 --> 00:03:02.680]  其實如果你有Facebook留意就可以知道
[00:03:02.680 --> 00:03:04.880]  其實那些畢業生組織了很多聯盟
[00:03:04.880 --> 00:03:06.760]  就去學校
[00:03:06.760 --> 00:03:07.720]  就問那些學校
[00:03:07.720 --> 00:03:09.640]  喂 你會不會開這一科
[00:03:09.640 --> 00:03:10.840]  你贊不贊成開這一科
[00:03:10.840 --> 00:03:11.920]  你會不會獨立成科
[00:03:11.920 --> 00:03:13.760]  你會不會下年就開
[00:03:13.760 --> 00:03:14.800]  或者今年就開
[00:03:14.800 --> 00:03:19.560]  要那些校長 老師 多數校長其實不關老師的事
[00:03:19.560 --> 00:03:25.600]  要那些校長有一個公開的討論
[00:03:25.600 --> 00:03:27.120]  要他們答覆
[00:03:27.120 --> 00:03:30.360]  當然對於很多學校的校長來說
[00:03:30.360 --> 00:03:32.040]  其實都有些壓力的
[00:03:32.040 --> 00:03:36.160]  因為你知道校長都是有權威有地位的
[00:03:36.160 --> 00:03:37.920]  給你的小朋友這樣
[00:03:37.920 --> 00:03:40.120]  叫他開一個公開會
[00:03:40.120 --> 00:03:41.080]  一定要交代
[00:03:41.080 --> 00:03:42.920]  那些校長心裏面都有一些
[00:03:42.920 --> 00:03:45.680]  唉 為什麼那麼兇
[00:03:45.680 --> 00:03:47.240]  有些校長就被人罵
[00:03:47.240 --> 00:03:49.640]  或者不出來回應就被人罵
[00:03:49.640 --> 00:03:51.320]  我們校長又說
[00:03:51.320 --> 00:03:52.040]  不是我們校長
[00:03:52.040 --> 00:03:53.800]  我們校長說有些同行
[00:03:53.800 --> 00:03:57.440]  本來那些學生在街上派
[00:03:57.440 --> 00:04:00.000]  就是畢業生派的那些黑紙條
[00:04:00.000 --> 00:04:01.480]  有些校長就很心生氣
[00:04:01.480 --> 00:04:02.640]  不要站在街上派
[00:04:02.640 --> 00:04:04.360]  進來學校派
[00:04:04.360 --> 00:04:06.080]  接著就被人在網上罵
[00:04:06.080 --> 00:04:07.480]  你想困住我們
[00:04:07.480 --> 00:04:08.760]  不讓人看
[00:04:08.760 --> 00:04:10.080]  我們去派這張東西
[00:04:10.080 --> 00:04:12.360]  那些校長就說 唉 現在很難做
[00:04:12.360 --> 00:04:15.120]  當然辦學團體其實亦都
[00:04:15.120 --> 00:04:17.560]  相對發表他們的立場
[00:04:17.560 --> 00:04:20.720]  但是亦都受到一些的質疑
[00:04:20.720 --> 00:04:22.600]  可能不同的辦學團體
[00:04:22.600 --> 00:04:26.240]  當然因為政府給了一個
[00:04:26.240 --> 00:04:28.560]  空間那些學校去處理的時候
[00:04:28.560 --> 00:04:30.880]  自然矛頭去到那些學校當中
[00:04:30.880 --> 00:04:33.440]  究竟整個社會其實擔心什麼呢
[00:04:33.440 --> 00:04:34.480]  各位頂姊妹
[00:04:34.480 --> 00:04:39.160]  可能整個社會擔心的就是所謂洗腦
[00:04:39.160 --> 00:04:39.920]  洗腦是
[00:04:39.920 --> 00:04:42.680]  可能他們擔心的就是
[00:04:42.680 --> 00:04:45.120]  整個課程的內容所交代的
[00:04:45.120 --> 00:04:47.920]  就是一些國家或政權的光明面
[00:04:47.920 --> 00:04:53.080]  當中整個論述相當的不完整
[00:04:53.080 --> 00:04:56.600]  又或者在整個國民教育科上面
[00:04:56.600 --> 00:04:57.560]  有些人質疑就是
[00:04:57.560 --> 00:04:59.760]  混淆了愛國和愛黨
[00:04:59.760 --> 00:05:02.360]  這個基本的概念
[00:05:02.360 --> 00:05:05.840]  整個指引或整個出來的版本
[00:05:05.840 --> 00:05:06.480]  看到就是
[00:05:06.480 --> 00:05:09.240]  他在鼓吹我們愛現在的執政黨
[00:05:09.240 --> 00:05:12.160]  就不是在說一個愛國這件事
[00:05:12.160 --> 00:05:13.800]  有這樣的混淆在裏面
[00:05:13.800 --> 00:05:16.240]  當然也有些老師也說到
[00:05:16.240 --> 00:05:17.800]  其實裏面的內容
[00:05:17.800 --> 00:05:19.720]  在很多科裏面其實已經有了
[00:05:19.720 --> 00:05:21.000]  譬如在中國歷史科也有
[00:05:21.000 --> 00:05:22.760]  在通識科裏面也有
[00:05:22.760 --> 00:05:26.680]  為什麼要再開一個科目呢
[00:05:26.680 --> 00:05:28.760]  當然更多家長擔心
[00:05:28.760 --> 00:05:31.320]  我上個星期又是在中華基督教會
[00:05:31.320 --> 00:05:32.960]  我上個星期在全元堂
[00:05:32.960 --> 00:05:34.360]  又是黃牧師在那裏
[00:05:34.360 --> 00:05:36.160]  在全元堂清醫那間
[00:05:36.160 --> 00:05:38.880]  那次他就說基督徒與政治
[00:05:38.880 --> 00:05:41.920]  黃牧師就說你來就對了
[00:05:41.920 --> 00:05:44.720]  順便講完上午你也來下午
[00:05:44.720 --> 00:05:47.760]  講完德育及國民教育科
[00:05:47.760 --> 00:05:49.040]  開頭的時候他就想
[00:05:49.040 --> 00:05:50.000]  也不是很多人來
[00:05:50.000 --> 00:05:51.040]  可能十幾個家長而已
[00:05:51.040 --> 00:05:52.560]  大家不是很關心的
[00:05:52.560 --> 00:05:54.680]  誰知道來了很多人
[00:05:54.680 --> 00:05:57.760]  其實那次我本來想吹吹水
[00:05:57.760 --> 00:05:59.880]  誰知道看到那麼多家長在那裏
[00:05:59.880 --> 00:06:02.400]  搞到我都這麼認真的
[00:06:02.400 --> 00:06:05.160]  因為事實上開始家長意識到一樣東西
[00:06:05.160 --> 00:06:06.600]  意識到什麼呢
[00:06:06.600 --> 00:06:09.080]  他們開始連結到一些東西
[00:06:09.080 --> 00:06:09.880]  連結到什麼呢
[00:06:09.880 --> 00:06:12.160]  就是其實各位兄弟姐妹
[00:06:12.160 --> 00:06:16.800]  根本所謂德育及國民教育科的開展
[00:06:16.800 --> 00:06:18.520]  不是今天開展
[00:06:18.520 --> 00:06:21.200]  其實整個香港
[00:06:21.200 --> 00:06:24.720]  一直默默地在做這件事
[00:06:24.720 --> 00:06:26.960]  我講一些例子給大家知道
[00:06:26.960 --> 00:06:28.720]  小學我不知道有沒有小學同學
[00:06:28.720 --> 00:06:30.280]  看樣子都沒有
[00:06:30.280 --> 00:06:31.840]  或者小學老師
[00:06:31.840 --> 00:06:33.360]  我有時閹一些小學生
[00:06:33.360 --> 00:06:35.360]  我今年有機會閹一些小
[00:06:35.360 --> 00:06:36.120]  不是閹小學生
[00:06:36.120 --> 00:06:38.680]  我閹一些小學離我們中學的學生
[00:06:38.680 --> 00:06:41.000]  我看到他們那疊厚厚的文件
[00:06:41.000 --> 00:06:43.160]  原來有一張證書
[00:06:43.160 --> 00:06:45.640]  是國民教育營還是什麼
[00:06:45.640 --> 00:06:46.600]  去六天的營
[00:06:46.600 --> 00:06:49.040]  就是這裏見到國旗
[00:06:49.040 --> 00:06:50.320]  鞠一下躬那些
[00:06:50.320 --> 00:06:51.200]  六天去
[00:06:51.200 --> 00:06:52.680]  那張是其中一張證書
[00:06:52.680 --> 00:06:53.760]  你知道家長很流行的
[00:06:53.760 --> 00:06:54.960]  有證書就拿的
[00:06:54.960 --> 00:06:56.600]  最重要我管你兒子去哪裡
[00:06:56.600 --> 00:06:57.600]  不是你管你兒子
[00:06:57.600 --> 00:06:58.320]  你管我兒子去哪裡
[00:06:58.320 --> 00:07:01.800]  有證書拿可以幫助多個升學就去的
[00:07:01.800 --> 00:07:04.280]  中小學有很多的交流團
[00:07:04.280 --> 00:07:05.720]  不知道有沒有中學同學
[00:07:05.720 --> 00:07:07.320]  你去過這些交流團
