
[00:00:00.000 --> 00:00:03.040]  讓我們一齊同心低頭禱告
[00:00:03.040 --> 00:00:06.800]  我們親愛的父神 多謝你能夠讓我們再次打開你的說話
[00:00:06.800 --> 00:00:11.120]  能夠去明白你是怎樣的一位主 怎樣的一位神
[00:00:11.120 --> 00:00:13.600]  求你讓我們藉著你的說話
[00:00:13.600 --> 00:00:16.400]  能夠讓我們更委身在你的當中
[00:00:16.400 --> 00:00:18.240]  明白怎樣與你同行
[00:00:18.240 --> 00:00:21.520]  貼近這位蒼天祖地的父親
[00:00:21.520 --> 00:00:22.960]  求你讓我們同在
[00:00:22.960 --> 00:00:24.160]  我們要同心禱告
[00:00:24.160 --> 00:00:26.960]  奉靠主耶穌基督德性明智而求
[00:00:26.960 --> 00:00:29.440]  阿門
[00:00:29.440 --> 00:00:34.800]  我知道你們教會今年的主題是講及有關淪卸這個問題
[00:00:34.800 --> 00:00:39.520]  所以特別我都去揀選了一段經文跟大家一齊思想
[00:00:39.520 --> 00:00:43.680]  不過通常如果大家去談論到淪卸這個問題
[00:00:43.680 --> 00:00:48.080]  很自然你就會想到在新約聖經裡面一段
[00:00:48.080 --> 00:00:52.080]  大家非常之了解 非常之多人明白
[00:00:52.080 --> 00:00:53.760]  或者聽過的經文
[00:00:53.760 --> 00:00:58.320]  那段就是談論到這個好撒瑪利亞人的故事 是不是
[00:00:58.320 --> 00:01:00.640]  如果大家稍微去重溫一下
[00:01:00.640 --> 00:01:06.240]  看看在新約聖經在路加福第十章第25節記載的時候
[00:01:06.240 --> 00:01:08.960]  原來好撒瑪利亞人這個故事
[00:01:08.960 --> 00:01:11.360]  原來是有個前設的
[00:01:11.360 --> 00:01:14.400]  不只是教我們怎樣去做一個好人
[00:01:14.400 --> 00:01:17.520]  原來是有一個法尼塞人
[00:01:17.520 --> 00:01:20.480]  或者是律法師來到耶穌基督的面前
[00:01:20.480 --> 00:01:23.360]  就去挑戰耶穌
[00:01:23.360 --> 00:01:24.800]  他這樣跟耶穌說
[00:01:24.800 --> 00:01:29.280]  我應該做些什麼才可以承受永生呢?
[00:01:29.280 --> 00:01:31.360]  聽起來好像很謙卑
[00:01:31.360 --> 00:01:35.200]  很多時候我們基督徒經常要談論到要謙卑
[00:01:35.200 --> 00:01:36.880]  要給予守望
[00:01:36.880 --> 00:01:40.720]  要有愛心 給予接待 是不是?
[00:01:40.720 --> 00:01:42.320]  經常都這樣說的
[00:01:42.320 --> 00:01:45.840]  但是這句話其實是不是真的帶著這份心
[00:01:45.840 --> 00:01:47.840]  很想求問耶穌基督
[00:01:47.840 --> 00:01:51.440]  究竟怎樣才可以得到這個永生呢?
[00:01:51.440 --> 00:01:55.440]  甚至是不是我要做些什麼才可以得到永生呢?
[00:01:55.440 --> 00:01:58.320]  耶穌其實很看通每個人的心
[00:01:58.320 --> 00:02:00.800]  無論你表面做得多漂亮都好
[00:02:00.800 --> 00:02:04.000]  耶穌其實一眼就知道你來的動機
[00:02:04.000 --> 00:02:05.760]  於是耶穌就反問他
[00:02:05.760 --> 00:02:08.240]  他說 律法書上面怎樣寫?
[00:02:08.240 --> 00:02:11.120]  既然你是律法的教師
[00:02:11.120 --> 00:02:13.920]  等同於有個牧師走來問事
[00:02:13.920 --> 00:02:15.920]  我通常就會這樣跟他說
[00:02:15.920 --> 00:02:17.280]  聖經怎樣教你?
[00:02:17.280 --> 00:02:18.960]  不要先問我 好嗎?
[00:02:18.960 --> 00:02:20.800]  這些是智慧人的說話
[00:02:20.800 --> 00:02:21.840]  耶穌充滿智慧
[00:02:21.840 --> 00:02:23.840]  所以這樣說 應該怎樣?
[00:02:23.840 --> 00:02:25.840]  你讀過的是什麼東西?
[00:02:25.840 --> 00:02:28.160]  他又很聰明的這樣說
[00:02:28.160 --> 00:02:31.040]  所以我就要盡心盡性 盡意盡力
[00:02:31.040 --> 00:02:32.080]  去愛我主愛神
[00:02:32.080 --> 00:02:35.360]  又要愛倫奢如同自己
[00:02:35.360 --> 00:02:38.720]  嘩!100分 考試一定100分
[00:02:38.720 --> 00:02:42.880]  但是不是真的這樣的意思
[00:02:42.880 --> 00:02:47.920]  就在他腦海裏面化諸於成為他做這個律法師
[00:02:47.920 --> 00:02:53.680]  做人 甚至做上帝的子民的那個行動
[00:02:53.680 --> 00:02:55.200]  耶穌接著就回答他
[00:02:55.200 --> 00:03:00.560]  他說 那你照做就可以得到永生
[00:03:00.560 --> 00:03:04.320]  他很骨氣 骨氣到死
[00:03:04.320 --> 00:03:06.320]  於是聖經記載說
[00:03:06.320 --> 00:03:08.320]  他要顯明自己有理
[00:03:08.320 --> 00:03:12.880]  即是覺得自己全對 我全懂
[00:03:12.880 --> 00:03:15.120]  有時候我們基督徒很自大的
