
[00:00:00.000 --> 00:00:04.000]  好,弟兄姐妹,平安,我們一起禱告
[00:00:04.000 --> 00:00:07.000]  天父,我們再一次思想你的話語的時候
[00:00:07.000 --> 00:00:10.000]  願你的話語與我們的心靈說話
[00:00:10.000 --> 00:00:12.000]  願你自己的話語提醒我們
[00:00:12.000 --> 00:00:15.000]  知道怎樣活在你的面前
[00:00:15.000 --> 00:00:17.000]  想到我們人生在世
[00:00:17.000 --> 00:00:20.000]  都不過是一聲嘆息
[00:00:20.000 --> 00:00:23.000]  但是在短暫的人生當中
[00:00:23.000 --> 00:00:25.000]  我們可以經歷到
[00:00:25.000 --> 00:00:27.000]  神是我們永恆的幫助
[00:00:27.000 --> 00:00:29.000]  實在是我們無比的福氣和榮耀
[00:00:29.000 --> 00:00:31.000]  求你幫助我們
[00:00:31.000 --> 00:00:33.000]  用你自己的話語
[00:00:33.000 --> 00:00:35.000]  在我們的心靈當中
[00:00:35.000 --> 00:00:38.000]  喚醒我們,叫我們更多的依靠你
[00:00:38.000 --> 00:00:41.000]  奉耶穌基督的名其求, Amen
[00:00:41.000 --> 00:00:44.000]  今天我們看詩篇第121篇
[00:00:44.000 --> 00:00:47.000]  都是其中一篇大家都比較熟悉的經文
[00:00:47.000 --> 00:00:50.000]  剛才那首詩歌
[00:00:50.000 --> 00:00:52.000]  其中一首詩歌都是
[00:00:52.000 --> 00:00:54.000]  根據這篇詩篇而來的
[00:00:54.000 --> 00:00:57.000]  可能你唱歌有不同的曲調
[00:00:57.000 --> 00:01:02.000]  所以都是一篇比較有名的詩篇
[00:01:02.000 --> 00:01:06.000]  這篇詩篇是第121篇
[00:01:06.000 --> 00:01:09.000]  在聖經中,詩篇有150篇
[00:01:09.000 --> 00:01:12.000]  150篇當中其實很有趣
[00:01:12.000 --> 00:01:16.000]  有15篇稱為上行之詩
[00:01:16.000 --> 00:01:20.000]  由詩篇120到134篇
[00:01:20.000 --> 00:01:23.000]  是上行之詩,120到134篇
[00:01:23.000 --> 00:01:25.000]  即是有15篇
[00:01:25.000 --> 00:01:29.000]  意思是,你想想詩篇有150篇
[00:01:29.000 --> 00:01:31.000]  有15篇是上行之詩
[00:01:31.000 --> 00:01:33.000]  即是有幾分之幾?
[00:01:33.000 --> 00:01:36.000]  這條簡單數學題大家都懂得回答
[00:01:36.000 --> 00:01:38.000]  即是十分之一
[00:01:38.000 --> 00:01:41.000]  十首中有一首稱為上行之詩
[00:01:41.000 --> 00:01:43.000]  可能你都沒有想像過
[00:01:43.000 --> 00:01:45.000]  為什麼上行之詩原來佔了詩篇
[00:01:45.000 --> 00:01:47.000]  如果以篇數的比例來說
[00:01:47.000 --> 00:01:49.000]  是十分之一都頗多
[00:01:49.000 --> 00:01:51.000]  但你說為什麼很多時候
[00:01:51.000 --> 00:01:54.000]  我又不覺得有這麼多,為什麼呢?
[00:01:54.000 --> 00:01:56.000]  有沒有想過?
[00:01:56.000 --> 00:01:58.000]  如果你看看你就明白
[00:01:58.000 --> 00:02:00.000]  因為上行之詩很多時候比較短
[00:02:00.000 --> 00:02:02.000]  有些只有幾節
[00:02:02.000 --> 00:02:04.000]  例如剛才那裡都不長
[00:02:04.000 --> 00:02:06.000]  剛才那一首都不長
[00:02:06.000 --> 00:02:10.000]  上行之詩通常是比較短的詩篇
[00:02:10.000 --> 00:02:16.000]  首先說說究竟什麼是上行之詩
[00:02:16.000 --> 00:02:18.000]  上行之詩
[00:02:18.000 --> 00:02:22.000]  大部份研究聖經的學者都同意
[00:02:22.000 --> 00:02:26.000]  這些詩篇其實極有可能稱為上行之詩
[00:02:26.000 --> 00:02:28.000]  極有可能是以色列人
[00:02:28.000 --> 00:02:34.000]  他們每年三次會到耶路撒冷去過節
[00:02:34.000 --> 00:02:38.000]  如月節、五旬節、駐盤節
[00:02:38.000 --> 00:02:40.000]  這三個節日
[00:02:40.000 --> 00:02:42.000]  每年三次就去過節
[00:02:42.000 --> 00:02:48.000]  耶路撒冷是一個山上的城市
[00:02:48.000 --> 00:02:52.000]  聖殿都是在山上
[00:02:52.000 --> 00:02:54.000]  地理來說
[00:02:54.000 --> 00:02:56.000]  其實那裡是海拔
[00:02:56.000 --> 00:03:02.000]  海拔即是水平線五千多呎那麼高
[00:03:02.000 --> 00:03:05.000]  所以是向上行的
[00:03:05.000 --> 00:03:08.000]  如果他們在下面那些平原
[00:03:08.000 --> 00:03:11.000]  或者其他地方去耶路撒冷的時候
[00:03:11.000 --> 00:03:13.000]  很多時候是向上行的
[00:03:13.000 --> 00:03:15.000]  所以稱為上行之詩
[00:03:15.000 --> 00:03:19.000]  其中一個原因可能是他們上去過節的時候
[00:03:19.000 --> 00:03:24.000]  一邊行一邊唱起這些詩歌
[00:03:24.000 --> 00:03:29.000]  如果大家可能有個經歷就是
[00:03:29.000 --> 00:03:31.000]  譬如去旅行的時候
[00:03:31.000 --> 00:03:34.000]  一班弟兄姊妹去旅行
[00:03:34.000 --> 00:03:36.000]  坐著旅遊巴
[00:03:36.000 --> 00:03:39.000]  唱起詩歌上來
[00:03:39.000 --> 00:03:42.000]  氣氛都挺好的
[00:03:42.000 --> 00:03:43.000]  挺開心的
[00:03:43.000 --> 00:03:46.000]  有沒有試過? 有沒有這樣的經歷?
[00:03:46.000 --> 00:03:51.000]  一班基督徒一起坐旅遊巴去旅行
[00:03:51.000 --> 00:03:53.000]  旅遊巴去唱詩歌
[00:03:53.000 --> 00:03:54.000]  很開心的
[00:03:54.000 --> 00:03:56.000]  日子時間過得很快的
[00:03:56.000 --> 00:04:02.000]  這些是一些比較歡樂的情景
[00:04:02.000 --> 00:04:07.000]  這也解釋到其中一個上行之詩那麼短
[00:04:07.000 --> 00:04:09.000]  有一個原因就是因為
[00:04:09.000 --> 00:04:13.000]  你在巴士上唱旅遊巴
[00:04:13.000 --> 00:04:17.000]  唱詩你也知道有一個困難是怎樣
[00:04:17.000 --> 00:04:19.000]  沒有歌詞
[00:04:19.000 --> 00:04:22.000]  巴士就容易了
[00:04:22.000 --> 00:04:23.000]  你派著一張歌詞
[00:04:23.000 --> 00:04:26.000]  但那時候他們不是坐巴士的
[00:04:26.000 --> 00:04:28.000]  他們是走路的
[00:04:28.000 --> 00:04:29.000]  一直走路
[00:04:29.000 --> 00:04:31.000]  可能拿著拐杖
[00:04:31.000 --> 00:04:32.000]  還要拿著歌詞跌倒
[00:04:32.000 --> 00:04:34.000]  跌倒都還沒到
[00:04:34.000 --> 00:04:35.000]  就不會的
[00:04:35.000 --> 00:04:36.000]  所以沒有什麼歌詞
[00:04:36.000 --> 00:04:37.000]  那些是背的
[00:04:37.000 --> 00:04:39.000]  背的通常都不會長
[00:04:39.000 --> 00:04:43.000]  所以上行之詩其中一個的特色
[00:04:43.000 --> 00:04:45.000]  通常都是比較短的
[00:04:45.000 --> 00:04:47.000]  比較短小的
[00:04:47.000 --> 00:04:49.000]  一邊走一邊唱
[00:04:49.000 --> 00:04:54.000]  也不是一家人走那麼簡單
[00:04:54.000 --> 00:04:59.000]  可能是附近有些親戚朋友鄉鄰
[00:04:59.000 --> 00:05:01.000]  一起上去
[00:05:01.000 --> 00:05:03.000]  很開心的
[00:05:03.000 --> 00:05:05.000]  氣氛是很開心的
[00:05:05.000 --> 00:05:11.000]  上行之詩我相信其中有一個意思
[00:05:11.000 --> 00:05:14.000]  輯錄這些上行之詩
[00:05:14.000 --> 00:05:21.000]  不單是輯錄他們上去過節的時候的歌
[00:05:21.000 --> 00:05:23.000]  其實是反映到
[00:05:23.000 --> 00:05:26.000]  好像你讀詩篇的時候
[00:05:26.000 --> 00:05:29.000]  如果有些人生閱歷的時候
[00:05:29.000 --> 00:05:33.000]  你都會有同感多一點
[00:05:33.000 --> 00:05:36.000]  因為詩篇本身就好像
[00:05:36.000 --> 00:05:40.000]  是在反映人生的遭遇
[00:05:40.000 --> 00:05:42.000]  而在這個遭遇當中
[00:05:42.000 --> 00:05:44.000]  怎樣向神呼求呢
[00:05:44.000 --> 00:05:46.000]  怎樣禱告呢
[00:05:46.000 --> 00:05:50.000]  詩篇其實某個程度是有一個這樣的反應
[00:05:50.000 --> 00:05:52.000]  或者有一個
[00:05:52.000 --> 00:05:54.000]  在輯錄的時候有一個這樣的
[00:05:54.000 --> 00:05:57.000]  編輯的時候的目的
[00:05:57.000 --> 00:05:59.000]  它不單只是記住一些歌
[00:05:59.000 --> 00:06:02.000]  其實是想反映到一些信神的人
[00:06:02.000 --> 00:06:05.000]  他在人生的遭遇中怎樣禱告
[00:06:05.000 --> 00:06:07.000]  怎樣呼求神
[00:06:07.000 --> 00:06:10.000]  那麼上行之詩
[00:06:10.000 --> 00:06:13.000]  更加就有這個目的了
[00:06:13.000 --> 00:06:16.000]  就講到人生其實就
[00:06:16.000 --> 00:06:20.000]  好像一個朝聖者那樣
[00:06:20.000 --> 00:06:24.000]  我不知道你怎樣去想人生
[00:06:24.000 --> 00:06:25.000]  在現代人來說
[00:06:25.000 --> 00:06:27.000]  基本上就特別我們基督徒
[00:06:27.000 --> 00:06:30.000]  更加沒有一個朝聖的觀念
[00:06:30.000 --> 00:06:33.000]  所以你的人生很多時候都是平的
[00:06:33.000 --> 00:06:35.000]  是不是
[00:06:35.000 --> 00:06:39.000]  有些人就有目的的人生
[00:06:39.000 --> 00:06:42.000]  有些人可能都沒有目的
[00:06:42.000 --> 00:06:45.000]  但是基本上都是
[00:06:45.000 --> 00:06:48.000]  真的好像一路講一路過
[00:06:48.000 --> 00:06:54.000]  但是朝聖者的人生就很不同
[00:06:54.000 --> 00:06:56.000]  這個是另外一種不同的觀念
[00:06:56.000 --> 00:06:59.000]  朝聖者的心態是怎樣的呢
[00:06:59.000 --> 00:07:01.000]  朝聖者的心態第一
[00:07:01.000 --> 00:07:08.000]  他是會知道是有目的的
[00:07:08.000 --> 00:07:11.000]  你朝聖一定沒有目的
[00:07:11.000 --> 00:07:16.000]  天主教徒他們朝聖去梵蒂岡
[00:07:16.000 --> 00:07:19.000]  或者有些人朝聖
[00:07:19.000 --> 00:07:22.000]  譬如他去一些耶路撒冷
[00:07:22.000 --> 00:07:24.000]  或者去聖地
[00:07:24.000 --> 00:07:26.000]  朝聖一定是有目的
[00:07:26.000 --> 00:07:28.000]  你知道去哪裡的
[00:07:28.000 --> 00:07:30.000]  你說我今天上了巴士
[00:07:30.000 --> 00:07:31.000]  去到哪裡就哪裡
[00:07:31.000 --> 00:07:33.000]  那裡就不是朝聖
[00:07:33.000 --> 00:07:36.000]  那裡最多都是叫觀光的
[00:07:36.000 --> 00:07:39.000]  或者那些都是漫遊
[00:07:39.000 --> 00:07:42.000]  朝聖是有目的的
[00:07:42.000 --> 00:07:47.000]  朝聖者他看人生是向著這個目的
[00:07:47.000 --> 00:07:51.000]  而這個目的不是世俗的
[00:07:51.000 --> 00:07:57.000]  是親近神是那個目的
[00:07:57.000 --> 00:08:01.000]  我記得我那時候去耶路撒冷旅遊的時候
[00:08:01.000 --> 00:08:06.000]  當時來說我當然也不是很沉
[00:08:06.000 --> 00:08:08.000]  很重的一個朝聖者心態
[00:08:08.000 --> 00:08:11.000]  其實去某個程度像旅遊多一些
[00:08:11.000 --> 00:08:13.000]  多過像朝聖
[00:08:13.000 --> 00:08:15.000]  但是無可否認
[00:08:15.000 --> 00:08:16.000]  去到那裡
[00:08:16.000 --> 00:08:18.000]  譬如進去聖殿教堂
[00:08:18.000 --> 00:08:22.000]  或者相傳是主耶穌的墓穴
[00:08:22.000 --> 00:08:25.000]  那些地方都感受到那種氣氛
[00:08:25.000 --> 00:08:27.000]  因為我雖然不是朝聖者
[00:08:27.000 --> 00:08:29.000]  但是其他很多人是朝聖者
[00:08:29.000 --> 00:08:31.000]  都感受到那種氣氛
[00:08:31.000 --> 00:08:34.000]  大家都會很莊嚴地
[00:08:34.000 --> 00:08:39.000]  好像他經歷了一些事情
[00:08:39.000 --> 00:08:41.000]  去到這一處的地方的時候
[00:08:41.000 --> 00:08:45.000]  都是目的就是上親近神
[00:08:45.000 --> 00:08:48.000]  這個就是朝聖者的心態
[00:08:48.000 --> 00:08:51.000]  上行之師某個程度上
[00:08:51.000 --> 00:08:58.000]  他反映到人生其實是一個朝聖的旅程
[00:08:58.000 --> 00:09:01.000]  特別他講到上行的時候
[00:09:01.000 --> 00:09:05.000]  就更加有那個意境
[00:09:05.000 --> 00:09:08.000]  不是平行不是下行是上行
[00:09:08.000 --> 00:09:11.000]  就是向上朝見神
[00:09:11.000 --> 00:09:13.000]  可能人生是有一個目的
[00:09:13.000 --> 00:09:15.000]  人生的經歷是有目的
[00:09:15.000 --> 00:09:18.000]  第二在朝聖者的心態當中
[00:09:18.000 --> 00:09:22.000]  是遇到困難的
[00:09:22.000 --> 00:09:25.000]  現在那些朝聖團都不是很困難
[00:09:25.000 --> 00:09:29.000]  又飛機又吃好住好
[00:09:29.000 --> 00:09:33.000]  但是以前那些人朝聖是很困難的
[00:09:33.000 --> 00:09:35.000]  第一要行
[00:09:35.000 --> 00:09:44.000]  第二有時候遇到沒有地方住的時候
[00:09:44.000 --> 00:09:47.000]  可能要荒山野嶺
[00:09:47.000 --> 00:09:49.000]  可能露宿
[00:09:49.000 --> 00:09:51.000]  有時候可能不夠東西吃
[00:09:51.000 --> 00:09:54.000]  但是不夠東西吃可能要捱餓
[00:09:54.000 --> 00:09:57.000]  諸如此類很多困難的
[00:09:57.000 --> 00:09:59.000]  朝聖的地方
[00:09:59.000 --> 00:10:03.000]  現在現代社會那些旅遊化了
[00:10:03.000 --> 00:10:05.000]  以前沒有的
[00:10:05.000 --> 00:10:10.000]  甚至有些朝聖的時候遇到危險
[00:10:10.000 --> 00:10:15.000]  可能命仔都很受到威脅的
[00:10:15.000 --> 00:10:19.000]  第二個朝聖者所面對的
[00:10:19.000 --> 00:10:21.000]  就是你遇到困難
[00:10:21.000 --> 00:10:23.000]  但是你都會去
[00:10:23.000 --> 00:10:27.000]  朝聖者不是遇到困難就回頭的
[00:10:27.000 --> 00:10:29.000]  第一是目的
[00:10:29.000 --> 00:10:31.000]  第二是遇到困難
[00:10:31.000 --> 00:10:33.000]  都是會迎難而上的
[00:10:33.000 --> 00:10:36.000]  這個是朝聖者第二個的心態
[00:10:36.000 --> 00:10:38.000]  這兩個的心態
[00:10:38.000 --> 00:10:44.000]  就反映在這些常行之師那裡
[00:10:44.000 --> 00:10:46.000]  剛才講過的常行之師
[00:10:46.000 --> 00:10:48.000]  基本上就是一些
[00:10:48.000 --> 00:10:50.000]  可能唱起來
[00:10:50.000 --> 00:10:54.000]  一班人唱是很有氣氛
[00:10:54.000 --> 00:10:55.000]  很開心
[00:10:55.000 --> 00:10:58.000]  就等於你一起去旅行
[00:10:58.000 --> 00:10:59.000]  行山
[00:10:59.000 --> 00:11:01.000]  一起唱一些詩歌
[00:11:01.000 --> 00:11:02.000]  很開心的
[00:11:02.000 --> 00:11:04.000]  但是
[00:11:04.000 --> 00:11:09.000]  如果你看那些常行之師的內容
[00:11:09.000 --> 00:11:13.000]  你就發覺不是這樣一回事
