
[00:00:00.000 --> 00:00:02.920]  今日呢亦都係應該係今個月
[00:00:02.920 --> 00:00:06.000]  我哋八月份呢係關顧部嘅乜嘢月話
[00:00:06.000 --> 00:00:09.000]  冇人知嘅關顧月話
[00:00:09.000 --> 00:00:10.400]  關顧部好緊張呀
[00:00:10.400 --> 00:00:13.400]  關顧月八月份係關顧月㗎喎
[00:00:13.400 --> 00:00:16.000]  咁所以呢我哋一陣間呢就有啲卡呢
[00:00:16.000 --> 00:00:18.000]  可能你入門口嘅時候收到啦
[00:00:18.000 --> 00:00:19.000]  記住要填喎
[00:00:19.000 --> 00:00:22.000]  咁一陣間亦都有1分49秒嘅短片睇
[00:00:22.000 --> 00:00:24.400]  咁呢我哋都喺當中學習呢
[00:00:24.400 --> 00:00:26.400]  真係可以彼此嘅關顧
[00:00:26.400 --> 00:00:29.600]  我哋呢個群體呢係個咩群體呢
[00:00:29.600 --> 00:00:32.800]  係一個呢係神建立嘅群體呀
[00:00:32.800 --> 00:00:34.800]  頭先好似經文所講
[00:00:34.800 --> 00:00:36.400]  即係我哋今日嘅題目呀
[00:00:36.400 --> 00:00:38.400]  人神一齊和好嘅群體呀
[00:00:38.400 --> 00:00:40.000]  第十九節我哋睇返經文呀
[00:00:40.000 --> 00:00:41.400]  第十九節都講到啦
[00:00:41.400 --> 00:00:44.800]  這樣你門就不再作惡人同埋黑女
[00:00:44.800 --> 00:00:48.000]  是與聖徒同國是神家裡嘅人
[00:00:48.000 --> 00:00:50.600]  即係所以隔離嗰個弟兄同埋姐妹
[00:00:50.600 --> 00:00:51.200]  望一望先
[00:00:51.200 --> 00:00:54.000]  咦原來我哋都係神家裡嘅人嚟㗎喎
[00:00:54.000 --> 00:00:56.800]  望一望如果係老公話就望另外一個
[00:00:56.800 --> 00:00:59.600]  即係真係你家裡嘅人呀
[00:00:59.600 --> 00:01:02.800]  所以其他都係家裡嘅人嚟㗎喎
[00:01:02.800 --> 00:01:04.600]  咁就所以求神保守我哋呢個
[00:01:04.600 --> 00:01:06.400]  我哋呢個群體呢係神家裡嘅人呀
[00:01:06.400 --> 00:01:07.200]  唔係外人呀
[00:01:07.200 --> 00:01:08.400]  唔係黑女嚟㗎
[00:01:08.400 --> 00:01:09.600]  係神家裡嘅人
[00:01:09.600 --> 00:01:11.600]  而且我哋一齊係建造咗呢
[00:01:11.600 --> 00:01:15.000]  仕途同埋先知嘅根基上面
[00:01:15.000 --> 00:01:16.200]  所以我哋播道會呢
[00:01:16.200 --> 00:01:19.000]  係按照信仰嚟到建立嘅
[00:01:19.000 --> 00:01:20.200]  所以每一次洗禮嘅時候呢
[00:01:20.200 --> 00:01:21.600]  我有七個信仰原則
[00:01:21.600 --> 00:01:24.000]  我哋要讀咗先畀你加入播道會呀
[00:01:24.000 --> 00:01:25.200]  因為我哋喺當中呢
[00:01:25.200 --> 00:01:27.400]  係一個係建立咗仕途
[00:01:27.400 --> 00:01:29.600]  同埋先知嘅根基上面
[00:01:29.600 --> 00:01:32.200]  有個主耶穌成為防角石呀
[00:01:32.200 --> 00:01:33.200]  以至我哋各人呢
[00:01:33.200 --> 00:01:35.200]  可以靠佢聯絡得合適
[00:01:35.200 --> 00:01:37.000]  漸漸成為主的聖殿
[00:01:37.000 --> 00:01:38.400]  敬拜主嘅地方
[00:01:38.400 --> 00:01:39.600]  主嘅聖殿
[00:01:39.600 --> 00:01:41.000]  讓到人可以見到
[00:01:41.000 --> 00:01:43.000]  可以同與神同在
[00:01:43.000 --> 00:01:44.000]  另外我哋呢
[00:01:44.000 --> 00:01:45.600]  即係亦都係每個基督徒呢
[00:01:45.600 --> 00:01:47.800]  亦都一齊被建造成為神
[00:01:47.800 --> 00:01:50.000]  藉著聖靈居住的所在
[00:01:50.000 --> 00:01:51.800]  整個群體簡單嚟講
[00:01:51.800 --> 00:01:53.600]  我哋就成為咗
[00:01:53.600 --> 00:01:56.400]  主在地上我哋一齊合一嘅見證
[00:01:56.400 --> 00:01:59.000]  看見我哋就等於看見上帝
[00:01:59.000 --> 00:02:00.400]  神要建立我哋呢個
[00:02:00.400 --> 00:02:03.600]  彼此和好彼此相愛嘅群體
[00:02:03.600 --> 00:02:04.400]  喺當中呢
[00:02:04.400 --> 00:02:05.400]  我想提多一樣嘢
[00:02:05.400 --> 00:02:06.600]  有時我哋有個心裏面
[00:02:06.600 --> 00:02:07.600]  有個想像呀
[00:02:07.600 --> 00:02:09.400]  就係固然我哋都知道
[00:02:09.400 --> 00:02:11.000]  梗係要彼此相愛呀
[00:02:11.000 --> 00:02:12.800]  要即係互相建立㗎啦
[00:02:12.800 --> 00:02:14.200]  但係有啲時候我哋會有
[00:02:14.200 --> 00:02:16.200]  心裏面有幾個疑問會走出嚟㗎
[00:02:16.200 --> 00:02:17.000]  第一就係
[00:02:17.000 --> 00:02:18.600]  我都好渣喎真係
[00:02:18.600 --> 00:02:20.400]  人哋關心我都來唔切喎
[00:02:20.400 --> 00:02:21.600]  我冇乜本事關心人
[00:02:21.600 --> 00:02:23.600]  唔知你有冇呢個感覺㗎喇
[00:02:23.600 --> 00:02:26.600]  即係導師呀
[00:02:26.600 --> 00:02:28.000]  即係牧師呀
[00:02:28.000 --> 00:02:29.400]  傳導你哋關心我啦
[00:02:29.400 --> 00:02:30.600]  我憑咩關心人
[00:02:30.600 --> 00:02:31.800]  即係我自己都好撈教
[00:02:31.800 --> 00:02:33.400]  真係邊有本事關心人
[00:02:33.400 --> 00:02:35.600]  唔知你有冇時候呢個感覺呀
[00:02:35.600 --> 00:02:37.000]  咁呢我今日想同你分享
[00:02:37.000 --> 00:02:38.200]  一個嘅見證
[00:02:38.200 --> 00:02:40.600]  其實彼此嘅係
[00:02:40.600 --> 00:02:43.200]  我一齊係一齊嚟被建立㗎
[00:02:43.200 --> 00:02:45.000]  一齊嚟被建造㗎
[00:02:45.000 --> 00:02:46.800]  亦都喺當中呢
[00:02:46.800 --> 00:02:47.800]  冇話邊
[00:02:47.800 --> 00:02:50.400]  即係冇咗團友都唔會有導師
[00:02:50.400 --> 00:02:52.800]  即係我哋彼此建立
[00:02:52.800 --> 00:02:54.600]  即係冇咗仔係冇阿媽㗎
[00:02:54.600 --> 00:02:56.600]  唔知你感唔感受到呀
[00:02:56.600 --> 00:02:58.400]  即係冇個仔點會有阿媽呢
[00:02:58.400 --> 00:03:00.000]  即係阿媽就唔係阿媽
[00:03:00.000 --> 00:03:01.800]  所以大家彼此係
[00:03:01.800 --> 00:03:03.800]  好微妙咁嘅關係
[00:03:03.800 --> 00:03:05.400]  家裡嘅人係咁樣
[00:03:05.400 --> 00:03:07.000]  冇阿哥又點呀細佬
[00:03:07.000 --> 00:03:09.000]  因為得一個就冇㗎啦
[00:03:09.000 --> 00:03:11.600]  所以係彼此嘅建立喺當中
[00:03:11.600 --> 00:03:14.400]  所以我喺度講個見證故事
[00:03:14.400 --> 00:03:15.200]  你知唔知道
[00:03:15.200 --> 00:03:19.000]  我哋報道會嘅會組係邊個呢
[00:03:19.000 --> 00:03:21.600]  嘩十分難題嚟㗎喎
[00:03:21.600 --> 00:03:23.600]  返咗博路會好耐
[00:03:23.600 --> 00:03:25.600]  邊個係我哋會組
[00:03:25.600 --> 00:03:27.000]  喂資深會友
[00:03:27.000 --> 00:03:29.000]  邊個會組
[00:03:29.000 --> 00:03:31.000]  會組呀即係創會呀
[00:03:31.000 --> 00:03:33.400]  播道會呀創會會組呀
[00:03:33.400 --> 00:03:35.800]  循道衛理會組係約翰衛斯理
[00:03:35.800 --> 00:03:37.200]  即係嗰啲會組
[00:03:37.200 --> 00:03:38.400]  我哋會組係邊個
[00:03:38.400 --> 00:03:41.400]  我哋中國基督教播道會會組
[00:03:41.400 --> 00:03:43.000]  就係
[00:03:43.000 --> 00:03:45.400]  真係冇人識呀
[00:03:45.400 --> 00:03:46.400]  唔緊要㗎其實
[00:03:46.400 --> 00:03:48.000]  唔會考你呢樣嘢
[00:03:48.000 --> 00:03:50.000]  就係歡跨輪牧師呀
[00:03:50.000 --> 00:03:52.400]  真係歡跨輪牧師一聽就知道係
[00:03:52.400 --> 00:03:53.400]  外國人嚟㗎啦
[00:03:53.400 --> 00:03:55.000]  真係邊人識歡嘅
[00:03:55.000 --> 00:03:56.400]  仲要跨輪添
[00:03:56.400 --> 00:03:59.200]  歡跨輪牧師一百幾年嗰陣時嚟中國
[00:03:59.200 --> 00:04:00.800]  傳福音嘅明白
[00:04:00.800 --> 00:04:03.600]  就嗰陣時佢係一個美國人
[00:04:03.600 --> 00:04:04.600]  咁呢
[00:04:04.600 --> 00:04:06.000]  要講多少少歷史
[00:04:06.000 --> 00:04:08.600]  我哋播道會最初嚟中國唔係叫播道會
[00:04:08.600 --> 00:04:09.800]  叫咩會呀
[00:04:09.800 --> 00:04:11.800]  係叫美瑞丹會呀真係
[00:04:11.800 --> 00:04:13.400]  嘩咁難明㗎真係
[00:04:13.400 --> 00:04:15.200]  美瑞丹會咩嘢嚟㗎
[00:04:15.200 --> 00:04:18.600]  係寄居美國的瑞典挪威人教會
[00:04:18.600 --> 00:04:19.600]  真係明咩
[00:04:19.600 --> 00:04:22.600]  美瑞丹會最初仲有個
[00:04:22.600 --> 00:04:24.600]  美瑞丹拿添㗎真係
[00:04:24.600 --> 00:04:26.600]  做咗挪威丹麥
[00:04:26.600 --> 00:04:29.200]  anyway 北歐人移居美國
[00:04:29.200 --> 00:04:30.200]  見拗搞衰佢啲
