
[00:00:00.000 --> 00:00:03.160]  我們先溫習一下上個星期的金句
[00:00:03.160 --> 00:00:05.740]  是《雅各書》一章二十二節
[00:00:05.740 --> 00:00:08.760]  「你們不要欺騙自己
[00:00:08.760 --> 00:00:11.680]  以為只要聽到就夠了
[00:00:11.680 --> 00:00:12.880]  相反地
[00:00:12.880 --> 00:00:15.280]  你們必須行動」
[00:00:15.280 --> 00:00:18.640]  今天的金句都是來自《雅各書》的
[00:00:18.640 --> 00:00:20.680]  我們因為思想《雅各書》
[00:00:20.680 --> 00:00:24.800]  多一些是配《雅各書》的金句
[00:00:24.800 --> 00:00:27.400]  在上個星期的金句裡面
[00:00:27.400 --> 00:00:31.200]  《雅各》是用了一個照鏡子的比喻來解釋
[00:00:31.200 --> 00:00:33.520]  聽到而不行動的人
[00:00:33.520 --> 00:00:36.440]  不行動的人就好像我們照完鏡子
[00:00:36.440 --> 00:00:39.480]  轉頭就忘記了原來自己還沒打領帶
[00:00:39.480 --> 00:00:41.080]  或者還沒塗口唇膏
[00:00:41.080 --> 00:00:42.840]  那就出門了
[00:00:42.840 --> 00:00:46.000]  我想以現代人的知識來講
[00:00:46.000 --> 00:00:47.800]  一個這樣的人
[00:00:47.800 --> 00:00:52.200]  可能是老人痴呆症的先兆
[00:00:52.200 --> 00:00:53.480]  所以要小心
[00:00:54.920 --> 00:00:57.520]  最好早點找醫生幫忙
[00:00:57.520 --> 00:01:02.000]  我希望如果有人是聽到而不行動的話
[00:01:02.000 --> 00:01:05.560]  那些人不會說這是牧師的錯
[00:01:05.560 --> 00:01:09.000]  不會說由於牧師講道講得不好
[00:01:09.000 --> 00:01:11.760]  以致我一出教堂就忘記了
[00:01:11.760 --> 00:01:13.400]  所以沒有行動
[00:01:13.400 --> 00:01:17.280]  按照聖經的真理
[00:01:17.280 --> 00:01:19.440]  講道是牧師的責任
[00:01:19.440 --> 00:01:22.360]  最後我很少看到我講道的時候
[00:01:22.360 --> 00:01:24.400]  有人打瞌睡
[00:01:25.120 --> 00:01:29.000]  但是行動是大家自己的責任
[00:01:29.000 --> 00:01:32.480]  包括我自己也要自己盡責的
[00:01:32.480 --> 00:01:35.000]  我也很感謝師母
[00:01:35.000 --> 00:01:37.640]  她時時看到我有不符合聖經的行為
[00:01:37.640 --> 00:01:40.400]  她真的不轉彎抹角地來提醒我
[00:01:40.400 --> 00:01:42.600]  一定直言不諱
[00:01:42.600 --> 00:01:46.000]  我鼓勵已婚的弟兄姊妹
[00:01:46.000 --> 00:01:48.520]  時時要多謝配偶指出你的錯誤
[00:01:48.520 --> 00:01:53.520]  使你能夠像上星期的聖經所說
[00:01:53.520 --> 00:01:57.720]  掙脫一切不良的習慣和邪惡的行為
[00:01:57.720 --> 00:02:01.240]  今天我們就看《雅各書》第二章
[00:02:01.240 --> 00:02:05.040]  或者先讓我跟大家重溫一下
[00:02:05.040 --> 00:02:07.520]  《雅各書》第一章的教導
[00:02:07.520 --> 00:02:09.320]  我們要記得
[00:02:09.320 --> 00:02:15.080]  《雅各書》是寫給散居在不同地方的上帝的子民
[00:02:15.080 --> 00:02:20.200]  並且這封信大概是在公元50年左右的時候寫的
[00:02:20.840 --> 00:02:24.200]  那時候的基督徒如果要散居的話
[00:02:24.200 --> 00:02:26.160]  可能有幾個原因的
[00:02:26.160 --> 00:02:27.840]  一方面
[00:02:27.840 --> 00:02:32.240]  猶太人自從在主前586年
[00:02:32.240 --> 00:02:34.680]  被巴比倫滅國之後
[00:02:34.680 --> 00:02:38.200]  就已經要散居到其他國家的地方了
[00:02:38.200 --> 00:02:39.800]  另一方面
[00:02:39.800 --> 00:02:41.840]  在《仙途行傳》我們看到
[00:02:41.840 --> 00:02:44.840]  當時猶太人是迫害基督徒的
[00:02:44.840 --> 00:02:48.080]  使他們要從耶路撒冷散開
[00:02:48.600 --> 00:02:51.840]  不過由於他們散開到不同的地方
[00:02:51.840 --> 00:02:54.880]  他們也將福音帶到不同的地方
[00:02:54.880 --> 00:02:58.800]  但是雅各就一直留在耶路撒冷
[00:02:58.800 --> 00:03:04.520]  相信他是耶路撒冷教會的主任牧師
[00:03:04.520 --> 00:03:07.120]  因為在《仙途行傳》第十五章
[00:03:07.120 --> 00:03:10.040]  我們看到耶路撒冷第一次的會議
[00:03:10.040 --> 00:03:12.400]  是雅各最後發言
[00:03:12.400 --> 00:03:15.440]  並且在他發言之後會議就結束了
[00:03:16.000 --> 00:03:19.840]  他寫信給散居各地的基督徒
[00:03:19.840 --> 00:03:22.200]  很可能是由於有一些信徒
[00:03:22.200 --> 00:03:26.640]  將在外地教會的消息傳給了他
[00:03:26.640 --> 00:03:31.960]  而他作為當時耶路撒冷母會的主任牧師
[00:03:31.960 --> 00:03:33.600]  就寫了這封信
[00:03:33.600 --> 00:03:36.400]  去教導其他教會的信徒
[00:03:36.400 --> 00:03:38.880]  由於當時的信徒
[00:03:38.880 --> 00:03:40.920]  是受猶太人的迫害
[00:03:40.920 --> 00:03:46.160]  很可能就由本來富裕的人家變成貧窮人
[00:03:46.160 --> 00:03:51.280]  有些初信主的信徒可能會埋怨上帝試探他
[00:03:51.280 --> 00:03:54.480]  故此雅各在第一章就指出了
[00:03:54.480 --> 00:04:01.520]  上帝的試煉是幫助信徒在信仰上成長成熟
[00:04:01.520 --> 00:04:06.840]  並且上帝是不會私誘基督誘惑信徒的
[00:04:06.840 --> 00:04:08.560]  使他們跌倒的
[00:04:08.960 --> 00:04:13.920]  不過教會裡面也一定會有一些信徒跌倒
[00:04:13.920 --> 00:04:16.280]  而這些在信仰上
[00:04:16.280 --> 00:04:19.560]  有一些在信仰上站得穩的人
[00:04:19.560 --> 00:04:23.480]  可能就很看不起那些跌倒的基督徒
[00:04:23.480 --> 00:04:29.520]  所以就會斥責那些受私誘而跌倒的信徒
[00:04:29.520 --> 00:04:32.840]  在這個爭拗的過程裡面
[00:04:32.840 --> 00:04:34.560]  可能有人會發怒
[00:04:34.560 --> 00:04:36.800]  而產生相當大的矛盾
[00:04:36.800 --> 00:04:38.760]  所以雅各提醒
[00:04:38.760 --> 00:04:41.040]  所有在教會的人都要怎樣呢?
[00:04:41.040 --> 00:04:45.160]  隨時聆聽別人的意見
[00:04:45.160 --> 00:04:46.640]  不急於發言
[00:04:46.640 --> 00:04:48.520]  沒有打出來的
[00:04:48.520 --> 00:04:50.720]  更不要輕易動怒
[00:04:50.720 --> 00:04:54.720]  不過雅各也提醒在教會中的那些沒有跌倒
[00:04:54.720 --> 00:04:58.040]  而自以為驚奇的信徒告訴他們
[00:04:58.040 --> 00:05:03.160]  在附上帝眼中那瞬間沒有缺點的虔誠辨事
[00:05:03.160 --> 00:05:07.080]  照顧苦難中的孤兒寡婦
[00:05:07.600 --> 00:05:12.400]  和保守自己不受世界的腐化
[00:05:12.400 --> 00:05:18.320]  這些教導除了第一世紀的基督徒要進行之外
[00:05:18.320 --> 00:05:21.400]  其實每一個時代的信徒都要記得
[00:05:21.400 --> 00:05:26.280]  在附上帝眼中那個瞬間沒有缺點的虔誠
[00:05:26.280 --> 00:05:29.880]  就是要照顧苦難中的孤兒寡婦
[00:05:29.880 --> 00:05:33.200]  和保守自己不受世界的腐化
[00:05:33.200 --> 00:05:36.000]  這裡其實有兩方面的提醒
[00:05:36.320 --> 00:05:40.200]  一方面是要盡力照顧弱勢社群
[00:05:40.200 --> 00:05:44.600]  在二千多年前的社會
[00:05:44.600 --> 00:05:48.400]  孤兒寡婦一定是弱勢的
[00:05:48.400 --> 00:05:51.560]  因為他們不能夠在社會上工作
[00:05:51.560 --> 00:05:54.400]  大部分都沒有經濟的實力
[00:05:54.400 --> 00:05:57.000]  就是很容易被人欺負
[00:05:57.000 --> 00:06:00.320]  故此在舊約的聖經裡面
[00:06:00.320 --> 00:06:05.000]  都教導我們要照顧寡婦孤兒
[00:06:05.800 --> 00:06:09.000]  記住上個星期宣佈了在巴基斯坦
[00:06:09.000 --> 00:06:12.880]  朱聖堂被回教徒用自殺包紮
[00:06:12.880 --> 00:06:16.160]  殺害了二百多個基督徒之後
[00:06:16.160 --> 00:06:18.920]  還有敘利亞的難民
[00:06:18.920 --> 00:06:21.520]  特別是走到埃及的難民
[00:06:21.520 --> 00:06:25.040]  很需要幫助
[00:06:25.040 --> 00:06:28.360]  我們聖公會的Anglican Aid
[00:06:28.360 --> 00:06:30.120]  呼籲我們去支持他們
[00:06:30.120 --> 00:06:32.920]  因為如果聖公會Anglican Aid收到的錢
[00:06:32.920 --> 00:06:36.520]  就不會扣一大筆的行政費
[00:06:36.520 --> 00:06:38.440]  就會通過聖公會
[00:06:38.440 --> 00:06:39.640]  當地的聖公會
[00:06:39.640 --> 00:06:43.360]  還有一個在埃及的團體去幫助他們
[00:06:43.360 --> 00:06:47.680]  上個星期收到兩位姊妹弟兄的奉獻
[00:06:47.680 --> 00:06:49.000]  每人五十元
[00:06:49.000 --> 00:06:51.600]  還有二百元可以收到的
[00:06:51.600 --> 00:06:52.600]  最後今天
[00:06:52.600 --> 00:06:53.720]  如果你想奉獻
[00:06:53.720 --> 00:06:56.120]  因為他有一封信寄給教會
[00:06:56.120 --> 00:06:57.400]  是說最後今天
[00:06:57.400 --> 00:06:59.880]  如果你還是想奉獻支持那些
[00:06:59.880 --> 00:07:01.960]  在苦難中的孤兒寡婦
[00:07:02.120 --> 00:07:05.160]  不需要扣稅收據
[00:07:05.160 --> 00:07:06.400]  你今天可以交給我
[00:07:06.400 --> 00:07:08.360]  我做完之後就不做了
[00:07:08.360 --> 00:07:14.960]  但是除了要照顧弱勢社群之外
[00:07:14.960 --> 00:07:17.200]  雅各還教導我們信徒
[00:07:17.200 --> 00:07:19.160]  要保守自己
[00:07:19.160 --> 00:07:21.320]  不受世界的腐化
[00:07:21.320 --> 00:07:25.600]  今天的經文提出教會裡面
[00:07:25.600 --> 00:07:27.720]  其實很可能發生一件事
[00:07:27.720 --> 00:07:29.640]  就是重負輕貧
[00:07:29.920 --> 00:07:32.600]  讓我們一起來思想今天的經文
[00:07:32.600 --> 00:07:36.480]  在第二章一至四節的經文
[00:07:36.480 --> 00:07:38.640]  其實很明顯讓我們看到
[00:07:38.640 --> 00:07:41.240]  在雅各時代的教會裡面
[00:07:41.240 --> 00:07:43.920]  是有重負輕貧的現象
[00:07:43.920 --> 00:07:48.560]  當衣著華麗的有錢人來到教會
[00:07:48.560 --> 00:07:51.080]  他們就受到重視
[00:07:51.080 --> 00:07:55.160]  被邀請坐到好的位置
[00:07:55.160 --> 00:07:58.040]  假如有一位窮人進到教會
[00:07:58.040 --> 00:08:00.760]  就很不客氣地告訴他站到一旁
[00:08:00.760 --> 00:08:03.440]  或者坐在我的腳椅旁
[00:08:03.440 --> 00:08:07.280]  早期教會的聚會模式
[00:08:07.280 --> 00:08:10.600]  相信是以猶太人的會堂的形式
[00:08:10.600 --> 00:08:13.640]  在猶太人的會堂裡面
[00:08:13.640 --> 00:08:19.160]  聽道的人一般都是站著聽的
[00:08:19.160 --> 00:08:21.400]  講道的人是坐著聽的
[00:08:21.400 --> 00:08:25.120]  不過在會堂前面的一些地方
[00:08:25.120 --> 00:08:29.160]  都會有牌椅給一些重要的人物坐
[00:08:29.160 --> 00:08:32.440]  要窮人站在一旁
