
[00:00:00.000 --> 00:00:02.000]  各位電視節目早安
[00:00:02.000 --> 00:00:04.000]  今天我們的題目是
[00:00:04.000 --> 00:00:07.000]  若沒有那吞滅死亡的復活
[00:00:07.000 --> 00:00:09.000]  大家見到呢
[00:00:09.000 --> 00:00:11.000]  如果你在周刊
[00:00:11.000 --> 00:00:13.000]  你有拿到那份實體
[00:00:13.000 --> 00:00:14.000]  你會見到
[00:00:14.000 --> 00:00:16.000]  嘩,你怎麼講呀,這麼長的
[00:00:16.000 --> 00:00:18.000]  十五章的聖經
[00:00:18.000 --> 00:00:21.000]  即是說,哥倫多前書第十五章聖經
[00:00:21.000 --> 00:00:23.000]  全章有五十八節
[00:00:23.000 --> 00:00:25.000]  我都想了很久
[00:00:25.000 --> 00:00:27.000]  究竟講不講完呢
[00:00:27.000 --> 00:00:28.000]  但不講又不行
[00:00:28.000 --> 00:00:30.000]  因為它是一個整體
[00:00:30.000 --> 00:00:32.000]  所以大家都為我祈禱
[00:00:32.000 --> 00:00:34.000]  可以順利地講完
[00:00:34.000 --> 00:00:36.000]  而且這段經文
[00:00:36.000 --> 00:00:38.000]  它是很特別的
[00:00:38.000 --> 00:00:40.000]  當你一邊看的時候
[00:00:40.000 --> 00:00:42.000]  有很多很多的字眼
[00:00:42.000 --> 00:00:44.000]  其實是需要解釋的
[00:00:44.000 --> 00:00:46.000]  甚至很多的內容
[00:00:46.000 --> 00:00:48.000]  主要都是明的
[00:00:48.000 --> 00:00:50.000]  都容易明白的
[00:00:50.000 --> 00:00:52.000]  但有些又不是那麼明白
[00:00:52.000 --> 00:00:54.000]  因為它有很多的所謂terms
[00:00:54.000 --> 00:00:56.000]  很多特別的字眼
[00:00:56.000 --> 00:00:58.000]  一會兒講就講
[00:00:58.000 --> 00:01:00.000]  你會發覺很多的
[00:01:00.000 --> 00:01:02.000]  所以這麼多
[00:01:02.000 --> 00:01:04.000]  要在短短的七個字
[00:01:04.000 --> 00:01:06.000]  最多八個字
[00:01:06.000 --> 00:01:08.000]  你要講完,是很難的
[00:01:08.000 --> 00:01:10.000]  我計算過了
[00:01:10.000 --> 00:01:12.000]  如果認認真真
[00:01:12.000 --> 00:01:14.000]  將內容
[00:01:14.000 --> 00:01:16.000]  讓大家完全去經過
[00:01:16.000 --> 00:01:18.000]  以及有些體會
[00:01:18.000 --> 00:01:20.000]  研究一下
[00:01:20.000 --> 00:01:22.000]  大概要一個讀經日
[00:01:22.000 --> 00:01:24.000]  要幾個小時
[00:01:24.000 --> 00:01:26.000]  每一個字眼
[00:01:26.000 --> 00:01:28.000]  都是這麼有意思的
[00:01:28.000 --> 00:01:30.000]  所以呢
[00:01:30.000 --> 00:01:32.000]  我們這次復活的主人
[00:01:32.000 --> 00:01:34.000]  我覺得一起去
[00:01:34.000 --> 00:01:36.000]  看回這段經文
[00:01:36.000 --> 00:01:38.000]  雖然不是那麼容易
[00:01:38.000 --> 00:01:40.000]  很簡潔地講完
[00:01:40.000 --> 00:01:42.000]  但是跟大家去體會的時候
[00:01:42.000 --> 00:01:44.000]  因為
[00:01:44.000 --> 00:01:46.000]  這件事是很重要的
[00:01:46.000 --> 00:01:48.000]  為什麼呢?
[00:01:48.000 --> 00:01:50.000]  大家會見過
[00:01:50.000 --> 00:01:52.000]  在馬路上
[00:01:52.000 --> 00:01:54.000]  有些電燈柱
[00:01:54.000 --> 00:01:56.000]  就會有一些花
[00:01:56.000 --> 00:01:58.000]  或者一個地方
[00:01:58.000 --> 00:02:00.000]  有一堆花
[00:02:00.000 --> 00:02:02.000]  我想初來澳洲可能不知道
[00:02:02.000 --> 00:02:04.000]  但是如果大家在這裡久了
[00:02:04.000 --> 00:02:06.000]  就知道
[00:02:06.000 --> 00:02:08.000]  在你的社區
[00:02:08.000 --> 00:02:10.000]  一定會有這些紀念的地方
[00:02:10.000 --> 00:02:12.000]  這張就是我拍的照片
[00:02:12.000 --> 00:02:14.000]  這裡是Bitcoff
[00:02:14.000 --> 00:02:16.000]  在兩三個禮拜前
[00:02:16.000 --> 00:02:18.000]  這條街
[00:02:18.000 --> 00:02:20.000]  轉彎一出
[00:02:20.000 --> 00:02:22.000]  是我每天都開車
[00:02:22.000 --> 00:02:24.000]  經過的地方
[00:02:24.000 --> 00:02:26.000]  很熟悉的
[00:02:26.000 --> 00:02:28.000]  但是真的想不到
[00:02:28.000 --> 00:02:30.000]  如果你有看新聞
[00:02:30.000 --> 00:02:32.000]  上了全國的新聞
[00:02:32.000 --> 00:02:34.000]  有一輛車
[00:02:34.000 --> 00:02:36.000]  就在晚上八點多
[00:02:36.000 --> 00:02:38.000]  其實那天我
[00:02:38.000 --> 00:02:40.000]  之後那幾分鐘
[00:02:40.000 --> 00:02:42.000]  我都應該會經過那裡
[00:02:42.000 --> 00:02:44.000]  不過我在前面轉了彎
[00:02:44.000 --> 00:02:46.000]  就看不到
[00:02:46.000 --> 00:02:48.000]  有輛車就衝燈
[00:02:48.000 --> 00:02:50.000]  接著就另外一輛車撞了
[00:02:50.000 --> 00:02:52.000]  兩個司機沒有事
[00:02:52.000 --> 00:02:54.000]  但是那輛車就去了
[00:02:54.000 --> 00:02:56.000]  這個位置
[00:02:56.000 --> 00:02:58.000]  有兩個行人
[00:02:58.000 --> 00:03:00.000]  其中兩個是華人
[00:03:00.000 --> 00:03:02.000]  其中一個來澳洲
[00:03:02.000 --> 00:03:04.000]  好像是兩個月
[00:03:04.000 --> 00:03:06.000]  當場撞死了
[00:03:06.000 --> 00:03:08.000]  一個也撞到重傷
[00:03:08.000 --> 00:03:10.000]  我不知道他現在出來了沒有
[00:03:10.000 --> 00:03:12.000]  兩個女士
[00:03:12.000 --> 00:03:14.000]  所以這裡有一堆花
[00:03:16.000 --> 00:03:18.000]  其實有很多件
[00:03:18.000 --> 00:03:20.000]  在我家附近
[00:03:20.000 --> 00:03:22.000]  有幾個位置有這些紀念
[00:03:22.000 --> 00:03:24.000]  不過就算這麼近
[00:03:24.000 --> 00:03:26.000]  就算是
[00:03:26.000 --> 00:03:28.000]  經常都看到都很震撼
[00:03:28.000 --> 00:03:30.000]  每一次看到這些花
[00:03:30.000 --> 00:03:32.000]  甚至這件新聞報導
[00:03:32.000 --> 00:03:34.000]  很清楚是什麼事
[00:03:34.000 --> 00:03:36.000]  又這麼近
[00:03:36.000 --> 00:03:38.000]  我心想
[00:03:38.000 --> 00:03:40.000]  我也有機會撞到
[00:03:40.000 --> 00:03:42.000]  就會發覺人生很脆弱
[00:03:42.000 --> 00:03:44.000]  還有
[00:03:44.000 --> 00:03:46.000]  我們發覺我們的信仰
[00:03:46.000 --> 00:03:48.000]  是多麼重要
[00:03:48.000 --> 00:03:50.000]  為什麼呢
[00:03:50.000 --> 00:03:52.000]  人看起來很可惜
[00:03:52.000 --> 00:03:54.000]  兩個月就死了
[00:03:54.000 --> 00:03:56.000]  死了去哪裡呢
[00:03:56.000 --> 00:03:58.000]  基督徒死了之後
[00:03:58.000 --> 00:04:00.000]  會去哪裡呢
[00:04:00.000 --> 00:04:02.000]  大家真的還沒睡醒
[00:04:02.000 --> 00:04:04.000]  或者不太想回應
[00:04:04.000 --> 00:04:06.000]  我不是說死了去哪裡
[00:04:06.000 --> 00:04:12.000]  我沒有加個理智在前面
[00:04:12.000 --> 00:04:14.000]  我們人死了之後
[00:04:14.000 --> 00:04:16.000]  我們基督徒死了之後
[00:04:16.000 --> 00:04:18.000]  會去哪裡呢
[00:04:18.000 --> 00:04:20.000]  天堂 永生
[00:04:20.000 --> 00:04:22.000]  當然你考我神學
[00:04:22.000 --> 00:04:24.000]  所以要很小心
[00:04:24.000 --> 00:04:26.000]  到底是復活還是永生
[00:04:26.000 --> 00:04:28.000]  答哪個正確不要緊
[00:04:28.000 --> 00:04:30.000]  我的基督徒的盼望
[00:04:30.000 --> 00:04:32.000]  是很實在很重要的
[00:04:32.000 --> 00:04:34.000]  所以
[00:04:34.000 --> 00:04:36.000]  基本上整段經文
[00:04:36.000 --> 00:04:38.000]  中間那段
[00:04:38.000 --> 00:04:40.000]  我會先拿來講
[00:04:40.000 --> 00:04:42.000]  為什麼呢
[00:04:42.000 --> 00:04:44.000]  它說如果沒有死人復活
[00:04:44.000 --> 00:04:46.000]  整個基督教信仰可以作廢
[00:04:46.000 --> 00:04:48.000]  討厭
[00:04:48.000 --> 00:04:50.000]  看你怎麼翻譯
[00:04:50.000 --> 00:04:52.000]  整個基督教是廢的
[00:04:52.000 --> 00:04:54.000]  我們不用坐在這裡
[00:04:54.000 --> 00:04:56.000]  沒有死人復活
[00:04:56.000 --> 00:04:58.000]  你可以說沒有永生
