
[00:00:00.000 --> 00:00:06.000]  張宇人議員
[00:00:30.000 --> 00:00:36.000]  張宇人議員
[00:01:00.000 --> 00:01:06.000]  張宇人議員
[00:01:30.000 --> 00:01:36.000]  張宇人議員
[00:02:00.000 --> 00:02:06.000]  張宇人議員
[00:02:30.000 --> 00:02:36.000]  張宇人議員
[00:03:00.000 --> 00:03:06.000]  張宇人議員
[00:03:30.000 --> 00:03:36.000]  張宇人議員
[00:04:00.000 --> 00:04:06.000]  張宇人議員
[00:04:30.000 --> 00:04:36.000]  張宇人議員
[00:05:00.000 --> 00:05:06.000]  張宇人議員
[00:05:30.000 --> 00:05:36.000]  張宇人議員
[00:06:00.000 --> 00:06:29.000]  愛是首要,我們又知道關係的重要,關係裏面是要有愛,我們但是很喜歡說「但是」,但是甚麼?但是就是愛那些不可愛的人很難,對不對?譬如吳牧師說話又快,又急,做事,可能不是很可愛,當你看到他不可愛的時候,你怎樣去愛他?愛一個你覺得和你心目中有落差的人呢?
[00:06:29.000 --> 00:06:58.000]  有困難的,有難度,不容易的,所以我都很愛施慕,我也知道他很愛我,因為很大難度的,我和他的性格是不同的,他喜歡音樂,我喜歡小組,所以香港的侍奉就已經是他在性惡部,我在助導部,助導部就是團契,就是人,人的工作,又或者他喜歡去音樂會,我喜歡去看那些打鬥片,要action movie,他就不喜歡那些,就是很多的性格,很多的喜好,不同的。
[00:06:58.000 --> 00:07:27.000]  如果你沒有愛,你沒有辦法化解,的而且確,我都很記得在結婚七年之後,就不是七年之癢出現了這個婚姻危機,而是七年之後發覺真是很多的differences,我和施慕都要去見一番我們原先的婚前輔導,去化解我們一些很大的矛盾,在矛盾裡面是真的很不容易的,你需要去找人幫助你的,願意我們都是要去學習,要打開我們的生命。
[00:07:27.000 --> 00:07:39.000]  但是化解之後,今年我們是結婚三十八週年,所以就是七年和三十八週年,就是三十一年之後,所以更加愛就是用這樣去量度。
[00:07:39.000 --> 00:08:08.000]  所以我想我們一起,未來這半年,由現在今天開始,我們就由哥倫多前書十三章這個愛章,很豐富的訊息來的,我們用兩個半月的時間去看哥倫多前書第十三章,因為裡面有很多的內容,也就是透過耶穌所說的,和耶穌所做的,是兩方面去學習我們怎樣去愛。
[00:08:08.000 --> 00:08:31.000]  我們願意我們不單止聽,我們更加行動,所以未來這半年大家攬起安全帶,不要只是聽到,因為我們有兩三年時間在疫情裡面,我們就是要學習怎麼做門徒,學習怎麼做門徒,學習怎麼做門徒,現在就是做門徒的時候,愛的永留就是做門徒的時候,就是行動的時候。
[00:08:31.000 --> 00:08:57.000]  所以我們在未來這半年的小組設計,希望大家在小組當中,我邀請你,如果你還沒參加小組,你參加小組,如果你已經在小組當中,你更加要彼此相討,透過我們在每一個星期,在講壇裡面的學習,我們從哥倫多前書,從耶穌的榜樣,從約翰一二三書,我們就一直到暑假尾,我們去學習怎樣去愛。
[00:08:57.000 --> 00:09:06.000]  在愛的功課上面,當我一直預備今天的講章的時候,我首先要承認一樣,就是我不是要教大家什麼,是和大家一起去學。
[00:09:06.000 --> 00:09:33.000]  其實愛真的很難,有時候做牧師都會覺得自己很多不足的地方,應該這麼多愛,我當然知道,但是就是沒有這麼多,有些人會氣死你的,你就沒有愛了,又或者覺得很多人,分不夠分,你明白嗎?就好像分得比這個分不到比那個,這個覺得我是愛他,但是那個覺得我是忽略他,好像總是很不夠的。
[00:09:33.000 --> 00:09:52.000]  所以當我一直預備講章,預備今半年的講道系列的時候,我首先要認罪悔改,但是我也希望你和我一起,知道我們一起去學習,一起去實踐,在我們的群體當中,在我們教會裡面,在我們的社區當中,我們可以一起去學習,好嗎?
[00:09:52.000 --> 00:10:18.000]  讓我們一起在新的講道系列開展的時候,我們一起同心低頭祈禱。聖天父我們感謝你,因為你就是愛,神是愛,主要是因為你的愛,你差兄獨生的二子耶穌基督來到世上,就是那些像我這麼不可愛的人,你仍然可以去愛,仍然可以去寬恕,仍然可以去接納,仍然可以給我們第二次的機會。
[00:10:18.000 --> 00:10:46.000]  當我們祈禱的時候,我們願意說主啊,我們不只是帶著感恩,我們求天賦你打開我們的心靈,讓我們知道我們的愛是不足夠,我們真的有需要向主你學習的地方,也都需要有學習的實踐的機會,求聖靈今天讓我們見到愛的重要,在基督徒的生命當中。
[00:10:46.000 --> 00:11:04.000]  以致我們能夠打開我們的生命,一起去學習,讓神你的愛充滿我們,又讓我們成為主你愛的器皿。我們將以下言讀你話語的時間,恭敬的仰望給天父,求你在我們當中成就你自己今天要在我們生命當中成就的心意。
[00:11:04.000 --> 00:11:33.000]  祈禱,奉主耶穌基督的名求。我們很想跟大家說愛的重要性,你說我也知道了。但是我很想大家從不同的角度,從聖經裡面很多不同的提醒去看一看,我們受造就是為了愛,因為我們是神愛的對象,是吧?神愛你,愛到一個地步,祂差遣獨生兒子去救我們,我們就是神愛的對象。
[00:11:33.000 --> 00:11:52.000]  神又會愛我們到一個地步,我們會要回應神的愛,於是我們愛回祂。不是我們先愛神,而是神先愛我們。我們是神愛的對象,然後我們就成為祂愛的器皿,成為祂愛別人的途徑,被祂所用。
[00:11:52.000 --> 00:12:13.000]  所以我們受造就是要為了愛,如果沒有愛,是沒有一個我們基督教的信仰,就是因為神的愛才差遣了獨生兒子來到世上,釘在十字架上面,這個愛成就了才有我們的信仰,是吧?如果神不愛我們就沒有這個信仰,我們也沒有辦法有機會去回應。
[00:12:13.000 --> 00:12:23.000]  所以在約翰福音第十三章,三十四到三十五節提醒我們,耶穌說:「我賜給你們一條新命令。」
[00:12:23.000 --> 00:12:46.000]  大家要很注意,這個不是一個建議,耶穌不是說我給你一個建議,是給你一個邀請,看你接不接受。他是命令我們,如果你是跟隨我,如果你是我的門徒,耶穌說我現在命令你,乃是叫你們彼此相愛。我怎樣愛你們,你們也要怎樣彼此相愛。
[00:12:46.000 --> 00:13:01.000]  這個是很高的要求,差不多沒可能做得到,為什麼?耶穌怎樣愛我們?是犧牲,付出,是接納我們,是我們不可愛的時候也愛我們,是寬恕我們,這是人基本上做不到的。
[00:13:01.000 --> 00:13:08.000]  但是耶穌跟我們說,但是耶穌對我們的命令會不會是我們做不到的呢?當然不會,是吧?
[00:13:08.000 --> 00:13:25.000]  耶穌的意思就是說,你不是靠著自己的努力,我要愛,我要愛,我要愛,到時候你見到那個不可愛的人,你會說我很討厭他,我看到他在後面背後就已經討厭他在前面。你明白嗎?很難的,靠自己是做不到的。
[00:13:25.000 --> 00:13:40.000]  其實耶穌跟我們說,你要讓我的愛充滿你,你要經歷我對你的愛,於是你經歷我對你的寬恕,你就可以寬恕別人。你經歷耶穌對你的接納,你就可以接納別人。
[00:13:40.000 --> 00:13:58.000]  有時候我們自己也不知道,原來我們未寬恕別人,未接納自己,甚至未寬恕自己,是吧?所以其實耶穌給我們的命令就是叫我們一起去學習,就是學習耶穌怎樣去愛,而我們彼此之間要用耶穌愛我們的方式去彼此相愛。
[00:13:58.000 --> 00:14:27.000]  不容易的,我們不要以為已經做到,其實當我再一次看這段這麼熟悉的經文的時候,聖靈就告訴我,這是一個很高的標準,不是我跟你可以就這樣說我們靠自己的努力可以做,而是靠神的恩典和神的愛去充滿我們,而我們能夠打開我們的生命,釋放他的愛在我們的生命當中給其他人,不是靠我們的生命去摺一些愛出來給人,不是這樣的。
[00:14:27.000 --> 00:14:48.000]  所以他們說你們若彼此相愛,為什麼呢?就是眾人,就是其他人,未信的人就認出我們是主的門徒,所以認出是主的門徒的標記就是這個愛,就是像基督的愛,就是一個別人覺得你這樣也愛他,就是那種愛,明白嗎?
[00:14:48.000 --> 00:15:17.000]  所以是不容易,是很難,所以愛是門徒生命質素的首要,為什麼我這裡特別說到是質素呢?因為聖經說神是愛,就是什麼?神的本質是愛,神的本質是愛,所以是一種質素,是一種質素來的,但是因為神的本質是愛,他就有愛的行動,所以我們要先有這個愛的本質,我們才有愛的行動。
[00:15:17.000 --> 00:15:42.000]  我們如果只是有一個行動,就可能是莫韻詩傳道那個FabFab需要大家要做一些,帶一些頭箍,然後去籌款,我們大家一起做,人做愛做,都是好的,都不是不好,人做你做都是好,起碼做了一個行動,但是如果你沒有愛,你又不知道究竟他幫誰呢?又不知道莫韻詩傳道是誰呢?
[00:15:42.000 --> 00:16:11.000]  問多兩句之後,其實你根本就沒有關心莫韻詩傳道,又不知道他是FabFab做什麼,所以如果你有愛,會不會不知道?神連你的頭髮都數過了,你說這麼多人,幾億萬人,自古以來這麼多人,神是每一個都數過你的頭髮,你說愛成怎樣?但是我們怎樣去愛?當我們這樣去愛,愛到一個程度是一種質素來的,行動是由這個質素,由這個愛的本質來的。
[00:16:11.000 --> 00:16:21.000]  由這個愛的本質而衍生出來的時候,是充滿著聖咒與神的愛,而顯出的行動的時候,眾人就認出我們是神的門徒。
[00:16:21.000 --> 00:16:49.000]  在楊潤芳第十五章十二至十七節說:「你們要彼此相愛像我,愛你們一樣者是我的命令。人為朋友捨命,人的愛沒有比這個更大的。」換句話來說,如果我們要學習耶穌的愛,就是耶穌為我們捨命。我們愛別人,在關係裡面愛別人,都要愛到一個捨命擠低自己的地步,的確是一個很高的要求。
[00:16:49.000 --> 00:17:00.000]  但是耶穌不僅在楊潤芳第十三章說了命令,十五章再說,十七章又再說,你真的見到楊潤芳說了很多重複。
[00:17:00.000 --> 00:17:07.000]  那你想想,聖經裡面當它重複的時候,意思是什麼?就是說最重要,最首要。
[00:17:07.000 --> 00:17:24.000]  接著它說:「你們若遵行我的命令,就是我的朋友了。」就是說要愛,就是我的朋友。「以後我不再稱你們為僕人,因為僕人不知道主人所做的。但是我稱你們為朋友,因為我從父所聽見一切,都被你們知道了。」聖經裡面已經說了很多東西給你聽了。
[00:17:24.000 --> 00:17:38.000]  「不是你們揀選我,而是我揀選了你們,所以我是先愛你,我揀選你,我拯救你,並且派你去結果子。」就是你是被神所派,你成為祂祝福人、愛人的途徑和器命。
[00:17:38.000 --> 00:18:03.000]  「讓你們的果子得以長存,好使你們奉我的名,無論在父求什麼,祂都會賜給你們。我這樣命令你們,是要叫你們彼此相愛。」你只是看這幾節,你見不見到那種陳情、迫切?就是因為難,就是因為只有靠神的恩典才可以做得到。所以就是陳情、迫切,也都很清楚去說。
[00:18:03.000 --> 00:18:23.000]  所以在這幾節的經文裡面,簡單來說,重重複複,十三章也好,十五章也好,就是門徒生命質素,就是神是愛我們的本質,就是去承載了神這個本質,於是我們可以活出,不要阻礙神在你生命裡面所顯出的愛。
