
[00:00:00.000 --> 00:00:01.060]  兩頂姐妹平安
[00:00:01.060 --> 00:00:06.320]  在講到之前先問大家一個問題
[00:00:06.320 --> 00:00:08.900]  大家有沒有試過在一個地方
[00:00:08.900 --> 00:00:11.440]  那個地方你很想留在那裏
[00:00:11.440 --> 00:00:13.000]  覺得很開心
[00:00:13.000 --> 00:00:14.760]  很多回憶
[00:00:14.760 --> 00:00:16.080]  很愉快
[00:00:16.080 --> 00:00:17.640]  跟一些很開心的人在一起
[00:00:17.640 --> 00:00:19.520]  有沒有這樣的經歷
[00:00:19.520 --> 00:00:22.000]  有啦 見到別人點頭
[00:00:22.000 --> 00:00:25.520]  我相信這些可能是跟好朋友去旅行
[00:00:25.520 --> 00:00:28.560]  跟家人去一個很好的樂園
[00:00:28.560 --> 00:00:29.640]  去玩
[00:00:30.120 --> 00:00:31.240]  對我自己
[00:00:31.240 --> 00:00:35.840]  大概這兩年之間
[00:00:35.840 --> 00:00:38.880]  我都去了一些很美的地方
[00:00:38.880 --> 00:00:40.440]  在東南亞的國家
[00:00:40.440 --> 00:00:42.520]  更重要的是跟一些
[00:00:42.520 --> 00:00:44.320]  我很想一起去的
[00:00:44.320 --> 00:00:45.800]  年輕人一起去旅行
[00:00:45.800 --> 00:00:47.560]  連續兩年
[00:00:47.560 --> 00:00:49.040]  都去東南亞的地方
[00:00:49.040 --> 00:00:50.640]  那些地方很美
[00:00:50.640 --> 00:00:51.760]  環境很好
[00:00:51.760 --> 00:00:52.840]  更重要
[00:00:52.840 --> 00:00:53.600]  剛才說了
[00:00:53.600 --> 00:00:55.520]  就是跟一些很想
[00:00:55.520 --> 00:00:56.720]  而這班是我自己
[00:00:56.720 --> 00:00:58.880]  認識了十年以上的年輕人
[00:00:59.320 --> 00:01:03.600]  這班年輕人願意接待我去一起去玩
[00:01:03.600 --> 00:01:05.200]  所以在這些環境
[00:01:05.200 --> 00:01:06.760]  我覺得這裏真是好
[00:01:06.760 --> 00:01:08.520]  如果能夠留長一點
[00:01:08.520 --> 00:01:09.880]  多留幾天
[00:01:09.880 --> 00:01:11.160]  就更加好了
[00:01:11.160 --> 00:01:11.960]  不過
[00:01:11.960 --> 00:01:13.560]  去旅行
[00:01:13.560 --> 00:01:15.600]  總是要回家的
[00:01:15.600 --> 00:01:16.880]  去了幾天
[00:01:16.880 --> 00:01:17.640]  五天四夜
[00:01:17.640 --> 00:01:19.080]  四天三夜都好
[00:01:19.080 --> 00:01:20.720]  你都買了機票
[00:01:20.720 --> 00:01:22.560]  你住宿都有時間
[00:01:22.560 --> 00:01:24.080]  最近還要
[00:01:24.080 --> 00:01:25.720]  還要回去上班
[00:01:25.720 --> 00:01:27.160]  這個不能走
[00:01:27.160 --> 00:01:29.360]  所以還是要回家去
[00:01:29.360 --> 00:01:31.840]  所以今天
[00:01:31.840 --> 00:01:33.920]  都和大家去看這段經文
[00:01:33.920 --> 00:01:35.040]  這段經文就是
[00:01:35.040 --> 00:01:36.920]  一班門徒
[00:01:36.920 --> 00:01:38.760]  上到山上有經歷
[00:01:38.760 --> 00:01:40.160]  但是上得山
[00:01:40.160 --> 00:01:41.680]  自然要下山
[00:01:41.680 --> 00:01:47.240]  這段經文我大概分為三個部分去說
[00:01:47.240 --> 00:01:48.080]  第一個部分就是
[00:01:48.080 --> 00:01:50.480]  起來了不要再留在山上
[00:01:50.480 --> 00:01:52.720]  第二就是下到山上
[00:01:52.720 --> 00:01:55.760]  我們看清這是一個怎樣的世代
[00:01:56.080 --> 00:01:57.320]  是一個不信
[00:01:57.320 --> 00:01:59.120]  也是薄貌的世代
[00:01:59.120 --> 00:02:02.160]  第三部分我會讓大家去思考就是
[00:02:02.160 --> 00:02:03.520]  我怎樣活出一個
[00:02:03.520 --> 00:02:06.320]  知而行的信仰
[00:02:06.320 --> 00:02:09.200]  我們先看一看這段經文
[00:02:09.200 --> 00:02:11.600]  的故事發生什麼事
[00:02:11.600 --> 00:02:14.160]  這段經文
[00:02:14.160 --> 00:02:17.120]  很清楚有三個門徒上山
[00:02:17.120 --> 00:02:20.480]  比德、雅各和約翰
[00:02:20.480 --> 00:02:22.480]  上到山上
[00:02:22.480 --> 00:02:25.280]  有一個很大的情況發生就是
[00:02:25.520 --> 00:02:27.120]  耶穌變了形象
[00:02:27.120 --> 00:02:28.680]  不單止是耶穌
[00:02:28.680 --> 00:02:32.000]  甚至出現了兩個他們很認識的
[00:02:32.000 --> 00:02:33.440]  歷代的一些
[00:02:33.440 --> 00:02:36.600]  以色列的一些很偉大的領袖
[00:02:36.600 --> 00:02:37.840]  一個是摩西
[00:02:37.840 --> 00:02:39.840]  另一個是以利亞顯現
[00:02:39.840 --> 00:02:42.520]  這班門徒的回應很直接
[00:02:42.520 --> 00:02:44.280]  是很害怕的
[00:02:44.280 --> 00:02:47.680]  但是更重要他們說出一個感受就是
[00:02:47.680 --> 00:02:49.600]  我們在這裏
[00:02:49.600 --> 00:02:50.680]  真好
[00:02:52.000 --> 00:02:55.560]  我們很期望為這三個人
[00:02:55.560 --> 00:02:57.480]  耶穌、摩西、以利亞
[00:02:57.480 --> 00:02:59.880]  去搭一座的棚去
[00:02:59.880 --> 00:03:03.760]  去敬拜他們、讚美他們
[00:03:03.760 --> 00:03:07.920]  但若然我們只看到這段經文的時候
[00:03:07.920 --> 00:03:09.000]  從物來看
[00:03:09.000 --> 00:03:10.360]  我們應該會停在這裏
[00:03:10.360 --> 00:03:11.400]  會覺得
[00:03:11.400 --> 00:03:12.720]  真的不錯
[00:03:12.720 --> 00:03:14.840]  在這個山上的敬拜
[00:03:14.840 --> 00:03:17.840]  但若然我們要理解這段經文
[00:03:17.840 --> 00:03:19.120]  我相信
[00:03:19.120 --> 00:03:20.600]  更加要從
[00:03:21.000 --> 00:03:23.800]  這段經文的前文後理去理解它
[00:03:23.800 --> 00:03:27.520]  我們去看回前文後理的時候
[00:03:27.520 --> 00:03:29.720]  那些很小的字其實就是
[00:03:29.720 --> 00:03:31.000]  我告訴你是甚麼來的
[00:03:31.000 --> 00:03:35.200]  大概是馬太福音、馬賀福音和盧格福音
[00:03:35.200 --> 00:03:37.720]  如果大家看這三段的福音其實
[00:03:37.720 --> 00:03:39.280]  這個故事
[00:03:39.280 --> 00:03:40.640]  即是現在說
[00:03:40.640 --> 00:03:45.000]  耶穌認耶穌為基督
[00:03:45.000 --> 00:03:47.720]  耶穌預言自己的受難復活
[00:03:47.720 --> 00:03:49.200]  耶穌改變形象
[00:03:49.640 --> 00:03:52.000]  治好了鬼的附身的孩子
[00:03:52.000 --> 00:03:53.560]  甚至耶穌第二次預言
[00:03:53.560 --> 00:03:55.800]  其實這三段的福音書
[00:03:55.800 --> 00:03:57.960]  都是同一個次序出現的
[00:03:57.960 --> 00:03:59.800]  為甚麼要這樣做呢
[00:03:59.800 --> 00:04:02.920]  正正是想說出一個的
[00:04:02.920 --> 00:04:05.000]  內容給我們知道
[00:04:05.000 --> 00:04:08.240]  我們看一看說些甚麼
[00:04:08.240 --> 00:04:11.320]  第一
[00:04:11.320 --> 00:04:13.120]  讓他
[00:04:13.120 --> 00:04:16.120]  耶穌問我是誰的時候
[00:04:16.120 --> 00:04:17.320]  讓他說
[00:04:17.320 --> 00:04:18.560]  你是基督
[00:04:19.200 --> 00:04:19.960]  耶穌說
[00:04:19.960 --> 00:04:22.280]  你欣賞祂的
[00:04:22.280 --> 00:04:23.200]  讚賞祂
[00:04:23.200 --> 00:04:26.400]  但是很快出現一個情景
[00:04:26.400 --> 00:04:30.440]  就是當耶穌去給門徒說
[00:04:30.440 --> 00:04:31.520]  我要
[00:04:31.520 --> 00:04:33.000]  受死
[00:04:33.000 --> 00:04:34.040]  三天後復活
[00:04:34.040 --> 00:04:36.360]  彼得第一個跟耶穌說
[00:04:36.360 --> 00:04:38.200]  你不要去拉住他
