
[00:00:00.000 --> 00:00:01.280]  鄧小平早晨
[00:00:01.280 --> 00:00:05.080]  剛才聽報告的時候
[00:00:05.080 --> 00:00:06.440]  就看到星期二晚上
[00:00:06.440 --> 00:00:09.780]  那個聚會的題目叫做
[00:00:09.780 --> 00:00:11.080]  你有多大壓力
[00:00:11.080 --> 00:00:13.840]  不知道大家今天有沒有壓力
[00:00:13.840 --> 00:00:17.280]  當然我不是問你來崇拜有沒有壓力
[00:00:17.280 --> 00:00:17.980]  而是說
[00:00:17.980 --> 00:00:20.680]  在你的生活裡面有沒有什麼特別的壓力
[00:00:20.680 --> 00:00:24.980]  我經常覺得今天做父母和做子女
[00:00:24.980 --> 00:00:26.280]  很大壓力的
[00:00:26.280 --> 00:00:28.780]  因為呢
[00:00:30.080 --> 00:00:33.080]  做父母就擔心子女讀書的情況
[00:00:33.080 --> 00:00:35.080]  好像明天又放榜
[00:00:35.080 --> 00:00:35.680]  好像
[00:00:35.680 --> 00:00:36.680]  好像小學
[00:00:36.680 --> 00:00:40.880]  讀完書出來又擔心她的前途
[00:00:40.880 --> 00:00:42.480]  就是不知道怎麼辦
[00:00:42.480 --> 00:00:44.480]  我以前也提過
[00:00:44.480 --> 00:00:46.280]  有一次我在醫院探望一個姐妹
[00:00:46.280 --> 00:00:47.480]  她剛剛生了一個寶寶
[00:00:47.480 --> 00:00:48.880]  我很想看看她的寶寶
[00:00:48.880 --> 00:00:50.080]  又去探望一下這個姐妹
[00:00:50.080 --> 00:00:51.880]  我看到她
[00:00:51.880 --> 00:00:53.280]  我多數都多嘴文的
[00:00:53.280 --> 00:00:54.680]  我說改名了沒有
[00:00:54.680 --> 00:00:56.080]  那個姐妹說還沒有
[00:00:56.080 --> 00:00:56.680]  還沒有改名
[00:00:56.680 --> 00:00:58.280]  不過她說朋友提醒我快點改
[00:00:59.080 --> 00:01:00.480]  那我快點改也好
[00:01:00.480 --> 00:01:03.280]  但是我說為什麼是你的朋友叫你快點改呢
[00:01:03.280 --> 00:01:05.680]  她說朋友告訴我快點改名
[00:01:05.680 --> 00:01:07.080]  才可以拿出生証
[00:01:07.080 --> 00:01:09.280]  拿出生証就快點拿去排隊
[00:01:09.280 --> 00:01:11.680]  預備找一間好的幼稚園
[00:01:11.680 --> 00:01:13.680]  她說要早點排的
[00:01:13.680 --> 00:01:15.280]  要不然長大了不行了
[00:01:15.280 --> 00:01:18.080]  我當時探望她的時候
[00:01:18.080 --> 00:01:19.080]  我心裡面就覺得
[00:01:19.080 --> 00:01:19.880]  哎呀,真慘
[00:01:19.880 --> 00:01:21.480]  媽媽還沒離開醫院
[00:01:21.480 --> 00:01:24.280]  就是那個憂慮就已經
[00:01:24.280 --> 00:01:26.480]  躺在床上就已經開始
[00:01:27.680 --> 00:01:29.480]  後來就跟一個做爸爸的聊天
[00:01:29.480 --> 00:01:30.280]  她就告訴我
[00:01:30.280 --> 00:01:33.680]  她兒子適齡進入幼稚園了
[00:01:33.680 --> 00:01:36.480]  她說終於找到一間心儀的幼稚園
[00:01:36.480 --> 00:01:37.680]  可以面試
[00:01:37.680 --> 00:01:39.880]  哇,面試?
[00:01:39.880 --> 00:01:41.880]  三、四歲人而已
[00:01:41.880 --> 00:01:44.280]  就是可以做到什麼呢?
[00:01:44.280 --> 00:01:44.880]  於是我就想一想
[00:01:44.880 --> 00:01:46.280]  我們那一代真幸福了
[00:01:46.280 --> 00:01:47.680]  傻傻的讀
[00:01:47.680 --> 00:01:49.480]  傻傻的讀到這麼大
[00:01:49.480 --> 00:01:52.680]  後來就在一個場合
[00:01:52.680 --> 00:01:54.680]  跟一對夫婦聊天的時候
[00:01:55.280 --> 00:01:57.680]  是的,那三、四歲的兒子後來就…
[00:01:57.680 --> 00:01:58.680]  我遇到一對做祖父母的
[00:01:58.680 --> 00:01:59.080]  我告訴他
[00:01:59.080 --> 00:02:00.880]  不僅幼稚園有面試
[00:02:00.880 --> 00:02:01.880]  還有 second in (第二層)
[00:02:01.880 --> 00:02:04.680]  然後決定他可不可以進去
[00:02:04.680 --> 00:02:08.680]  然後後來就遇到一對夫婦
[00:02:08.680 --> 00:02:10.280]  在內地搬下來香港
[00:02:10.280 --> 00:02:12.280]  那時候我是一間…
[00:02:12.280 --> 00:02:14.680]  在學校裡面的教會服務
[00:02:14.680 --> 00:02:16.080]  他星期六
[00:02:16.080 --> 00:02:17.080]  剛剛校長不在
[00:02:17.080 --> 00:02:18.280]  他下來聊天
[00:02:18.280 --> 00:02:19.480]  他就問
[00:02:19.480 --> 00:02:21.480]  你們學校還收不收生?
[00:02:21.480 --> 00:02:22.880]  就是我搬下來住
[00:02:22.880 --> 00:02:24.880]  我要幫我女兒找地方
[00:02:25.080 --> 00:02:26.080]  那我不知道
[00:02:26.080 --> 00:02:27.680]  要等校長回來才了解
[00:02:27.680 --> 00:02:30.080]  然後我們一直留意
[00:02:30.080 --> 00:02:31.080]  很多家長就說
[00:02:31.080 --> 00:02:33.880]  為了子女的讀書
[00:02:33.880 --> 00:02:36.680]  甚至不惜花工本
[00:02:36.680 --> 00:02:39.480]  搬家搬到理想的校網裡面
[00:02:39.480 --> 00:02:41.680]  希望可以找到一間好的學校
[00:02:41.680 --> 00:02:43.880]  他說最好找到一條龍
[00:02:43.880 --> 00:02:44.880]  直資的學校
[00:02:44.880 --> 00:02:45.880]  小學、中學
[00:02:45.880 --> 00:02:48.880]  接著這個爸爸就嘆氣了
[00:02:48.880 --> 00:02:50.880]  唉,可惜沒有直資的大學
[00:02:50.880 --> 00:02:52.880]  沒有一條龍的大學
[00:02:52.880 --> 00:02:53.880]  他說如果不是
[00:02:53.880 --> 00:02:55.480]  小一幫兒子搞定了之後
[00:02:55.480 --> 00:02:56.280]  接下來的十幾年
[00:02:56.280 --> 00:02:57.880]  我就完成了我的…
[00:02:57.880 --> 00:03:00.680]  就是人生一個很重要的使命
[00:03:00.680 --> 00:03:03.280]  為了這樣的情況
[00:03:03.280 --> 00:03:06.480]  我們看到這個社會多了一個字眼
[00:03:06.480 --> 00:03:08.280]  就叫做虎爸虎媽
[00:03:08.280 --> 00:03:10.480]  就是很厲害的那些
[00:03:10.480 --> 00:03:12.880]  很想出一個虎兒或者虎女
[00:03:12.880 --> 00:03:14.880]  就讓子女將來出來也很厲害
[00:03:14.880 --> 00:03:17.880]  是不是真的每一個虎爸虎媽
[00:03:17.880 --> 00:03:20.280]  都一定有一個虎兒出現我不知道
[00:03:20.280 --> 00:03:21.680]  不過我就肯定
[00:03:21.680 --> 00:03:23.480]  真的很多
[00:03:24.880 --> 00:03:27.280]  虎爸虎媽和虎兒在這個世界
[00:03:27.280 --> 00:03:29.280]  不過是虎瓜乾的虎
[00:03:29.280 --> 00:03:31.680]  就是天天都愁眉苦臉
[00:03:31.680 --> 00:03:33.280]  兒子…
[00:03:33.280 --> 00:03:35.480]  所以每年我都留意
[00:03:35.480 --> 00:03:39.680]  當升小學或者升中學放榜的時候
[00:03:39.680 --> 00:03:40.880]  總是鏡頭…
[00:03:40.880 --> 00:03:41.880]  記者又很壞
[00:03:41.880 --> 00:03:44.480]  總是選那些淚流滿面的
[00:03:44.480 --> 00:03:45.880]  愁眉苦臉的
[00:03:45.880 --> 00:03:47.280]  先影
[00:03:47.280 --> 00:03:48.480]  不知道是想告訴他
[00:03:48.480 --> 00:03:50.480]  這個教育制度出問題還是什麼
[00:03:51.480 --> 00:03:54.880]  所以我們看到很多學生抱怨
[00:03:54.880 --> 00:03:56.880]  其實做父母也不好過
[00:03:56.880 --> 00:03:59.880]  於是我們看到原來在這個世界裡面
[00:03:59.880 --> 00:04:05.080]  其實我們心裡面也有一個很大的期盼
[00:04:05.080 --> 00:04:07.280]  就是希望透過我們的努力
[00:04:07.280 --> 00:04:09.280]  能夠讓我們的子女
[00:04:09.280 --> 00:04:12.480]  可以比較順暢地過他們的人生
[00:04:12.480 --> 00:04:14.680]  今天早上有一個新聞
[00:04:14.680 --> 00:04:16.280]  就說有一個在班一
