
[00:00:00.000 --> 00:00:04.000]  教會一萬一萬人
[00:00:04.000 --> 00:00:06.000]  但是今天這些傳道人
[00:00:06.000 --> 00:00:09.000]  說我已經不傳道了
[00:00:09.000 --> 00:00:11.000]  為什麼?
[00:00:11.000 --> 00:00:14.000]  他也是在問同樣的問題
[00:00:14.000 --> 00:00:16.000]  好人為什麼受苦?
[00:00:16.000 --> 00:00:20.000]  這個世界為什麼有這樣的事情?
[00:00:20.000 --> 00:00:24.000]  但是面對這位仕途保羅
[00:00:24.000 --> 00:00:26.000]  他所看的苦難
[00:00:26.000 --> 00:00:27.000]  他所認識的苦難
[00:00:27.000 --> 00:00:29.000]  他自己經歷過的苦難
[00:00:29.000 --> 00:00:32.000]  比這些美國的Mega Church的
[00:00:32.000 --> 00:00:34.000]  所謂偉大的傳道人
[00:00:34.000 --> 00:00:35.000]  出色的傳道人
[00:00:35.000 --> 00:00:37.000]  都不知道有多少千倍
[00:00:37.000 --> 00:00:41.000]  但是他仍然說我不喪膽
[00:00:41.000 --> 00:00:42.000]  那我們呢?
[00:00:42.000 --> 00:00:44.000]  我們這些小人物
[00:00:44.000 --> 00:00:46.000]  我們這些小信徒
[00:00:46.000 --> 00:00:48.000]  小信徒其實
[00:00:48.000 --> 00:00:54.000]  都一樣面對著雷同的困惑
[00:00:54.000 --> 00:00:56.000]  這個世界對我不公平
[00:00:56.000 --> 00:01:01.000]  這個上帝對我不是很照顧
[00:01:01.000 --> 00:01:03.000]  那其實
[00:01:03.000 --> 00:01:06.000]  人生在世
[00:01:06.000 --> 00:01:09.000]  個個都會苦的
[00:01:09.000 --> 00:01:11.000]  個個都有痛苦的
[00:01:11.000 --> 00:01:14.000]  個個都有艱辛的
[00:01:14.000 --> 00:01:16.000]  不只是某一個人
[00:01:16.000 --> 00:01:17.000]  是特別特別的
[00:01:17.000 --> 00:01:19.000]  有很多事情你不知道的
[00:01:19.000 --> 00:01:22.000]  對不對?
[00:01:22.000 --> 00:01:24.000]  其實一個有神
[00:01:24.000 --> 00:01:25.000]  一個侍奉神的人
[00:01:25.000 --> 00:01:28.000]  和一個沒有神的人
[00:01:28.000 --> 00:01:30.000]  一個靈性所謂很高的人
[00:01:30.000 --> 00:01:34.000]  和一個靈性很平凡的人
[00:01:34.000 --> 00:01:36.000]  他大抵都是會遭遇
[00:01:36.000 --> 00:01:40.000]  人生裡面的挫折和打擊
[00:01:40.000 --> 00:01:43.000]  不過有神的
[00:01:43.000 --> 00:01:45.000]  不因為你有神
[00:01:45.000 --> 00:01:46.000]  不因為我有神
[00:01:46.000 --> 00:01:53.000]  所以我免於再群挑戰衝擊
[00:01:53.000 --> 00:01:55.000]  聽著
[00:01:55.000 --> 00:01:56.000]  你有神
[00:01:56.000 --> 00:01:58.000]  你侍奉神
[00:01:58.000 --> 00:02:02.000]  並不因此就無災無難
[00:02:02.000 --> 00:02:04.000]  行不行?
[00:02:04.000 --> 00:02:06.000]  行不行?
[00:02:06.000 --> 00:02:07.000]  那如果你想退會
[00:02:07.000 --> 00:02:10.000]  現在退都對了
[00:02:10.000 --> 00:02:11.000]  不過如果你說
[00:02:11.000 --> 00:02:13.000]  反正入了就不要退
[00:02:13.000 --> 00:02:15.000]  這次就心意更新
[00:02:15.000 --> 00:02:17.000]  就說我有神
[00:02:17.000 --> 00:02:20.000]  不過我照樣有苦有難
[00:02:20.000 --> 00:02:23.000]  但是我有苦有難裡面
[00:02:23.000 --> 00:02:26.000]  我和人不同的
[00:02:26.000 --> 00:02:31.000]  就是我面對苦困的態度
[00:02:31.000 --> 00:02:33.000]  是不同的
[00:02:33.000 --> 00:02:36.000]  這個就是我們所要求的
[00:02:36.000 --> 00:02:39.000]  我說得這麼大聲
[00:02:39.000 --> 00:02:41.000]  因為我沒有苦沒有困
[00:02:41.000 --> 00:02:44.000]  到我有苦有困的時候
[00:02:44.000 --> 00:02:47.000]  我希望我能夠說
[00:02:47.000 --> 00:02:50.000]  我那天說的道沒錯
[00:02:50.000 --> 00:02:52.000]  我真的有神
[00:02:52.000 --> 00:02:54.000]  然後祂真的幫到我
[00:02:54.000 --> 00:02:58.000]  成為一個不喪膽的人
[00:02:58.000 --> 00:03:01.000]  我希望你放長雙眼看
[00:03:01.000 --> 00:03:04.000]  但是不是看我死
[00:03:04.000 --> 00:03:08.000]  而是看我那天和你一起見證的
[00:03:08.000 --> 00:03:10.000]  一起求的那件事
[00:03:10.000 --> 00:03:12.000]  你有得我又得
[00:03:12.000 --> 00:03:15.000]  我們當中有弟兄姊妹
[00:03:15.000 --> 00:03:17.000]  正在經歷水深火熱
[00:03:17.000 --> 00:03:18.000]  也有弟兄姊妹
[00:03:18.000 --> 00:03:20.000]  經歷過水深火熱
[00:03:20.000 --> 00:03:23.000]  今天仍然坐在這裡
[00:03:23.000 --> 00:03:25.000]  不只是人在這裡
[00:03:25.000 --> 00:03:27.000]  心也在這裡
[00:03:27.000 --> 00:03:30.000]  繼續敬拜、侍奉、讚美神
[00:03:30.000 --> 00:03:32.000]  當然反之也有
[00:03:32.000 --> 00:03:35.000]  經歷過咸苦之後
[00:03:35.000 --> 00:03:39.000]  就曾經滄海難為水
[00:03:39.000 --> 00:03:40.000]  人在這裡
[00:03:40.000 --> 00:03:42.000]  心已經死了
[00:03:42.000 --> 00:03:44.000]  我希望復活的主
[00:03:44.000 --> 00:03:46.000]  叫你人在這裡
[00:03:46.000 --> 00:03:48.000]  心能夠活過來
[00:03:48.000 --> 00:03:50.000]  藉著他僕人
[00:03:50.000 --> 00:03:52.000]  仕途的生命見證
[00:03:52.000 --> 00:03:54.000]  告訴我們
[00:03:54.000 --> 00:03:56.000]  有神的人都有苦難
[00:03:56.000 --> 00:03:58.000]  但是所不同的
[00:03:58.000 --> 00:04:00.000]  就是他面對苦難的
[00:04:00.000 --> 00:04:03.000]  能力、態度不同
[00:04:03.000 --> 00:04:04.000]  但是更精彩的
[00:04:04.000 --> 00:04:07.000]  當然就是所得來的結局
[00:04:07.000 --> 00:04:09.000]  是截然不同
[00:04:09.000 --> 00:04:11.000]  親愛的弟兄姊妹
[00:04:11.000 --> 00:04:14.000]  我們不如求主給我們
[00:04:14.000 --> 00:04:16.000]  多一點的勇氣
[00:04:16.000 --> 00:04:19.000]  我不求格外的苦
[00:04:19.000 --> 00:04:21.000]  但是我求你給我喝的
[00:04:21.000 --> 00:04:23.000]  我能夠有能力
[00:04:23.000 --> 00:04:24.000]  經歷得到
[00:04:24.000 --> 00:04:26.000]  經得起考驗
[00:04:26.000 --> 00:04:28.000]  好不好
[00:04:28.000 --> 00:04:30.000]  保羅他面對了這一切
[00:04:30.000 --> 00:04:32.000]  他接著的見證是什麼呢
[00:04:32.000 --> 00:04:34.000]  四面受敵
[00:04:34.000 --> 00:04:36.000]  卻不被困住
[00:04:36.000 --> 00:04:38.000]  什麼來的
[00:04:38.000 --> 00:04:41.000]  全部困住卻不被困住
[00:04:41.000 --> 00:04:44.000]  心裡作難
[00:04:44.000 --> 00:04:47.000]  是灰心到死
[00:04:47.000 --> 00:04:49.000]  裡面好像是這樣
[00:04:49.000 --> 00:04:51.000]  但是不失望
[00:04:51.000 --> 00:04:52.000]  是被逼迫
[00:04:52.000 --> 00:04:54.000]  你剛才說的那些
[00:04:54.000 --> 00:04:56.000]  肉體上的艱苦被打
[00:04:56.000 --> 00:04:58.000]  精神上的虐待
[00:04:58.000 --> 00:05:01.000]  但是卻不被凋棄
[00:05:01.000 --> 00:05:03.000]  不是已經凋棄了嗎
[00:05:03.000 --> 00:05:05.000]  如果上帝圍著尼巴保護你
[00:05:05.000 --> 00:05:08.000]  你會遭遇到這些事嗎
[00:05:08.000 --> 00:05:10.000]  但是你已經被人打到近身
