
[00:00:00.000 --> 00:00:02.000]  多謝各位朋友,早安
[00:00:02.000 --> 00:00:04.000]  午安
[00:00:04.000 --> 00:00:06.000]  午安
[00:00:06.000 --> 00:00:08.000]  是不是還沒睡醒
[00:00:08.000 --> 00:00:14.000]  首先祝大家新年快樂
[00:00:14.000 --> 00:00:18.000]  龍馬精神,馬到攻城,好不好
[00:00:18.000 --> 00:00:22.000]  不是敷衍,都是真心祝福大家
[00:00:22.000 --> 00:00:26.000]  馬年,其實聖經裡面有很多地方講馬
[00:00:26.000 --> 00:00:29.000]  其中一處聖經裡面比較少人講
[00:00:29.000 --> 00:00:32.000]  但其實最詳細,最正面的經文
[00:00:32.000 --> 00:00:35.000]  就來自約伯記第39章
[00:00:35.000 --> 00:00:40.000]  這裡是最詳細,聖經裡面最正面描繪馬的
[00:00:40.000 --> 00:00:43.000]  小時候,人們就叫我做馬仔
[00:00:43.000 --> 00:00:45.000]  不說什麼原因
[00:00:45.000 --> 00:00:47.000]  我讀完中學之後
[00:00:47.000 --> 00:00:50.000]  大家都知道我成績是非常非常之差
[00:00:50.000 --> 00:00:52.000]  我就很孖孖呼呼的畢業了
[00:00:52.000 --> 00:00:55.000]  出來工作之後,我就做了室內設計
[00:00:55.000 --> 00:00:56.000]  沒人再叫我馬仔
[00:00:56.000 --> 00:00:59.000]  因為我已經成為了老闆的馬仔
[00:00:59.000 --> 00:01:05.000]  讀完中學之後,沒多久我就信了主
[00:01:05.000 --> 00:01:08.000]  在教會裡面,做事上面
[00:01:08.000 --> 00:01:10.000]  我都叫做一馬當先
[00:01:10.000 --> 00:01:13.000]  因為只要教會裡面有些特別的地方
[00:01:13.000 --> 00:01:15.000]  我都一馬當先去認頭去做
[00:01:15.000 --> 00:01:19.000]  所以我年輕的時候已經是教會裡面一個帶頭的人物
[00:01:19.000 --> 00:01:21.000]  到後期做了傳道人
[00:01:21.000 --> 00:01:24.000]  我的理念就是我們要討神喜歡
[00:01:24.000 --> 00:01:27.000]  我不會做一些拍馬屁、拍馬頭
[00:01:27.000 --> 00:01:29.000]  那些討人歡喜的事
[00:01:29.000 --> 00:01:32.000]  侍奉,我就絕對不孖孖呼呼
[00:01:32.000 --> 00:01:33.000]  大家都看到,我都知道
[00:01:33.000 --> 00:01:35.000]  我不是一個孖孖呼呼的人
[00:01:35.000 --> 00:01:38.000]  不喜歡做一些走馬看花表面的事
[00:01:38.000 --> 00:01:40.000]  我們做傳道人要學習
[00:01:40.000 --> 00:01:43.000]  就要以主耶穌馬首是瞻才行
[00:01:43.000 --> 00:01:44.000]  雖然人老了
[00:01:44.000 --> 00:01:47.000]  但是我們都老馬有火
[00:01:47.000 --> 00:01:49.000]  希望大家馬年的時候
[00:01:49.000 --> 00:01:52.000]  就真的沒信主就馬上信主
[00:01:52.000 --> 00:01:54.000]  信了主的要馬上愛主
[00:01:54.000 --> 00:01:59.000]  大家都不知道有沒有經過一個唐人鋪
[00:01:59.000 --> 00:02:01.000]  在大學區附近
[00:02:01.000 --> 00:02:04.000]  我昨天有機會進去裡面吃了東西
[00:02:04.000 --> 00:02:09.000]  我就看到唐人鋪裡面有些農曆年的廢春
[00:02:09.000 --> 00:02:10.000]  上面有一句廢春
[00:02:10.000 --> 00:02:12.000]  我相信很多香港人都一定很喜歡聽
[00:02:12.000 --> 00:02:14.000]  馬上有錢
[00:02:14.000 --> 00:02:16.000]  喜歡不喜歡聽啊你
[00:02:16.000 --> 00:02:18.000]  不知道好事還是不好事
[00:02:18.000 --> 00:02:19.000]  馬上有錢
[00:02:19.000 --> 00:02:22.000]  如果是馬上我們可以很多東西
[00:02:22.000 --> 00:02:24.000]  馬上結婚
[00:02:24.000 --> 00:02:27.000]  獨裁者馬上下台
[00:02:27.000 --> 00:02:29.000]  甚至考車馬上考到車
[00:02:29.000 --> 00:02:31.000]  馬上入到籍
[00:02:31.000 --> 00:02:36.000]  雖然這些部分都可能是笑話
[00:02:36.000 --> 00:02:40.000]  但是神在約伯記裡面所說的有關馬
[00:02:40.000 --> 00:02:42.000]  就不是這麼好笑
[00:02:42.000 --> 00:02:44.000]  是一些很認真的東西
[00:02:44.000 --> 00:02:48.000]  當時約伯是失去了財產
[00:02:48.000 --> 00:02:50.000]  女兒 兒女們
[00:02:50.000 --> 00:02:52.000]  健康
[00:02:52.000 --> 00:02:54.000]  對他來說
[00:02:54.000 --> 00:02:58.000]  上帝所做的東西是超出了他所認識的東西
[00:02:58.000 --> 00:03:00.000]  於是他很希望
[00:03:00.000 --> 00:03:03.000]  好像法庭一樣跟上帝對質
[00:03:03.000 --> 00:03:06.000]  他要求上帝給一個合理的解釋給他
[00:03:06.000 --> 00:03:09.000]  但當然上帝沒有這樣做
[00:03:09.000 --> 00:03:12.000]  反而上帝在旋風裡面跟他說話
[00:03:12.000 --> 00:03:14.000]  他沒有解釋苦難的原因
[00:03:14.000 --> 00:03:17.000]  沒有交代背後究竟發生什麼事
[00:03:17.000 --> 00:03:24.000]  神反而帶他暢遊了他創造和維持宇宙的太空館
[00:03:24.000 --> 00:03:27.000]  他帶了他去飽覽太空館
[00:03:27.000 --> 00:03:31.000]  他帶他去看清楚這個宇宙有多麼的浩瀚
[00:03:31.000 --> 00:03:33.000]  是約伯你又認識多少
[00:03:33.000 --> 00:03:35.000]  又知道多少東西
[00:03:35.000 --> 00:03:38.000]  然後帶他去看動物園
[00:03:38.000 --> 00:03:41.000]  看看神怎樣令這些野生的生態
[00:03:41.000 --> 00:03:43.000]  在沒有人照顧之下
[00:03:43.000 --> 00:03:46.000]  仍然因為神可以繼續生存
[00:03:46.000 --> 00:03:48.000]  甚至再去看水族館
