
[00:00:00.000 --> 00:00:03.580]  一些研究人類壓力與焦慮的
[00:00:03.580 --> 00:00:05.880]  心理學家指出
[00:00:05.880 --> 00:00:10.240]  人類真正第一號的殺手
[00:00:10.240 --> 00:00:12.280]  不是心臟病
[00:00:12.280 --> 00:00:14.080]  不是癌症
[00:00:14.080 --> 00:00:17.160]  甚至不是任何一樣身體上
[00:00:17.160 --> 00:00:19.960]  一般的醫生所說的一些的壓力
[00:00:19.960 --> 00:00:21.500]  乃是
[00:00:21.500 --> 00:00:23.040]  一個人
[00:00:23.040 --> 00:00:26.360]  心裏面那些的壓力焦慮
[00:00:26.360 --> 00:00:28.920]  這些的壓力與焦慮
[00:00:29.180 --> 00:00:32.760]  直接會引致到一個人有
[00:00:32.760 --> 00:00:37.620]  身心症,我不知道各位有沒有聽過這個身心症這個問題
[00:00:37.620 --> 00:00:38.900]  有沒有聽過
[00:00:38.900 --> 00:00:39.940]  好不好舉手
[00:00:39.940 --> 00:00:42.500]  身心症
[00:00:42.500 --> 00:00:43.780]  身體
[00:00:43.780 --> 00:00:44.800]  心靈
[00:00:44.800 --> 00:00:47.360]  分不開的
[00:00:47.360 --> 00:00:50.420]  Psycho就是心理
[00:00:50.420 --> 00:00:52.480]  Somatic就是肉體
[00:00:52.480 --> 00:00:54.520]  這個的病症
[00:00:54.520 --> 00:00:57.600]  這個病症是什麼意思呢就是很多的時候
[00:00:57.860 --> 00:00:59.400]  我們的心靈不愉快
[00:00:59.400 --> 00:01:01.960]  直接會影響我們的身體的健康
[00:01:01.960 --> 00:01:03.500]  同意嗎弟兄姐妹
[00:01:03.500 --> 00:01:10.160]  很多的病人介紹來到我們的社會其中一個他患這個
[00:01:10.160 --> 00:01:11.440]  胃病
[00:01:11.440 --> 00:01:12.720]  18年
[00:01:12.720 --> 00:01:15.520]  連那個醫生都感覺到有種
[00:01:15.520 --> 00:01:16.560]  失敗感
[00:01:16.560 --> 00:01:21.680]  因爲醫治一個人的胃病很麻煩了18年都醫不好他
[00:01:21.680 --> 00:01:25.760]  每過一段時間就拿胃藥每過一段時間就胃藥
[00:01:26.020 --> 00:01:29.340]  看到他的時間來來去去垂頭喪氣
[00:01:29.340 --> 00:01:31.400]  好像無精打采的樣子
[00:01:31.400 --> 00:01:33.440]  他也感覺到非常非常
[00:01:33.440 --> 00:01:35.740]  就是
[00:01:35.740 --> 00:01:37.020]  不開心
[00:01:37.020 --> 00:01:41.640]  所以這個因爲這個緣故有一天的這個醫生我們教會的醫生介紹他來找我
[00:01:41.640 --> 00:01:44.700]  他來找我的時間我印象非常深刻
[00:01:44.700 --> 00:01:47.020]  他說來到這邊就下面的人說
[00:01:47.020 --> 00:01:50.080]  他要找蘇慕施醫生
[00:01:50.080 --> 00:01:55.980]  那這個印象非常深刻那個時間在
[00:01:56.200 --> 00:01:57.220]  秋創的
[00:01:57.220 --> 00:02:03.360]  蘇慕施醫生那些人都告訴他說我們這邊有蘇慕施但沒有蘇慕施醫生
[00:02:03.360 --> 00:02:06.940]  他說爲什麼醫生會轉介他來這裏
[00:02:06.940 --> 00:02:08.220]  來找他呢
[00:02:08.220 --> 00:02:10.000]  那跟他說可能
[00:02:10.000 --> 00:02:13.600]  蘇慕施能夠認識有些醫生能夠醫你的病
[00:02:13.600 --> 00:02:14.620]  也不一定啊
[00:02:14.620 --> 00:02:18.200]  結果他來了來了以後其實那個醫生已經跟我通過電話了
[00:02:18.200 --> 00:02:20.260]  我就跟他談
[00:02:20.260 --> 00:02:21.780]  結果談的時間
[00:02:21.780 --> 00:02:23.320]  我就告訴他
[00:02:23.320 --> 00:02:24.860]  其實很多的時候
[00:02:25.380 --> 00:02:26.140]  胃病
[00:02:26.140 --> 00:02:28.700]  不一定是像胃
[00:02:28.700 --> 00:02:29.980]  來的醫的
[00:02:29.980 --> 00:02:33.060]  不是用胃藥來的醫的
[00:02:33.060 --> 00:02:35.100]  胃病很多的時候呢
[00:02:35.100 --> 00:02:36.380]  不是胃的問題
[00:02:36.380 --> 00:02:37.920]  是什麼的問題啊
[00:02:37.920 --> 00:02:39.960]  是那個心情的問題
[00:02:39.960 --> 00:02:42.520]  那下來我就跟他談到他的家
[00:02:42.520 --> 00:02:44.060]  有什麼東西都不開心
[00:02:44.060 --> 00:02:45.600]  哇一開
[00:02:45.600 --> 00:02:48.420]  就眼淚一直在哭哭哭哭哭
[00:02:48.420 --> 00:02:50.460]  因爲這個緣故在當中
[00:02:50.460 --> 00:02:52.260]  我就帶了他心理醫術
[00:02:52.260 --> 00:02:53.800]  特別
[00:02:54.300 --> 00:02:55.580]  也告訴他我
[00:02:55.580 --> 00:02:57.380]  經歷過的那個饒恕
[00:02:57.380 --> 00:02:58.400]  這樣的東西
[00:02:58.400 --> 00:03:00.960]  因爲這個緣故他完了以後
[00:03:00.960 --> 00:03:03.260]  就把自己交託給神
[00:03:03.260 --> 00:03:05.560]  也特別對他的丈夫
[00:03:05.560 --> 00:03:06.580]  他願意
[00:03:06.580 --> 00:03:08.380]  來的做出一個饒恕
[00:03:08.380 --> 00:03:10.420]  感謝主
[00:03:10.420 --> 00:03:11.460]  真的
[00:03:11.460 --> 00:03:12.480]  兩個禮拜後
[00:03:12.480 --> 00:03:14.520]  他告訴我說
[00:03:14.520 --> 00:03:16.820]  他不再需要
[00:03:16.820 --> 00:03:18.100]  喫胃藥了
[00:03:18.100 --> 00:03:20.420]  可以睡得着了
[00:03:20.420 --> 00:03:21.940]  原因在哪裏呢
[00:03:21.940 --> 00:03:23.480]  裏面胖快了以後
[00:03:23.940 --> 00:03:24.980]  你就不需要胃痛
[00:03:24.980 --> 00:03:27.780]  裏面胖快了以後你睡覺就睡得好
[00:03:27.780 --> 00:03:29.840]  最重要一樣的事情
[00:03:29.840 --> 00:03:32.140]  他放下了一根刺
[00:03:32.140 --> 00:03:34.440]  這是對他丈夫的怨恨
[00:03:34.440 --> 00:03:35.720]  饒恕他
[00:03:35.720 --> 00:03:38.540]  所以因爲這個緣故整個人就開心了
[00:03:38.540 --> 00:03:42.380]  過去你可以看得見一個人的身心症
[00:03:42.380 --> 00:03:45.200]  直接令到一個人百病重生
[00:03:45.200 --> 00:03:48.020]  心臟病也好中風也好癌症也好
[00:03:48.020 --> 00:03:50.320]  很多都是跟這些有關的
[00:03:50.320 --> 00:03:53.640]  你不要以爲癌症
[00:03:54.320 --> 00:03:55.840]  是喫了什麼東西錯的
[00:03:55.840 --> 00:03:58.160]  這個只是一個非常非常
[00:03:58.160 --> 00:03:59.680]  你可以說
[00:03:59.680 --> 00:04:00.960]  次要的一部分
[00:04:00.960 --> 00:04:04.800]  更大的一部分是什麼呢就是心靈的壓力越大
[00:04:04.800 --> 00:04:05.580]  因爲
[00:04:05.580 --> 00:04:07.620]  心靈壓力大
[00:04:07.620 --> 00:04:08.900]  一個人
[00:04:08.900 --> 00:04:10.180]  抵抗力
[00:04:10.180 --> 00:04:11.200]  就差了
[00:04:11.200 --> 00:04:13.000]  抵抗力越差
[00:04:13.000 --> 00:04:16.080]  一個人患癌症的機會也同樣會增加
[00:04:16.080 --> 00:04:18.380]  今天
[00:04:18.380 --> 00:04:21.440]  我特別的很希望跟各位
[00:04:21.700 --> 00:04:25.040]  透過父親節的時間來分享一些
[00:04:25.040 --> 00:04:27.600]  感人的一些的見證
[00:04:27.600 --> 00:04:29.380]  經歷
[00:04:29.380 --> 00:04:31.940]  前天
[00:04:31.940 --> 00:04:34.500]  回來
[00:04:34.500 --> 00:04:37.320]  在看新聞的時間
[00:04:37.320 --> 00:04:40.900]  晚上就看到昨天晚上的時候就看到
[00:04:40.900 --> 00:04:41.920]  一個訪問
[00:04:41.920 --> 00:04:45.000]  一個11歲的女兒
[00:04:45.000 --> 00:04:48.080]  接受訪問看看她這個父親節
[00:04:48.080 --> 00:04:49.360]  她的感受
[00:04:49.360 --> 00:04:50.380]  怎麼樣
[00:04:51.660 --> 00:04:52.940]  這個11歲的女兒
[00:04:52.940 --> 00:04:55.760]  寫了一篇的東西一個卡
[00:04:55.760 --> 00:04:58.060]  來的送給她父親
[00:04:58.060 --> 00:05:00.100]  這個卡的上面
[00:05:00.100 --> 00:05:02.160]  對她的父親說父親
[00:05:02.160 --> 00:05:04.200]  我非常對不起你
[00:05:04.200 --> 00:05:08.820]  這個埋藏在我心中已經十年
[00:05:08.820 --> 00:05:10.600]  我的心
[00:05:10.600 --> 00:05:13.160]  我希望在這個地方
[00:05:13.160 --> 00:05:14.960]  你能夠接納
[00:05:14.960 --> 00:05:18.540]  我對不起你的地方我對你很多埋怨
[00:05:18.540 --> 00:05:21.360]  我常常願你沒有時間陪我
[00:05:22.340 --> 00:05:24.900]  我常常願你這個做得不好那個做得不好
[00:05:24.900 --> 00:05:27.460]  我要見你也見不到
[00:05:27.460 --> 00:05:31.800]  其他同學享受到的東西我想受不到
[00:05:31.800 --> 00:05:34.360]  因爲這個緣故我心中很不開心
[00:05:34.360 --> 00:05:36.920]  但今天
[00:05:36.920 --> 00:05:38.460]  我很後悔
[00:05:38.460 --> 00:05:41.280]  後悔
[00:05:41.280 --> 00:05:43.580]  是我只是想到我自己
[00:05:43.580 --> 00:05:44.600]  沒有想到你
[00:05:44.600 --> 00:05:47.160]  你把整個的生命
[00:05:47.160 --> 00:05:48.700]  奉獻了給這個家
[00:05:50.300 --> 00:05:52.860]  原來他的父親是個建築的工人
[00:05:52.860 --> 00:05:56.180]  幾個月前
[00:05:56.180 --> 00:05:58.220]  因爲沒有
[00:05:58.220 --> 00:06:00.020]  扣上這個安全帶
[00:06:00.020 --> 00:06:02.360]  在一次
[00:06:02.360 --> 00:06:04.420]  地盤的工作的當中
[00:06:04.420 --> 00:06:06.220]  高空
[00:06:06.220 --> 00:06:07.240]  跌了下來
[00:06:07.240 --> 00:06:08.500]  跌死
[00:06:08.500 --> 00:06:11.600]  跌死了以後
[00:06:11.600 --> 00:06:14.160]  他的女兒就想到很多很多
[00:06:14.160 --> 00:06:16.720]  裏面那些的話
[00:06:16.720 --> 00:06:19.280]  想到父親就是爲了這個家
[00:06:19.780 --> 00:06:20.540]  生命都沒有了
[00:06:20.540 --> 00:06:22.340]  但感謝主
[00:06:22.340 --> 00:06:26.440]  我看見這家人那個母親就非常剛強對這個女兒說
[00:06:26.440 --> 00:06:29.000]  你把這個事情告訴了父親
[00:06:29.000 --> 00:06:30.540]  這好了你很乖
[00:06:30.540 --> 00:06:32.060]  但另外一方面
[00:06:32.060 --> 00:06:34.380]  有很多東西我們還是可以做的
[00:06:34.380 --> 00:06:36.160]  到底他們做什麼呢
[00:06:36.160 --> 00:06:38.980]  這個母親就去到不同的地盤
[00:06:38.980 --> 00:06:44.620]  那就向那些建築的工人分享他心中的感受
[00:06:44.620 --> 00:06:46.400]  對他們說
[00:06:46.400 --> 00:06:49.480]  我的丈夫也是你們的同事
[00:06:49.740 --> 00:06:51.020]  你們同行的人
[00:06:51.020 --> 00:06:54.100]  幾個月前因爲這次工業的意外
[00:06:54.100 --> 00:06:55.620]  他生命都沒有了
[00:06:55.620 --> 00:06:58.700]  所以在他們當中的時候對他們說
[00:06:58.700 --> 00:07:00.500]  你們要謹記
[00:07:00.500 --> 00:07:04.080]  我不希望你們的家都好像我們的家一樣
[00:07:04.080 --> 00:07:05.620]  失去了
[00:07:05.620 --> 00:07:07.660]  我們經濟的支柱
[00:07:07.660 --> 00:07:10.980]  我希望你們僅僅記得
[00:07:10.980 --> 00:07:12.520]  戴安全帽
[00:07:12.520 --> 00:07:14.320]  扣安全帶
[00:07:14.320 --> 00:07:15.860]  小心
[00:07:15.860 --> 00:07:16.880]  來的工作
[00:07:16.880 --> 00:07:18.920]  因爲這個是非常重要
[00:07:19.900 --> 00:07:21.180]  原來香港一年
