
[00:00:00.000 --> 00:00:02.000]  這個時候有個祈禱先
[00:00:02.000 --> 00:00:04.000]  讓我們一起閉上眼
[00:00:04.000 --> 00:00:07.500]  親愛的神,我們很多謝你
[00:00:07.500 --> 00:00:09.000]  因為你講過
[00:00:09.000 --> 00:00:11.000]  犯怒苦擔重擔的人
[00:00:11.000 --> 00:00:13.000]  可以來到你的面前
[00:00:13.000 --> 00:00:15.000]  你就會使到他們得安息
[00:00:15.000 --> 00:00:17.000]  今天晚上
[00:00:17.000 --> 00:00:19.000]  今天這個黃昏的裏面
[00:00:19.000 --> 00:00:21.000]  我們來到你的庚前
[00:00:21.000 --> 00:00:23.000]  我們願意
[00:00:23.000 --> 00:00:25.000]  平靜的心,安穩的心
[00:00:25.000 --> 00:00:27.000]  來尋求你的面
[00:00:27.000 --> 00:00:29.000]  我們這班不斷成長的
[00:00:29.000 --> 00:00:31.000]  兄弟姐妹
[00:00:31.000 --> 00:00:33.000]  我們越來越多很多不同生活裏面的衝擊
[00:00:33.000 --> 00:00:35.000]  無論是學業
[00:00:35.000 --> 00:00:37.000]  無論是工作
[00:00:37.000 --> 00:00:39.000]  甚至乎可能是男女的感情
[00:00:39.000 --> 00:00:41.000]  很多的東西
[00:00:41.000 --> 00:00:43.000]  都會很容易拉扯我們
[00:00:43.000 --> 00:00:45.000]  以致到我們不能夠
[00:00:45.000 --> 00:00:47.000]  很專心的認識跟從你
[00:00:47.000 --> 00:00:49.000]  求主幫助我們今天
[00:00:49.000 --> 00:00:51.000]  這個黃昏
[00:00:51.000 --> 00:00:53.000]  我們在你面前願意打開我們的心
[00:00:53.000 --> 00:00:55.000]  讓聖靈
[00:00:55.000 --> 00:00:57.000]  繼續掌管
[00:00:57.000 --> 00:00:59.000]  讓聖靈繼續帶領
[00:00:59.000 --> 00:01:01.000]  讓聖靈繼續鼓勵
[00:01:01.000 --> 00:01:03.000]  幫助我們進入真理
[00:01:03.000 --> 00:01:05.000]  以致我們聽得明
[00:01:05.000 --> 00:01:07.000]  這段說話
[00:01:07.000 --> 00:01:09.000]  成為我們一生的幫助
[00:01:09.000 --> 00:01:11.000]  我們感到很高奉耶穌命求
[00:01:11.000 --> 00:01:17.000]  我們一齊來讀一讀今天的經文
[00:01:17.000 --> 00:01:19.000]  大家讀頭那兩版
[00:01:19.000 --> 00:01:21.000]  跟著那兩版就我讀
[00:01:21.000 --> 00:01:23.000]  就是由十七至二十四節
[00:01:23.000 --> 00:01:25.000]  大家讀一讀十七至二十四節
[00:01:25.000 --> 00:01:27.000]  頭那兩版
[00:01:27.000 --> 00:01:29.000]  所以我說
[00:01:29.000 --> 00:01:31.000]  且在主裡
[00:01:31.000 --> 00:01:45.000]  你聽我讀
[00:01:45.000 --> 00:01:47.000]  所以
[00:01:47.000 --> 00:01:49.000]  你們要
[00:01:49.000 --> 00:01:51.000]  棄絕謊言
[00:01:51.000 --> 00:01:53.000]  各人以淪舍說實話
[00:01:53.000 --> 00:01:55.000]  因為我們是互相
[00:01:55.000 --> 00:01:57.000]  為肢體
[00:01:57.000 --> 00:01:59.000]  生氣卻不要犯罪
[00:01:59.000 --> 00:02:01.000]  不可含怒到日落
[00:02:01.000 --> 00:02:03.000]  也不可給魔鬼留地步
[00:02:03.000 --> 00:02:05.000]  從前偷竊的
[00:02:05.000 --> 00:02:07.000]  不要再偷
[00:02:07.000 --> 00:02:09.000]  總要勞力
[00:02:09.000 --> 00:02:11.000]  伸手做正經事
[00:02:11.000 --> 00:02:13.000]  就可有如分級那缺少的人
[00:02:13.000 --> 00:02:15.000]  污穢的言語
[00:02:15.000 --> 00:02:17.000]  一句不可出口
[00:02:17.000 --> 00:02:19.000]  只要隨時說造就人的好話
[00:02:19.000 --> 00:02:21.000]  要聽見的人
[00:02:21.000 --> 00:02:23.000]  得益處
[00:02:23.000 --> 00:02:25.000]  不要叫聖神的聖靈擔憂
[00:02:25.000 --> 00:02:27.000]  你會願意接受了
[00:02:27.000 --> 00:02:29.000]  祂的印記
[00:02:29.000 --> 00:02:31.000]  等候得福的日子來到
[00:02:31.000 --> 00:02:33.000]  一切苦毒
[00:02:33.000 --> 00:02:35.000]  怒恨
[00:02:35.000 --> 00:02:37.000]  憤怒
[00:02:37.000 --> 00:02:39.000]  讓鬧
[00:02:39.000 --> 00:02:41.000]  毀謗
[00:02:41.000 --> 00:02:43.000]  並一切的惡毒
[00:02:43.000 --> 00:02:45.000]  都當從你們中間除掉
[00:02:45.000 --> 00:02:47.000]  並要以恩字相待
[00:02:47.000 --> 00:02:49.000]  全憐憫的心
[00:02:49.000 --> 00:02:51.000]  盡在基督裡
[00:02:51.000 --> 00:02:53.000]  饒恕你們一人
[00:02:53.000 --> 00:02:55.000]  我們今晚
[00:02:55.000 --> 00:02:57.000]  黃昏這個時候就會用這段說話
[00:02:57.000 --> 00:02:59.000]  成為我們的鼓勵
[00:02:59.000 --> 00:03:01.000]  這段說話你說
[00:03:01.000 --> 00:03:03.000]  讀完我大概都知道什麼
[00:03:03.000 --> 00:03:05.000]  所以我都可以很精簡地和大家說說
[00:03:05.000 --> 00:03:09.000]  這位年青人其實他是
[00:03:09.000 --> 00:03:11.000]  曾經讀中大
[00:03:11.000 --> 00:03:13.000]  一個挺好的學生
[00:03:13.000 --> 00:03:15.000]  聽說品學兼優
[00:03:15.000 --> 00:03:17.000]  但他沒有你和我這麼幸運
[00:03:17.000 --> 00:03:19.000]  因為在今年4月
[00:03:19.000 --> 00:03:21.000]  他患上了
[00:03:21.000 --> 00:03:23.000]  因為病毒的感染
[00:03:23.000 --> 00:03:25.000]  所以引發了心肌炎
[00:03:25.000 --> 00:03:27.000]  經過換
[00:03:27.000 --> 00:03:29.000]  在馬來醫院做過手術
[00:03:29.000 --> 00:03:31.000]  換心之後
[00:03:31.000 --> 00:03:33.000]  但終於在前兩個禮拜
[00:03:33.000 --> 00:03:35.000]  他病不過
[00:03:35.000 --> 00:03:37.000]  這個病發症
[00:03:37.000 --> 00:03:39.000]  他就離我們而去
[00:03:39.000 --> 00:03:41.000]  聽聞馬卓朗
[00:03:41.000 --> 00:03:43.000]  他是教會的司琴
[00:03:45.000 --> 00:03:47.000]  即是他是回教會
[00:03:47.000 --> 00:03:49.000]  生命可以很短
[00:03:49.000 --> 00:03:51.000]  20歲
[00:03:51.000 --> 00:03:53.000]  不知道大家當中有沒有人已經
[00:03:53.000 --> 00:03:55.000]  我都是差不多這個年紀
[00:03:55.000 --> 00:03:59.000]  在人生的裡面
[00:03:59.000 --> 00:04:01.000]  我想我們見過
[00:04:01.000 --> 00:04:03.000]  很多年幼的人
[00:04:03.000 --> 00:04:05.000]  都遇到生命的問題
[00:04:05.000 --> 00:04:07.000]  他遇到的是因為
[00:04:07.000 --> 00:04:09.000]  他的心臟出了事
[00:04:09.000 --> 00:04:11.000]  所以有一位
[00:04:11.000 --> 00:04:13.000]  心臟科的基督徒醫生
[00:04:13.000 --> 00:04:15.000]  他說其實
[00:04:15.000 --> 00:04:17.000]  我看他的心真的很難處理
[00:04:17.000 --> 00:04:19.000]  因為自從心肌炎之後
