
[00:00:00.000 --> 00:00:03.920]  上個月世界乒乓球錦標賽
[00:00:03.920 --> 00:00:06.000]  就在多哈去到舉行
[00:00:06.000 --> 00:00:10.760]  那上個月世界乒乓球賽在多哈去舉行
[00:00:10.760 --> 00:00:11.960]  其中一場比賽呢
[00:00:11.960 --> 00:00:14.920]  是男子雙打的八強賽
[00:00:14.920 --> 00:00:17.000]  在5月23號舉行
[00:00:17.000 --> 00:00:21.760]  那其中的一場比賽是男子雙打的八強賽
[00:00:21.760 --> 00:00:23.360]  在5月23號
[00:00:23.360 --> 00:00:28.120]  這場的八強賽
[00:00:28.760 --> 00:00:37.520]  是一對法國選手對陣羅馬尼亞和西班牙的跨國組合
[00:00:37.520 --> 00:00:44.120]  這場比賽是一對法國選手對陣羅馬尼亞和西班牙的跨國組合
[00:00:44.120 --> 00:00:45.200]  打得很激烈
[00:00:45.200 --> 00:00:49.600]  法國在兩度落後之下最終反勝3比2
[00:00:49.600 --> 00:00:51.000]  那比賽很激烈
[00:00:51.000 --> 00:00:55.200]  法國在兩度落後之下最終反勝3比2
[00:00:55.200 --> 00:00:58.760]  我們看看他們最後贏了多麼開心,好嗎?
[00:00:58.760 --> 00:01:06.520]  不過,Esteban Dorr是受傷在左膝後,在比賽中…
[00:01:06.520 --> 00:01:08.560]  - 這裡? - 對,在這裡,他做了什麼?
[00:01:08.560 --> 00:01:14.320]  - 摔倒了嗎? - 沒錯,他做了測試,但沒有摔倒…
[00:01:14.320 --> 00:01:17.640]  大家聽到嗎?
[00:01:17.640 --> 00:01:22.200]  聽到嗎?不是聽到龐述說的法文
[00:01:24.480 --> 00:01:28.240]  也不是聽到勝利者的大笑
[00:01:28.240 --> 00:01:41.120]  其中一位法國選手在贏得八強戰後,他就跪地慶祝
[00:01:41.120 --> 00:01:47.280]  現場傳來啪一聲
[00:01:47.280 --> 00:01:53.360]  是他在跪地時用力過猛
[00:01:55.480 --> 00:01:59.480]  引致韌帶撕裂和根腱挫位的聲音
[00:01:59.480 --> 00:02:04.720]  經過一天的療傷
[00:02:04.720 --> 00:02:09.520]  傷勢比想像中嚴重
[00:02:09.520 --> 00:02:14.280]  法國被迫退賽
[00:02:14.280 --> 00:02:20.560]  一路打入準決賽的勝利之軍
[00:02:24.480 --> 00:02:28.960]  就是因為一個錯誤的行動斷送了最終的勝利
[00:02:28.960 --> 00:02:36.760]  實在是樂極生悲的典範,很可惜
[00:02:36.760 --> 00:02:45.160]  早兩個星期,我們一起看了《薩姆爾記》上第九至第十章
[00:02:45.160 --> 00:02:53.120]  我們看過蘇羅這位君王是怎樣崛起
[00:02:55.480 --> 00:02:58.480]  他上任作王的時勢很尷尬
[00:02:58.480 --> 00:03:03.480]  天時地利人和都不利於他
[00:03:03.480 --> 00:03:14.960]  但《薩姆爾記》清晰地表達蘇羅就是他所揀選,他所更新改變,他的靈大大感動使用的王
[00:03:14.960 --> 00:03:24.160]  但《伊和華》清晰地表達薩姆爾就是他所簡選,他所更新改變,他靈大大感動使用的君王
[00:03:25.480 --> 00:03:30.480]  訊息的最後講到蘇羅成為了一位為以色列帶來勝利的君王
[00:03:30.480 --> 00:03:42.480]  如果我們有印象記得,蘇羅在他作王的日子帶領以色列人多次的戰勝外邦人
[00:03:47.480 --> 00:03:59.480]  這個很可惜的時候,當提及到蘇羅這個名字,或者我們腦海裡最常浮現的不是這個勝利君王的形象
[00:03:59.480 --> 00:04:12.480]  而是一個多疑、心煩、氣躁、惡名昭彰的昏君
[00:04:17.480 --> 00:04:21.480]  是一位處處流難,甚至追殺大衛的暴君
[00:04:21.480 --> 00:04:32.480]  到底是甚麼令到一個蒙神揀選的勝利君王可以黑化成為一個博奕神的暴君呢?
[00:04:32.480 --> 00:04:45.480]  那到底是甚麼讓這一位蒙神簡選的勝利君王黑化成為暴君呢?
[00:04:48.480 --> 00:04:54.480]  在了解蘇羅做了甚麼事以先讓我們先了解一下這段經文的背景
[00:04:54.480 --> 00:05:03.480]  《薩姆爾紀》下十三章一開始就記載
[00:05:03.480 --> 00:05:10.480]  事情發生的時間是蘇羅作王的第二年
[00:05:13.480 --> 00:05:22.480]  第三節就繼續記載蘇羅的兒子約拿丹帶兵攻擊菲利士人在加巴的防營和城鄉
[00:05:22.480 --> 00:05:35.480]  然後第五節記載菲利士人就聚集,要和以色列人爭戰
[00:05:40.480 --> 00:05:44.480]  再之後就是剛剛主席讀出蘇羅獻祭的事情
[00:05:44.480 --> 00:05:56.480]  所以上文下理讓我們明白到原來蘇羅獻祭是要在以色列人和菲利士人開戰之前同神祈求
[00:06:05.480 --> 00:06:12.480]  蘇羅獻祭是要求神去幫助,求神的引領,求神的保護和祈求勝利
[00:06:12.480 --> 00:06:25.480]  但是剛才的經文讓我們知道,蘇羅的獻祭卻惹來薩姆爾的一句,他說你做了糊塗事了
[00:06:25.480 --> 00:06:33.480]  蘇羅的獻祭有甚麼問題呢?
[00:06:36.480 --> 00:06:44.480]  我想最基本的就是獻祭不是胡亂按照自己的喜好,方便和想法去獻的
[00:06:44.480 --> 00:06:54.480]  獻祭是按照神的心意去獻的
[00:06:54.480 --> 00:07:00.480]  第八節讓我們知道
[00:07:02.480 --> 00:07:05.480]  薩姆爾先前有吩咐過蘇羅要等七天
[00:07:05.480 --> 00:07:13.480]  直到薩姆爾來到,之後才按部就班的獻祭
[00:07:13.480 --> 00:07:25.480]  但是未等到薩姆爾來,第九節蘇羅就急不及待,決定自己獻祭
[00:07:32.480 --> 00:07:37.480]  第十節,當蘇羅剛剛獻完帆祭,薩姆爾就來了
[00:07:37.480 --> 00:07:47.480]  看到柴火的煙,聞到祭物的氣味
[00:07:47.480 --> 00:07:53.480]  薩姆爾立刻問蘇羅
[00:07:53.480 --> 00:07:57.480]  你搞甚麼?
[00:07:57.480 --> 00:08:00.480]  紙包不住火
[00:08:02.480 --> 00:08:05.480]  蘇羅也被迫重拾招來
[00:08:05.480 --> 00:08:10.480]  承認自己勉強獻上帆祭
[00:08:10.480 --> 00:08:18.480]  不過蘇羅也為自己的所作所為添上了一些藉口
[00:08:18.480 --> 00:08:27.480]  他的藉口就是因為我見到百姓離開我散去
[00:08:31.480 --> 00:08:34.480]  蘇羅說打仗,打仗最重要的當然是人
[00:08:34.480 --> 00:08:40.480]  但是他們正在離開
[00:08:40.480 --> 00:08:43.480]  打仗最重要的是人
[00:08:43.480 --> 00:08:49.480]  這是蘇羅貫徹始終的想法
[00:08:49.480 --> 00:08:58.480]  所以一開始第三節,當約拿丹第一次攻打菲利士人的防營的時候
[00:09:02.480 --> 00:09:06.480]  蘇羅就在以色列遍地吹角,齊集人馬
[00:09:06.480 --> 00:09:17.480]  第四節描述以色列眾人聽到這個消息,聽到這個覺聲,就跟著蘇羅聚集在吉格
[00:09:17.480 --> 00:09:27.480]  大家起初都雄心壯志
[00:09:29.480 --> 00:09:31.480]  大家起初都雄心壯志
[00:09:31.480 --> 00:09:35.480]  但是隨著一直的等待
[00:09:35.480 --> 00:09:39.480]  形勢開始不對勁
[00:09:39.480 --> 00:09:44.480]  百姓就開始擅離職守,離開逃跑
[00:09:44.480 --> 00:09:50.480]  為什麼說形勢不對勁呢?
[00:09:50.480 --> 00:09:55.480]  因為大家見到彼此軍力的差距
[00:09:58.480 --> 00:10:01.480]  但是我們看看最初以色列有多少軍兵
[00:10:01.480 --> 00:10:10.480]  在攻擊菲利士人之前,第二節,記載到蘇羅召集了兩隊軍兵
[00:10:10.480 --> 00:10:18.480]  一隊蘇羅自己帶領
[00:10:18.480 --> 00:10:22.480]  一隊兒子約拿丹帶領
[00:10:24.480 --> 00:10:28.480]  總共有三千人
[00:10:28.480 --> 00:10:35.480]  之後第四節,以色列人眾人其餘聚集在一起之後有多少呢?
[00:10:35.480 --> 00:10:42.480]  聖經沒有特別記錄
[00:10:42.480 --> 00:10:47.480]  不過聖經卻記錄了菲利士人軍隊的數量
[00:10:52.480 --> 00:10:57.480]  第五節記錄了菲利士人軍隊的數目是戰車三萬輛
[00:10:57.480 --> 00:11:05.480]  馬兵六千
[00:11:05.480 --> 00:11:08.480]  步兵無數
[00:11:08.480 --> 00:11:12.480]  蘇羅說打仗最重要當然是人
[00:11:12.480 --> 00:11:19.480]  這個人不單是自己人,也是敵方的人
[00:11:23.480 --> 00:11:27.480]  蘇羅眼見敵人的數目多到記都記不完
[00:11:27.480 --> 00:11:34.480]  自己的人馬就越走越少
[00:11:34.480 --> 00:11:41.480]  甚至人數是少到連聖經都懶得記錄
[00:11:41.480 --> 00:11:49.480]  蘇羅都坦誠,他說他自己心裏面都害怕
[00:11:49.480 --> 00:11:53.480]  我說我再不祈禱,菲利士人下來打我
[00:11:53.480 --> 00:12:05.480]  蘇羅作為王,當然要做一些事穩住軍心
[00:12:05.480 --> 00:12:12.480]  作為王,蘇羅其實有很多事可以做
[00:12:12.480 --> 00:12:18.480]  做一個振奮軍心的發言
[00:12:20.480 --> 00:12:25.480]  或者有時間還沒打仗,重整一下軍隊的擺陣和陣式
[00:12:25.480 --> 00:12:33.480]  但是蘇羅做了一件最不應該做的,就是勉強獻祭
[00:12:33.480 --> 00:12:43.480]  而獻祭背後的原因就是蘇羅其實重視人多過重視神
[00:12:48.480 --> 00:12:52.480]  他重視以色列的軍心和眼前的敵人
[00:12:52.480 --> 00:13:02.480]  他重視以色列的軍心和眼前敵軍的走向多過重視神給他的命令
[00:13:02.480 --> 00:13:07.480]  如果蘇羅是一個沒有信仰國家的君王和領袖
[00:13:07.480 --> 00:13:15.480]  當然民心和外交很重要
[00:13:18.480 --> 00:13:21.480]  但是蘇羅不是一個一般的領袖
[00:13:21.480 --> 00:13:26.480]  蘇羅是神選民的領袖
[00:13:26.480 --> 00:13:34.480]  蘇羅忘記了自己當初可以擔任帶領治理這個民族的角色
[00:13:34.480 --> 00:13:42.480]  不是因為他自己有什麼過人之處
[00:13:45.480 --> 00:13:48.480]  或者他的背景顯赫
[00:13:48.480 --> 00:13:54.480]  蘇羅可以做王,單純是出於神的揀選和同在
[00:13:54.480 --> 00:14:02.480]  蘇羅不是一個民選的王
[00:14:02.480 --> 00:14:06.480]  蘇羅是一個神選的王
[00:14:06.480 --> 00:14:13.480]  他要重視,要仰望,要畏懼的重來
[00:14:13.480 --> 00:14:17.480]  應該都只是由那個最初揀選他的耶和華神
[00:14:17.480 --> 00:14:28.480]  但就在他做王的第二年
