
[00:00:00.000 --> 00:00:02.000]  聖誕快樂
[00:00:02.000 --> 00:00:04.000]  好高興昨晚大家有
[00:00:04.000 --> 00:00:06.000]  回到來教會裏面
[00:00:06.000 --> 00:00:08.000]  有平安夜聚會
[00:00:08.000 --> 00:00:10.000]  都為了預備聖誕節
[00:00:10.000 --> 00:00:12.000]  我們去有個聚會
[00:00:12.000 --> 00:00:14.000]  可能大家會在自己屋企
[00:00:14.000 --> 00:00:16.000]  附近的教會都有去
[00:00:16.000 --> 00:00:18.000]  這個歡樂的日子當中
[00:00:18.000 --> 00:00:20.000]  我們都不會忘記
[00:00:20.000 --> 00:00:22.000]  主耶穌
[00:00:22.000 --> 00:00:24.000]  的愛
[00:00:24.000 --> 00:00:26.000]  這個福音是非常重要
[00:00:26.000 --> 00:00:28.000]  因為我們真的在這個社會裏面
[00:00:28.000 --> 00:00:30.000]  非常破碎敗壞
[00:00:30.000 --> 00:00:32.000]  就算
[00:00:32.000 --> 00:00:34.000]  下風雪
[00:00:34.000 --> 00:00:36.000]  人們去摩買東西都有槍殺
[00:00:36.000 --> 00:00:38.000]  你說為了買東西
[00:00:38.000 --> 00:00:40.000]  或者其他原因都有些情況
[00:00:40.000 --> 00:00:42.000]  會不應該發生的事情
[00:00:42.000 --> 00:00:44.000]  都在這個社會裏面發生
[00:00:44.000 --> 00:00:46.000]  家庭裏面又有好多的
[00:00:46.000 --> 00:00:48.000]  問題
[00:00:48.000 --> 00:00:50.000]  一些疑慮就算
[00:00:50.000 --> 00:00:52.000]  工作上面或者其他事情
[00:00:52.000 --> 00:00:54.000]  我們都有好多的重擔在當中
[00:00:54.000 --> 00:00:56.000]  往往我們都會
[00:00:56.000 --> 00:00:58.000]  因為我們自我忠心
[00:00:58.000 --> 00:01:00.000]  而導致害到人
[00:01:00.000 --> 00:01:02.000]  自己都不知道
[00:01:02.000 --> 00:01:04.000]  結果可能將這件事情滾下去
[00:01:04.000 --> 00:01:06.000]  雪球滾越滾越大
[00:01:06.000 --> 00:01:08.000]  所以我們有時
[00:01:08.000 --> 00:01:10.000]  看不到出路的時候
[00:01:10.000 --> 00:01:12.000]  我們都會尋求神
[00:01:12.000 --> 00:01:14.000]  究竟我們人世當中
[00:01:14.000 --> 00:01:16.000]  是誰是我們的神呢
[00:01:16.000 --> 00:01:18.000]  我們如果看回
[00:01:18.000 --> 00:01:20.000]  聖誕節的故事當中
[00:01:20.000 --> 00:01:22.000]  我們都看到
[00:01:22.000 --> 00:01:24.000]  從《老家福音》第二章
[00:01:24.000 --> 00:01:26.000]  講到聖誕節的故事
[00:01:26.000 --> 00:01:28.000]  在百里行的旱野裏面
[00:01:28.000 --> 00:01:30.000]  有班牧羊人
[00:01:30.000 --> 00:01:32.000]  他們夜間輪流去看羊
[00:01:32.000 --> 00:01:34.000]  有主的使者站在他們旁邊
[00:01:34.000 --> 00:01:36.000]  主的榮光四面照著他
[00:01:36.000 --> 00:01:38.000]  牧羊人就
[00:01:38.000 --> 00:01:40.000]  好懼怕
[00:01:40.000 --> 00:01:42.000]  究竟發生什麼事
[00:01:42.000 --> 00:01:44.000]  突然有光照到我們
[00:01:44.000 --> 00:01:46.000]  是否一件大禍呢
[00:01:46.000 --> 00:01:48.000]  有時好像警察夜晚
[00:01:48.000 --> 00:01:50.000]  啤酒下
[00:01:50.000 --> 00:01:52.000]  突然間都好驚
[00:01:52.000 --> 00:01:54.000]  認識的主角
[00:01:54.000 --> 00:01:56.000]  就是天使
[00:01:56.000 --> 00:01:58.000]  天使來傳報這個訊息
[00:01:58.000 --> 00:02:00.000]  原來主角是主耶穌基督
[00:02:00.000 --> 00:02:02.000]  因為他們有個
[00:02:02.000 --> 00:02:04.000]  天使叫他們不要懼怕
[00:02:04.000 --> 00:02:06.000]  千萬不要懼怕
[00:02:06.000 --> 00:02:08.000]  因為有個大喜的訊息
[00:02:08.000 --> 00:02:10.000]  這個訊息是一個好消息
[00:02:10.000 --> 00:02:12.000]  不是那麼簡單
[00:02:12.000 --> 00:02:14.000]  是一個大喜的消息
[00:02:14.000 --> 00:02:16.000]  原來
[00:02:16.000 --> 00:02:18.000]  今晚
[00:02:18.000 --> 00:02:20.000]  在馬槽裏面
[00:02:20.000 --> 00:02:22.000]  有一個嬰孩降生
[00:02:22.000 --> 00:02:24.000]  他就是主耶穌基督
[00:02:24.000 --> 00:02:26.000]  這個主耶穌基督
[00:02:26.000 --> 00:02:28.000]  就是
[00:02:28.000 --> 00:02:30.000]  舊約聖經所講的尼塞亞
[00:02:30.000 --> 00:02:32.000]  尼塞亞主耶穌基督
[00:02:32.000 --> 00:02:34.000]  我們今天就會
[00:02:34.000 --> 00:02:36.000]  繼續從我們邀請到
[00:02:36.000 --> 00:02:38.000]  有大軒子妹回來
[00:02:38.000 --> 00:02:40.000]  有些微信主的朋友在當中
[00:02:40.000 --> 00:02:42.000]  我們一起去分享其實一個主題
[00:02:42.000 --> 00:02:44.000]  究竟我們所傳的福音
[00:02:44.000 --> 00:02:46.000]  是否一個好消息呢
[00:02:46.000 --> 00:02:48.000]  我們當然是
[00:02:48.000 --> 00:02:50.000]  不確定這個信息是什麼
[00:02:50.000 --> 00:02:52.000]  我們今天會從
[00:02:52.000 --> 00:02:54.000]  約翰一書和其他的福音經文
[00:02:54.000 --> 00:02:56.000]  一同去探討這個問題
[00:02:56.000 --> 00:02:58.000]  我們一起去看
[00:02:58.000 --> 00:03:00.000]  我們怎樣可以令到
[00:03:00.000 --> 00:03:02.000]  生火相傳這個福音
[00:03:02.000 --> 00:03:04.000]  我們同樣低頭祈禱
[00:03:04.000 --> 00:03:06.000]  我們的主耶穌基督我們感謝你
[00:03:06.000 --> 00:03:08.000]  感謝你預備救嬰的計劃
[00:03:08.000 --> 00:03:10.000]  又預備了我們眾人來到
[00:03:10.000 --> 00:03:12.000]  今天這個會堂裏面聽你的好消息
[00:03:12.000 --> 00:03:14.000]  求神你幫助我們
[00:03:14.000 --> 00:03:16.000]  憐憫我們當中微信主的朋友
[00:03:16.000 --> 00:03:18.000]  好使你的話語
