
[00:00:00.000 --> 00:00:07.440]  上星期Mark Sir帶大家去耶路撒冷大衛城的希西加隧道
[00:00:07.440 --> 00:00:11.800]  今天我帶大家回到水面
[00:00:11.800 --> 00:00:14.200]  重返地球
[00:00:14.200 --> 00:00:18.640]  去看羅馬書十二章三字八節
[00:00:18.640 --> 00:00:21.360]  是羅馬書系列的第二講
[00:00:21.360 --> 00:00:23.040]  《生命的賜》
[00:00:23.040 --> 00:00:25.240]  講屬靈的恩賜
[00:00:25.240 --> 00:00:26.960]  先找書好嗎
[00:00:26.960 --> 00:00:31.960]  上次跟大家講羅馬書十二章一至二節
[00:00:31.960 --> 00:00:33.560]  《生命的祭》
[00:00:33.560 --> 00:00:36.960]  保羅爾臣的慈悲勸勉弟兄姊妹
[00:00:36.960 --> 00:00:39.560]  將那個原本已經死的身體
[00:00:39.560 --> 00:00:41.760]  因為耶穌的犧牲
[00:00:41.760 --> 00:00:45.560]  活過來的生命立至獻上
[00:00:45.560 --> 00:00:48.160]  如此是奉乃是理所當然
[00:00:48.160 --> 00:00:52.560]  因為這是反映人真正明白福音
[00:00:52.560 --> 00:00:58.560]  全心感謝最理所當然、合乎情理的回應
[00:00:58.560 --> 00:00:59.640]  基督徒要小心
[00:00:59.640 --> 00:01:04.040]  不要讓這個時代去塑造我們的生命
[00:01:04.040 --> 00:01:07.760]  求聖靈幫助我們心意更新而變化
[00:01:07.760 --> 00:01:10.760]  有屬靈的眼光去明白神的心意
[00:01:10.760 --> 00:01:12.960]  成就神的旨意
[00:01:12.960 --> 00:01:17.240]  今天我們繼續羅馬書十二章一至二節
[00:01:17.240 --> 00:01:20.560]  接下來的三字八節主題
[00:01:20.560 --> 00:01:24.360]  《生命的賜》、《恩賜》
[00:01:24.360 --> 00:01:28.160]  我們不如先一起去讀這個經文一次好嗎
[00:01:28.160 --> 00:01:32.160]  羅馬書十二章三字八節
[00:01:32.160 --> 00:01:37.160]  我憑著我所賜我的恩對你們每一位說
[00:01:37.160 --> 00:01:39.960]  不要把自己看得太高
[00:01:39.960 --> 00:01:44.560]  要照著神所分給各人的信心來衡量
[00:01:44.560 --> 00:01:46.760]  看得合乎中度
[00:01:46.760 --> 00:01:50.960]  正如我們一個身子上有好些肢體
[00:01:50.960 --> 00:01:54.560]  肢體也不都有一樣的用處
[00:01:54.560 --> 00:01:59.160]  這樣我們許多人在基督女士一個身體
[00:01:59.160 --> 00:02:01.760]  互相聯絡作肢體
[00:02:01.760 --> 00:02:03.960]  按著所得的恩典
[00:02:03.960 --> 00:02:06.560]  我們各有不同的恩賜
[00:02:06.560 --> 00:02:07.960]  或說預言
[00:02:07.960 --> 00:02:11.160]  要按著信心的程度說預言
[00:02:11.160 --> 00:02:14.360]  或服侍的要專一服侍
[00:02:14.360 --> 00:02:17.560]  或教導的要專一教導
[00:02:17.560 --> 00:02:20.760]  或勸勉的要專一勸勉
[00:02:20.760 --> 00:02:23.160]  施捨的要誠實
[00:02:23.160 --> 00:02:25.560]  治理的要殷勤
[00:02:25.560 --> 00:02:28.360]  憐憫人的要樂意
[00:02:28.360 --> 00:02:31.560]  我們先低頭祈禱
[00:02:31.560 --> 00:02:33.960]  親愛的主我們的神
[00:02:33.960 --> 00:02:38.960]  聖經都是你所默示於教訓、督責
[00:02:38.960 --> 00:02:42.760]  使人歸正、教導人學義
[00:02:42.760 --> 00:02:46.560]  求你的話語帶領人走要走的路
[00:02:46.560 --> 00:02:48.960]  知道我們走歪了
[00:02:48.960 --> 00:02:51.360]  走回一條正確的路
[00:02:51.360 --> 00:02:54.760]  引導我們不會再走錯
[00:02:54.760 --> 00:02:57.360]  你賜恩讓跟隨你的人
[00:02:57.360 --> 00:03:01.560]  生命建基在你的話語上
[00:03:01.560 --> 00:03:03.360]  祈禱交托
[00:03:03.360 --> 00:03:06.760]  奉主耶穌基督聖名祈求
[00:03:06.760 --> 00:03:09.160]  阿們
[00:03:09.160 --> 00:03:11.760]  羅馬書十二章三節
[00:03:11.760 --> 00:03:12.960]  那裡這樣說
[00:03:12.960 --> 00:03:15.360]  我憑著所賜我的恩
[00:03:15.360 --> 00:03:17.560]  對你們每一位說
[00:03:17.560 --> 00:03:19.960]  不要把自己看得過高
[00:03:19.960 --> 00:03:24.360]  要照著神所分給各人的信心來衡量
[00:03:24.360 --> 00:03:28.560]  看得合乎中度
[00:03:28.560 --> 00:03:30.360]  前幾年我回香港
[00:03:30.360 --> 00:03:32.160]  在我住的地方
[00:03:32.160 --> 00:03:34.760]  我特地走到樓下的街市
[00:03:34.760 --> 00:03:38.560]  去買兩條藤條
[00:03:38.560 --> 00:03:41.160]  其實藤條對我來說也挺有感情的
[00:03:41.160 --> 00:03:43.360]  陪伴了我很多年
[00:03:43.360 --> 00:03:45.960]  我有規則的
[00:03:45.960 --> 00:03:48.560]  那條藤條要粗粗的
[00:03:48.560 --> 00:03:50.160]  如果你去過市場買藤條
