
[00:00:00.000 --> 00:00:03.440]  「你需要神保護嗎?」
[00:00:03.440 --> 00:00:07.520]  我想大部分的頂智媒應該都說需要的
[00:00:07.520 --> 00:00:11.120]  因為世界上真的有各式各樣的危難
[00:00:11.120 --> 00:00:15.880]  我們打開電腦、手機看新聞
[00:00:15.880 --> 00:00:19.320]  有地震、有洪水、有火災
[00:00:19.320 --> 00:00:23.760]  還有戰爭、很多疫情等等這些問題
[00:00:23.760 --> 00:00:25.440]  都是衝擊著我們
[00:00:25.440 --> 00:00:28.320]  令我們覺得這個世界充滿了危難
[00:00:28.320 --> 00:00:30.720]  所以我們真的很需要保護
[00:00:30.720 --> 00:00:32.800]  這個保護不是一些保障
[00:00:32.800 --> 00:00:34.520]  不是保險公司的保障
[00:00:34.520 --> 00:00:35.840]  因為保險公司的保障
[00:00:35.840 --> 00:00:37.720]  只不過是你發生了意外
[00:00:37.720 --> 00:00:39.120]  有問題之後
[00:00:39.120 --> 00:00:42.560]  才用金錢這個價值去補償這些損失
[00:00:42.560 --> 00:00:46.360]  但是保護就是你還沒發生這些事的時候
[00:00:46.360 --> 00:00:53.520]  或者你在危難過程中對你一個保護
[00:00:53.520 --> 00:00:55.040]  但是總有一些人
[00:00:55.040 --> 00:00:56.920]  尤其是一些微信主的朋友
[00:00:56.920 --> 00:01:01.400]  或者是仍然在尋求信仰的朋友
[00:01:01.400 --> 00:01:04.520]  他們就說「我真的不需要神保護」
[00:01:04.520 --> 00:01:06.680]  因為他們覺得自己不是弱者
[00:01:06.680 --> 00:01:08.440]  「我怎麼需要保護呢?」
[00:01:08.440 --> 00:01:09.880]  所以我就想到幾個原因
[00:01:09.880 --> 00:01:13.960]  為什麼那些人不需要神保護呢?
[00:01:13.960 --> 00:01:16.600]  或者覺得自己不需要神保護呢?
[00:01:16.600 --> 00:01:19.320]  通常都是覺得自己夠強大
[00:01:19.320 --> 00:01:21.120]  我不需要其他人
[00:01:21.120 --> 00:01:22.440]  甚至不需要神
[00:01:22.440 --> 00:01:25.600]  一個超自然的力量來幫助保護我
[00:01:25.600 --> 00:01:29.200]  他認為外力是沒有辦法保護我自己的
[00:01:29.200 --> 00:01:30.640]  他不相信有其他人
[00:01:30.640 --> 00:01:33.120]  或者有其他的事物可以幫助自己
[00:01:33.120 --> 00:01:36.600]  同時也不相信這些東西能夠傷害到我
[00:01:36.600 --> 00:01:38.600]  所以他就不需要保護了
[00:01:38.600 --> 00:01:41.280]  可能認為自己有足夠的財富
[00:01:41.280 --> 00:01:45.520]  讓我看看自己手上的資產
[00:01:45.520 --> 00:01:47.000]  我覺得足夠保障了
[00:01:47.000 --> 00:01:48.920]  這些是安全感所在
[00:01:48.920 --> 00:01:50.760]  或者覺得自己有聰明
[00:01:50.760 --> 00:01:52.040]  有才智
[00:01:52.040 --> 00:01:54.120]  有學識
[00:01:54.120 --> 00:01:55.720]  有豐富的經驗
[00:01:55.720 --> 00:01:58.760]  還有很多人脈的關係和網絡
[00:01:58.760 --> 00:02:00.600]  所以能夠解決所有問題
[00:02:00.600 --> 00:02:02.600]  我就不需要保護了
[00:02:02.600 --> 00:02:04.360]  或者他覺得自己有健康
[00:02:04.360 --> 00:02:06.240]  有自信
[00:02:06.240 --> 00:02:08.440]  所有東西都運籌為握
[00:02:08.440 --> 00:02:12.960]  可以讓所有東西都在自己的掌控之下
[00:02:12.960 --> 00:02:15.400]  又或者他覺得自己沒有缺乏
[00:02:15.400 --> 00:02:16.760]  我的事業
[00:02:16.760 --> 00:02:17.680]  我的婚姻
[00:02:17.680 --> 00:02:20.240]  我的家庭都很美滿
[00:02:20.240 --> 00:02:24.240]  又或者覺得自己自命好人一命
[00:02:24.240 --> 00:02:25.720]  我幫人就需要
[00:02:25.720 --> 00:02:27.560]  人家需要我幫忙就有
[00:02:27.560 --> 00:02:30.320]  我怎麼需要人家幫忙呢
[00:02:30.320 --> 00:02:33.720]  我有這麼多好朋友
[00:02:33.720 --> 00:02:35.240]  但是
[00:02:35.240 --> 00:02:36.800]  想深一層
[00:02:36.800 --> 00:02:39.600]  人是不是真的不需要神保護呢
[00:02:39.600 --> 00:02:41.560]  我們所依賴的那些事物
[00:02:41.560 --> 00:02:42.520]  剛才說過
[00:02:42.520 --> 00:02:43.240]  財富
[00:02:43.240 --> 00:02:44.920]  自己的聰明才智
[00:02:44.920 --> 00:02:45.920]  一些的經驗
[00:02:45.920 --> 00:02:47.320]  或者我們的健康
[00:02:47.320 --> 00:02:48.800]  各方面的自信
[00:02:48.800 --> 00:02:52.560]  是不是真的可靠呢
[00:02:52.560 --> 00:02:54.680]  還是我們覺得
[00:02:54.680 --> 00:02:56.960]  自己不需要神
[00:02:56.960 --> 00:03:00.560]  所以不相信祂能夠幫助我們
[00:03:00.560 --> 00:03:02.960]  不需要祂會幫助我們
[00:03:02.960 --> 00:03:05.320]  所以拒絕祂的幫助
[00:03:05.320 --> 00:03:08.200]  而拒絕去依靠祂
[00:03:08.200 --> 00:03:09.480]  那我們就來看看
[00:03:09.480 --> 00:03:11.840]  從這篇詩第121篇
[00:03:11.840 --> 00:03:16.200]  神怎樣能夠保護我們
[00:03:16.200 --> 00:03:21.720]  我們看看祂是不是真的有能力去保護我們的呢
[00:03:21.720 --> 00:03:23.520]  在經文裡面說到
[00:03:23.520 --> 00:03:26.120]  祂是做天地的耶和華
[00:03:26.120 --> 00:03:28.640]  天地只是一個籠統的名詞
[00:03:28.640 --> 00:03:29.720]  不會說完所有東西
[00:03:29.720 --> 00:03:31.440]  神不只是做天地
[00:03:31.440 --> 00:03:32.920]  海洋也是祂所做的
[00:03:32.920 --> 00:03:35.680]  天上的星體
[00:03:35.680 --> 00:03:37.760]  太陽、月亮、星辰
[00:03:37.760 --> 00:03:39.880]  地上所有的萬物
[00:03:39.880 --> 00:03:42.360]  以及海洋裡面的生物
[00:03:42.360 --> 00:03:43.440]  都是神所做的
[00:03:43.440 --> 00:03:47.080]  詩是很簡潔地說做天地的耶和華
[00:03:47.080 --> 00:03:49.080]  祂是創造主
[00:03:49.080 --> 00:03:51.320]  我們只不過是被造的人
[00:03:51.320 --> 00:03:52.600]  我們是被造之物
[00:03:52.600 --> 00:03:55.560]  我們是被神所創造的
[00:03:55.560 --> 00:03:58.600]  所以祂是有能力去保護我們的
[00:03:58.600 --> 00:04:01.840]  跟大家分享一個宣教士的見證
[00:04:01.840 --> 00:04:03.080]  他在見證神的保護
[00:04:03.080 --> 00:04:06.400]  但這個保護的過程還在進行中
[00:04:06.400 --> 00:04:09.920]  我收到一個宣教士的代討信
[00:04:09.920 --> 00:04:11.720]  跟大家分享一下
[00:04:11.720 --> 00:04:15.640]  他說當政治局勢變得緊張
[00:04:15.640 --> 00:04:17.760]  危險臨到身邊的時候
[00:04:17.760 --> 00:04:19.120]  這位宣教士的家庭
[00:04:19.120 --> 00:04:21.000]  就學習以更大的信心
[00:04:21.000 --> 00:04:22.720]  來跟從主的帶領
[00:04:22.720 --> 00:04:24.680]  以下就是他們的分享
[00:04:24.680 --> 00:04:25.640]  他說有一天
[00:04:25.640 --> 00:04:27.640]  當我買完東西回家的時候
[00:04:27.640 --> 00:04:28.960]  我就收到我的隊員
[00:04:28.960 --> 00:04:31.520]  因為他們是一個隊工去宣教
[00:04:31.520 --> 00:04:32.800]  就給我的電話
[00:04:32.800 --> 00:04:34.240]  通知我告訴我
[00:04:34.240 --> 00:04:37.560]  他家裡聽到警報聲和爆炸聲
[00:04:37.560 --> 00:04:38.920]  幾個小時之後
[00:04:38.920 --> 00:04:41.360]  輪到我都聽到警報聲了
[00:04:41.360 --> 00:04:43.240]  二話不說我就和太太
[00:04:43.240 --> 00:04:45.840]  馬上把我們的信恩帶來窗邊
[00:04:45.840 --> 00:04:48.440]  就去到那間屋的中間
[00:04:48.440 --> 00:04:51.640]  整個上午警報聲響個不停
[00:04:51.640 --> 00:04:53.360]  我們就開始感到
[00:04:53.360 --> 00:04:55.280]  事態嚴重了
[00:04:55.280 --> 00:04:58.160]  在不知道下一步應該怎樣做之前
[00:04:58.160 --> 00:05:01.160]  我們就用祈禱和唱詩來幫助自己
[00:05:01.160 --> 00:05:04.280]  專注在主耶穌的身上
[00:05:04.280 --> 00:05:06.800]  環境安靜了一會之後
[00:05:06.800 --> 00:05:09.160]  下午有更多的爆炸聲
[00:05:09.160 --> 00:05:11.200]  也帶來更多的憂慮
[00:05:11.200 --> 00:05:12.520]  更多的禱告
[00:05:12.520 --> 00:05:15.480]  更多用電話去和我們的隊員聯絡
[00:05:15.480 --> 00:05:18.360]  要知道大家是不是都安全
[00:05:18.360 --> 00:05:20.440]  當恐懼蓋過我們的時候
[00:05:20.440 --> 00:05:22.240]  我們就提醒自己
[00:05:22.240 --> 00:05:24.160]  神在這裡掌管一切
[00:05:24.160 --> 00:05:27.080]  並且在祂裡面我們有平安
[00:05:27.080 --> 00:05:27.840]  第二天
[00:05:27.840 --> 00:05:29.800]  我們以為一切都平靜了
[00:05:29.800 --> 00:05:31.240]  生活會如常
[00:05:31.240 --> 00:05:33.120]  但是原來戰事未完
[00:05:33.120 --> 00:05:35.320]  整天我們收到海外的朋友
[00:05:35.320 --> 00:05:37.000]  和家人的電郵
[00:05:37.000 --> 00:05:39.320]  他們看見新聞就為我們祈禱
[00:05:39.320 --> 00:05:40.960]  鼓勵我們
[00:05:40.960 --> 00:05:42.200]  也有問我們
[00:05:42.200 --> 00:05:44.920]  會不會考慮離開工場呢
[00:05:44.920 --> 00:05:47.160]  其實我們也是這樣問自己
[00:05:47.160 --> 00:05:49.360]  我們團隊聚在一起祈禱
[00:05:49.360 --> 00:05:50.240]  求問神
[00:05:50.240 --> 00:05:52.200]  我們是不是要離開
[00:05:52.200 --> 00:05:54.280]  我們當中有人決定留下
[00:05:54.280 --> 00:05:55.880]  但是也有人想離開
[00:05:55.880 --> 00:05:57.360]  去到附近的國家那裡
[00:05:57.360 --> 00:05:59.760]  暫時避開這一次的轟炸
[00:05:59.760 --> 00:06:01.760]  而我們的家庭在祈禱之後
[00:06:01.760 --> 00:06:05.120]  仍然未能夠知道應該怎樣決定
[00:06:05.120 --> 00:06:07.080]  我們唯有繼續去祈禱
[00:06:07.080 --> 00:06:10.720]  相信神必定會清楚指引我們要走的路
[00:06:10.720 --> 00:06:12.120]  當晚一支火箭炮
[00:06:12.120 --> 00:06:14.760]  擊中我家附近一座建築物
[00:06:14.760 --> 00:06:17.120]  於是我們就決定要離開了
[00:06:17.120 --> 00:06:18.560]  第二天一早起床
[00:06:18.560 --> 00:06:21.000]  我們就很順利地過境
[00:06:21.000 --> 00:06:22.680]  離開所住的地方
[00:06:22.680 --> 00:06:24.040]  有朋友接待我們
[00:06:24.040 --> 00:06:26.640]  我們就暫時住在他家裡
[00:06:26.640 --> 00:06:27.440]  過了幾天
[00:06:27.440 --> 00:06:28.720]  有消息傳來
[00:06:28.720 --> 00:06:30.000]  我們的宣教地區
[00:06:30.000 --> 00:06:32.480]  已經進入了戰爭狀態
[00:06:32.480 --> 00:06:33.400]  我們並沒有因為
[00:06:33.400 --> 00:06:35.320]  我們一家已經離開險境
[00:06:35.320 --> 00:06:36.760]  而感到安樂
[00:06:36.760 --> 00:06:40.040]  反而很擔心我們那些穆斯林鄰居
[00:06:40.040 --> 00:06:42.840]  以及掛念我們在那裡的家庭
[00:06:42.840 --> 00:06:43.560]  有一晚
[00:06:43.560 --> 00:06:45.800]  我太太和我分享她看聖經
[00:06:45.800 --> 00:06:48.800]  讀到有關阿伯拉罕的信心
[00:06:48.800 --> 00:06:50.280]  她非常忠心
[00:06:50.280 --> 00:06:51.800]  無論神叫她做什麼
[00:06:51.800 --> 00:06:53.680]  她都去做
[00:06:53.680 --> 00:06:55.960]  第二天我讀到羅馬書的時候
[00:06:55.960 --> 00:07:00.280]  也從阿伯拉罕對神堅定的信心得到鼓勵
[00:07:00.280 --> 00:07:01.880]  在她年老的時候
[00:07:01.880 --> 00:07:04.360]  神答應賜她一個兒子
[00:07:04.360 --> 00:07:07.240]  她相信神一定會成就她所應許的
[00:07:07.240 --> 00:07:09.280]  最後看到《創世記》
[00:07:09.280 --> 00:07:11.960]  有關阿伯拉罕獻二煞
[00:07:11.960 --> 00:07:14.000]  我也想起自己的孩子
[00:07:14.000 --> 00:07:16.280]  我非常緊張他們的安全
[00:07:16.280 --> 00:07:18.960]  但是無論我做什麼預防措施
[00:07:18.960 --> 00:07:22.640]  或者住在哪裡
[00:07:22.640 --> 00:07:24.560]  我是完全不能夠去
[00:07:24.560 --> 00:07:27.280]  掌控他們的前路
[00:07:27.280 --> 00:07:29.040]  作為一個父親
[00:07:29.040 --> 00:07:32.120]  我能夠做到最好的就是信靠神
[00:07:32.120 --> 00:07:34.720]  到祂要我去的地方
[00:07:34.720 --> 00:07:36.720]  主的話就是我腳前的燈
[00:07:36.720 --> 00:07:38.360]  是我路上的光
[00:07:38.360 --> 00:07:39.840]  無論多麼危險
[00:07:39.840 --> 00:07:41.440]  我都要跟隨主
[00:07:41.440 --> 00:07:43.680]  我們要貼緊主的腳步
[00:07:43.680 --> 00:07:46.240]  唯有祂能夠賜下平安
[00:07:46.240 --> 00:07:48.920]  當我將我的領袖和太太分享的時候
[00:07:48.920 --> 00:07:50.600]  我們都一起感受到
[00:07:50.600 --> 00:07:53.920]  主要告訴我們要回到宣教的工場
[00:07:53.920 --> 00:07:56.720]  我們不知道在那裡戰事會維持多久
[00:07:56.720 --> 00:07:57.760]  但是我們知道
[00:07:57.760 --> 00:08:00.000]  那就是神要我們去的地方
[00:08:00.000 --> 00:08:01.960]  幾天之後我們再次過境
[00:08:01.960 --> 00:08:05.200]  再次跟我們的牧師和朋友一起
[00:08:05.200 --> 00:08:07.040]  我們分享神如何帶領我們
[00:08:07.040 --> 00:08:08.320]  以及讓我們應許
[00:08:08.320 --> 00:08:10.080]  他是信實的
[00:08:10.080 --> 00:08:12.160]  無論有多麼危險
[00:08:12.160 --> 00:08:13.840]  但是神帶領我們回來
[00:08:13.840 --> 00:08:14.920]  有一個目的
[00:08:14.920 --> 00:08:17.080]  就是讓這裡的牧師知道
[00:08:17.080 --> 00:08:18.640]  唯有在耶穌那裡
[00:08:18.640 --> 00:08:21.160]  我們才能夠得到永恆的盼望
[00:08:21.160 --> 00:08:23.640]  而現在是給任何的時候
[00:08:23.640 --> 00:08:24.920]  這些牧師和朋友
[00:08:24.920 --> 00:08:29.800]  更加需要聽到這個信息
[00:08:29.800 --> 00:08:34.040]  我們看到宣教士說我的經歷
[00:08:34.040 --> 00:08:36.280]  他很相信神能夠保護他
[00:08:36.280 --> 00:08:37.800]  加上人有信心
[00:08:37.800 --> 00:08:39.400]  就能夠繼續去經歷
[00:08:39.400 --> 00:08:40.680]  他現在也是正在經歷
[00:08:40.680 --> 00:08:42.320]  因為他仍然在工場裡面
[00:08:42.320 --> 00:08:43.960]  仍然在打仗
[00:08:43.960 --> 00:08:49.040]  有人可能會問
[00:08:49.040 --> 00:08:50.800]  如果神能夠保護
[00:08:50.800 --> 00:08:54.200]  為什麼有些壞事會發生在信徒身上呢?
[00:08:54.200 --> 00:08:56.840]  如果神保護我們每一個相信祂的人
[00:08:56.840 --> 00:08:59.920]  事實上真的有些壞事發生在我們身上
[00:08:59.920 --> 00:09:01.800]  為什麼呢?
[00:09:01.800 --> 00:09:04.440]  有兩個原因和大家分享
[00:09:04.440 --> 00:09:07.960]  第一 沒錯 壞事是會發生的
[00:09:07.960 --> 00:09:10.360]  這些是我們所知道的
[00:09:10.360 --> 00:09:15.720]  但是我們只能夠知道發生了的壞事
[00:09:15.720 --> 00:09:18.000]  而那些沒有發生的壞事
[00:09:18.000 --> 00:09:19.680]  我們是沒有辦法知道
[00:09:19.680 --> 00:09:21.760]  也是不知道
[00:09:21.760 --> 00:09:24.760]  在《貼薩羅里加》後書二章七節說
[00:09:24.760 --> 00:09:27.640]  那不法的隱秘已經運作
[00:09:27.640 --> 00:09:30.480]  只是現在有一個阻擋的
[00:09:30.480 --> 00:09:35.240]  要等到那阻擋的被除去才會發作
[00:09:35.240 --> 00:09:39.040]  或者神是為我們阻擋了更多的惡事
[00:09:39.040 --> 00:09:41.600]  是我們不知道的
[00:09:41.600 --> 00:09:43.680]  我們聽到有地震的消息
[00:09:43.680 --> 00:09:47.680]  但是到底曾經有多少個地震是未發生過
[00:09:47.680 --> 00:09:49.760]  是神阻止了的呢?
[00:09:49.760 --> 00:09:53.080]  又有多少被阻止了的戰士?
[00:09:53.080 --> 00:09:58.000]  身體裡面有多少沒有發展出來的癌細胞呢?
[00:09:58.000 --> 00:10:00.400]  我們看到聖經約伯記那裡說
[00:10:00.400 --> 00:10:03.160]  當撒旦想加害於約伯的時候
[00:10:03.160 --> 00:10:06.960]  都要先得到神的批准
[00:10:06.960 --> 00:10:11.920]  所以我們知道原來魔鬼撒旦
[00:10:11.920 --> 00:10:15.760]  會用多方法加害相信主耶穌的人
[00:10:15.760 --> 00:10:17.200]  相信神的人
[00:10:17.200 --> 00:10:21.120]  但是神是阻止很多的惡事發生
[00:10:21.120 --> 00:10:22.760]  不過我們的立場
[00:10:22.760 --> 00:10:27.400]  我們的層面可能只看到那些發生了的惡事
[00:10:27.400 --> 00:10:30.200]  第二個原因
[00:10:30.200 --> 00:10:33.880]  我們看到為什麼壞事會發生在信徒身上呢?
[00:10:33.880 --> 00:10:37.480]  就是我們知道世界的故事還沒終結
[00:10:37.480 --> 00:10:40.800]  現在我們看到的只是故事的一小部分
[00:10:40.800 --> 00:10:45.520]  沒辦法去拼湊出各個階段怎麼發展
[00:10:45.520 --> 00:10:47.960]  但是我們可以肯定一件事
[00:10:47.960 --> 00:10:51.560]  就是故事的終局在神的手裡面
[00:10:51.560 --> 00:10:55.160]  最後神要將那些壞事、惡事全部除去
[00:10:55.160 --> 00:10:59.120]  不再有眼淚和死亡
[00:10:59.120 --> 00:11:02.640]  當人問為什麼壞事會發生在我身上呢?
[00:11:02.640 --> 00:11:05.240]  為什麼我會遇到這些苦難呢?
[00:11:05.240 --> 00:11:07.480]  其實他們這樣問這個問題
[00:11:07.480 --> 00:11:09.320]  不是想知道答案
[00:11:09.320 --> 00:11:11.840]  因為他們不是想知道為什麼
[00:11:11.840 --> 00:11:14.480]  當說為什麼會發生這些事的時候
[00:11:14.480 --> 00:11:15.960]  不是知道為什麼
[00:11:15.960 --> 00:11:19.600]  因為只知道為什麼壞事會發生
[00:11:19.600 --> 00:11:21.720]  是毫無幫助的
[00:11:21.720 --> 00:11:23.640]  壞事仍然有發生
[00:11:23.640 --> 00:11:25.880]  他們只是想那些不好的事
[00:11:25.880 --> 00:11:27.760]  那些壞事是停止了
[00:11:27.760 --> 00:11:31.360]  不要繼續發生
[00:11:31.360 --> 00:11:35.480]  歷史是敘述神在世界裡面的工作
[00:11:35.480 --> 00:11:39.240]  最終祂要將惡事轉化為好事
[00:11:39.240 --> 00:11:44.480]  這個就是福音令人感到驚訝和讚嘆的地方
[00:11:44.480 --> 00:11:47.280]  耶穌基督本來是神的兒子
[00:11:47.280 --> 00:11:48.880]  祂是生命
[00:11:48.880 --> 00:11:51.440]  祂卻成為被造人的樣式
[00:11:51.440 --> 00:11:53.560]  一個被造人的樣式
[00:11:53.560 --> 00:11:57.080]  並且忍受苦難和死亡
[00:11:57.080 --> 00:11:59.760]  在這個極其邪惡之處
[00:11:59.760 --> 00:12:03.800]  竟然生出不能置信的美善
[00:12:03.800 --> 00:12:06.480]  歷史裡面最黑暗的時刻
[00:12:06.480 --> 00:12:10.320]  神的兒子被釘於十字架死亡
[00:12:10.320 --> 00:12:12.600]  是多麼的黑暗
[00:12:12.600 --> 00:12:15.360]  公義似乎被遮蔽了
[00:12:15.360 --> 00:12:19.520]  但是主耶穌背負了世人的苦難
[00:12:19.520 --> 00:12:24.120]  背負了世人的罪和罪的代價
[00:12:24.120 --> 00:12:29.400]  這個美善又產生出最耀眼的光輝
[00:12:29.400 --> 00:12:32.520]  如果神能夠使用
[00:12:32.520 --> 00:12:34.840]  歷史裡面最可怕的惡事
[00:12:34.840 --> 00:12:37.440]  來成就永恆的美善
[00:12:37.440 --> 00:12:40.600]  難道祂不會使用在我們生命裡面
[00:12:40.600 --> 00:12:42.840]  那些沒那麼可怕的惡事
[00:12:42.840 --> 00:12:46.360]  來成就永恆的美善嗎?
[00:12:46.360 --> 00:12:48.000]  我們對神的信心
[00:12:48.000 --> 00:12:50.760]  比了解事情的原因
[00:12:50.760 --> 00:12:54.600]  更加能夠讓我們勝過惡事的困擾
[00:12:54.600 --> 00:12:59.120]  信心比明白更加重要
[00:12:59.120 --> 00:13:01.760]  我們看了神能夠保護
[00:13:01.760 --> 00:13:04.480]  那神怎樣保護呢?
[00:13:04.480 --> 00:13:08.600]  保護這個字在經文裡面出現了六次
[00:13:08.600 --> 00:13:14.240]  意思是保護、守護、保存、看顧
[00:13:14.240 --> 00:13:18.120]  照顧和陪伴 這麼豐富的意思
[00:13:18.120 --> 00:13:19.640]  特別是叫保守
[00:13:19.640 --> 00:13:20.680]  英文叫keep
[00:13:20.680 --> 00:13:23.840]  K-E-E-P keep
[00:13:23.840 --> 00:13:26.680]  在第三節到第八節
[00:13:26.680 --> 00:13:29.840]  就有六次出現保護這個字
[00:13:29.840 --> 00:13:31.920]  我們可以逐一來看看
[00:13:31.920 --> 00:13:33.040]  首先第三節
[00:13:33.040 --> 00:13:35.000]  祂必不叫你的腳搖動
[00:13:35.000 --> 00:13:37.880]  保護你的必不打頓
[00:13:37.880 --> 00:13:40.200]  祂不會叫你的腳搖動
[00:13:40.200 --> 00:13:42.560]  祂是絕無失誤的
[00:13:42.560 --> 00:13:45.280]  祂不會讓你感到害怕和擔憂
[00:13:45.280 --> 00:13:46.280]  俗語說
[00:13:46.280 --> 00:13:48.320]  我們害怕的時候腳軟
[00:13:48.320 --> 00:13:50.680]  祂是保護你的腳
[00:13:50.680 --> 00:13:51.960]  不會腳軟的
[00:13:51.960 --> 00:13:53.120]  不會動搖
[00:13:53.120 --> 00:13:55.880]  保護你的腳不會腳軟的
[00:13:55.880 --> 00:13:58.400]  祂是不會打頓 不會睡覺
[00:13:58.400 --> 00:14:00.520]  第三第四節也說到
[00:14:00.520 --> 00:14:01.680]  打頓是睡眠
[00:14:01.680 --> 00:14:02.880]  祂不會睡眠
[00:14:02.880 --> 00:14:04.040]  不會睡覺
[00:14:04.040 --> 00:14:06.800]  神是偏黑也不需要休息的
[00:14:06.800 --> 00:14:08.920]  祂不會覺得疲倦
[00:14:08.920 --> 00:14:10.480]  祂不會分心
[00:14:10.480 --> 00:14:12.200]  祂很專注在你身上
[00:14:12.200 --> 00:14:13.000]  去保護你
