
[00:00:00.000 --> 00:00:04.100]  那什麼是生命和侍奉的價值理念呢?
[00:00:04.100 --> 00:00:08.700]  生命和侍奉的價值理念一共有六大項
[00:00:08.700 --> 00:00:12.600]  每一項各有兩個小點
[00:00:12.600 --> 00:00:16.700]  首先第一個是效法基督做主僕人
[00:00:16.700 --> 00:00:17.900]  跟我一同來說來
[00:00:17.900 --> 00:00:20.700]  效法基督做主僕人
[00:00:20.700 --> 00:00:21.800]  換句話說第二點
[00:00:21.800 --> 00:00:27.300]  我們的服飾一定是要出於基督生命的流露
[00:00:27.500 --> 00:00:31.000]  而不是出於我們自己的熱心跟能力而已
[00:00:31.000 --> 00:00:35.300]  服飾神不只是去做事情
[00:00:35.300 --> 00:00:38.500]  做事情人人都會做
[00:00:38.500 --> 00:00:41.200]  而且只要你肯學習
[00:00:41.200 --> 00:00:44.400]  經驗永遠可以累積的
[00:00:44.400 --> 00:00:48.600]  但服飾不是隻是做事情這麼簡單
[00:00:48.600 --> 00:00:52.300]  服飾必須是一種生命的流露
[00:00:52.300 --> 00:00:54.500]  換句話說你是怎麼樣的人
[00:00:54.500 --> 00:00:58.700]  你表現出來的一種服飾就是怎麼樣的服飾
[00:00:58.700 --> 00:01:04.200]  所以服飾神不只是要你去做對的事情
[00:01:04.200 --> 00:01:06.600]  更重要的是
[00:01:06.600 --> 00:01:08.600]  你是一個對的人
[00:01:08.600 --> 00:01:10.900]  你有一個對的靈
[00:01:10.900 --> 00:01:12.500]  這是更重要
[00:01:12.500 --> 00:01:15.200]  跟你們說你是要一個對的人對的靈
[00:01:15.200 --> 00:01:16.000]  你跟他說
[00:01:16.000 --> 00:01:17.600]  對的靈
[00:01:17.600 --> 00:01:21.000]  今天在教會里面我們看見很多人的服飾
[00:01:21.000 --> 00:01:23.000]  不是說不對 很對
[00:01:23.400 --> 00:01:26.700]  可是充滿了自我的表現
[00:01:26.700 --> 00:01:29.900]  充滿了很多個性的靈角
[00:01:29.900 --> 00:01:33.700]  結果服飾當中反而帶來更大的傷害
[00:01:33.700 --> 00:01:36.800]  但今天在我們跟隨神的道路
[00:01:36.800 --> 00:01:38.300]  侍奉神的道路上
[00:01:38.300 --> 00:01:42.100]  我們看見我們的生命是有一個效法的對象
[00:01:42.100 --> 00:01:46.600]  我們不是一羣各隨己意 各投所好的人
[00:01:46.600 --> 00:01:50.700]  我們乃是要效法主耶穌基督的榜樣
[00:01:51.000 --> 00:01:53.500]  在這個地上來爲主做見證
[00:01:53.500 --> 00:01:56.800]  所以剛纔我們所讀的聖經很清楚講到人子
[00:01:56.800 --> 00:01:57.900]  耶穌講得很清楚
[00:01:57.900 --> 00:02:00.900]  人子來不是要受人服飾
[00:02:00.900 --> 00:02:02.200]  耶穌講得很清楚
[00:02:02.200 --> 00:02:04.200]  他來是要服飾人
[00:02:04.200 --> 00:02:05.700]  不是要受人服飾
[00:02:05.700 --> 00:02:07.400]  當然也許你會說
[00:02:07.400 --> 00:02:08.600]  牧師那是主嘛
[00:02:08.600 --> 00:02:10.200]  主來是要服飾人
[00:02:10.200 --> 00:02:11.700]  跟我有什麼關係呢
[00:02:11.700 --> 00:02:13.600]  但你不要忘記
[00:02:13.600 --> 00:02:15.300]  聖經很清楚告訴我們說
[00:02:15.300 --> 00:02:18.000]  基督是教會的頭
[00:02:18.800 --> 00:02:21.000]  教會是基督的身體
[00:02:21.000 --> 00:02:22.300]  想想看
[00:02:22.300 --> 00:02:23.900]  如果一個頭
[00:02:23.900 --> 00:02:27.500]  他說他的使命就是去服飾人
[00:02:27.500 --> 00:02:28.700]  不是受人服飾
[00:02:28.700 --> 00:02:29.700]  那我請問你
[00:02:29.700 --> 00:02:32.200]  身體還能有別的使命嗎
[00:02:32.200 --> 00:02:35.500]  如果一個頭的使命就是去服飾人
[00:02:35.500 --> 00:02:36.400]  那我告訴你
[00:02:36.400 --> 00:02:39.600]  做一個身體就是我們也別無選擇
[00:02:39.600 --> 00:02:42.500]  我們的使命就是去服飾人
[00:02:42.500 --> 00:02:43.800]  不是受人服飾的
[00:02:43.800 --> 00:02:45.600]  所以換句話說
[00:02:45.600 --> 00:02:48.200]  今天神同樣呼召我們
[00:02:48.700 --> 00:02:50.500]  要效法主的榜樣
[00:02:50.500 --> 00:02:52.200]  去做僕人
[00:02:52.200 --> 00:02:55.800]  那你說我們怎麼樣才能做主的僕人呢
[00:02:55.800 --> 00:02:57.600]  很簡單地說
[00:02:57.600 --> 00:03:00.600]  就是要爲主走第二里路
[00:03:00.600 --> 00:03:02.000]  跟你們要說爲主走第二里路
[00:03:02.000 --> 00:03:02.700]  跟他說
[00:03:02.700 --> 00:03:05.800]  《馬太福音》第五章四十一節
[00:03:05.800 --> 00:03:06.700]  從來唸來
[00:03:06.700 --> 00:03:09.100]  有人強逼你走一里路
[00:03:09.100 --> 00:03:11.300]  你就同他走二里路
[00:03:11.300 --> 00:03:12.300]  什麼意思呢
[00:03:12.300 --> 00:03:14.500]  主要是講這句話的意思是什麼
[00:03:14.500 --> 00:03:16.400]  什麼是第一里路
[00:03:17.000 --> 00:03:18.900]  第一里路就是你必須走的
[00:03:18.900 --> 00:03:20.600]  是你的責任
[00:03:20.600 --> 00:03:22.400]  是別人託付給你
[00:03:22.400 --> 00:03:23.700]  你不能不走
[00:03:23.700 --> 00:03:25.200]  這是第一里路
[00:03:25.200 --> 00:03:28.500]  但是當你開始走完了第一里
[00:03:28.500 --> 00:03:31.600]  開始走第二里的時候就不一樣了
[00:03:31.600 --> 00:03:33.800]  那就不是責任了
[00:03:33.800 --> 00:03:36.000]  走完第一里是你的責任
[00:03:36.000 --> 00:03:36.900]  你做完了
[00:03:36.900 --> 00:03:39.400]  可是當你願意走第二里路
[00:03:39.400 --> 00:03:41.400]  那就是心甘情願的了
[00:03:41.400 --> 00:03:43.500]  不是因爲你的責任
[00:03:43.500 --> 00:03:46.300]  而是你心甘情願去做
[00:03:46.300 --> 00:03:49.100]  你就會發現當你做一件事情
[00:03:49.100 --> 00:03:51.100]  是因爲你的責任去做
[00:03:51.100 --> 00:03:54.600]  或者是因爲你心甘情願去做
[00:03:54.600 --> 00:03:56.400]  這兩個是完全不一樣的
[00:03:56.400 --> 00:03:59.100]  不但是心態不同
[00:03:59.100 --> 00:04:02.600]  帶來的結果也完全不一樣不是嗎
[00:04:02.600 --> 00:04:05.800]  我還記得每次回臺灣的時候
[00:04:05.800 --> 00:04:07.800]  每次無論走到哪裏
[00:04:07.800 --> 00:04:09.600]  每家商店
[00:04:09.600 --> 00:04:12.500]  每一個店員見到你都會說歡迎光臨
[00:04:12.500 --> 00:04:13.600]  歡迎光臨
[00:04:14.700 --> 00:04:17.200]  每一個人有不同的表達的方式
[00:04:17.200 --> 00:04:19.500]  有些人頭也不抬也不看你
[00:04:19.500 --> 00:04:20.300]  歡迎光臨
[00:04:20.300 --> 00:04:24.100]  更有一個商店乾脆放個錄音機
[00:04:24.100 --> 00:04:26.800]  歡迎光臨
[00:04:26.800 --> 00:04:30.100]  你站在旁邊還不知道一分鐘就封了
[00:04:30.100 --> 00:04:33.200]  你寧願他不要放這個錄音機還好
[00:04:33.200 --> 00:04:34.400]  換句話說
[00:04:34.400 --> 00:04:36.200]  你是因爲責任呢
[00:04:36.200 --> 00:04:38.000]  還是心甘情願呢
[00:04:38.000 --> 00:04:38.900]  差太遠了
[00:04:38.900 --> 00:04:42.400]  保羅在哥德路西斯第三章23節
[00:04:42.400 --> 00:04:43.000]  我們一同來唸
[00:04:43.000 --> 00:04:46.300]  他說無論做什麼都要從心裏做
[00:04:46.300 --> 00:04:47.900]  像是給主做的
[00:04:47.900 --> 00:04:49.100]  不是給人做
[00:04:49.100 --> 00:04:50.500]  你看保羅講的多麼清楚
[00:04:50.500 --> 00:04:52.000]  無論你做什麼
[00:04:52.000 --> 00:04:55.200]  要心甘情願是爲主做
[00:04:55.200 --> 00:04:58.500]  當你學習凡事從心裏去做的時候
[00:04:58.500 --> 00:05:01.200]  你發現那是完全不同的服飾
[00:05:01.200 --> 00:05:05.300]  而且別人從你身上能夠得到耶穌基督的愛
[00:05:05.300 --> 00:05:05.800]  Amen
[00:05:05.800 --> 00:05:09.200]  所以我們要效法主的樣式去做主德普林斯
[00:05:09.200 --> 00:05:11.300]  第一項是我們的價值理念
[00:05:11.300 --> 00:05:14.000]  第二個價值理念是熱愛耶穌
[00:05:14.000 --> 00:05:14.900]  關愛世人
[00:05:14.900 --> 00:05:15.800]  跟我們一同來說
[00:05:15.800 --> 00:05:17.000]  熱愛耶穌
[00:05:17.000 --> 00:05:18.000]  關愛世人
[00:05:18.000 --> 00:05:19.200]  換句話說
[00:05:19.200 --> 00:05:22.200]  服飾必須是出於一種熱愛
[00:05:22.200 --> 00:05:24.100]  不是因爲一種工作
[00:05:24.100 --> 00:05:26.000]  一個人如果想要成功
[00:05:26.000 --> 00:05:27.600]  無論你做什麼事情想要成功
[00:05:27.600 --> 00:05:28.400]  你就必須
[00:05:28.400 --> 00:05:30.500]  我常說你必須要有熱情
[00:05:30.500 --> 00:05:31.400]  沒有熱情
[00:05:31.400 --> 00:05:32.500]  你永遠不可能成功
[00:05:32.500 --> 00:05:33.400]  無論你做什麼
[00:05:33.400 --> 00:05:36.000]  對一個基督徒來講
[00:05:36.000 --> 00:05:37.200]  在我們生命當中
[00:05:37.200 --> 00:05:41.500]  沒有一種熱情是比熱愛耶穌更重要
[00:05:41.500 --> 00:05:45.300]  這爲什麼主耶穌基督他自己教導我們
[00:05:45.300 --> 00:05:46.800]  說在誡命當中
[00:05:46.800 --> 00:05:49.900]  最重要最大的誡命是什麼
[00:05:49.900 --> 00:05:54.700]  就是盡心 儘性 盡力 盡力愛主你的神
[00:05:54.700 --> 00:05:56.100]  很有意思
[00:05:56.100 --> 00:05:57.700]  主耶穌在這裏沒有說
[00:05:57.700 --> 00:06:01.800]  你們要盡心 儘性 盡力 盡力服飾主你的神
[00:06:01.800 --> 00:06:03.200]  沒有這樣說
[00:06:03.200 --> 00:06:04.600]  耶穌卻說
[00:06:04.600 --> 00:06:09.300]  不不不 你要盡心 儘性 盡力 盡力愛主你的神
[00:06:09.300 --> 00:06:13.600]  你知道我們中國人都比較懂得去服飾
[00:06:13.600 --> 00:06:16.300]  我們中國人比較懂得去做事
[00:06:16.300 --> 00:06:20.500]  所以所謂盡獻己才爲主用
[00:06:20.500 --> 00:06:22.400]  我們總覺得都可以
[00:06:22.400 --> 00:06:24.100]  無論做什麼都願意去做
[00:06:24.100 --> 00:06:29.900]  但我們卻常常發現服飾到最後就是苦不堪言
[00:06:29.900 --> 00:06:31.200]  爲什麼呢
[00:06:31.800 --> 00:06:35.600]  就是因爲我們忽略了主這個最基本的教導
[00:06:35.600 --> 00:06:39.800]  主說我們要先學習最大也是最重要的
[00:06:39.800 --> 00:06:43.600]  是先學習盡心 盡心 盡力的愛神
