
[00:00:00.000 --> 00:00:03.040]  很高興再一次在港台和大家見面
[00:00:03.040 --> 00:00:05.760]  今天很高興再次在獎牌跟大家見面
[00:00:05.760 --> 00:00:09.480]  上回講到耶穌趕鬼
[00:00:09.480 --> 00:00:11.600]  上次講到耶穌去趕鬼
[00:00:11.600 --> 00:00:14.320]  一時之間趕了6000隻鬼
[00:00:14.320 --> 00:00:16.600]  一時之間趕了6000隻鬼
[00:00:16.600 --> 00:00:18.800]  6000隻鬼進了2000隻豬
[00:00:18.800 --> 00:00:21.920]  6000隻鬼進入2000隻豬裏
[00:00:21.920 --> 00:00:23.560]  那些豬就精神錯亂
[00:00:23.560 --> 00:00:25.280]  那些豬就精神錯亂
[00:00:25.280 --> 00:00:27.880]  全部衝到山崖裏
[00:00:27.880 --> 00:00:29.600]  全部衝到山崖裏去了
[00:00:29.600 --> 00:00:30.600]  浸死了
[00:00:30.600 --> 00:00:32.080]  然後就淹死了
[00:00:32.080 --> 00:00:34.960]  重點不是在這裏
[00:00:34.960 --> 00:00:36.360]  重點不是在這裏
[00:00:36.360 --> 00:00:38.320]  重點是之後發生的事
[00:00:38.320 --> 00:00:39.840]  重點是之後發生的事
[00:00:39.840 --> 00:00:41.960]  城裏的人就趕了耶穌走
[00:00:41.960 --> 00:00:44.160]  城裏的人就把耶穌趕走
[00:00:44.160 --> 00:00:47.120]  因為耶穌就賭他米
[00:00:47.120 --> 00:00:49.920]  因為耶穌就扯他後腿
[00:00:49.920 --> 00:00:52.680]  把他們的生意
[00:00:52.680 --> 00:00:55.280]  把他們的豬全部弄死了
[00:00:55.280 --> 00:00:56.240]  把他們的生意
[00:00:56.240 --> 00:00:58.200]  把他們的豬全部弄死了
[00:00:58.200 --> 00:01:00.960]  他們寧願他們的豬不要耶穌
[00:01:00.960 --> 00:01:02.520]  他們寧願要豬
[00:01:02.520 --> 00:01:03.280]  他們不要耶穌
[00:01:03.280 --> 00:01:06.000]  就好像我們寧願世上的財富
[00:01:06.000 --> 00:01:08.240]  就好像我們寧願世上的財富
[00:01:08.240 --> 00:01:09.400]  世上的權力
[00:01:09.400 --> 00:01:10.520]  世上的權力
[00:01:10.520 --> 00:01:13.680]  而我們是拒絕了耶穌的救贈
[00:01:13.680 --> 00:01:16.000]  而我們就拒絕了耶穌
[00:01:16.000 --> 00:01:18.440]  那耶穌被人趕了之後就沒有辦法了
[00:01:18.440 --> 00:01:20.320]  耶穌被人家趕了沒有辦法
[00:01:20.320 --> 00:01:23.040]  那就搭船回去約旦河另外一邊
[00:01:23.040 --> 00:01:25.360]  就搭船到約旦河的另外一邊
[00:01:25.360 --> 00:01:27.120]  那今天講這個故事呢
[00:01:27.120 --> 00:01:28.480]  今天講這個故事呢
[00:01:28.480 --> 00:01:33.640]  講到耶穌是令到這個葉魯的女兒復活
[00:01:33.640 --> 00:01:36.880]  就講到耶穌令這個艾魯的女兒
[00:01:36.880 --> 00:01:38.880]  中間有一段的插曲
[00:01:38.880 --> 00:01:39.920]  復活
[00:01:39.920 --> 00:01:41.200]  然後中間有一個插曲
[00:01:41.200 --> 00:01:44.960]  是一個女人她患了這個經血不止十二年
