
[00:00:00.000 --> 00:00:02.000]  鄧卿姐妹平安
[00:00:02.000 --> 00:00:05.000]  很高興今天有機會在主日的時候
[00:00:05.000 --> 00:00:08.000]  和大家一起在這裡崇拜神
[00:00:08.000 --> 00:00:12.000]  我今天就和大家分享的主題
[00:00:12.000 --> 00:00:14.000]  就是《結果子的生命》
[00:00:14.000 --> 00:00:16.000]  這是第三堂的了
[00:00:16.000 --> 00:00:18.000]  如果你前兩天沒有來
[00:00:18.000 --> 00:00:19.000]  那不要緊
[00:00:19.000 --> 00:00:22.000]  第三堂每一堂都是獨立的
[00:00:22.000 --> 00:00:25.000]  不用說沒有了一半廳
[00:00:25.000 --> 00:00:27.000]  我們就
[00:00:27.000 --> 00:00:28.000]  我們說
[00:00:28.000 --> 00:00:31.000]  大家看題目就是《結果子的生命》
[00:00:31.000 --> 00:00:33.000]  到底結果子有多少種果子呢
[00:00:33.000 --> 00:00:35.000]  這樣說吧
[00:00:35.000 --> 00:00:36.000]  大家都知道
[00:00:36.000 --> 00:00:38.000]  你生過很多種
[00:00:38.000 --> 00:00:41.000]  你有葡萄籽又有無花果
[00:00:41.000 --> 00:00:43.000]  我們一般來講
[00:00:43.000 --> 00:00:45.000]  是有兩種
[00:00:45.000 --> 00:00:46.000]  我們講的果子
[00:00:46.000 --> 00:00:47.000]  兩類的果子
[00:00:47.000 --> 00:00:51.000]  一類的果子叫做生命的果子
[00:00:51.000 --> 00:00:54.000]  一類的果子叫做生活的果子
[00:00:54.000 --> 00:00:55.000]  我今天就分享來講
[00:00:55.000 --> 00:00:57.000]  什麼叫做生命的果子
[00:00:57.000 --> 00:00:59.000]  什麼叫做生活的果子
[00:00:59.000 --> 00:01:00.000]  我們來看看
[00:01:00.000 --> 00:01:05.000]  先講生命的果子
[00:01:05.000 --> 00:01:08.000]  結生命的果子就是
[00:01:08.000 --> 00:01:09.000]  聖靈的果子
[00:01:09.000 --> 00:01:12.000]  剛才大家讀經文
[00:01:12.000 --> 00:01:14.000]  就是一個生命的果子
[00:01:14.000 --> 00:01:16.000]  怎樣結生命的果子呢
[00:01:16.000 --> 00:01:17.000]  就是如果你信了耶穌
[00:01:17.000 --> 00:01:19.000]  你重生得救之後
[00:01:19.000 --> 00:01:22.000]  就有耶穌的生命在你裡面
[00:01:22.000 --> 00:01:24.000]  如果你未信耶穌
[00:01:24.000 --> 00:01:26.000]  第一聖靈不在你裡面
[00:01:26.000 --> 00:01:29.000]  第二耶穌的生命也不在你裡面
[00:01:29.000 --> 00:01:30.000]  但是你信了耶穌
[00:01:30.000 --> 00:01:32.000]  重生得救之後
[00:01:32.000 --> 00:01:35.000]  接納了耶穌做你個人救主之後
[00:01:35.000 --> 00:01:38.000]  於是耶穌的生命進到你裡面
[00:01:38.000 --> 00:01:40.000]  就成為你的救主
[00:01:40.000 --> 00:01:41.000]  和你生命的主
[00:01:41.000 --> 00:01:44.000]  和聖靈的同事進到你生命裡面
[00:01:44.000 --> 00:01:46.000]  當聖靈進到你生命裡面
[00:01:46.000 --> 00:01:48.000]  你就可以結合一個果子
[00:01:48.000 --> 00:01:49.000]  叫做聖靈的果子
[00:01:49.000 --> 00:01:51.000]  我們基督徒一般來講
[00:01:51.000 --> 00:01:52.000]  當你信耶穌的時候
[00:01:52.000 --> 00:01:54.000]  叫做聖靈內著
[00:01:54.000 --> 00:01:56.000]  如果你是基督徒你就不要說
[00:01:56.000 --> 00:01:58.000]  聖靈進來呀進來呀
[00:01:58.000 --> 00:01:59.000]  充滿我呀充滿我
[00:01:59.000 --> 00:02:00.000]  你不要這樣說
[00:02:00.000 --> 00:02:01.000]  因為聖靈已經在你裡面
[00:02:01.000 --> 00:02:02.000]  不需要他進來的了
[00:02:02.000 --> 00:02:04.000]  如果你有一個客人
[00:02:04.000 --> 00:02:05.000]  已經在你家裡面
[00:02:05.000 --> 00:02:06.000]  你就不用說
[00:02:06.000 --> 00:02:08.000]  喂 進來啦進來啦
[00:02:08.000 --> 00:02:10.000]  這個就是聖靈內著
[00:02:10.000 --> 00:02:11.000]  聖靈在你裡面
[00:02:11.000 --> 00:02:13.000]  你就可以結聖靈的果子了
[00:02:13.000 --> 00:02:15.000]  被聖靈充滿的意思
[00:02:15.000 --> 00:02:16.000]  什麼叫被聖靈充滿
[00:02:16.000 --> 00:02:18.000]  我們都聽過這個名詞
[00:02:18.000 --> 00:02:20.000]  被聖靈充滿就不是
[00:02:20.000 --> 00:02:22.000]  哇 現在聖靈啊
[00:02:22.000 --> 00:02:24.000]  只有三分一在這裡
[00:02:24.000 --> 00:02:25.000]  你還有三分二在外面
[00:02:25.000 --> 00:02:26.000]  那你進來啦
[00:02:26.000 --> 00:02:27.000]  越來啦我就好了
[00:02:27.000 --> 00:02:28.000]  四十 百分之四十
[00:02:28.000 --> 00:02:29.000]  百分之五十那裡充滿
[00:02:29.000 --> 00:02:31.000]  我就不是這樣的意思
[00:02:31.000 --> 00:02:32.000]  聖靈充滿就是說
[00:02:32.000 --> 00:02:34.000]  你的生命被聖靈掌管
[00:02:34.000 --> 00:02:36.000]  聖靈已經在你裡面了
[00:02:36.000 --> 00:02:37.000]  如果聖靈在你裡面
[00:02:37.000 --> 00:02:39.000]  你就有一個選擇的
[00:02:39.000 --> 00:02:40.000]  你說聖靈啊你掌管我
[00:02:40.000 --> 00:02:41.000]  你話事
[00:02:41.000 --> 00:02:42.000]  我生命裡面
[00:02:42.000 --> 00:02:43.000]  另外一個做法就是
[00:02:43.000 --> 00:02:44.000]  喂 聖靈
[00:02:44.000 --> 00:02:45.000]  不要話事
[00:02:45.000 --> 00:02:46.000]  我話事
[00:02:46.000 --> 00:02:47.000]  你在裡面你就做客人
[00:02:47.000 --> 00:02:48.000]  你可以這樣
[00:02:48.000 --> 00:02:49.000]  而且呢
[00:02:49.000 --> 00:02:50.000]  有時候就說
[00:02:50.000 --> 00:02:52.000]  聖靈我有一個時候
[00:02:52.000 --> 00:02:53.000]  你就話事
[00:02:53.000 --> 00:02:54.000]  另一個時候我告假
[00:02:54.000 --> 00:02:55.000]  你不要話事
[00:02:55.000 --> 00:02:56.000]  等我自己話事
[00:02:56.000 --> 00:02:58.000]  這個有什麼意思
[00:02:58.000 --> 00:02:59.000]  我們說到聖靈充滿
[00:02:59.000 --> 00:03:00.000]  很簡單
[00:03:00.000 --> 00:03:02.000]  就是你的生命
[00:03:02.000 --> 00:03:04.000]  被聖靈掌管的意思
[00:03:04.000 --> 00:03:06.000]  如果你生命
[00:03:06.000 --> 00:03:07.000]  被聖靈掌管的時候
[00:03:07.000 --> 00:03:09.000]  你就自然揭出
[00:03:09.000 --> 00:03:10.000]  那個聖靈的果子
[00:03:10.000 --> 00:03:11.000]  這個聖靈的果子
[00:03:11.000 --> 00:03:13.000]  我們就叫做內在的果子
[00:03:13.000 --> 00:03:15.000]  那有什麼果子啊
[00:03:15.000 --> 00:03:16.000]  如果聖靈掌管你
[00:03:16.000 --> 00:03:18.000]  如果聖靈在你生命裡面話事
[00:03:18.000 --> 00:03:20.000]  那你有什麼呢
[00:03:20.000 --> 00:03:21.000]  我們看看
[00:03:21.000 --> 00:03:22.000]  我們看看聖靈的果子是什麼
[00:03:22.000 --> 00:03:23.000]  聖經裡面說
[00:03:23.000 --> 00:03:25.000]  聖靈有九種果子
[00:03:25.000 --> 00:03:27.000]  如果你被聖靈話事
[00:03:27.000 --> 00:03:28.000]  你的人
[00:03:28.000 --> 00:03:29.000]  你的生命
[00:03:29.000 --> 00:03:30.000]  就有人愛
[00:03:30.000 --> 00:03:31.000]  有喜樂
[00:03:31.000 --> 00:03:32.000]  有和平
[00:03:32.000 --> 00:03:33.000]  有忍耐
[00:03:33.000 --> 00:03:34.000]  有溫柔
[00:03:34.000 --> 00:03:35.000]  有恩慈
[00:03:35.000 --> 00:03:36.000]  有良善
[00:03:36.000 --> 00:03:37.000]  有信誓
[00:03:37.000 --> 00:03:38.000]  有溫柔
[00:03:38.000 --> 00:03:39.000]  有節制
[00:03:39.000 --> 00:03:40.000]  九種果子
