
[00:00:00.000 --> 00:00:05.000]  今天是復活節,無論你現在在哪裡,
[00:00:05.000 --> 00:00:13.000]  讓我先恭祝你復活節非常非常快樂!
[00:00:13.000 --> 00:00:19.500]  在我們整個信仰當中,復活節是個最快樂的日子,
[00:00:19.500 --> 00:00:27.500]  因為復活節是我們整個信仰當中不可少的支柱。
[00:00:27.500 --> 00:00:31.000]  為什麼復活節這麼重要呢?
[00:00:31.000 --> 00:00:39.000]  因為主的復活證明了耶穌的確是神的兒子,
[00:00:39.000 --> 00:00:47.500]  主的復活也證明祂能夠勝過罪惡死亡的權柄。
[00:00:47.500 --> 00:00:56.000]  祂的復活也證明了祂的確為我們人類開了一條又新又活的道路,
[00:00:56.000 --> 00:01:02.500]  讓我們不再活在羞恥和恐懼當中。
[00:01:02.500 --> 00:01:11.000]  今天在耶穌的記錄裡面,我們可以享受自由喜樂的生命。
[00:01:11.000 --> 00:01:19.000]  今天我看見很多的信徒在生活當中軟弱無力,
[00:01:19.000 --> 00:01:25.500]  就是因為不明白主復活所帶給我們的恩典,
[00:01:25.500 --> 00:01:34.500]  多少時候我們把主的復活只是當作一個宗教的知識,
[00:01:34.500 --> 00:01:40.000]  大家只是講講、聽聽、說說,
[00:01:40.000 --> 00:01:44.500]  好像跟我們沒有什麼直接的關係。
[00:01:44.500 --> 00:01:49.500]  但事實上主的復活與你大有關係,
[00:01:49.500 --> 00:01:53.000]  所以今天只要跟你一同分享,
[00:01:53.000 --> 00:01:58.500]  主復活帶給你的三個恩典。
[00:01:58.500 --> 00:02:07.000]  首先第一個恩典,主要賜給你一個得勝的生命。
[00:02:07.000 --> 00:02:11.000]  主要給你一個得勝的生命。
[00:02:11.000 --> 00:02:13.000]  今天我們所相信的主耶穌,
[00:02:13.000 --> 00:02:20.500]  祂不但為我們而死,而且從死裡復活了。
[00:02:20.500 --> 00:02:27.000]  祂不但是代替我們承受神對罪的刑罰,
[00:02:27.000 --> 00:02:32.000]  祂也要賜給我們每一個人新的生命。
[00:02:32.000 --> 00:02:41.000]  換句話說,耶穌基督的得勝,不是在十字架上一次的得勝而已。
[00:02:41.000 --> 00:02:49.000]  祂的心意是要在我們的裡面,每天帶領我們得勝。
[00:02:49.000 --> 00:02:55.000]  所以在哥林多後書第五章十七節裡面這樣說,
[00:02:55.000 --> 00:02:58.000]  所以若有人在基督裡,他就是新造的人,
[00:02:58.000 --> 00:03:06.000]  舊事已過都變成新的了。
[00:03:06.000 --> 00:03:14.000]  第二件事,你可知道你生命中的舊事是可以過去的嗎?
[00:03:14.000 --> 00:03:17.000]  無論是過去的罪惡或軟弱,
[00:03:17.000 --> 00:03:23.000]  無論是過去黑暗的詮釋,
[00:03:23.000 --> 00:03:26.000]  生命中的傷害,
[00:03:26.000 --> 00:03:30.000]  在基督裡都是可以成為過去的。
[00:03:30.000 --> 00:03:38.000]  因為主在十字架上已經斷開了一切罪惡、黑暗、詮釋的捆綁。
[00:03:38.000 --> 00:03:47.000]  今天我要你記住一件事情,
[00:03:47.000 --> 00:03:54.000]  一個已經被斷開的捆索是不能夠再捆綁你的。
[00:03:54.000 --> 00:04:02.000]  換句話說,今天你可以不必再活在罪惡羞愧當中了。
[00:04:02.000 --> 00:04:08.000]  你可以不必活在苦讀跟怨恨當中了。
[00:04:08.000 --> 00:04:14.000]  你可以宣告在基督裡一切的舊事已經過去了。
[00:04:14.000 --> 00:04:18.000]  那個鎖鏈已經被斷開了。
[00:04:18.000 --> 00:04:21.000]  一切都要變成新的。
[00:04:21.000 --> 00:04:25.000]  耶穌基督不但為你得勝,
[00:04:25.000 --> 00:04:32.000]  祂還要在你每天的生活當中帶領你得勝。
[00:04:32.000 --> 00:04:38.000]  不但我們今天可以得勝我們生命中的黑暗,
[00:04:38.000 --> 00:04:46.000]  而且神也給我們權柄來得勝仇敵的攻擊。
[00:04:46.000 --> 00:04:50.000]  你還記得有一次主耶穌在地上的時候,
[00:04:50.000 --> 00:04:55.000]  祂差遣七十個門徒兩個兩個出去,
[00:04:55.000 --> 00:05:01.000]  在路加福音第十章十七到十九節這樣說,
[00:05:01.000 --> 00:05:05.000]  十七說那七十個人歡歡喜喜回來說主啊,
[00:05:05.000 --> 00:05:14.000]  因祢的名,就是鬼也服了我們。
[00:05:14.000 --> 00:05:17.000]  十八節,耶穌就對他們說,
[00:05:17.000 --> 00:05:26.000]  我曾看見撒旦從上墜落像閃電一樣。
[00:05:26.000 --> 00:05:28.000]  十九節,耶穌接下來說,
[00:05:28.000 --> 00:05:32.000]  我已經給你們權柄可以踐踏蛇和蠍子,
[00:05:32.000 --> 00:05:34.000]  又勝過仇敵一切的能力,
[00:05:34.000 --> 00:05:46.000]  斷沒有什麼可以害你們。
[00:05:46.000 --> 00:05:51.000]  所以我們就想到這次新冠病毒的疫情,
[00:05:51.000 --> 00:05:56.000]  我告訴你這就是一個魔鬼撒旦的工作。
[00:05:56.000 --> 00:06:05.000]  因為聖經說魔鬼撒旦的工作就是偷竊、殺害、毀壞。
[00:06:05.000 --> 00:06:11.000]  我們看見這次疫情使得多少人失去生命,
[00:06:11.000 --> 00:06:13.000]  失去工作,
[00:06:13.000 --> 00:06:15.000]  失去平安,
[00:06:15.000 --> 00:06:18.000]  失去所擁有的東西。
[00:06:18.000 --> 00:06:20.000]  但神的話在這裡說,
[00:06:20.000 --> 00:06:25.000]  做神的兒女可以不必害怕。
[00:06:25.000 --> 00:06:30.000]  主已經把得勝的權柄賜給我們了。
[00:06:30.000 --> 00:06:33.000]  你知道在十七節裡面主這樣說,
[00:06:33.000 --> 00:06:40.000]  主啊,祢的名,就是連鬼都服了我們。
[00:06:40.000 --> 00:06:51.000]  這裡這個服這個字,在原文裡面就是有一種像電燈的開關一樣的意思。
[00:06:51.000 --> 00:06:56.000]  魔鬼雖然可以打開祂的作為,
[00:06:56.000 --> 00:07:03.000]  但今天靠著主得勝的名,我們可以關閉魔鬼的作為。
[00:07:03.000 --> 00:07:12.000]  哈利路亞,魔鬼雖然可以打開祂的作為,但我們可以奉主名來關閉。
[00:07:12.000 --> 00:07:21.000]  第二點,你可知道今天神給我們這樣的權柄來關閉魔鬼的作為嗎?
[00:07:21.000 --> 00:07:26.000]  可以關閉魔鬼在我們身上的作為,
[00:07:26.000 --> 00:07:36.000]  能夠關閉魔鬼在我們家庭中的作為,甚至能夠關閉魔鬼在我們社區,在我們城市的作為。
[00:07:36.000 --> 00:07:45.000]  所以第五點,今天我們需要為我們自己,為我們的家庭,為我們的城市來做宣告。
[00:07:45.000 --> 00:07:49.000]  事實上在這段居家隔離的日子,
[00:07:49.000 --> 00:07:59.000]  我常常覺得這是最好為社區行進禱告的時刻,反正現在散步是許可的。
[00:07:59.000 --> 00:08:10.000]  你就一邊散步,一邊宣告,奉主得勝名關閉魔鬼撒旦的作為,
[00:08:10.000 --> 00:08:14.000]  關閉這個病毒的蔓延。
[00:08:14.000 --> 00:08:23.000]  我相信當我們個人在不同的地區,憑信心一同來宣告的時候,
[00:08:23.000 --> 00:08:30.000]  我們就要看見神的手在我們中間施行拯救,
[00:08:30.000 --> 00:08:35.000]  神要親自指著魔鬼撒旦的作為來。
[00:08:35.000 --> 00:08:46.000]  第二,我們要看見主要永遠與我們同在,主要永遠與你同在。
[00:08:46.000 --> 00:08:54.000]  第二點,作為一個基督徒,無論你的環境如何改變,
[00:08:54.000 --> 00:09:02.000]  有一件事情是你需要確信,神必要與你同在。
[00:09:02.000 --> 00:09:06.000]  《約翰福音》十四章十六節這樣說,
[00:09:06.000 --> 00:09:19.000]  主說我要求父父就另外賜給你們一位寶慧師,叫祂永遠與你們同在。
[00:09:19.000 --> 00:09:24.000]  今天當我們接受耶穌做我們個人救主的時候,
[00:09:24.000 --> 00:09:29.000]  祂就要賜下聖靈內住在我們的裡面。
[00:09:29.000 --> 00:09:36.000]  聖靈不但與我們同在,而且就永遠不離開。
[00:09:36.000 --> 00:09:39.000]  什麼叫永遠不離開?
[00:09:39.000 --> 00:09:44.000]  意思就是你想趕也趕不走。
