
[00:00:00.000 --> 00:00:03.080]  今天跟大家一起再看一個題目
[00:00:03.080 --> 00:00:05.640]  在我二月份和四月份的時候
[00:00:05.640 --> 00:00:07.080]  都跟大家說過的
[00:00:07.080 --> 00:00:09.280]  就是我們要一起來思想一下
[00:00:09.280 --> 00:00:12.360]  我們是不是一個土著喜悅的人
[00:00:12.360 --> 00:00:14.360]  我想問大家還有沒有印象
[00:00:14.360 --> 00:00:17.120]  上一次那兩次說這個題目的時候
[00:00:17.120 --> 00:00:18.600]  是用了甚麼經文
[00:00:18.600 --> 00:00:22.240]  詩篇51篇
[00:00:22.240 --> 00:00:28.160]  希望大家有機會可以拿回舊的講章
[00:00:28.160 --> 00:00:30.160]  或者可以上網來看
[00:00:30.160 --> 00:00:32.560]  在詩篇51篇上一次說的時候
[00:00:32.560 --> 00:00:35.280]  我特別提到大衛來到神的面前
[00:00:35.280 --> 00:00:38.160]  來求神一個赦罪的過程
[00:00:38.160 --> 00:00:40.040]  在那時候我已經提過
[00:00:40.040 --> 00:00:42.560]  其實就好像我們在希伯來書
[00:00:42.560 --> 00:00:44.560]  有些經文的提醒
[00:00:44.560 --> 00:00:46.000]  大衛來到神的面前
[00:00:46.000 --> 00:00:50.000]  是求神親自來修理他
[00:00:50.000 --> 00:00:51.720]  為甚麼他來到神的面前
[00:00:51.720 --> 00:00:54.560]  要求神親自來修理呢
[00:00:54.560 --> 00:00:57.880]  我就提到希伯來書的第十章三十一節
[00:00:57.880 --> 00:00:59.200]  告訴我們原來
[00:00:59.200 --> 00:01:00.840]  當我們來到神的面前
[00:01:00.840 --> 00:01:03.320]  在神的手裡面的時候
[00:01:03.320 --> 00:01:04.600]  是很可怕的
[00:01:04.600 --> 00:01:06.080]  但是大衛居然不怕
[00:01:06.080 --> 00:01:08.000]  還願意來到神的面前
[00:01:08.000 --> 00:01:10.000]  求神來修理他
[00:01:10.000 --> 00:01:11.640]  來改造他
[00:01:11.640 --> 00:01:13.240]  但是我們說到原來
[00:01:13.240 --> 00:01:15.840]  不單單是在神的手裡面是可怕
[00:01:15.840 --> 00:01:16.600]  我告訴大家
[00:01:16.600 --> 00:01:19.880]  在人的手裡面是怎樣的
[00:01:19.880 --> 00:01:21.120]  更可怕
[00:01:21.120 --> 00:01:23.200]  所以你寧願在神的手裡面
[00:01:23.200 --> 00:01:25.040]  比在人的手裡面好
[00:01:25.040 --> 00:01:27.960]  但是因為希伯來書十二章的六節
[00:01:27.960 --> 00:01:29.600]  告訴我們一節很寶貴的經文
[00:01:29.600 --> 00:01:31.680]  他說主所愛的
[00:01:31.680 --> 00:01:32.720]  他會管教
[00:01:32.720 --> 00:01:34.320]  我們在神的手裡面
[00:01:34.320 --> 00:01:35.680]  接受神的修理
[00:01:35.680 --> 00:01:37.320]  接受神的管教
[00:01:37.320 --> 00:01:39.760]  是因為主愛我們
[00:01:39.760 --> 00:01:41.800]  是因為主喜悅我們
[00:01:41.800 --> 00:01:43.400]  如果神不喜悅你
[00:01:43.400 --> 00:01:44.800]  不愛你的時候
[00:01:44.800 --> 00:01:46.840]  又將我們丟出去
[00:01:46.840 --> 00:01:48.640]  由人來修理的時候
[00:01:48.640 --> 00:01:50.440]  那個更加可怕
[00:01:50.440 --> 00:01:51.200]  聖經提醒我們
[00:01:51.200 --> 00:01:52.880]  希伯來書告訴我們
[00:01:52.880 --> 00:01:55.480]  我們被神來管教
[00:01:55.480 --> 00:01:57.680]  是為了要得益處
[00:01:57.680 --> 00:01:59.000]  得成長
[00:01:59.000 --> 00:02:00.000]  所以在希伯來書
[00:02:00.000 --> 00:02:01.800]  其實是一本很寶貴的書
[00:02:01.800 --> 00:02:05.320]  我們上一季在教會的成長班課程裡面
[00:02:05.320 --> 00:02:06.880]  就已經一起來研讀了
[00:02:06.880 --> 00:02:08.640]  希伯來書的上半部
[00:02:08.640 --> 00:02:12.560]  所以很多弟兄姊妹都有這個背景
[00:02:12.560 --> 00:02:16.280]  大家都很熟悉希伯來書裡面的信息
[00:02:16.280 --> 00:02:17.760]  我會主要講到
[00:02:17.760 --> 00:02:19.440]  就是希伯來書的下半部
[00:02:19.440 --> 00:02:21.880]  特別是在第十一章到第十三章
[00:02:21.880 --> 00:02:23.080]  在這幾章的經文裡面
[00:02:23.080 --> 00:02:24.360]  我們看一些經文
[00:02:24.360 --> 00:02:25.800]  在當中來告訴我們
[00:02:25.800 --> 00:02:28.520]  我們可以怎樣做一個討主喜悅的人
[00:02:28.520 --> 00:02:31.840]  一個能夠神所喜悅的人的生命
[00:02:31.840 --> 00:02:33.240]  到底是怎樣呢?
[00:02:33.240 --> 00:02:34.680]  我們來看幾節經文
[00:02:34.680 --> 00:02:38.480]  我們先看第十一章的第五和第六節
[00:02:38.480 --> 00:02:40.640]  我們來讀這兩節經文
[00:02:40.640 --> 00:02:42.680]  你可以看手上的聖經
[00:02:42.680 --> 00:02:44.400]  也可以看我們的螢光幕
[00:02:44.400 --> 00:02:45.840]  我們讀完這兩節經文
[00:02:45.840 --> 00:02:47.040]  預備起
[00:02:47.040 --> 00:02:51.760]  「以諾恩爵信,被接去,不至於見死
[00:02:51.760 --> 00:02:53.720]  人也找不著他
[00:02:53.720 --> 00:02:56.720]  因為神已經把他接去了
[00:02:56.720 --> 00:02:59.040]  只是他被接去以先
[00:02:59.040 --> 00:03:03.160]  已經得了神喜悅他的名正
[00:03:03.160 --> 00:03:07.680]  人非有信就不能得神的喜悅
[00:03:07.680 --> 00:03:10.320]  因為到神面前來的人
[00:03:10.320 --> 00:03:12.200]  必須信有神
[00:03:12.200 --> 00:03:15.960]  且信他賞賜那尋求他的人」
[00:03:15.960 --> 00:03:18.360]  這裡很清楚講到
[00:03:18.360 --> 00:03:21.400]  以諾是神所喜悅的人
[00:03:21.400 --> 00:03:23.760]  所以我們從以諾的身上學習
[00:03:23.760 --> 00:03:25.400]  一個神所喜悅的人
[00:03:25.400 --> 00:03:27.160]  到底是一個怎樣的人呢?
[00:03:27.160 --> 00:03:29.400]  這裡講到第一個就是告訴我們
[00:03:29.400 --> 00:03:32.600]  神所喜悅的人是一個有信心的人
[00:03:32.600 --> 00:03:33.960]  有信心的人
[00:03:33.960 --> 00:03:35.440]  最重要第一樣就是
[00:03:35.440 --> 00:03:39.760]  他要信神的存在
[00:03:39.760 --> 00:03:41.120]  聖經很清楚講到
[00:03:41.120 --> 00:03:43.400]  人非有信就不能得神的喜悅
[00:03:43.400 --> 00:03:44.480]  因為到神面前來的人
[00:03:44.480 --> 00:03:46.240]  必須信有神
[00:03:46.240 --> 00:03:48.480]  我們一定要信神的存在
[00:03:48.480 --> 00:03:50.440]  我不知道今天大家來到教會
[00:03:50.440 --> 00:03:52.760]  參加崇拜、參加教會聚會
[00:03:52.760 --> 00:03:55.440]  可能有些新朋友來教會不是很多次
[00:03:55.440 --> 00:03:57.040]  我不知道你來到教會
[00:03:57.040 --> 00:03:58.400]  你有沒有抱著一個心
[00:03:58.400 --> 00:04:04.360]  你都至少相信有位神的存在
[00:04:04.360 --> 00:04:05.040]  或者你覺得
[00:04:05.040 --> 00:04:07.200]  其實我都不是很信有沒有神的
[00:04:07.200 --> 00:04:09.640]  不過儘管來聽一下
[00:04:09.640 --> 00:04:13.720]  我相信這個在我們人生的歷練裡面
[00:04:13.720 --> 00:04:15.240]  我們有時候都會問一下
[00:04:15.240 --> 00:04:16.480]  到底有沒有神呢?
[00:04:16.480 --> 00:04:19.040]  我不知道大家在我的基督徒里
[00:04:19.040 --> 00:04:20.680]  自己未信耶穌之前
[00:04:20.680 --> 00:04:24.640]  你自己在神這個觀念上
[00:04:24.640 --> 00:04:27.880]  你有沒有想過到底有沒有神呢?
[00:04:27.880 --> 00:04:29.840]  所以有時候我們都在
[00:04:29.840 --> 00:04:33.160]  每個人的生活層面裡面
[00:04:33.160 --> 00:04:35.360]  我想我們這個都是一個
[00:04:35.360 --> 00:04:38.400]  希望能夠給更多人去想
[00:04:38.400 --> 00:04:40.120]  特別有時候我們都會覺得
[00:04:40.120 --> 00:04:42.800]  我們今天有機會去接觸了很多
[00:04:42.800 --> 00:04:45.440]  從內地來的朋友、學生
[00:04:45.440 --> 00:04:46.640]  我們有時候都會覺得
[00:04:46.640 --> 00:04:48.520]  跟他們聊聊天、聊聊信仰
[00:04:48.520 --> 00:04:49.720]  有時候都不容易
[00:04:49.720 --> 00:04:51.520]  在我們過往的教育背景
[00:04:51.520 --> 00:04:52.960]  社會的背景裡面
[00:04:52.960 --> 00:04:56.080]  他們就已經在說沒有神的存在
[00:04:56.080 --> 00:04:58.120]  所以其實信神的存在
[00:04:58.120 --> 00:05:00.000]  是一個很基礎
[00:05:00.000 --> 00:05:02.320]  而是一個很重要的開始
[00:05:02.320 --> 00:05:03.320]  當然我又會看回
[00:05:03.320 --> 00:05:04.800]  其實實際上它又不是這樣
[00:05:04.800 --> 00:05:06.920]  在內地以我的經驗
[00:05:06.920 --> 00:05:10.720]  有時候我們去到一些比較鄉村的地方
[00:05:10.720 --> 00:05:12.040]  縱然過往幾十年
[00:05:12.040 --> 00:05:14.520]  是一個不同的教育環境
[00:05:14.520 --> 00:05:17.920]  但是其實特別是在中國人的心靈裡面
[00:05:17.920 --> 00:05:21.840]  很多人都會仍然信有一些
[00:05:21.840 --> 00:05:24.920]  比人更加高的一件事出來
[00:05:24.920 --> 00:05:25.760]  我想這個就是
[00:05:25.760 --> 00:05:28.160]  所以中國人很喜歡拜神
[00:05:28.160 --> 00:05:30.280]  基本上你告訴他哪一個靈
[00:05:30.280 --> 00:05:31.920]  你就到處去拜
[00:05:31.920 --> 00:05:33.720]  所以其實很多人都會覺得
[00:05:33.720 --> 00:05:35.840]  有神的存在
[00:05:35.840 --> 00:05:38.560]  但是最重要一個問題我想問
[00:05:38.560 --> 00:05:40.440]  我們信神的存在
[00:05:40.440 --> 00:05:43.480]  但是到底這位神是怎樣的神呢?
[00:05:43.480 --> 00:05:45.560]  可能才更加重要
[00:05:45.560 --> 00:05:47.320]  你可以問到很多的人
[00:05:47.320 --> 00:05:48.960]  就算在內地
[00:05:48.960 --> 00:05:51.600]  在這幾十年裡面的社會主義的影響
[00:05:51.600 --> 00:05:52.520]  但是我會提
[00:05:52.520 --> 00:05:54.320]  可能他們心裡面都有一個神
[00:05:54.320 --> 00:05:56.960]  但是到底是一個怎樣的神呢?
[00:05:56.960 --> 00:05:58.840]  才是更加重要
[00:05:58.840 --> 00:06:02.000]  所以我想我們也要給大家姐妹一個挑戰
[00:06:02.000 --> 00:06:03.920]  到底今天你所相信的
[00:06:03.920 --> 00:06:06.640]  是一個怎樣的神?
[00:06:06.640 --> 00:06:07.840]  你來到教會
[00:06:07.840 --> 00:06:09.280]  可能很大的程度
[00:06:09.280 --> 00:06:11.200]  你都已經信有神的存在
[00:06:11.200 --> 00:06:13.520]  但是到底你信一位怎樣的神
[00:06:13.520 --> 00:06:17.280]  我覺得這個才是同樣重要
[00:06:17.280 --> 00:06:18.280]  最近有一位
[00:06:18.280 --> 00:06:21.800]  大家可能都看新聞、看報紙
[00:06:21.800 --> 00:06:23.560]  看不同的雜誌都會有介紹
[00:06:23.560 --> 00:06:25.760]  一位基督徒的藝人
[00:06:25.760 --> 00:06:27.800]  羅慧娟姐妹
[00:06:27.800 --> 00:06:30.840]  她已經離開了這個世界
[00:06:30.840 --> 00:06:32.240]  羅慧娟姐妹其實跟我們教會
[00:06:32.240 --> 00:06:33.520]  都有些合作的機會
[00:06:33.520 --> 00:06:36.160]  我還記得有一次是我們教會的報道會
[00:06:36.160 --> 00:06:38.360]  請她來跟我們分享見證
[00:06:38.360 --> 00:06:41.040]  我那晚的報道會就負責做主席
[00:06:41.040 --> 00:06:42.400]  我想我也是坐這個位置
[00:06:42.400 --> 00:06:44.200]  羅慧娟就坐在旁邊
[00:06:44.200 --> 00:06:45.960]  她也是一個
[00:06:45.960 --> 00:06:47.600]  當時跟我們有些合作
[00:06:47.600 --> 00:06:50.760]  來傳福音的工作
[00:06:50.760 --> 00:06:53.120]  我想在她的離開裏面
[00:06:53.120 --> 00:06:57.600]  帶來很多人有不同的挑戰
[00:06:57.600 --> 00:06:58.840]  她離開之後
[00:06:58.840 --> 00:07:00.320]  也有很多不同的報道
[00:07:00.320 --> 00:07:02.520]  我覺得都是很正面
[00:07:02.520 --> 00:07:04.600]  我覺得是一個很好的見證
[00:07:04.600 --> 00:07:08.560]  其中一個就是她在香港開的追思會
[00:07:08.560 --> 00:07:11.120]  或者在新加坡開的「某一七禮拜」裏面
[00:07:11.120 --> 00:07:13.320]  她都送了一些金句卡
[00:07:13.320 --> 00:07:15.600]  來給參加出席者
[00:07:15.600 --> 00:07:17.120]  其中一張金句卡
[00:07:17.120 --> 00:07:20.320]  那些卡都是她手寫的
[00:07:20.320 --> 00:07:21.760]  她寫到其中一張
[00:07:21.760 --> 00:07:22.720]  我覺得很有意思
[00:07:22.720 --> 00:07:24.040]  我想和大家來看
[00:07:24.040 --> 00:07:26.320]  剛剛就是我們希伯來書的經文
[00:07:26.320 --> 00:07:28.640]  第十三章的第八節
[00:07:28.640 --> 00:07:30.040]  我們一起來讀一次
[00:07:30.040 --> 00:07:31.040]  預備起
[00:07:31.040 --> 00:07:34.200]  耶穌基督昨日今日
[00:07:34.200 --> 00:07:37.760]  一直到永遠是一樣的
[00:07:37.760 --> 00:07:42.560]  這個就是羅慧娟所相信的神
[00:07:42.560 --> 00:07:45.600]  可能她的神對她來說有很多的影響
[00:07:45.600 --> 00:07:47.160]  她對神有很多的認識
[00:07:47.160 --> 00:07:48.800]  但我覺得她其中一個就是
[00:07:48.800 --> 00:07:51.680]  很相信這位永遠永遠和她一起的神
[00:07:51.680 --> 00:07:54.520]  是永無改變的神
[00:07:54.520 --> 00:07:56.760]  就是這位耶穌基督
[00:07:56.760 --> 00:08:00.440]  我不知道你心目中的神是怎樣的神
[00:08:00.440 --> 00:08:03.560]  可能每個人對神的認識都不同
[00:08:03.560 --> 00:08:05.200]  我希望大家的認識
[00:08:05.200 --> 00:08:06.600]  都是回到聖經
[00:08:06.600 --> 00:08:10.400]  去更深的認識我們的神
[00:08:10.400 --> 00:08:13.160]  其實除了送一些金具之外
[00:08:13.160 --> 00:08:16.160]  在她的追思會裏面有一本紀念冊
[00:08:16.160 --> 00:08:17.680]  紀念冊的封面
[00:08:17.680 --> 00:08:20.440]  用了四個字來做一個封面
[00:08:20.440 --> 00:08:25.080]  就是在說「恩典救容」
[00:08:25.080 --> 00:08:28.080]  這個就是在哥林多後書裏面所說的
[00:08:28.080 --> 00:08:30.920]  我相信你是羅慧娟裏面所認識
[00:08:30.920 --> 00:08:32.640]  這位姐妹認識的神是甚麼
[00:08:32.640 --> 00:08:34.760]  是一位有豐盛的恩典
[00:08:34.760 --> 00:08:37.360]  有救容恩典給她的神
[00:08:37.360 --> 00:08:41.080]  不知道這位是否你所認識的神呢
