
[00:00:00.000 --> 00:00:01.520]  今天分享的題目是
[00:00:01.520 --> 00:00:03.280]  神國的真諦
[00:00:03.280 --> 00:00:05.280]  單純的信靠
[00:00:05.280 --> 00:00:07.840]  以及全心的跟隨
[00:00:07.840 --> 00:00:11.920]  我不知道大家有沒有玩過一個團體建立的活動
[00:00:11.920 --> 00:00:13.800]  叫做TrustFall
[00:00:13.800 --> 00:00:15.600]  有些人就將它直譯
[00:00:15.600 --> 00:00:18.440]  中文叫做信心跌落
[00:00:18.440 --> 00:00:22.120]  這是一個團隊精神建立的活動
[00:00:22.120 --> 00:00:23.760]  不過我先在這裡講講
[00:00:23.760 --> 00:00:25.400]  因為有錄音一定要先講講
[00:00:25.400 --> 00:00:27.400]  這個活動是有危險性的
[00:00:27.400 --> 00:00:29.480]  所以大家不要就這麼自己玩
[00:00:29.480 --> 00:00:34.600]  一定要有專業受過訓練的教練帶著你們玩
[00:00:34.600 --> 00:00:35.640]  才好玩
[00:00:35.640 --> 00:00:37.320]  那麼這個活動是怎麼樣的呢?
[00:00:37.320 --> 00:00:38.760]  就會有一群人
[00:00:38.760 --> 00:00:42.600]  那麼有一群人就會按照導師的指導
[00:00:42.600 --> 00:00:45.520]  去組成一個人肉的安全網
[00:00:45.520 --> 00:00:48.320]  然後有一個人就憑著信心
[00:00:48.320 --> 00:00:51.720]  跳落這個人肉的安全網
[00:00:51.720 --> 00:00:55.640]  如果大家都是按照著教練的指導
[00:00:55.640 --> 00:00:58.040]  其實這個人肉的安全網
[00:00:58.040 --> 00:01:02.840]  是可以安全地接到跳下去這個人的
[00:01:02.840 --> 00:01:06.200]  那麼這個活動其實我也玩過不少次的
[00:01:06.200 --> 00:01:10.400]  那麼我曾經就是做過安全網的成員
[00:01:10.400 --> 00:01:11.760]  是的,就好像現在這樣
[00:01:11.760 --> 00:01:14.120]  安全網的成員
[00:01:14.120 --> 00:01:16.800]  那麼我記得我做安全網成員的時候
[00:01:16.800 --> 00:01:18.120]  我就在想
[00:01:18.120 --> 00:01:20.800]  是不是真的按照這個導師的指示
[00:01:20.800 --> 00:01:22.480]  這樣做一個安全網
[00:01:22.480 --> 00:01:24.720]  當那個人跳下來的時候
[00:01:24.720 --> 00:01:29.240]  我們就真的很安全地去接住他呢?
[00:01:29.240 --> 00:01:31.520]  那麼你可能會問
[00:01:31.520 --> 00:01:34.440]  那麼你有沒有試過做跳下來的那個人呢?
[00:01:34.440 --> 00:01:35.720]  我試過啊
[00:01:35.720 --> 00:01:36.960]  好啊
[00:01:36.960 --> 00:01:38.160]  有一次呢
[00:01:38.160 --> 00:01:43.360]  我參加一個是有幾十位目者一起參加的活動
[00:01:43.360 --> 00:01:46.880]  那麼這幾十位目者我們一起參加一個團隊建立的運動
[00:01:46.880 --> 00:01:50.120]  那麼其中一個的活動就是這個 trust fall (信任摩擦)
[00:01:50.120 --> 00:01:53.840]  那麼我們三十多位目者在這裡在聽指示
[00:01:53.840 --> 00:01:55.160]  於是那個教練就說
[00:01:55.160 --> 00:01:56.240]  現在你們記住
[00:01:56.240 --> 00:01:58.840]  待會你們會抽籤
[00:01:58.840 --> 00:02:01.640]  抽一個人出來做跳下來的那個
[00:02:01.640 --> 00:02:06.680]  其他的就請按照指示一起去組成這個安全網
[00:02:06.680 --> 00:02:09.960]  於是我們三十多位目者同心協同
[00:02:09.960 --> 00:02:11.160]  包括我自己
[00:02:11.160 --> 00:02:13.640]  千萬不要抽到是姚珍啊
[00:02:13.640 --> 00:02:15.360]  千萬不要抽到我
[00:02:15.360 --> 00:02:17.840]  千萬不要是姚珍啊
[00:02:17.840 --> 00:02:21.160]  那麼原來有時候禱告是美夢英雲的
[00:02:21.160 --> 00:02:25.760]  那這三十多位目者包括我自己一起同心祈禱主啊
[00:02:25.760 --> 00:02:28.760]  跳下來那個千萬不要是我的時候
[00:02:28.760 --> 00:02:30.280]  一抽
[00:02:30.280 --> 00:02:32.640]  就抽到姚珍啊
[00:02:32.640 --> 00:02:33.640]  然後呢
[00:02:33.640 --> 00:02:35.240]  就說不是啊
[00:02:35.240 --> 00:02:38.160]  真的是姚珍啊
[00:02:38.160 --> 00:02:40.120]  那麼大家很害怕是不是?
[00:02:40.120 --> 00:02:41.840]  其實我也很害怕啊我想說
[00:02:41.840 --> 00:02:43.600]  於是我就站在一旁
[00:02:43.600 --> 00:02:45.840]  我站在一旁就看著這三十多位目者
[00:02:45.840 --> 00:02:51.000]  就按照這個教練組成了一個安全網
[00:02:51.000 --> 00:02:54.800]  我真的那時候很明白什麼是全心的信靠
[00:02:54.800 --> 00:02:59.160]  因為我不斷不斷祈禱主啊
[00:02:59.160 --> 00:03:01.880]  我待會怎麼跳下去這個安全網呢?
[00:03:01.880 --> 00:03:05.760]  我都深信下面那三十多位目者同心了祈禱主啊
[00:03:05.760 --> 00:03:09.760]  我們待會怎麼能夠接著姚珍這樣跳下來呢?
[00:03:09.760 --> 00:03:14.480]  但是當三十多位目者真的按照導師的指示組成了一個安全網
[00:03:14.480 --> 00:03:16.080]  那麼我就站在上面了
[00:03:16.080 --> 00:03:18.320]  站在上面之後教練就說
[00:03:18.320 --> 00:03:20.200]  姚珍跳吧
[00:03:20.200 --> 00:03:21.920]  真的跳啊?
[00:03:21.920 --> 00:03:23.760]  不是吧?
[00:03:23.760 --> 00:03:25.320]  跳吧
[00:03:25.320 --> 00:03:28.800]  接著我明明聽到我問真的跳而已
[00:03:28.800 --> 00:03:31.040]  誰知道原來下面安全網的人都說
[00:03:31.040 --> 00:03:32.400]  不是吧教練?
[00:03:32.400 --> 00:03:34.560]  真的跳啊?
[00:03:34.560 --> 00:03:38.760]  大家都在問是不是真的跳啊
[00:03:38.760 --> 00:03:40.720]  於是教練就說姚珍
[00:03:40.720 --> 00:03:42.520]  憑信心跳
[00:03:42.520 --> 00:03:43.360]  接著我就說
[00:03:43.360 --> 00:03:47.280]  啊!我真的跳了
[00:03:47.280 --> 00:03:48.840]  於是跳了下來
[00:03:48.840 --> 00:03:50.280]  原來真的厲害了
[00:03:50.280 --> 00:03:54.080]  這個安全網真的很輕易就接住我了
[00:03:54.080 --> 00:03:56.120]  然後我跟那個目者聊天
[00:03:56.120 --> 00:03:57.240]  他很坦白的說
[00:03:57.240 --> 00:04:00.600]  剛才我以為我的手是會斷的
[00:04:00.600 --> 00:04:01.920]  但是居然
[00:04:01.920 --> 00:04:03.800]  原來我們做成一個安全網
[00:04:03.800 --> 00:04:05.320]  你掉下來的時候
[00:04:05.320 --> 00:04:07.920]  又不是真的這麼重而已
[00:04:07.920 --> 00:04:08.920]  感恩啊
[00:04:08.920 --> 00:04:09.960]  那麼跳下來會是怎麼樣呢?
[00:04:09.960 --> 00:04:10.480]  就是這樣
[00:04:10.480 --> 00:04:11.840]  跳
[00:04:11.840 --> 00:04:15.200]  那麼他們就接住我了
[00:04:15.200 --> 00:04:17.320]  但是原來有時候我們的生命
[00:04:17.320 --> 00:04:19.760]  當我們說跟隨神的時候
[00:04:19.760 --> 00:04:22.920]  其實我們有時候也很像這個例子的
[00:04:22.920 --> 00:04:23.960]  我不知道你有沒有試過
[00:04:23.960 --> 00:04:24.760]  你也問神
[00:04:24.760 --> 00:04:25.840]  神啊
[00:04:25.840 --> 00:04:27.920]  是不是真的這麼走的?
[00:04:27.920 --> 00:04:30.040]  這麼走是不是真的可以的?
[00:04:30.040 --> 00:04:31.200]  當聖經說不是啊
[00:04:31.200 --> 00:04:33.080]  你憑信心按著聖經的真理走
[00:04:33.080 --> 00:04:33.680]  你可能也會問
[00:04:33.680 --> 00:04:34.800]  神啊
[00:04:34.800 --> 00:04:36.280]  是不是真的這樣的?
[00:04:36.280 --> 00:04:37.800]  是不是真的去的?
[00:04:37.800 --> 00:04:39.360]  是不是真的這麼做的?
[00:04:39.360 --> 00:04:42.360]  生命裡面我們有時候也面對不同的掙扎
[00:04:42.360 --> 00:04:43.800]  可能我們也會問神
[00:04:43.800 --> 00:04:46.960]  我們是不是真的單單憑著信心
[00:04:46.960 --> 00:04:49.640]  單單按著你的心意
[00:04:49.640 --> 00:04:53.720]  單單按著聖經的教導和價值觀走就可以了
[00:04:53.720 --> 00:04:57.560]  也就是說我們其實可以跟隨這個世界
[00:04:57.560 --> 00:05:00.320]  所以今天我們要學習的一個功課就是
[00:05:00.320 --> 00:05:04.320]  今天我們的生命是不是單單的信靠
[00:05:04.320 --> 00:05:06.080]  而今天我們的生命
[00:05:06.080 --> 00:05:09.120]  又是不是全心的跟隨呢?
[00:05:09.120 --> 00:05:10.120]  今天的題目
[00:05:10.120 --> 00:05:11.640]  神國的真諦
[00:05:11.640 --> 00:05:13.520]  單純的信靠
[00:05:13.520 --> 00:05:15.520]  全心的跟隨
[00:05:15.520 --> 00:05:18.920]  讓我們一起在《路加福音》十八章那段聖經裡面
[00:05:18.920 --> 00:05:22.720]  我們一起去學習三個生命很重要的功課
[00:05:22.720 --> 00:05:24.920]  今天我們學習的第一個功課
[00:05:24.920 --> 00:05:29.320]  是我們要有好像小孩子那樣的信靠
[00:05:29.320 --> 00:05:31.960]  我們一起由第十八章的十五節
[00:05:31.960 --> 00:05:33.480]  讀到第十七節好不好呢?
[00:05:33.480 --> 00:05:33.880]  一起讀
[00:05:33.880 --> 00:05:35.080]  一二三
[00:05:35.080 --> 00:05:39.560]  有人抱著自己的鷹鞋來見耶穌
[00:05:39.560 --> 00:05:41.560]  要他摸他們
[00:05:41.560 --> 00:05:45.200]  門徒看見就擲避那些人
[00:05:45.200 --> 00:05:48.160]  耶穌卻叫他們來說
[00:05:48.160 --> 00:05:51.320]  讓小孩子到我這裡來
[00:05:51.320 --> 00:05:53.400]  不要禁止他們
[00:05:53.400 --> 00:05:57.480]  因為在神國的正是這樣的人
[00:05:57.480 --> 00:05:59.880]  我實在告訴你們
[00:05:59.880 --> 00:06:02.320]  凡要承受神國的
[00:06:02.320 --> 00:06:04.680]  若不讓小孩子
[00:06:04.680 --> 00:06:06.760]  斷不能進去
[00:06:06.760 --> 00:06:08.760]  當我們看這段聖經的時候
[00:06:08.760 --> 00:06:10.360]  我們看到有一些人
[00:06:10.360 --> 00:06:12.840]  將那些鷹鞋帶來見耶穌
[00:06:12.840 --> 00:06:16.000]  這鷹鞋除了是說那些初生的鷹鞋
[00:06:16.000 --> 00:06:19.120]  也包括一些年幼的小孩子
[00:06:19.120 --> 00:06:21.880]  人們抱著他們的小孩子來見耶穌
[00:06:21.880 --> 00:06:23.680]  很想耶穌摸他們
[00:06:23.680 --> 00:06:26.960]  很想耶穌賜福給他們的小孩子
[00:06:26.960 --> 00:06:29.000]  在《路加福音》其他的地方也講到
[00:06:29.000 --> 00:06:31.520]  耶穌伸手去摸人的時候
[00:06:31.520 --> 00:06:34.120]  代表著他能力的彰顯
[00:06:34.120 --> 00:06:36.760]  但是當人們將小孩子帶到耶穌的時候
[00:06:36.760 --> 00:06:37.640]  這裡告訴我們
[00:06:37.640 --> 00:06:41.200]  門徒看見就擲避那些人
[00:06:41.200 --> 00:06:43.440]  為什麼門徒會擲避那些人呢?
[00:06:43.440 --> 00:06:48.000]  因為當時小朋友在社會上的地位
[00:06:48.000 --> 00:06:49.440]  是很低微的
[00:06:49.440 --> 00:06:52.320]  現在小朋友有些地位很高的
[00:06:52.320 --> 00:06:54.560]  我曾經試過喝茶
[00:06:54.560 --> 00:06:56.200]  喝茶很吵的
[00:06:56.200 --> 00:06:57.720]  但是旁邊的桌子
[00:06:57.720 --> 00:07:00.160]  有一家人男女老友
[00:07:00.160 --> 00:07:02.400]  即是奶奶、爺爺一起
[00:07:02.400 --> 00:07:03.480]  突然間
[00:07:03.480 --> 00:07:04.960]  那個媽媽跟整個桌子的人說
[00:07:04.960 --> 00:07:07.320]  噓!
[00:07:07.320 --> 00:07:08.720]  不要走
[00:07:08.720 --> 00:07:10.320]  我說怎麼回事?
[00:07:10.320 --> 00:07:12.040]  寶寶睡著了
[00:07:12.040 --> 00:07:14.880]  你沒有人可以吵醒我的寶寶
[00:07:14.880 --> 00:07:17.080]  你看看現在小朋友的地位多高
[00:07:17.080 --> 00:07:18.080]  讓他大聲地噓
[00:07:18.080 --> 00:07:19.960]  讓他噓過來我的桌子
[00:07:19.960 --> 00:07:22.280]  我心想你是不是也在噓我?
[00:07:22.280 --> 00:07:24.080]  現在小朋友的地位很高
[00:07:24.080 --> 00:07:26.160]  但是當時的小朋友
[00:07:26.160 --> 00:07:28.280]  地位是很低微的
[00:07:28.280 --> 00:07:30.600]  所以在這裡有一個價值觀
[00:07:30.600 --> 00:07:33.160]  就是門徒覺得這些地位這麼低微的人
[00:07:33.160 --> 00:07:35.520]  他們是不配來到耶穌面前的
[00:07:35.520 --> 00:07:37.440]  我們之前看過法利賽人
[00:07:37.440 --> 00:07:39.560]  和瑞利禱告的比喻
[00:07:39.560 --> 00:07:41.800]  法利賽人覺得自己配得
[00:07:41.800 --> 00:07:43.600]  就站得很前
[00:07:43.600 --> 00:07:46.040]  然後就藐視別人
[00:07:46.040 --> 00:07:49.120]  那些世界上覺得最沒有地位
[00:07:49.120 --> 00:07:50.480]  最沒有功德的人
[00:07:50.480 --> 00:07:53.520]  你帶他去耶穌面前做什麼呢?
[00:07:53.520 --> 00:07:55.640]  不要浪費耶穌的時間
[00:07:55.640 --> 00:07:57.760]  在這裡反映一個價值觀
[00:07:57.760 --> 00:08:00.520]  就是人覺得不重要的事情
[00:08:00.520 --> 00:08:04.160]  就不要佔用耶穌的時間
[00:08:04.160 --> 00:08:07.200]  但是在這裡耶穌要顛覆他們的價值觀
[00:08:07.200 --> 00:08:09.320]  如果我們看第十六節
[00:08:09.320 --> 00:08:11.600]  耶穌顛覆了這些人的價值觀
[00:08:11.600 --> 00:08:12.760]  耶穌說什麼呢?
[00:08:12.760 --> 00:08:16.760]  「讓小孩子來到我這裡來」
[00:08:16.760 --> 00:08:19.120]  「不要禁止他們」
[00:08:19.120 --> 00:08:22.120]  但是接著耶穌說了一個更加顛覆的話
[00:08:22.120 --> 00:08:23.000]  他說為什麼呢?
[00:08:23.000 --> 00:08:25.760]  他說因為在神國裡面的
[00:08:25.760 --> 00:08:28.320]  就是好像這些小朋友一樣
[00:08:28.320 --> 00:08:30.360]  門徒覺得這些沒有地位
[00:08:30.360 --> 00:08:32.280]  沒有功德的小朋友
[00:08:32.280 --> 00:08:33.680]  耶穌反而說
[00:08:33.680 --> 00:08:37.200]  神國裡面的人就好像這些小朋友一樣
[00:08:37.200 --> 00:08:41.360]  那究竟什麼是「讓小孩子」呢?
[00:08:41.360 --> 00:08:45.240]  小孩子是會全然依靠父母的
[00:08:45.240 --> 00:08:50.600]  而「讓小孩子」就是代表我們的生命要全然依靠上帝
[00:08:50.600 --> 00:08:52.680]  我們不可以靠自己的行為
[00:08:52.680 --> 00:08:54.240]  或者我們的美德
[00:08:54.240 --> 00:08:56.840]  去得著神的悅拿
[00:08:56.840 --> 00:09:00.240]  原來今天我們要在神面前很謙卑
[00:09:00.240 --> 00:09:02.120]  我們來到神的面前
[00:09:02.120 --> 00:09:04.880]  我們承認我們自己的無能
[00:09:04.880 --> 00:09:07.720]  但是我們就單單領受
[00:09:07.720 --> 00:09:09.520]  單單信靠
[00:09:09.520 --> 00:09:12.240]  單單跟隨耶穌
[00:09:12.240 --> 00:09:15.120]  原來單單信靠
[00:09:15.120 --> 00:09:16.760]  全然領受
[00:09:16.760 --> 00:09:18.400]  單單跟隨耶穌
[00:09:18.400 --> 00:09:21.480]  是進入神國的模式
[00:09:21.480 --> 00:09:23.040]  所以告訴我們
[00:09:23.040 --> 00:09:26.760]  神國不是靠資歷、靠表現、靠地位
[00:09:26.760 --> 00:09:31.600]  而是單單靠著被主接納的恩典
[00:09:31.600 --> 00:09:32.960]  所以到了第十七節
[00:09:32.960 --> 00:09:34.200]  耶穌再一次強調
[00:09:34.200 --> 00:09:36.440]  他說「我實在告訴你們
[00:09:36.440 --> 00:09:39.000]  凡要承受神國的
[00:09:39.000 --> 00:09:41.360]  若不像小孩子
[00:09:41.360 --> 00:09:43.840]  斷不能進去」
[00:09:43.840 --> 00:09:47.000]  這裡不是你看完之後就突然吹噓
[00:09:47.000 --> 00:09:50.040]  「我是小朋友,現在我們一起進入神的國」
[00:09:50.040 --> 00:09:52.280]  不是這樣的意思
[00:09:52.280 --> 00:09:54.480]  這裡他講了很重要的東西
[00:09:54.480 --> 00:09:56.880]  凡承受神的國
[00:09:56.880 --> 00:09:58.720]  神國是我們承受
[00:09:58.720 --> 00:09:59.800]  是我們領受
[00:09:59.800 --> 00:10:01.600]  因為我們知道我們不配
[00:10:01.600 --> 00:10:02.880]  不是我們爭取回來
[00:10:02.880 --> 00:10:06.400]  我們沒有做什麼去爭取神國回來
