
[00:00:00.000 --> 00:00:03.000]  弟兄姊妹 主內平安
[00:00:03.000 --> 00:00:06.000]  我們感謝神的恩典
[00:00:06.000 --> 00:00:08.000]  能夠來到祂面前
[00:00:08.000 --> 00:00:10.000]  一同來敬拜祂
[00:00:10.000 --> 00:00:12.000]  來學習祂的話
[00:00:12.000 --> 00:00:15.000]  那我們先一同低頭禱告
[00:00:15.000 --> 00:00:20.000]  愛我們的神 我們的天父
[00:00:20.000 --> 00:00:22.000]  我們感謝祢
[00:00:22.000 --> 00:00:24.000]  祢今天也給我們有時間
[00:00:24.000 --> 00:00:26.000]  來到面前
[00:00:26.000 --> 00:00:28.000]  我們一同用心靈誠實
[00:00:28.000 --> 00:00:30.000]  來敬拜祢
[00:00:30.000 --> 00:00:33.000]  我們也在這裡一同學習祢的話
[00:00:33.000 --> 00:00:35.000]  願祢與我們同在
[00:00:35.000 --> 00:00:38.000]  把祢的話來告訴我們
[00:00:38.000 --> 00:00:40.000]  我們感謝祢
[00:00:40.000 --> 00:00:42.000]  我們這樣的禱告
[00:00:42.000 --> 00:00:44.000]  奉耶穌基督的名 阿門
[00:00:44.000 --> 00:00:49.000]  弟兄姊妹 主內的平安
[00:00:49.000 --> 00:00:53.000]  在這個有瘟疫的流行當中
[00:00:53.000 --> 00:00:57.000]  我們又一同來學習主的話
[00:00:57.000 --> 00:00:59.000]  今天我們要跟弟兄姊妹
[00:00:59.000 --> 00:01:01.000]  一同來學習的
[00:01:01.000 --> 00:01:03.000]  就是約翰福音
[00:01:03.000 --> 00:01:07.000]  七個神蹟的第四個
[00:01:07.000 --> 00:01:09.000]  給五千人吃飽
[00:01:09.000 --> 00:01:11.000]  約翰福音
[00:01:11.000 --> 00:01:17.000]  第六章的一節到十五節
[00:01:17.000 --> 00:01:19.000]  這段聖經
[00:01:19.000 --> 00:01:21.000]  我們要來看耶穌基督
[00:01:21.000 --> 00:01:23.000]  在約翰福音裡頭的
[00:01:23.000 --> 00:01:25.000]  第四個神蹟
[00:01:25.000 --> 00:01:27.000]  就是給五千人吃飽
[00:01:27.000 --> 00:01:29.000]  這個神蹟
[00:01:29.000 --> 00:01:34.000]  是發生在第三個神蹟之後
[00:01:34.000 --> 00:01:36.000]  第三個神蹟就是
[00:01:36.000 --> 00:01:38.000]  耶穌醫治了
[00:01:38.000 --> 00:01:41.000]  癱瘓三十八年的病人之後
[00:01:41.000 --> 00:01:43.000]  那麼現在就來到
[00:01:43.000 --> 00:01:45.000]  第四個神蹟
[00:01:45.000 --> 00:01:47.000]  那麼這個神蹟呢
[00:01:47.000 --> 00:01:49.000]  也是在第二章
[00:01:49.000 --> 00:01:53.000]  耶穌接近聖殿一年之後
[00:01:53.000 --> 00:01:55.000]  那這段時間呢
[00:01:55.000 --> 00:01:57.000]  耶穌大部分的時間
[00:01:57.000 --> 00:02:00.000]  的服事是在加利利
[00:02:00.000 --> 00:02:02.000]  所以第六章
[00:02:02.000 --> 00:02:05.000]  這個耶穌給五千人吃飽
[00:02:05.000 --> 00:02:07.000]  這個神蹟呢
[00:02:07.000 --> 00:02:09.000]  是在加利利實行的
[00:02:09.000 --> 00:02:13.000]  加利利的地形特徵的話
[00:02:13.000 --> 00:02:18.000]  而且那個地方的人民
[00:02:18.000 --> 00:02:24.000]  主要就是貧苦的農民
[00:02:24.000 --> 00:02:26.000]  他們呢
[00:02:26.000 --> 00:02:29.000]  種地是很辛苦的
[00:02:29.000 --> 00:02:33.000]  只能夠一年有一點收成的話
[00:02:33.000 --> 00:02:36.000]  只是夠夠能夠吃飽
[00:02:36.000 --> 00:02:38.000]  對他們說呢
[00:02:38.000 --> 00:02:40.000]  最重要就是能夠
[00:02:40.000 --> 00:02:45.000]  得到這個生存下來的食物
[00:02:45.000 --> 00:02:48.000]  這加利利人呢
[00:02:48.000 --> 00:02:51.000]  跟耶穌在以色列南方
[00:02:51.000 --> 00:02:54.000]  就是耶路撒冷附近這一帶的人呢
[00:02:54.000 --> 00:02:56.000]  是不同的
[00:02:56.000 --> 00:03:00.000]  加利利人是在以色列的北方
[00:03:00.000 --> 00:03:04.000]  那麼是比較窮苦的地方
[00:03:04.000 --> 00:03:08.000]  那隨他們所關心多的呢
