
[00:00:00.000 --> 00:00:03.600]  Good morning everyone
[00:00:03.600 --> 00:00:08.900]  Your English is very good
[00:00:08.900 --> 00:00:12.800]  Let's pray
[00:00:12.800 --> 00:00:18.900]  Thank you father for your word
[00:00:18.900 --> 00:00:29.300]  Help us today to hear and respond with eager hearts
[00:00:29.300 --> 00:00:36.800]  為著上基督的榮耀我們祈禱
[00:00:36.800 --> 00:00:45.800]  我不知道大家生命裏面有什麼人生目標
[00:00:45.800 --> 00:00:53.800]  比如說在未來五年之內你想做些什麼
[00:00:53.800 --> 00:01:07.300]  你的人生目標跟上帝有沒有關係呢?
[00:01:07.300 --> 00:01:11.300]  我們小時候或者說我們長大了之後
[00:01:11.300 --> 00:01:14.800]  我想做些什麼我想做教師我想做醫生
[00:01:14.800 --> 00:01:18.800]  我想做律師那一類的職業性的目標
[00:01:24.800 --> 00:01:27.800]  可能我們有其他的人生目標
[00:01:27.800 --> 00:01:29.800]  或者我們的婚姻家庭
[00:01:29.800 --> 00:01:32.800]  我們的盼望我們的兒女做什麼
[00:01:32.800 --> 00:01:37.800]  或者我們的事業上希望有些什麼成就
[00:01:37.800 --> 00:01:43.800]  這裏給我們看到上帝的目標
[00:01:43.800 --> 00:01:49.800]  就是希望我們長大成熟
[00:01:54.800 --> 00:01:56.800]  我們看起來好像很簡單
[00:01:56.800 --> 00:01:58.800]  但是有時候有個難題
[00:01:58.800 --> 00:02:02.800]  可能因為我們的生命沒有繼續成熟
[00:02:02.800 --> 00:02:11.800]  在我們的教會裏面有些人成為基督徒
[00:02:11.800 --> 00:02:14.800]  可能只有幾個星期有些人是幾年
[00:02:14.800 --> 00:02:20.800]  但有些人是已經成為基督徒六十年這麼久了
[00:02:24.800 --> 00:02:28.800]  但無論你成為了基督徒多久
[00:02:28.800 --> 00:02:31.800]  這個時間是不能夠反映出
[00:02:31.800 --> 00:02:34.800]  你是不是一個成熟的基督徒
[00:02:34.800 --> 00:02:42.800]  希伯來書的第一次受信人
[00:02:42.800 --> 00:02:44.800]  就很可能面對這樣的困難
[00:02:44.800 --> 00:02:51.800]  那裏可能有很多人已經成為了基督徒很久
[00:02:53.800 --> 00:02:55.800]  他們雖然是基督徒很多年
[00:02:55.800 --> 00:02:57.800]  但是他們不夠成熟
[00:02:57.800 --> 00:03:06.800]  你已經可能坐在這個教會很多年了
[00:03:06.800 --> 00:03:08.800]  但要問的問題就是
[00:03:08.800 --> 00:03:11.800]  你在信仰上有沒有成長成熟呢
[00:03:11.800 --> 00:03:20.800]  有時候我也聽到一些基督徒跟我說
[00:03:20.800 --> 00:03:24.800]  我不需要再知道再學聖經再認識上帝了
[00:03:24.800 --> 00:03:26.800]  我已經夠成熟了
[00:03:26.800 --> 00:03:37.800]  牧師有兩個哥哥經常被人說
[00:03:37.800 --> 00:03:39.800]  你都未夠成熟
[00:03:39.800 --> 00:03:46.800]  我們打開聖經希伯來書第五章
[00:03:51.800 --> 00:03:53.800]  這裏開始告訴我們
[00:03:53.800 --> 00:03:56.800]  在舊約裏面的大祭司是怎樣的
[00:03:56.800 --> 00:04:03.800]  第一次告訴我們
[00:04:03.800 --> 00:04:07.800]  大祭司就是在上帝面前代表人民
[00:04:07.800 --> 00:04:14.800]  第二次告訴我們
[00:04:14.800 --> 00:04:19.800]  大祭司是可以幫助那些慢慢離開正道的人
[00:04:21.800 --> 00:04:22.800]  第三次告訴我們
[00:04:22.800 --> 00:04:27.800]  大祭司的另一個工作就是代表人民向上帝獻祭
[00:04:27.800 --> 00:04:30.800]  使他們可以和上帝的關係和好
[00:04:30.800 --> 00:04:38.800]  但是耶穌基督是一個更大更偉大的大祭司
[00:04:38.800 --> 00:04:44.800]  耶穌在上帝面前代表我們
[00:04:44.800 --> 00:04:50.800]  第二方面耶穌也會幫助那些慢慢離開正道的人
[00:04:50.800 --> 00:05:11.800]  由於耶穌是完全的神
[00:05:11.800 --> 00:05:14.800]  但祂也是完全的人,祂完全了解我們
[00:05:14.800 --> 00:05:17.800]  有時候跟隨上帝真的是很困難的
[00:05:17.800 --> 00:05:29.800]  但是耶穌不是說將那些動物用來獻祭
[00:05:29.800 --> 00:05:32.800]  祂是將自己作為祭物獻給上帝
[00:05:40.800 --> 00:05:44.800]  由於耶穌基督是一位完完全全信服上帝的人
[00:05:44.800 --> 00:05:48.800]  祂也是我們一個完完全全的祭物獻給上帝
[00:05:48.800 --> 00:05:56.800]  因為耶穌是從死裡復活
[00:05:56.800 --> 00:06:01.800]  所以祂現在永遠都是我們的祭物,我們的大祭司
[00:06:01.800 --> 00:06:07.800]  因此耶穌是一位更偉大的大祭司
[00:06:11.800 --> 00:06:17.800]  但是我們知道這些都只不過是初階的信仰應該知道的知識
[00:06:17.800 --> 00:06:27.800]  如果你已經成為基督徒一段日子
[00:06:27.800 --> 00:06:30.800]  這些信仰初階的東西你應該一早就知道
[00:06:30.800 --> 00:06:38.800]  我們看看希伯來書第十一至十二節
[00:06:38.800 --> 00:06:40.800]  關於這事還有許多可說的
[00:06:40.800 --> 00:06:43.800]  但是不容易對你們解釋
[00:06:43.800 --> 00:06:46.800]  因為你們的聽覺遲鈍
[00:06:46.800 --> 00:06:49.800]  你們早就應該為人施表了
[00:06:49.800 --> 00:06:55.800]  可是你們竟還需要被引用上帝信息的第一課來教你們
[00:06:55.800 --> 00:06:59.800]  你們還需要吃奶,不能吃乾飯
[00:07:05.800 --> 00:07:10.800]  作者問為何你們還是好像嬰孩一樣
[00:07:10.800 --> 00:07:21.800]  為何你們在信仰上仍然是原地踏步,毫無長進呢?
[00:07:21.800 --> 00:07:34.800]  我們要問的問題是我們自己願不願意在和上帝的關係上不斷地長進呢?
[00:07:36.800 --> 00:07:43.800]  因為如果我們不繼續長進的話,我們就可能會慢慢離開正道
[00:07:43.800 --> 00:07:58.800]  許多年前,主任牧師在大學裏的本科讀的科目就是數學
[00:08:03.800 --> 00:08:13.800]  當年其中一科他特別有興趣的科目就是集體理論
[00:08:13.800 --> 00:08:18.800]  有沒有人讀過這科目呢?
[00:08:18.800 --> 00:08:27.800]  這些就是集體理論的一個方程式
[00:08:27.800 --> 00:08:32.800]  有人明白這個方程式在說甚麼嗎?
[00:08:34.800 --> 00:08:37.800]  我從前明白的
[00:08:37.800 --> 00:08:46.800]  今時今日我已經一點印象都沒有,不知道他在說甚麼
[00:08:46.800 --> 00:09:01.800]  如果我真的想明白的話,我可能要從頭學起
[00:09:03.800 --> 00:09:08.800]  但時間越長,我想回頭再學的機會就越少
[00:09:08.800 --> 00:09:31.800]  這裏給我們信仰的一個提醒
[00:09:31.800 --> 00:09:40.800]  如果我們慢慢越來越離開初階,我們有可能連最基本的都忘記了
[00:09:40.800 --> 00:09:53.800]  甚至到了一個地步,我們即使犯了罪,也不再想認罪悔改了
[00:09:53.800 --> 00:09:57.800]  這是一個警告
[00:10:02.800 --> 00:10:12.800]  作者是鼓勵我們每一天都要與神不斷地同行,使我們的信仰不斷地成長成熟
[00:10:12.800 --> 00:10:22.800]  這個警告是警告我們在信仰上不能夠永遠停留在嬰兒的階段
[00:10:26.800 --> 00:10:32.800]  我們可以幻想,如果一個小孩只喝奶,永遠不吃乾糧
[00:10:32.800 --> 00:10:46.800]  這個嬰兒很可能會死亡,因為奶的營養不足以維持他們增長的生命
[00:10:46.800 --> 00:10:54.800]  第六章七節給我們一個很好的例子
[00:10:56.800 --> 00:11:04.800]  一塊田地經常吸收雨水,生長蔬菜,對耕種的人大有用處,這是上帝所賜的福澤
[00:11:04.800 --> 00:11:15.800]  可是,如果這塊田地長出來的是無用的荊棘和質泥,它就有被灼灶的危險,且要被火燒毀
[00:11:23.800 --> 00:11:29.800]  做農夫最大的兩個災害,第一就是旱災,第二就是水浸
[00:11:29.800 --> 00:11:50.800]  旱災如果令到地乾到一個程度,乾到很厲害,就算有水落到那些泥土,都不能夠滲透進泥土裏面
[00:11:54.800 --> 00:12:01.800]  肥沃的土地是需要經常有水落去的
[00:12:01.800 --> 00:12:10.800]  就是這樣,水是要不停有水落去的
[00:12:20.800 --> 00:12:29.800]  這就代表我們的信仰,我們要經常有水來,不是一大桶一次過倒下去,而是不斷有水落去
[00:12:29.800 --> 00:12:36.800]  我們不要旱災,也不要水浸
[00:12:36.800 --> 00:12:46.800]  肥沃的土地是需要不停有水灌溉
[00:12:51.800 --> 00:12:55.800]  我們的信仰一樣,是要經常不斷地學習
[00:12:55.800 --> 00:13:04.800]  我們不需要經常聽到基本的信息
[00:13:13.800 --> 00:13:22.800]  我們要長大成熟,我們要離開那些好像喝奶的階段,要去到一個吃乾糧的階段
[00:13:22.800 --> 00:13:39.800]  在大家的生活裏面,我們有沒有經常每天讀經,祈禱,經常參加茶禮,經常來教會聚會呢?
[00:13:44.800 --> 00:13:48.800]  有時我們可能對自己的位身不是很小心
[00:13:48.800 --> 00:13:58.800]  或者你又決定,我要重新再投入信仰
[00:13:58.800 --> 00:14:03.800]  一個星期來兩次教會
[00:14:03.800 --> 00:14:07.800]  參加兩次茶經組
[00:14:07.800 --> 00:14:12.800]  上網聽我的講道
[00:14:14.800 --> 00:14:16.800]  每天祈禱一個小時
[00:14:16.800 --> 00:14:25.800]  不斷參加茶經組,將我們整個人投入信仰裏面
[00:14:25.800 --> 00:14:29.800]  有什麼結果呢?
