
[00:00:00.000 --> 00:00:03.940]  在颱風的日子見到大家是上帝的恩典
[00:00:03.940 --> 00:00:08.700]  在颱風的日子可以看到大家是上帝的恩典
[00:00:08.700 --> 00:00:12.900]  過去幾個月我用場景或者佈局
[00:00:12.900 --> 00:00:16.440]  這個敘事文學手法去研究楊福音
[00:00:16.440 --> 00:00:21.480]  過去好多次我們是用場景和佈局
[00:00:21.480 --> 00:00:24.480]  這一方面來研究約翰福音
[00:00:24.480 --> 00:00:29.980]  其實用這種方法我們讀者就彷彿可以穿越時空
[00:00:29.980 --> 00:00:34.500]  其實用這種方法我們讀者就可以穿越時空
[00:00:34.500 --> 00:00:37.500]  好像一個實地採訪的記者一樣
[00:00:37.500 --> 00:00:40.300]  像一個實地採訪的記者一樣
[00:00:40.300 --> 00:00:42.800]  隨從耶穌遊走不同的場景
[00:00:42.800 --> 00:00:46.000]  隨從耶穌遊走不同的場景
[00:00:46.000 --> 00:00:50.400]  我們曾經讀過耶穌在聖殿裡結晶聖殿
[00:00:50.400 --> 00:00:54.200]  我們曾經讀過耶穌在聖殿裡結晶聖殿
[00:00:54.200 --> 00:00:58.480]  我們又讀過在黑夜裡來過帝母去拜會耶穌
[00:00:58.480 --> 00:01:02.980]  我們又讀過在黑夜裡來過帝母去拜見耶穌
[00:01:02.980 --> 00:01:05.200]  之間有一段對談
[00:01:05.200 --> 00:01:07.300]  他們之間有一個對打
[00:01:07.300 --> 00:01:14.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:01:14.300 --> 00:01:14.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:01:14.300 --> 00:01:14.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:01:14.300 --> 00:01:18.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:01:18.300 --> 00:01:18.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:01:18.300 --> 00:01:18.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:01:18.300 --> 00:01:34.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:01:34.300 --> 00:01:50.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:01:50.300 --> 00:01:50.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:01:50.300 --> 00:01:50.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:01:50.300 --> 00:01:50.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:01:50.300 --> 00:01:50.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:01:50.300 --> 00:01:50.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:01:50.300 --> 00:01:50.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:01:50.300 --> 00:02:08.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:02:08.300 --> 00:02:08.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:02:08.300 --> 00:02:08.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:02:08.300 --> 00:02:08.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:02:08.300 --> 00:02:08.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:02:08.300 --> 00:02:08.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:02:08.300 --> 00:02:08.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:02:08.300 --> 00:02:36.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:02:36.300 --> 00:03:04.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:03:04.300 --> 00:03:30.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:03:30.300 --> 00:03:56.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:03:56.300 --> 00:04:08.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:04:08.300 --> 00:04:36.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:04:36.300 --> 00:05:02.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:05:02.300 --> 00:05:28.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:05:28.300 --> 00:05:55.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:05:55.300 --> 00:06:21.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:06:21.300 --> 00:06:46.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:06:46.300 --> 00:07:13.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:07:13.300 --> 00:07:39.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:07:39.300 --> 00:07:54.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:07:54.300 --> 00:08:21.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:08:21.300 --> 00:08:36.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:08:36.300 --> 00:09:03.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:09:03.300 --> 00:09:20.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:09:20.300 --> 00:09:44.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:09:44.300 --> 00:09:59.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:09:59.300 --> 00:10:26.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:10:26.300 --> 00:10:41.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:10:41.300 --> 00:10:56.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:10:56.300 --> 00:11:11.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:11:11.300 --> 00:11:26.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:11:26.300 --> 00:11:41.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:11:41.300 --> 00:11:56.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:11:56.300 --> 00:12:11.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:12:11.300 --> 00:12:26.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:12:26.300 --> 00:12:41.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:12:41.300 --> 00:12:56.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:12:56.300 --> 00:13:19.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:13:19.300 --> 00:13:34.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:13:34.300 --> 00:13:49.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:13:49.300 --> 00:14:04.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:14:04.300 --> 00:14:19.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:14:19.300 --> 00:14:34.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:14:34.300 --> 00:14:49.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:14:49.300 --> 00:15:04.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:15:04.300 --> 00:15:19.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:15:19.300 --> 00:15:34.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:15:34.300 --> 00:15:49.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:15:49.300 --> 00:16:04.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:16:04.300 --> 00:16:19.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:16:19.300 --> 00:16:35.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:16:35.300 --> 00:16:50.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:16:50.300 --> 00:17:05.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:17:05.300 --> 00:17:20.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:17:20.300 --> 00:17:35.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:17:35.300 --> 00:17:50.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:17:50.300 --> 00:18:05.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:18:05.300 --> 00:18:20.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:18:20.300 --> 00:18:35.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:18:35.300 --> 00:18:50.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:18:50.300 --> 00:19:05.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:19:05.300 --> 00:19:20.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:19:20.300 --> 00:19:35.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:19:35.300 --> 00:19:50.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
[00:19:50.300 --> 00:20:05.300]  這場景就轉入了正午烈日當昏的撒瑪利亞一個井堂
