
[00:00:00.000 --> 00:00:02.020]  我們先做一個禱告
[00:00:02.020 --> 00:00:04.620]  求神的靈透過今天的敬拜
[00:00:04.620 --> 00:00:07.320]  跟我們的心裡面講話
[00:00:07.320 --> 00:00:08.720]  天愛上帝多謝你
[00:00:08.720 --> 00:00:10.940]  讓我們能夠一起守主餐
[00:00:10.940 --> 00:00:11.720]  透過主餐
[00:00:11.720 --> 00:00:13.080]  好像我剛才說的
[00:00:13.080 --> 00:00:14.580]  我們的罪已得赦免
[00:00:14.580 --> 00:00:16.460]  我們能夠可以守結心清
[00:00:16.460 --> 00:00:18.560]  毫無恐懼地來到你面前
[00:00:18.560 --> 00:00:20.460]  求聯繫得幫助
[00:00:20.460 --> 00:00:23.120]  求你的話語激勵我們的心
[00:00:23.120 --> 00:00:25.660]  幫助我們能夠立志學習
[00:00:25.660 --> 00:00:28.760]  做一個認真的基督徒
[00:00:28.760 --> 00:00:30.080]  我們這樣就祈禱
[00:00:30.080 --> 00:00:31.820]  奉耶穌基督聖名
[00:00:31.820 --> 00:00:33.560]  阿們
[00:00:33.560 --> 00:00:34.680]  過去幾個星期
[00:00:34.680 --> 00:00:37.400]  我們跟大家分享的是聖經人物
[00:00:37.400 --> 00:00:40.280]  今天跟大家分享另一個
[00:00:40.280 --> 00:00:42.560]  在新約聖經裡面的人物
[00:00:42.560 --> 00:00:43.960]  這個人是做什麼的呢?
[00:00:43.960 --> 00:00:46.840]  他是專門管理飯食的
[00:00:46.840 --> 00:00:48.600]  就好像我們當中的柯神弟兄
[00:00:48.600 --> 00:00:49.800]  翠氏姊妹
[00:00:49.800 --> 00:00:51.200]  我們還有一個老姊妹
[00:00:51.200 --> 00:00:51.760]  八十多歲
[00:00:51.760 --> 00:00:54.200]  每個星期五都煮一大鍋湯
[00:00:54.200 --> 00:00:57.160]  一道菜給我們的初信班
[00:00:57.160 --> 00:00:58.640]  當然不只是他們三個
[00:00:58.640 --> 00:00:59.560]  有很多人
[00:00:59.560 --> 00:01:01.960]  當我們有需要的時候都幫忙
[00:01:01.960 --> 00:01:03.360]  這些弟兄姊妹
[00:01:03.360 --> 00:01:05.600]  其實他們真的很衛生
[00:01:05.600 --> 00:01:07.000]  因為不是一次兩次
[00:01:07.000 --> 00:01:08.720]  經常這樣做
[00:01:08.720 --> 00:01:11.800]  除了特別聚會之外
[00:01:11.800 --> 00:01:13.160]  我們每個星期日都在這裡
[00:01:13.160 --> 00:01:14.120]  一會兒你完結之後
[00:01:14.120 --> 00:01:15.720]  又是GEM TIME
[00:01:15.720 --> 00:01:18.520]  茶點都要安排要準備
[00:01:18.520 --> 00:01:21.480]  所以我們給他們一個掌聲
[00:01:21.480 --> 00:01:22.880]  好,多謝
[00:01:22.880 --> 00:01:26.000]  翠氏、柯神
[00:01:26.000 --> 00:01:27.520]  Elsa Po也在這裡
