
[00:00:00.000 --> 00:00:02.000]  我們一起禱告吧
[00:00:02.000 --> 00:00:05.000]  天父多謝禰讓我們一起學習禰的話語
[00:00:05.000 --> 00:00:07.000]  求聖靈開啓我們的眼睛
[00:00:07.000 --> 00:00:10.000]  讓禰的話對我們說話
[00:00:10.000 --> 00:00:13.000]  以至我們能夠明白真理
[00:00:13.000 --> 00:00:15.000]  以至我們活出真理
[00:00:15.000 --> 00:00:16.000]  求主禰幫助
[00:00:16.000 --> 00:00:18.000]  祈禱奉主耶穌基督的名
[00:00:18.000 --> 00:00:19.000]  阿們
[00:00:19.000 --> 00:00:24.000]  有一個在英國的銀行業界
[00:00:24.000 --> 00:00:27.000]  很出色很成功的基督徒
[00:00:27.000 --> 00:00:29.000]  叫做Ken Costa
[00:00:29.000 --> 00:00:31.000]  Ken Costa寫了一本書
[00:00:31.000 --> 00:00:33.000]  叫做《上帝在職場》
[00:00:33.000 --> 00:00:38.000]  他提到很多人都很想找到快樂滿足
[00:00:38.000 --> 00:00:42.000]  很多大學學府都開堂課
[00:00:42.000 --> 00:00:44.000]  通常都很受歡迎
[00:00:44.000 --> 00:00:46.000]  很多時候哲學系說
[00:00:46.000 --> 00:00:48.000]  這個其實都不是哲學了
[00:00:48.000 --> 00:00:50.000]  可能是商業或者都是
[00:00:50.000 --> 00:00:51.000]  我們很多時候
[00:00:51.000 --> 00:00:54.000]  看看什麼才能滿足到人的需要
[00:00:54.000 --> 00:00:56.000]  但是很奇怪
[00:00:56.000 --> 00:00:58.000]  很多時候我們探討這個問題的時候
[00:00:58.000 --> 00:01:02.000]  人往往給不到一個很確實的
[00:01:02.000 --> 00:01:03.000]  告訴別人
[00:01:03.000 --> 00:01:05.000]  我能夠想到什麼
[00:01:05.000 --> 00:01:07.000]  究竟我想到什麼
[00:01:07.000 --> 00:01:09.000]  我才能夠拿到這個快樂
[00:01:09.000 --> 00:01:11.000]  其實Ken就說到一個真理
[00:01:11.000 --> 00:01:13.000]  如果我們要快樂
[00:01:13.000 --> 00:01:15.000]  我們人生當它做目標
[00:01:15.000 --> 00:01:17.000]  可能這個很成問題
[00:01:17.000 --> 00:01:18.000]  究竟是不是真的
[00:01:18.000 --> 00:01:21.000]  不過快樂和我們人生的意義
[00:01:21.000 --> 00:01:23.000]  是連上很密切的關係
[00:01:23.000 --> 00:01:24.000]  換言之
[00:01:24.000 --> 00:01:27.000]  有沒有一個很好的人生的意義
[00:01:27.000 --> 00:01:29.000]  是最重要的
[00:01:29.000 --> 00:01:32.000]  然後你纔會有快樂
[00:01:32.000 --> 00:01:34.000]  很多時候我們會覺得
[00:01:34.000 --> 00:01:36.000]  擁有一些東西就覺得最好
[00:01:36.000 --> 00:01:37.000]  譬如金錢
[00:01:37.000 --> 00:01:39.000]  我們覺得這個最好的
[00:01:39.000 --> 00:01:43.000]  大家都知道世界最有錢的是哪一位
[00:01:43.000 --> 00:01:45.000]  仍然是他
[00:01:45.000 --> 00:01:47.000]  應該是Bill基
[00:01:47.000 --> 00:01:48.000]  我不知道
[00:01:48.000 --> 00:01:50.000]  有時每年都不同
[00:01:50.000 --> 00:01:52.000]  不過很多屆都是他
[00:01:52.000 --> 00:01:53.000]  有人就問
[00:01:53.000 --> 00:01:55.000]  你是全世界的首富
[00:01:55.000 --> 00:01:56.000]  你有什麼感受
[00:01:56.000 --> 00:02:00.000]  怎麼回答這位訪問的朋友
[00:02:00.000 --> 00:02:01.000]  他說
[00:02:01.000 --> 00:02:02.000]  我的感受就是
[00:02:02.000 --> 00:02:04.000]  我不希望我成爲世界的首富
[00:02:04.000 --> 00:02:06.000]  這麼有趣
[00:02:06.000 --> 00:02:08.000]  他想什麼呢
[00:02:08.000 --> 00:02:09.000]  如果是你
[00:02:09.000 --> 00:02:11.000]  你會不會像Bill基一樣回答
[00:02:11.000 --> 00:02:15.000]  其實有時很有趣
[00:02:15.000 --> 00:02:17.000]  人很想拿到一些東西
[00:02:17.000 --> 00:02:19.000]  但是需要什麼
[00:02:19.000 --> 00:02:21.000]  自己都拿不出
[00:02:21.000 --> 00:02:23.000]  Ken Kosa就說
[00:02:23.000 --> 00:02:25.000]  在他的工作裏
[00:02:25.000 --> 00:02:26.000]  他是一個上司
[00:02:26.000 --> 00:02:28.000]  他一個下屬的同事
[00:02:28.000 --> 00:02:30.000]  一個人物
[00:02:30.000 --> 00:02:32.000]  他也有類似的體驗
[00:02:32.000 --> 00:02:36.000]  他自小在一個基督教家庭里長大
[00:02:36.000 --> 00:02:38.000]  十歲的時候很不幸
[00:02:38.000 --> 00:02:42.000]  因爲妹妹有些事情離世了
[00:02:42.000 --> 00:02:45.000]  引致家庭很大的哀傷
[00:02:45.000 --> 00:02:49.000]  父母在他很年輕的時候離婚
[00:02:49.000 --> 00:02:51.000]  一個這樣的家庭
[00:02:51.000 --> 00:02:53.000]  從此之後
[00:02:53.000 --> 00:02:55.000]  他的信仰就是
[00:02:55.000 --> 00:02:57.000]  我們整個家庭慢慢疏遠了
[00:02:57.000 --> 00:02:59.000]  而這位朋友
[00:02:59.000 --> 00:03:01.000]  也沒有再去教會
[00:03:01.000 --> 00:03:03.000]  他如是者一直工作
[00:03:03.000 --> 00:03:05.000]  一直工作在銀行業裏
[00:03:05.000 --> 00:03:08.000]  和積他的財富
[00:03:08.000 --> 00:03:10.000]  目標越來越達到
[00:03:10.000 --> 00:03:13.000]  所以他和Ken做同事
[00:03:13.000 --> 00:03:15.000]  但是他發覺
[00:03:15.000 --> 00:03:18.000]  當他拿到很多成就的時候
[00:03:18.000 --> 00:03:20.000]  他又娶到一個很漂亮的太太
[00:03:20.000 --> 00:03:23.000]  然後每週活到歐洲
[00:03:23.000 --> 00:03:26.000]  去一個很浪漫的國家旅遊
[00:03:26.000 --> 00:03:28.000]  我不知道你想不想這種生活
[00:03:28.000 --> 00:03:30.000]  如果有這種生活
[00:03:30.000 --> 00:03:32.000]  你覺得還需要什麼呢
[00:03:32.000 --> 00:03:35.000]  還有沒有需要呢
[00:03:35.000 --> 00:03:37.000]  其實當然了
[00:03:37.000 --> 00:03:39.000]  人的飢渴不只是這樣
[00:03:39.000 --> 00:03:41.000]  結果他覺得
[00:03:41.000 --> 00:03:44.000]  這個朋友仍然很空虛
[00:03:44.000 --> 00:03:46.000]  他會問人生有什麼
[00:03:46.000 --> 00:03:48.000]  我還在尋找呢
[00:03:48.000 --> 00:03:50.000]  這就是人的矛盾
[00:03:50.000 --> 00:03:52.000]  其實
[00:03:52.000 --> 00:03:54.000]  Ken Kosa很對
[00:03:54.000 --> 00:03:56.000]  我們的快樂
[00:03:56.000 --> 00:03:59.000]  和我們人生的意義很有拉上關係
[00:03:59.000 --> 00:04:01.000]  我們很多時候
[00:04:01.000 --> 00:04:03.000]  我們只是肉體的需要
[00:04:03.000 --> 00:04:04.000]  很多物質的需要
[00:04:04.000 --> 00:04:05.000]  滿足不了我們
[00:04:05.000 --> 00:04:06.000]  因爲聖經也說
[00:04:06.000 --> 00:04:08.000]  人活着不是單靠食物
[00:04:08.000 --> 00:04:10.000]  乃是要靠"而和華"
[00:04:10.000 --> 00:04:12.000]  口裏所出的一切華
[00:04:12.000 --> 00:04:14.000]  人心靈的需要
[00:04:14.000 --> 00:04:16.000]  渴求滿足
[00:04:16.000 --> 00:04:20.000]  這個就比外在的需要更重要
[00:04:20.000 --> 00:04:22.000]  你會問
[00:04:22.000 --> 00:04:24.000]  我們基督徒個個都信了耶穌
[00:04:24.000 --> 00:04:26.000]  應該很豐富
[00:04:26.000 --> 00:04:28.000]  我們會很滿足
[00:04:28.000 --> 00:04:31.000]  那我們是否真的很滿足呢
[00:04:31.000 --> 00:04:33.000]  一方面我們是有這個救恩
[00:04:33.000 --> 00:04:34.000]  但另一方面
[00:04:34.000 --> 00:04:37.000]  我們每天面對很多生活的壓力
[00:04:37.000 --> 00:04:39.000]  挑戰
[00:04:39.000 --> 00:04:43.000]  聖潔生活的一些隱憂
[00:04:43.000 --> 00:04:45.000]  我們罪惡的隱憂
[00:04:45.000 --> 00:04:47.000]  我們怎麼面對呢
[00:04:47.000 --> 00:04:50.000]  人之間很實在的一些張力
[00:04:50.000 --> 00:04:51.000]  我們又怎麼面對呢
[00:04:51.000 --> 00:04:53.000]  人好像有很多的重擔
[00:04:53.000 --> 00:04:54.000]  背在身上
[00:04:54.000 --> 00:04:56.000]  我們怎麼活出一個
[00:04:56.000 --> 00:04:58.000]  聖經說的
[00:04:58.000 --> 00:05:01.000]  很完全滿足的一個人生呢
[00:05:01.000 --> 00:05:03.000]  我們一起看這段經文
[00:05:03.000 --> 00:05:06.000]  耶穌基督在約翰福音第七章
[00:05:06.000 --> 00:05:08.000]  37節到52節
[00:05:08.000 --> 00:05:10.000]  講出一個很重要的真理
[00:05:10.000 --> 00:05:12.000]  就是耶穌基督給我們
[00:05:12.000 --> 00:05:14.000]  真正的完全的滿足
[00:05:14.000 --> 00:05:17.000]  究竟我們如何體驗這個生命呢
[00:05:17.000 --> 00:05:19.000]  耶穌基督比喻說
[00:05:19.000 --> 00:05:21.000]  他給了我們活水
