
[00:00:00.000 --> 00:00:01.800]  靈姐妹早晨
[00:00:01.800 --> 00:00:08.200]  感謝主讓我們能夠在主日的時候一同來敬拜上帝
[00:00:08.200 --> 00:00:12.280]  讓我們珍惜每一次的機會
[00:00:12.280 --> 00:00:17.480]  也能夠好好地在這個時候與神相遇
[00:00:17.480 --> 00:00:19.720]  得著祂的幫助
[00:00:19.720 --> 00:00:26.520]  我們上個星期跟大家講到一個主題
[00:00:26.520 --> 00:00:31.920]  關乎阿伯拉罕 行在神面前的阿伯拉罕
[00:00:31.920 --> 00:00:39.120]  今天跟大家來看另一個人物
[00:00:39.120 --> 00:00:44.120]  這個就是上個星期如果大家留意聖經聽到的時候
[00:00:44.120 --> 00:00:46.520]  你一定會記得的
[00:00:46.520 --> 00:00:51.320]  就是阿伯拉罕或者阿伯蘭最初出吾爾的時候
[00:00:51.320 --> 00:00:56.840]  他帶著他的侄兒羅德
[00:00:56.840 --> 00:00:59.800]  羅德和阿伯拉罕一起
[00:00:59.800 --> 00:01:04.520]  相信羅德因為可能是一個孤兒
[00:01:04.520 --> 00:01:11.120]  阿伯蘭就去愛護他、幫助他、帶領他
[00:01:11.120 --> 00:01:15.000]  而同時間羅德也很佩服阿伯蘭
[00:01:15.000 --> 00:01:22.320]  所以跟著他一起離開了吾爾和他拉(祂的祖父)
[00:01:22.320 --> 00:01:27.920]  還有薩萊(祂的阿嬸)
[00:01:27.920 --> 00:01:30.680]  他們就離開這個地方
[00:01:30.680 --> 00:01:33.200]  我們今天來看看羅德
[00:01:33.200 --> 00:01:37.200]  事實上很值得我們得到提醒的
[00:01:37.200 --> 00:01:40.760]  因為同時間
[00:01:40.760 --> 00:01:45.040]  羅德和阿伯拉罕一起走這個道路
[00:01:45.040 --> 00:01:49.200]  一起回應神在他們身上的呼召引導
[00:01:49.200 --> 00:01:51.840]  當然羅德是跟著阿伯拉罕
[00:01:51.840 --> 00:01:53.680]  但他們一起同行
[00:01:53.680 --> 00:01:56.400]  但很可惜後來慢慢慢慢
[00:01:56.400 --> 00:01:59.120]  羅德就離開了阿伯拉罕
[00:01:59.120 --> 00:02:01.320]  不單是肉身上離開
[00:02:01.320 --> 00:02:03.640]  因為長大了自己有家庭
[00:02:03.640 --> 00:02:05.640]  這個固然很正常
[00:02:05.640 --> 00:02:12.480]  但更重要的是他慢慢離開了阿伯拉罕與神同行的道路
[00:02:12.480 --> 00:02:15.160]  意思就是他慢慢遠離了上帝
[00:02:15.160 --> 00:02:22.760]  羅德可以說是他的屬靈視野漸漸模糊
[00:02:22.760 --> 00:02:27.760]  所以今天的題目是屬靈視野退化
[00:02:27.760 --> 00:02:31.720]  今年的教會主題是20/20
[00:02:31.720 --> 00:02:34.600]  屬靈的視野
[00:02:34.600 --> 00:02:37.800]  應該是很清晰的跟隨神
[00:02:37.800 --> 00:02:40.040]  走祂所喜悅的道路
[00:02:40.040 --> 00:02:42.360]  但很可惜我們見到在羅德的身上
[00:02:42.360 --> 00:02:45.920]  他慢慢屬靈的視野退化
[00:02:45.920 --> 00:02:47.480]  更重要的是今天要講的
[00:02:47.480 --> 00:02:50.720]  是主耶穌講到末世的時候
[00:02:50.720 --> 00:02:53.120]  今天我們實在看見很多末世的情況
[00:02:53.120 --> 00:02:54.280]  提醒我們
[00:02:54.280 --> 00:02:57.320]  在上兩個月的時候
[00:02:57.320 --> 00:02:59.200]  我跟大家看到《創世紀》
[00:02:59.200 --> 00:03:01.000]  特別講到羅亞
[00:03:01.000 --> 00:03:05.560]  原來聖經裏面將羅亞的日子
[00:03:05.560 --> 00:03:12.040]  比喻到耶穌基督再來末世的時候的情況
[00:03:12.040 --> 00:03:15.920]  但同時也將羅德的日子
[00:03:15.920 --> 00:03:18.760]  羅德的日子與羅亞的日子
[00:03:18.760 --> 00:03:20.520]  相提並論
[00:03:20.520 --> 00:03:22.400]  作為我們的警告
[00:03:22.400 --> 00:03:25.000]  所以今天我們面對末世的時候
[00:03:25.000 --> 00:03:28.360]  實在是一個很重要的提醒
[00:03:28.360 --> 00:03:30.400]  羅亞他聽神的話
[00:03:30.400 --> 00:03:34.360]  所以他就進入方舟
[00:03:34.360 --> 00:03:36.640]  逃避了末世
[00:03:36.640 --> 00:03:38.440]  或者當時洪水的審判
[00:03:38.440 --> 00:03:39.320]  就好像儒表
[00:03:39.320 --> 00:03:42.360]  末世這種上帝的審判
[00:03:42.360 --> 00:03:46.080]  在救恩裏面能夠得到穩妥
[00:03:46.080 --> 00:03:47.480]  但羅德呢
[00:03:47.480 --> 00:03:48.640]  我們今天看看
[00:03:48.640 --> 00:03:52.280]  在路加夫人和耶穌所講的這段聖經的時候
[00:03:52.280 --> 00:03:54.720]  我們一起讀這幾節經文好嗎?
[00:03:54.720 --> 00:03:56.040]  請讀
[00:03:56.040 --> 00:03:58.320]  羅亞的日子怎樣
[00:03:58.320 --> 00:04:00.320]  人子的日子
[00:04:00.320 --> 00:04:01.880]  也要怎樣
[00:04:01.880 --> 00:04:03.720]  那時候的人
[00:04:03.720 --> 00:04:05.760]  又吃又喝
[00:04:05.760 --> 00:04:08.360]  又娶又嫁
[00:04:08.360 --> 00:04:10.640]  到羅亞進方舟的那日
[00:04:10.640 --> 00:04:11.880]  洪水就來
[00:04:11.880 --> 00:04:14.720]  把他們全都滅了
[00:04:14.720 --> 00:04:17.840]  這裏是指普世性的
[00:04:17.840 --> 00:04:19.200]  接著我們又看
[00:04:19.200 --> 00:04:20.040]  耶穌繼續講
[00:04:20.040 --> 00:04:23.400]  又好像羅德的日子
[00:04:23.400 --> 00:04:25.880]  人又吃又喝
[00:04:25.880 --> 00:04:28.160]  又買又賣
[00:04:28.160 --> 00:04:31.960]  又耕種又蓋棗
[00:04:31.960 --> 00:04:35.360]  到羅德出所當馬的那日
[00:04:35.360 --> 00:04:39.320]  就有火與硫磺從天上降下來
[00:04:39.320 --> 00:04:42.720]  把他們全都滅了
[00:04:42.720 --> 00:04:45.480]  人子顯現的日子
[00:04:45.480 --> 00:04:48.480]  也要這樣
[00:04:48.480 --> 00:04:51.320]  這裏兩次提到全都滅了
[00:04:51.320 --> 00:04:55.480]  當然第一次我們知道是普世性的洪水
[00:04:55.480 --> 00:04:58.280]  第二次就是火與硫磺
[00:04:58.280 --> 00:05:00.320]  這個特別指所當馬
[00:05:00.320 --> 00:05:06.360]  就是當時羅德最後居住的地方
[00:05:06.360 --> 00:05:08.240]  我們看到聖經的形容
[00:05:08.240 --> 00:05:09.760]  它說羅德的日子
[00:05:09.760 --> 00:05:10.720]  人又吃又喝
[00:05:10.720 --> 00:05:12.440]  和羅亞的日子
[00:05:12.440 --> 00:05:14.520]  很相似的形容
[00:05:14.520 --> 00:05:16.120]  又買又賣又耕種
[00:05:16.120 --> 00:05:17.200]  這些指甚麼呢?
[00:05:17.200 --> 00:05:19.440]  為何又講又吃又喝又嫁又娶
[00:05:19.440 --> 00:05:20.920]  又買又賣等等
[00:05:20.920 --> 00:05:25.000]  指他們過著平時的生活
[00:05:25.000 --> 00:05:26.880]  一般人的生活
[00:05:26.880 --> 00:05:28.840]  日常的生活
[00:05:28.840 --> 00:05:31.800]  但為何神的審判會臨到他們呢?
[00:05:31.800 --> 00:05:34.800]  就是因為他們背後
[00:05:34.800 --> 00:05:36.960]  是過著一些罪惡的生活
[00:05:36.960 --> 00:05:39.240]  有很多犯罪的事
[00:05:39.240 --> 00:05:41.600]  表面看好像國泰民安
[00:05:41.600 --> 00:05:43.760]  好像生活如常
[00:05:43.760 --> 00:05:44.920]  但背後
[00:05:44.920 --> 00:05:45.800]  如果大家留意
[00:05:45.800 --> 00:05:47.840]  記得創世的第六章
[00:05:47.840 --> 00:05:51.960]  神就形容他們的罪惡甚重
[00:05:51.960 --> 00:05:54.880]  神甚至後悔做人
[00:05:54.880 --> 00:05:57.840]  因為人犯罪的情況很嚴重
[00:05:57.840 --> 00:05:59.440]  你這樣看到
[00:05:59.440 --> 00:06:02.040]  你就發現原來犯罪這些事
[00:06:02.040 --> 00:06:07.040]  不是等於全世界都亂七八糟
[00:06:07.040 --> 00:06:09.400]  人們都出來做壞事
[00:06:09.400 --> 00:06:10.840]  那未必的
[00:06:10.840 --> 00:06:13.480]  是正常生活的
[00:06:13.480 --> 00:06:14.520]  正常生活
[00:06:14.520 --> 00:06:16.760]  但背後他們私底下的生活
[00:06:16.760 --> 00:06:18.680]  或者當時社區的人
[00:06:18.680 --> 00:06:24.480]  或者當時人與人之間的罪惡
[00:06:24.480 --> 00:06:26.480]  或者犯罪的情況
[00:06:26.480 --> 00:06:28.560]  或者人在裏面的思想
[00:06:28.560 --> 00:06:33.080]  或者是他們那種道德的標準越來越下降
[00:06:33.080 --> 00:06:34.280]  我們看到
[00:06:34.280 --> 00:06:35.440]  表面上看
[00:06:35.440 --> 00:06:37.200]  人過著正常的生活
[00:06:37.200 --> 00:06:39.080]  還很繁茂
[00:06:39.080 --> 00:06:39.920]  但是
[00:06:39.920 --> 00:06:42.960]  後面的罪惡和罪行
[00:06:42.960 --> 00:06:44.000]  罪的思想
[00:06:44.000 --> 00:06:45.640]  遠離神的心
[00:06:45.640 --> 00:06:46.960]  道德的敗壞
[00:06:46.960 --> 00:06:51.920]  卻是人好像看不到
[00:06:51.920 --> 00:06:54.600]  神卻看得很清楚
[00:06:54.600 --> 00:06:55.680]  所以我們看到
[00:06:55.680 --> 00:06:57.120]  神的審判臨到
[00:06:57.120 --> 00:06:57.880]  時間到了
[00:06:57.880 --> 00:06:59.560]  神將他全部滅絕
[00:06:59.560 --> 00:07:03.240]  我們看到這是神審判的真實性
[00:07:03.240 --> 00:07:04.720]  人子回來的時候
[00:07:04.720 --> 00:07:06.240]  其中一個就是
[00:07:06.240 --> 00:07:09.440]  神要審判這個世代的罪
[00:07:09.440 --> 00:07:14.320]  我們需要好好地逃避這種情況
[00:07:14.320 --> 00:07:17.200]  我們看到在羅亞
[00:07:17.200 --> 00:07:19.000]  洪水滅世
[00:07:19.000 --> 00:07:23.320]  但是羅德有火和硫磺象徵著神的審判
[00:07:23.320 --> 00:07:25.240]  這個在末世的時候
[00:07:25.240 --> 00:07:27.160]  在啟示籠裏見到很多
[00:07:27.160 --> 00:07:28.880]  火從天降等等
[00:07:28.880 --> 00:07:31.720]  消滅這些罪惡的人
[00:07:31.720 --> 00:07:33.760]  和罪惡的性
[00:07:33.760 --> 00:07:36.160]  全都滅了
[00:07:36.160 --> 00:07:39.360]  所以我們今天來看看羅德的事件的時候
[00:07:39.360 --> 00:07:42.680]  實在是給我們一個很重要的提醒
[00:07:42.680 --> 00:07:44.640]  我們看到羅德開始的時候
[00:07:44.640 --> 00:07:46.800]  學習了很多屬靈的功課
[00:07:46.800 --> 00:07:52.680]  他跟著亞伯拉罕走親近神的道路
[00:07:52.680 --> 00:07:54.880]  但很可惜他慢慢離開了
[00:07:54.880 --> 00:07:59.680]  他的眼睛、視野模糊了
[00:07:59.680 --> 00:08:01.720]  結果他走了另一條路
[00:08:01.720 --> 00:08:03.880]  這是跌倒的路
[00:08:03.880 --> 00:08:10.720]  是最後在索多瑪滅亡的情況的道路
[00:08:10.720 --> 00:08:16.840]  所以我們看到這個真的是他一種的退步
[00:08:16.840 --> 00:08:20.600]  我們肉眼慢慢會退化
[00:08:20.600 --> 00:08:23.960]  我們到上一年多就開始戴老花眼鏡
[00:08:23.960 --> 00:08:25.160]  你們那些還未逝
[00:08:25.160 --> 00:08:26.680]  三十多歲可能還未逝
[00:08:26.680 --> 00:08:28.640]  一到四十歲開始有少少
[00:08:28.640 --> 00:08:33.520]  五十歲、六十歲我們看東西開始模糊
[00:08:33.520 --> 00:08:34.360]  這個是正常的
[00:08:34.360 --> 00:08:37.120]  因為我們的肌肉退化鬆弛
[00:08:37.120 --> 00:08:38.800]  這個是老花
[00:08:38.800 --> 00:08:40.600]  我們沒有辦法避免的
[00:08:40.600 --> 00:08:42.280]  人年紀大了
[00:08:42.280 --> 00:08:45.440]  我們肉身的功能會退化
[00:08:45.440 --> 00:08:50.080]  但不代表我們屬靈的眼睛同樣要退化
[00:08:50.080 --> 00:08:51.920]  反過來我們看到亞伯拉罕
[00:08:51.920 --> 00:08:54.240]  上一次我們講他的情況
[00:08:54.240 --> 00:08:59.480]  他越走越老越接近神
[00:08:59.480 --> 00:09:01.040]  他的眼目越來越清楚
[00:09:01.040 --> 00:09:03.040]  從地上神給他應許
[00:09:03.040 --> 00:09:05.680]  他已經轉眼仰望天上
[00:09:05.680 --> 00:09:07.040]  神給他永恆的應許
[00:09:07.040 --> 00:09:10.480]  他的屬靈視野越來越清晰
[00:09:10.480 --> 00:09:12.480]  越來越清晰
[00:09:12.480 --> 00:09:14.760]  但很可惜我們看到
[00:09:14.760 --> 00:09:16.280]  羅德他不一樣
[00:09:16.280 --> 00:09:17.560]  所以這裡給我們看見
[00:09:17.560 --> 00:09:20.040]  屬靈的視野不一樣
[00:09:20.040 --> 00:09:23.480]  那條道路選擇就不一樣
[00:09:23.480 --> 00:09:27.000]  他的人生的結局也不一樣
[00:09:27.000 --> 00:09:30.480]  這不是很值得我們提醒嗎?
[00:09:30.480 --> 00:09:33.200]  在羅德的生平
[00:09:33.200 --> 00:09:35.640]  我們看看《創世記》的記載
[00:09:35.640 --> 00:09:39.120]  大家一起讀讀這十幾節的經文
[00:09:39.120 --> 00:09:40.960]  來體會一下
[00:09:40.960 --> 00:09:43.760]  當時亞伯拉罕和羅德
[00:09:43.760 --> 00:09:49.640]  他們的一些選擇的不同
[00:09:49.640 --> 00:09:51.960]  《創世記》第十三章第五節
[00:09:51.960 --> 00:09:54.040]  我們一起讀出
[00:09:54.040 --> 00:09:55.120]  請讀
[00:09:55.120 --> 00:09:57.520]  與亞伯蘭同行的羅德
[00:09:57.520 --> 00:10:01.520]  也有牛群、羊群、象群
[00:10:01.520 --> 00:10:03.840]  那地容不下他們
[00:10:03.840 --> 00:10:06.840]  因為他們的財物甚多
[00:10:06.840 --> 00:10:09.080]  使他們不能同居
[00:10:09.080 --> 00:10:13.120]  當時加南人與比利時人
[00:10:13.120 --> 00:10:14.920]  在那地居住
[00:10:14.920 --> 00:10:18.600]  亞伯蘭的牧人和羅德的牧人相爭
[00:10:18.600 --> 00:10:21.120]  開始爭因為不夠地方
[00:10:21.120 --> 00:10:23.320]  羊群、牛群爭草食
[00:10:23.320 --> 00:10:25.320]  因為他們越來越多
[00:10:25.320 --> 00:10:26.880]  財物越來越多
[00:10:26.880 --> 00:10:30.040]  結果不能在同一個地方
[00:10:30.040 --> 00:10:32.200]  甚至引起衝突
[00:10:32.200 --> 00:10:36.400]  因為大家不夠地方餵羊餵牛
[00:10:36.400 --> 00:10:41.440]  牧人彼此爭執
[00:10:41.440 --> 00:10:45.000]  亞伯蘭第八節對羅德說
[00:10:45.000 --> 00:10:46.640]  你我不可相爭
[00:10:46.640 --> 00:10:49.680]  你的牧人我的牧人也不可相爭
[00:10:49.680 --> 00:10:52.800]  因為我們都是骨肉
