
[00:00:00.000 --> 00:00:01.720]  如果你不是第一次來的話
[00:00:01.720 --> 00:00:04.800]  可能你知道幾個星期前開始
[00:00:04.800 --> 00:00:07.200]  我們講了一個講道系列
[00:00:07.200 --> 00:00:09.080]  是講基督教的教義
[00:00:09.080 --> 00:00:12.720]  我們的題目叫做「如此我信」
[00:00:12.720 --> 00:00:14.920]  如果我們在座裡面
[00:00:14.920 --> 00:00:17.120]  有些呼音派的弟兄姊妹
[00:00:17.120 --> 00:00:19.160]  或者特別是浸信的弟兄姊妹
[00:00:19.160 --> 00:00:21.760]  不知道你心裡面有沒有一個疑問
[00:00:21.760 --> 00:00:24.640]  為什麼我們要用仕途信經呢?
[00:00:24.640 --> 00:00:26.160]  如果你是會員的話
[00:00:26.160 --> 00:00:27.680]  你知道我們是浸信會
[00:00:27.680 --> 00:00:31.280]  浸信會應該有Baptist Faith and Messengers
[00:00:31.280 --> 00:00:34.000]  即是我們浸信會的信仰與宣言
[00:00:34.000 --> 00:00:36.640]  為什麼教會牧師會選擇用仕途信經
[00:00:36.640 --> 00:00:40.600]  而不用浸會的信仰與信息
[00:00:40.600 --> 00:00:43.400]  Baptist Faith and Messengers呢?
[00:00:43.400 --> 00:00:45.160]  如果你教會比較久的話
[00:00:45.160 --> 00:00:47.240]  甚至可能你會聽過有人說
[00:00:47.240 --> 00:00:49.720]  No creek, only Bible
[00:00:49.720 --> 00:00:51.520]  有沒有人聽過?
[00:00:51.520 --> 00:00:52.440]  沒有人聽過
[00:00:52.440 --> 00:00:53.920]  可能是初信也未定
[00:00:53.920 --> 00:00:56.000]  或者剛剛信了不久也未定
[00:00:56.000 --> 00:00:59.080]  只有聖經就是沒有信經的
[00:00:59.080 --> 00:01:00.640]  這是一個在基督教圈子
[00:01:00.640 --> 00:01:02.840]  特別是呼音派的教會來說
[00:01:02.840 --> 00:01:05.200]  No creek, only Bible
[00:01:05.200 --> 00:01:08.480]  沒有信經,只有聖經
[00:01:08.480 --> 00:01:10.040]  首先我剛才說了
[00:01:10.040 --> 00:01:11.440]  其實我們是浸信會
[00:01:11.440 --> 00:01:13.120]  雖然我們沒有把招牌放出來
[00:01:13.120 --> 00:01:13.880]  我們是浸信會
[00:01:13.880 --> 00:01:18.840]  我幾十年來都是浸信會的牧師
[00:01:18.840 --> 00:01:22.880]  其實浸信會在教會歷史當中
[00:01:22.880 --> 00:01:26.880]  也有很多令我痛心難過的事情
[00:01:26.880 --> 00:01:28.520]  例如最明顯的就是
[00:01:28.520 --> 00:01:32.120]  為了一些教會的政治鬥爭
[00:01:32.120 --> 00:01:37.240]  導致我們的浸聯會曾經經歷過一些分裂
[00:01:37.240 --> 00:01:39.160]  不單單一次
[00:01:39.160 --> 00:01:41.840]  我覺得是令我很難過的
[00:01:41.840 --> 00:01:43.000]  與此同時
[00:01:43.000 --> 00:01:46.400]  為何我仍然是浸信會的牧師呢?
[00:01:46.400 --> 00:01:49.400]  因為原來浸信會在教會歷史當中
[00:01:49.400 --> 00:01:56.920]  是最積極去實踐信仰的一個福音團體
[00:01:56.920 --> 00:01:59.800]  他們對自己所相信的
[00:01:59.800 --> 00:02:01.040]  是很認真很執著的
[00:02:01.040 --> 00:02:03.240]  除非我們不明白聖經的教導是甚麼
[00:02:03.240 --> 00:02:05.400]  當我們明白了之後
[00:02:05.400 --> 00:02:08.000]  我們是會至死都會跟從
[00:02:08.000 --> 00:02:09.760]  所以如果你看教會歷史的時候
[00:02:09.760 --> 00:02:12.080]  你會發覺浸信會在教會歷史當中
[00:02:12.080 --> 00:02:13.400]  在所有教會歷史當中
[00:02:13.400 --> 00:02:17.760]  是一個最受迫害的福音團體
[00:02:17.760 --> 00:02:19.760]  就是由於他們對聖經太過執著
[00:02:19.760 --> 00:02:21.320]  太過認真
[00:02:21.320 --> 00:02:22.320]  聖經是這麼說的
[00:02:22.320 --> 00:02:23.640]  我們就要這麼做
[00:02:23.640 --> 00:02:27.560]  於是引來很多的迫迫
[00:02:27.560 --> 00:02:29.000]  但與此同時
[00:02:29.000 --> 00:02:31.440]  上帝也祝福了浸信教會
[00:02:31.440 --> 00:02:32.440]  或者是使用
[00:02:32.440 --> 00:02:34.000]  不是說不使用其他教會
[00:02:34.000 --> 00:02:35.320]  不要誤會這個意思
[00:02:35.320 --> 00:02:38.360]  但我相信浸信會由於這樣的緣故
[00:02:38.360 --> 00:02:40.760]  神也給了他們很多的恩典
[00:02:40.760 --> 00:02:42.280]  我相信在全世界
[00:02:42.280 --> 00:02:49.520]  在全世界的基督教團體或福音機構中
[00:02:49.520 --> 00:02:52.960]  沒有任何一個基督教宣教機構
[00:02:52.960 --> 00:02:57.040]  有超過三千六百個國外宣教士
[00:02:57.040 --> 00:02:58.040]  未完喎
[00:02:58.040 --> 00:03:02.520]  是超過五千二百個國內宣教士
[00:03:02.520 --> 00:03:05.720]  沒有一個宣教機構
[00:03:05.720 --> 00:03:12.600]  有這麼龐大的全職國內和國外宣教士
[00:03:12.600 --> 00:03:14.480]  單單在美國去年
[00:03:14.480 --> 00:03:18.800]  我們就開了七百三十二間新的教會
[00:03:18.800 --> 00:03:21.960]  每年都是七百到一千
[00:03:21.960 --> 00:03:23.960]  不斷地開新的教會
[00:03:23.960 --> 00:03:25.760]  所以我們發現
[00:03:25.760 --> 00:03:31.400]  浸信會雖然有不好的歷史背景
[00:03:31.400 --> 00:03:33.520]  我相信任何地上的機構組織
[00:03:33.520 --> 00:03:35.160]  都會有這樣的情況出現
[00:03:35.160 --> 00:03:38.600]  但是神是很使用浸信會的
[00:03:38.600 --> 00:03:41.680]  為什麼我不用浸信會的信仰與信息呢?
[00:03:41.680 --> 00:03:43.680]  我是浸信會的牧師
[00:03:43.680 --> 00:03:44.880]  理由很簡單
[00:03:44.880 --> 00:03:47.640]  因為你去看看浸信會的信仰與信息的時候
[00:03:47.640 --> 00:03:50.800]  它除了基本的基督教教義之外
[00:03:50.800 --> 00:03:51.920]  還會說什麼呢?
[00:03:51.920 --> 00:03:53.240]  戰爭與和平
[00:03:53.240 --> 00:03:54.640]  福音與宣教
[00:03:54.640 --> 00:03:56.080]  基督教教育
[00:03:56.080 --> 00:03:59.320]  信徒基督徒與社會秩序
[00:03:59.320 --> 00:04:00.400]  家庭
[00:04:00.400 --> 00:04:02.720]  宗教自由
[00:04:02.720 --> 00:04:06.680]  你看它們的信仰與宣言時會看到一大堆
[00:04:06.680 --> 00:04:08.800]  所以如果我只說裡面的教義
[00:04:08.800 --> 00:04:10.520]  其他不說的話
[00:04:10.520 --> 00:04:12.360]  感覺上好像不太完整
[00:04:12.360 --> 00:04:14.760]  說了一部分又沒有說全部
[00:04:14.760 --> 00:04:17.960]  要說完的話要說很久
[00:04:17.960 --> 00:04:20.360]  而且你剛才聽我分享
[00:04:20.360 --> 00:04:23.560]  有關浸信會的信仰與宣言的時候
[00:04:23.560 --> 00:04:26.480]  你就會明白到為什麼牧師剛才說
[00:04:26.480 --> 00:04:31.680]  浸信會是一個很認真對聖經執行實踐的機構
[00:04:31.680 --> 00:04:33.920]  因為那些都是很實際的東西
[00:04:33.920 --> 00:04:37.880]  說到戰爭、和平、宗教自由等等
[00:04:37.880 --> 00:04:40.240]  浸信會一直以來都是很強調
[00:04:40.240 --> 00:04:42.000]  也因為這個緣故
[00:04:42.000 --> 00:04:45.440]  受到很多的逼迫
[00:04:45.440 --> 00:04:47.360]  《仕途信經》
[00:04:47.360 --> 00:04:48.480]  是精簡的
[00:04:48.480 --> 00:04:52.280]  《仕途信經》將基督教信仰濃縮為
[00:04:52.280 --> 00:04:56.360]  容易去記憶和分享的
[00:04:56.360 --> 00:04:58.760]  一些基本信仰
[00:04:58.760 --> 00:05:02.400]  我們稱之為一個「撮要」
[00:05:02.400 --> 00:05:04.080]  「到底你信什麼呢?」
[00:05:04.080 --> 00:05:05.920]  《仕途信經》很快就讀完了
[00:05:05.920 --> 00:05:08.360]  你就會明白、掌握得到
[00:05:08.360 --> 00:05:12.840]  不過要我再強調
[00:05:12.840 --> 00:05:18.400]  信經是基督教信仰的一個撮要
[00:05:18.400 --> 00:05:19.720]  是一個總結
[00:05:19.720 --> 00:05:21.600]  它不是聖經本身
[00:05:21.600 --> 00:05:24.240]  信經不是聖經本身
[00:05:24.240 --> 00:05:26.480]  所以我們傳遞人去講道的時候
[00:05:26.480 --> 00:05:28.160]  是講聖經,不是講信經
[00:05:28.160 --> 00:05:29.240]  大家明白我的意思嗎?
[00:05:29.240 --> 00:05:30.800]  我們傳講聖經的真理
[00:05:30.800 --> 00:05:33.320]  不是傳講《仕途信經》
[00:05:33.320 --> 00:05:36.480]  但為什麼我們會聽到有人這樣說
[00:05:36.480 --> 00:05:38.320]  No Creed
[00:05:38.320 --> 00:05:39.400]  Only Bible
[00:05:39.400 --> 00:05:42.600]  沒有信經,只有聖經呢?
[00:05:42.600 --> 00:05:44.360]  因為原來在歷史當中
[00:05:44.360 --> 00:05:45.760]  真的有些基督徒
[00:05:45.760 --> 00:05:48.080]  就以信經當作聖經
[00:05:48.080 --> 00:05:52.680]  以信經當作聖經去看
[00:05:52.680 --> 00:05:54.680]  等同聖經的權威
[00:05:54.680 --> 00:05:57.280]  而且用信經去評估
[00:05:57.280 --> 00:06:00.400]  一個基督徒、一個基督徒的團體或教會
[00:06:00.400 --> 00:06:01.960]  是否信仰純正
[00:06:01.960 --> 00:06:03.080]  大家明白我的意思嗎?
[00:06:03.080 --> 00:06:04.440]  不是用聖經
[00:06:04.440 --> 00:06:08.560]  而是用信經作為一個標準
[00:06:08.560 --> 00:06:11.120]  你信這些,你就是自己人
[00:06:11.120 --> 00:06:12.880]  不信就不是了
[00:06:12.880 --> 00:06:19.640]  將信經提升到聖經的地位
[00:06:19.640 --> 00:06:21.440]  所以有些人說
[00:06:21.440 --> 00:06:24.280]  所以我們是No Creed, Only Bible
[00:06:24.280 --> 00:06:26.800]  沒有信經,只有聖經
[00:06:26.800 --> 00:06:29.760]  那為什麼會有信經的出現呢?
[00:06:29.760 --> 00:06:31.240]  為什麼會有信經的出現呢?
[00:06:31.240 --> 00:06:32.880]  這個要講歷史
[00:06:32.880 --> 00:06:34.360]  我先跟大家講解一下
[00:06:34.360 --> 00:06:37.840]  不然大家可能不知道內容
[00:06:37.840 --> 00:06:39.680]  為什麼會有信經的出現呢?
[00:06:39.680 --> 00:06:41.800]  因為原來耶穌升天之後
[00:06:41.800 --> 00:06:43.560]  頭三百年
[00:06:43.560 --> 00:06:46.800]  新約聖經還沒有成形
[00:06:46.800 --> 00:06:48.000]  舊約聖經三十九卷
[00:06:48.000 --> 00:06:49.760]  很快就說這是正典
[00:06:49.760 --> 00:06:51.280]  沒問題,No doubt about it
[00:06:51.280 --> 00:06:53.000]  很清楚神的默示
[00:06:53.000 --> 00:06:55.200]  經過長時間的印證
[00:06:55.200 --> 00:06:57.560]  This is the word of God
[00:06:57.560 --> 00:06:58.560]  但是
[00:06:58.560 --> 00:07:00.560]  開頭那三百年來說
[00:07:00.560 --> 00:07:02.520]  其實聖經是
[00:07:02.520 --> 00:07:04.440]  數以後一百年才寫成的
[00:07:04.440 --> 00:07:05.520]  我講的是新約聖經
[00:07:05.520 --> 00:07:06.160]  大家明白我的意思嗎?
[00:07:06.160 --> 00:07:07.360]  新約聖經
[00:07:07.360 --> 00:07:08.720]  所以開頭那三百年
[00:07:08.720 --> 00:07:11.160]  到底哪些是神的啟示
[00:07:11.160 --> 00:07:12.240]  哪些不是呢?
[00:07:12.240 --> 00:07:13.960]  很多人寫東西的
[00:07:13.960 --> 00:07:16.480]  去到基督徒寫東西的
[00:07:16.480 --> 00:07:20.400]  所以當你沒有一個規範的時候
[00:07:20.400 --> 00:07:21.640]  於是早期教會
[00:07:21.640 --> 00:07:23.280]  你看聖經都會留意到
