
[00:00:00.000 --> 00:00:06.440]  「你們是地上的鹽,你們是世上的光。」
[00:00:06.440 --> 00:00:09.220]  耶穌基督這樣說:
[00:00:09.220 --> 00:00:14.620]  「你們是世上的鹽,鹽若失了味,怎能叫它再鹹呢?
[00:00:14.620 --> 00:00:19.720]  以後無用,不過凋在外面被人踐踏了。」
[00:00:19.720 --> 00:00:24.720]  「你們是世上的光,成灶在山上是不能隱藏的。」
[00:00:24.720 --> 00:00:32.360]  「人點燈不放在斗底下,是放在燈臺上就照亮一家人。」
[00:00:32.360 --> 00:00:41.260]  「你們的光也當這樣照在人前,可叫他們看見你們的好行為。」
[00:00:41.260 --> 00:00:47.480]  「便將榮耀歸給你們在天上的父。」
[00:00:47.480 --> 00:00:54.160]  求神祝福你們,賜福給你們,心願你們都使人得福。
[00:00:54.160 --> 00:01:05.040]  我們一同記得神的話,我們一同心禱告。
[00:01:05.040 --> 00:01:12.000]  親愛的主,祢知道這個世代是一個不信的世代。
[00:01:12.000 --> 00:01:20.480]  很多時候,連我們跟隨祢的人,我們都不相信祢的話。
[00:01:20.480 --> 00:01:24.720]  主求祢幫助我們,憐憫我們的不信。
[00:01:24.720 --> 00:01:36.760]  叫我們一同去相信,相信人間的祝福,相信祢的祝福。
[00:01:36.760 --> 00:01:41.480]  主今日我們一同在中午的時間,
[00:01:41.480 --> 00:01:49.120]  我們眾弟兄姊妹們都要在祢面前領受祢給我們的福氣。
[00:01:49.120 --> 00:01:52.040]  讓我們一同去相信,
[00:01:52.040 --> 00:01:59.680]  我們的禱告是奉主耶穌基督的名字求,阿們。
[00:01:59.680 --> 00:02:06.200]  在今午,我想跟大家一起思想以撒的祝福。
[00:02:06.200 --> 00:02:10.800]  以撒是誰呢?大家熟不熟悉呢?
[00:02:10.800 --> 00:02:16.160]  我們很熟悉的一句說法就是說,
[00:02:16.160 --> 00:02:24.320]  亞伯拉罕、以撒和雅各,我們很熟悉這個句式。
[00:02:24.320 --> 00:02:28.800]  譬如在舊約的《出埃及記》的三章六節,神就說,
[00:02:28.800 --> 00:02:34.440]  「我是亞伯拉罕的神,以撒的神,雅各的神。」
[00:02:34.440 --> 00:02:38.440]  在舊約,神都是常常這樣稱呼自己的。
[00:02:38.440 --> 00:02:42.720]  在新約,在馬可、馬太、盧卡,
[00:02:42.720 --> 00:02:47.200]  都常常會見到這個句式就是說,
[00:02:47.200 --> 00:02:54.840]  「我是亞伯拉罕的神,以撒的神,雅各的神。」
[00:02:54.840 --> 00:02:59.840]  主耶穌基督沒有提到別人的名字,其他的名字沒有。
[00:02:59.840 --> 00:03:05.840]  祂常常提及是亞伯拉罕、以撒、雅各。
[00:03:05.840 --> 00:03:09.480]  所以這三位都有特別的位置,
[00:03:09.480 --> 00:03:15.920]  祂是我們的祖先,祂們是以色列人的族長。
[00:03:15.920 --> 00:03:17.880]  但是我們又想一想,
[00:03:17.880 --> 00:03:21.760]  我們很多時候會說亞伯拉罕的故事,
[00:03:21.760 --> 00:03:24.400]  會說雅各的故事,
[00:03:24.400 --> 00:03:29.520]  因為亞伯拉罕就是一個信心的典範,是信心之父,
[00:03:29.520 --> 00:03:32.440]  祂和神有很親密的關係,
[00:03:32.440 --> 00:03:36.120]  我們都會說這個雅各,
[00:03:36.120 --> 00:03:38.320]  雅各這個人很有趣的,
[00:03:38.320 --> 00:03:41.600]  這個人很有動感,很有力量的,
[00:03:41.600 --> 00:03:45.880]  有時候很可愛,有時候很討人厭的一個人。
[00:03:45.880 --> 00:03:51.720]  但是我們提起以撒,就要拗頭想一想,
[00:03:51.720 --> 00:03:55.560]  想到什麼呢?想到摩尼亞山上,
[00:03:55.560 --> 00:04:00.920]  以撒要扮演一個受害者的角色。
[00:04:00.920 --> 00:04:04.840]  所以我們比較少談及以撒,
[00:04:04.840 --> 00:04:10.960]  我們只會從摩尼亞山這件事,我們去談及以撒,
[00:04:10.960 --> 00:04:13.200]  我們大概的印象就是說,
[00:04:13.200 --> 00:04:17.720]  以撒的本性都是良善,
[00:04:17.720 --> 00:04:22.440]  不過他比較柔弱,比較被動,
[00:04:22.440 --> 00:04:26.440]  因為他的一生好像一個受害者那樣,
[00:04:26.440 --> 00:04:30.320]  經常被人欺負的,被人欺騙的,
[00:04:30.320 --> 00:04:40.920]  他好像患上了一個受虐待的孩童的那種創傷症。
[00:04:40.920 --> 00:04:45.080]  這些描述,當然是未能夠捕捉,
[00:04:45.080 --> 00:04:49.200]  說出以撒的一生。
[00:04:49.200 --> 00:04:57.040]  以撒是一位很有彈性,很有韌力的人,
[00:04:57.040 --> 00:05:01.440]  他在這個被父親出賣的事件當中,
[00:05:01.440 --> 00:05:03.920]  他有一些經歷,
[00:05:03.920 --> 00:05:07.920]  但是他沒有被這件事困擾,
[00:05:07.920 --> 00:05:12.240]  這個多多少少說出這個祖先,
[00:05:12.240 --> 00:05:15.920]  他心靈的力量。
[00:05:15.920 --> 00:05:18.320]  在他做孩童的時候,
[00:05:18.320 --> 00:05:21.200]  他本來是爸爸所愛的,所疼愛的,
[00:05:21.200 --> 00:05:26.240]  突然間又說要變成被犧牲的羊羔,
[00:05:26.240 --> 00:05:28.720]  在沒有任何的警告之下,
[00:05:28.720 --> 00:05:33.360]  神就叫阿伯拉罕帶以撒去一座山上,
[00:05:33.360 --> 00:05:37.280]  要將他塗改,要獻為繁祭。
[00:05:37.280 --> 00:05:43.360]  正當阿伯拉罕要動刀的時候,
[00:05:43.360 --> 00:05:49.520]  就有天上有聲音,是神的聲音叫他停下,停下,停下。
[00:05:49.520 --> 00:05:55.360]  我們相信以撒,雖然他小時候,他聽到的,
[00:05:55.360 --> 00:05:58.080]  他未必明白整件事,
[00:05:58.080 --> 00:06:01.600]  但是他多多少少都明白,
[00:06:01.600 --> 00:06:05.520]  因為這件事太過恐怖了,
[00:06:05.520 --> 00:06:12.640]  這件事根本可以成為以撒的創傷,
[00:06:12.640 --> 00:06:16.400]  但是以撒卻沒有離開神,
[00:06:16.400 --> 00:06:21.040]  他繼續很穩定地和神一起,
[00:06:21.040 --> 00:06:24.080]  他得到神的賜福。
[00:06:24.080 --> 00:06:27.920]  這是看到他的生命有一種剛毅,
[00:06:27.920 --> 00:06:31.360]  英文我們叫做fortitude。
[00:06:31.360 --> 00:06:36.480]  在他五十多歲的後期,
[00:06:36.480 --> 00:06:43.040]  以撒沒有小孩,因為他的太太利伯加沒有懷孕,
[00:06:43.040 --> 00:06:49.440]  所以以撒哀求神給他有寶寶,
[00:06:49.440 --> 00:06:51.920]  而神就應允了他的禱告,
[00:06:51.920 --> 00:06:56.400]  所以利伯加生了以素和雅各,
[00:06:56.400 --> 00:07:03.840]  神也應許以撒一生昌盛,
[00:07:03.840 --> 00:07:09.600]  後來以撒去到基拉爾,在那裡耕田耕種,
[00:07:09.600 --> 00:07:15.440]  他有非常好的收成,有一天他的收成有一百倍那麼多,
[00:07:15.440 --> 00:07:18.880]  他發達了,他成為了大富翁,
[00:07:18.880 --> 00:07:24.000]  他有很多的羊群、牛群,他有很多的僕人,
[00:07:24.000 --> 00:07:28.320]  他是非常的昌盛。
[00:07:28.320 --> 00:07:35.200]  最後我們看創世紀的28章至到32章和35章,
[00:07:35.200 --> 00:07:40.720]  我們看到以撒是很長命的,
[00:07:40.720 --> 00:07:43.840]  他死的時候一百八十歲,
[00:07:43.840 --> 00:07:46.240]  一百八十歲真的很長,
[00:07:46.240 --> 00:07:52.960]  長命在那個時候來說是神的祝福,
[00:07:52.960 --> 00:07:57.840]  他是比他家庭的成員,比他家族任何的成員更長命,
[00:07:57.840 --> 00:08:00.240]  他比他的子孫長命,
[00:08:00.240 --> 00:08:03.920]  他比他爸爸阿伯拉罕長幾歲命,
[00:08:03.920 --> 00:08:10.080]  他比他的兒子這個雅各長大概三十歲命,
[00:08:10.080 --> 00:08:13.600]  阿伯拉罕死的時候就一百七十五歲,
[00:08:13.600 --> 00:08:16.640]  撒拉是一百二十七歲,
[00:08:16.640 --> 00:08:19.040]  以撒瑪利是一百三十七歲,
[00:08:19.040 --> 00:08:23.200]  雅各是一百四十七歲,約瑟是一百一十歲,
[00:08:23.200 --> 00:08:29.440]  但是以撒是一百八十歲。
[00:08:29.440 --> 00:08:35.040]  雖然以撒和爸爸阿伯拉罕來比,
[00:08:35.040 --> 00:08:40.640]  沒有爸爸那種信心、冒險的精神,
[00:08:40.640 --> 00:08:46.000]  和他的兒子雅各來比沒有雅各那麼聰明,
[00:08:46.000 --> 00:08:51.120]  但是以撒他一生是蒙福,
[00:08:51.120 --> 00:08:58.560]  他蒙神祝福,他也祝福別人。
[00:08:58.560 --> 00:09:06.240]  現在我們就集中在以撒他生命當中的一件事情,
[00:09:06.240 --> 00:09:10.400]  就是在今午我們讀一段很長的經文,
[00:09:10.400 --> 00:09:12.160]  二十七章。
[00:09:12.160 --> 00:09:21.840]  二十七章這段經文是關乎以撒又被人欺負的經文,
[00:09:21.840 --> 00:09:24.000]  是他的兒子欺騙他。
[00:09:24.000 --> 00:09:29.600]  所以這段經文是講到以撒如何被雅各欺騙,
[00:09:29.600 --> 00:09:38.000]  也講到以素和雅各最後階段的那種相爭。
[00:09:38.000 --> 00:09:42.640]  一直以來以撒都知道這兩個兒子不太好,
[00:09:42.640 --> 00:09:46.400]  這兩個兒子經常吵架是相爭的,
[00:09:46.400 --> 00:09:52.160]  他知道打從以素和雅各出生的時候,
[00:09:52.160 --> 00:09:55.840]  兩兄弟就在媽媽肚裡相爭的,
[00:09:55.840 --> 00:09:59.440]  當以素首先出來的時候,
[00:09:59.440 --> 00:10:01.040]  雅各就遲了一點點,
[00:10:01.040 --> 00:10:05.520]  雅各就抓住以素的腳跟,
[00:10:05.520 --> 00:10:10.480]  所以雅各的名字是一個簡略的說法,
[00:10:10.480 --> 00:10:13.200]  粗略的說法翻譯就是說,
[00:10:13.200 --> 00:10:16.640]  他是抓住腳跟的人。
[00:10:16.640 --> 00:10:18.400]  所以我們猜想爸爸媽媽會說,
[00:10:18.400 --> 00:10:20.240]  哎呀,你這個兒子,
[00:10:20.240 --> 00:10:22.480]  整天抓住人家的腳跟,
[00:10:22.480 --> 00:10:25.200]  跟人家爭,跟人家鬥,
[00:10:25.200 --> 00:10:28.400]  這個兒子是這樣的性格。
