
[00:00:00.000 --> 00:00:03.120]  我們一起先有個祈禱
[00:00:03.120 --> 00:00:04.320]  好 天父我們多謝你
[00:00:04.320 --> 00:00:06.200]  因為你是愛我們的主
[00:00:06.200 --> 00:00:08.040]  你是生命的主
[00:00:08.040 --> 00:00:09.160]  求主你幫助我們
[00:00:09.160 --> 00:00:10.600]  讓我們真的知道
[00:00:10.600 --> 00:00:13.080]  在我們這個人生裏面
[00:00:13.080 --> 00:00:15.720]  我們知道哪一個才是主角
[00:00:15.720 --> 00:00:17.280]  哪一個是配角
[00:00:17.280 --> 00:00:19.400]  也祝我們能夠找到我們的角色
[00:00:19.400 --> 00:00:20.960]  找到我們的定位
[00:00:20.960 --> 00:00:26.080]  讓主你自己真的顯出最大的光芒
[00:00:26.080 --> 00:00:28.880]  幫助我們學習思考你的說話
[00:00:28.880 --> 00:00:31.480]  祈禱奉耶穌明智而求
[00:00:31.480 --> 00:00:33.240]  阿門
[00:00:33.240 --> 00:00:35.440]  今天我們已經說到
[00:00:35.440 --> 00:00:39.360]  《馬拉基書》最後的部分
[00:00:39.360 --> 00:00:43.240]  《馬拉基書》其實只有四章
[00:00:43.240 --> 00:00:46.240]  四章的書卷
[00:00:46.240 --> 00:00:47.600]  所以在我們今天
[00:00:47.600 --> 00:00:51.360]  《馬拉基書》最後只有三節的部分裏面
[00:00:51.360 --> 00:00:54.360]  其實就是整個《馬拉基書》的一個總結
[00:00:54.360 --> 00:00:56.040]  一個呼籲
[00:00:56.040 --> 00:00:59.320]  所以我們藉著今天去看一個總結的時候
[00:00:59.320 --> 00:01:00.880]  我們先有一點重溫
[00:01:00.880 --> 00:01:04.600]  這個亦都是在過去七次的講道裏面
[00:01:04.600 --> 00:01:09.080]  都提及的一些思考和一些重點
[00:01:09.080 --> 00:01:12.360]  首先我們要重溫一下歷史
[00:01:12.360 --> 00:01:13.840]  我們知道《馬拉基書》裏面
[00:01:13.840 --> 00:01:20.280]  其實是隨著以色列國國度的一些轉變
[00:01:20.280 --> 00:01:24.840]  一些狀況而衍生了不同的一些階段
[00:01:24.840 --> 00:01:29.240]  事實上你見到在左邊中間的位置
[00:01:29.240 --> 00:01:32.040]  就是我們一路經常說的以色列國
[00:01:32.040 --> 00:01:35.440]  猶大國的地方耶路撒冷等等
[00:01:35.440 --> 00:01:37.240]  事實上在歷史裏面
[00:01:37.240 --> 00:01:39.440]  都是出現了不同的世代
[00:01:39.440 --> 00:01:40.400]  不同的朝代
[00:01:40.400 --> 00:01:42.080]  不同的國度
[00:01:42.080 --> 00:01:43.560]  所以如果你留意一下
[00:01:43.560 --> 00:01:48.080]  看一下這幅圖的右邊中間的上面
[00:01:48.080 --> 00:01:50.800]  就提到亞述帝國
[00:01:50.800 --> 00:01:53.520]  大家記不記得亞述帝國
[00:01:53.520 --> 00:01:55.600]  什麼時候講過
[00:01:55.600 --> 00:01:59.480]  上個星期約拿書就已經提及到
[00:01:59.480 --> 00:02:03.320]  亞述帝國有一個叫尼尼尾城
[00:02:03.320 --> 00:02:04.560]  這個地方裏面
[00:02:04.560 --> 00:02:09.320]  其實你見到是主前八世紀的時間
[00:02:09.320 --> 00:02:11.440]  主前八世紀有一個國度的興起
[00:02:11.440 --> 00:02:14.520]  但原來將時間流逝的時候
[00:02:14.520 --> 00:02:16.400]  又有新的國度興起
[00:02:16.400 --> 00:02:21.400]  接著你見到下一點就是巴比倫帝國
[00:02:21.400 --> 00:02:25.680]  大家記不記得哪一本書是講巴比倫帝國
[00:02:25.680 --> 00:02:27.080]  就是彈耳曆書
[00:02:27.080 --> 00:02:29.200]  就是Jenny講的彈耳曆書
[00:02:29.200 --> 00:02:31.400]  就是講巴比倫的帝國
[00:02:31.400 --> 00:02:33.960]  事實上亞述是主前八世紀
[00:02:33.960 --> 00:02:37.120]  巴比倫大約是主前七世紀的時間
[00:02:37.120 --> 00:02:39.800]  而去到後來這裏告訴你
[00:02:39.800 --> 00:02:42.960]  原來巴比倫的尼泊爾加密沙
[00:02:42.960 --> 00:02:44.120]  威脅了一段時間
[00:02:44.120 --> 00:02:45.480]  最後都威脅不完
[00:02:45.480 --> 00:02:46.720]  到他後代之後
[00:02:46.720 --> 00:02:49.000]  這個國都要滅亡
[00:02:49.000 --> 00:02:50.800]  而新的帝國又會興起
[00:02:50.800 --> 00:02:52.640]  就是波斯帝國
[00:02:52.640 --> 00:02:55.600]  你見到是主前六世紀的時間
[00:02:55.600 --> 00:02:57.160]  開始慢慢強大
[00:02:57.160 --> 00:02:59.720]  就是一個波斯的帝國
[00:02:59.720 --> 00:03:03.640]  其實就是隨著歷史的更替
[00:03:03.640 --> 00:03:06.160]  以色列國特別是猶大國
[00:03:06.160 --> 00:03:08.840]  隨著巴比倫的進攻
[00:03:08.840 --> 00:03:10.560]  三次的進城
[00:03:10.560 --> 00:03:15.360]  以致他們將猶大擄走
[00:03:15.360 --> 00:03:18.880]  以致基本上猶大亡國
[00:03:18.880 --> 00:03:21.680]  而亡國之後就隔了一些時間
[00:03:21.680 --> 00:03:27.440]  大約536年左右的時間
[00:03:27.440 --> 00:03:31.480]  他們才有機會回歸
[00:03:31.480 --> 00:03:34.200]  516年
[00:03:34.200 --> 00:03:38.280]  他們亡國是586年的時間
[00:03:38.280 --> 00:03:43.440]  這裏就說當他們回歸的時候
[00:03:43.440 --> 00:03:44.320]  為什麼能夠回歸呢
[00:03:44.320 --> 00:03:46.680]  就是因為波斯帝國的興起
[00:03:46.680 --> 00:03:49.120]  他們用了一個比較懷柔的政策
[00:03:49.120 --> 00:03:50.920]  讓他們能夠回歸
