
[00:00:00.000 --> 00:00:01.740]  丁子妹主乃平安
[00:00:01.740 --> 00:00:05.300]  我們上個星期就完結了
[00:00:05.300 --> 00:00:08.020]  傳道書講道的系列
[00:00:08.020 --> 00:00:11.760]  我不知道我們看完傳道書之後
[00:00:11.760 --> 00:00:13.120]  你還記得些什麼呢?
[00:00:13.120 --> 00:00:16.820]  會不會說牧師啊 虛空啊 虛空就是虛空啊
[00:00:16.820 --> 00:00:18.960]  一定說傳道書能夠
[00:00:18.960 --> 00:00:21.100]  很清楚地讓我們看到
[00:00:21.100 --> 00:00:23.500]  是啊 世界是虛空的
[00:00:23.500 --> 00:00:26.340]  但是我們能夠作為信徒
[00:00:26.340 --> 00:00:28.920]  能夠在這個荒誕虛空的
[00:00:28.920 --> 00:00:32.320]  世上 怎樣能夠敬虔道人
[00:00:32.320 --> 00:00:34.760]  就好像在這個PowerPoint所講的
[00:00:34.760 --> 00:00:36.860]  這才是都已聽見了
[00:00:36.860 --> 00:00:39.280]  總之就是敬畏神
[00:00:39.280 --> 00:00:41.120]  謹守他的誡命
[00:00:41.120 --> 00:00:43.960]  這是人所當盡的本分
[00:00:43.960 --> 00:00:47.800]  這字的經文是傳道書差不多最後的一字的經文
[00:00:47.800 --> 00:00:49.500]  第十四字就完了
[00:00:49.500 --> 00:00:51.240]  因為呢 為什麼呢
[00:00:51.240 --> 00:00:53.320]  上帝最後會審判的
[00:00:53.320 --> 00:00:54.680]  我希望我們是
[00:00:54.680 --> 00:00:57.040]  滿載著這種的盼望
[00:00:57.040 --> 00:00:58.880]  超越了這種的虛空
[00:00:58.880 --> 00:01:01.700]  讓我們能夠生命是有盼望
[00:01:01.700 --> 00:01:03.680]  還有呢 是有力量的
[00:01:03.680 --> 00:01:07.120]  由這個星期開始 我們開始講彼得前書了
[00:01:07.120 --> 00:01:09.720]  當講到彼得前書的時候 我不知道呢
[00:01:09.720 --> 00:01:12.240]  你即時想到的是什麼呢
[00:01:12.240 --> 00:01:14.180]  彼得前書
[00:01:14.180 --> 00:01:17.920]  是寫給當時正為信仰而受苦的
[00:01:17.920 --> 00:01:19.720]  小亞細亞的信徒
[00:01:19.720 --> 00:01:21.560]  他們為什麼要受苦呢
[00:01:21.560 --> 00:01:24.400]  原來是因為在信仰上面
[00:01:24.400 --> 00:01:27.360]  他們所身處的環境
[00:01:27.360 --> 00:01:29.520]  跟他信仰上面是有衝擊的
[00:01:29.520 --> 00:01:33.440]  那份衝擊是來自信仰上面的不同
[00:01:33.440 --> 00:01:39.360]  所以這封信不僅是寫給昔日受苦的每一個信徒
[00:01:39.360 --> 00:01:41.320]  也是寫給我們今天
[00:01:41.320 --> 00:01:44.040]  我們正面對各樣的挑戰困難
[00:01:44.040 --> 00:01:47.360]  我們各樣的苦難 各樣的痛苦
[00:01:47.360 --> 00:01:50.080]  生命上各樣的困境的時候
[00:01:50.080 --> 00:01:51.880]  這封信也是寫給我們的
[00:01:51.880 --> 00:01:53.640]  好像這個POWER CON講的
[00:01:53.640 --> 00:01:55.640]  彼得前書是一個LIVING HOPE
[00:01:55.640 --> 00:01:57.640]  是一個活潑的盼望
[00:01:57.640 --> 00:02:00.800]  究竟彼得前書帶給我們有什麼活潑的盼望呢
[00:02:00.800 --> 00:02:02.800]  今天我們同樣身處在一個
[00:02:02.800 --> 00:02:06.280]  跟我們信仰上面有衝擊的世界裡面
[00:02:06.280 --> 00:02:11.320]  「受苦」這個字在彼得前書曾經出現了十二次
[00:02:11.320 --> 00:02:13.800]  這個可以說是新約書卷裡面
[00:02:13.800 --> 00:02:17.560]  出現「受苦」這個字眼最多的一卷
[00:02:17.560 --> 00:02:23.160]  經文強調基督徒受苦
[00:02:23.160 --> 00:02:27.320]  是必然的 是因為我們跟隨基督
[00:02:27.320 --> 00:02:30.800]  作為基督徒我們需要「受苦」是一個代價
[00:02:30.800 --> 00:02:31.520]  為什麼呢?
[00:02:31.520 --> 00:02:33.520]  因為經文是必然的 我們一起讀吧
[00:02:33.520 --> 00:02:36.840]  「你們夢照原是為此
[00:02:36.840 --> 00:02:39.840]  因基督也為你們受過苦
[00:02:39.840 --> 00:02:42.160]  給你們留下榜樣
[00:02:42.160 --> 00:02:45.800]  叫你們跟隨他的腳蹤行」
[00:02:45.800 --> 00:02:47.320]  經文很清楚地告訴我們
[00:02:47.320 --> 00:02:50.240]  我們既然去相信 去跟隨基督的時候
[00:02:50.240 --> 00:02:55.800]  這個「跟隨」就是耶穌已經為我們作了一個榜樣
[00:02:55.800 --> 00:02:59.240]  所以今天我們生活上覺得
[00:02:59.240 --> 00:03:01.240]  是有各樣的壓迫 各樣的苦
[00:03:01.240 --> 00:03:03.240]  面對我們信仰上的衝擊
[00:03:03.240 --> 00:03:05.080]  不要覺得很奇怪
[00:03:05.080 --> 00:03:07.080]  基本上就是這樣
[00:03:07.080 --> 00:03:08.840]  不要覺得為什麼會是這樣
[00:03:08.840 --> 00:03:11.360]  聖經已經清楚地告訴我們了
[00:03:11.360 --> 00:03:13.880]  經文提醒我們信徒在「受苦」
[00:03:13.880 --> 00:03:17.560]  不是沒有意思和無了期的
[00:03:17.560 --> 00:03:21.920]  而是上帝磨練基督徒的一個機會
[00:03:21.920 --> 00:03:23.920]  所以比利前書一章六到七節
[00:03:23.920 --> 00:03:25.280]  稍後我會多講一點
[00:03:25.280 --> 00:03:27.480]  「但如今在百般的試煉中
[00:03:27.480 --> 00:03:29.480]  是暫時的憂愁
[00:03:29.480 --> 00:03:31.640]  叫你們的信心既被試煉
[00:03:31.640 --> 00:03:33.880]  就好像被火試驗
[00:03:33.880 --> 00:03:36.120]  仍然能壞的金紙
[00:03:36.120 --> 00:03:38.360]  是更顯得寶貴」
[00:03:38.360 --> 00:03:41.720]  是更顯得寶貴
[00:03:41.720 --> 00:03:43.520]  任何人都會受苦
[00:03:43.520 --> 00:03:47.880]  沒有相信主的人都會受苦
[00:03:47.880 --> 00:03:50.080]  我們有一句話是
[00:03:50.080 --> 00:03:54.160]  「人生不如意的事是十常八九」
[00:03:54.160 --> 00:03:55.760]  為什麼不會有困難呢?
[00:03:55.760 --> 00:03:57.160]  為什麼不會有挑戰呢?
[00:03:57.160 --> 00:03:59.520]  生命裡總是有很多不如意的事
[00:03:59.520 --> 00:04:01.520]  總是有很多的痛苦
[00:04:01.520 --> 00:04:05.760]  但是信徒的受苦和非信徒的受苦
[00:04:05.760 --> 00:04:07.640]  最大的分別在哪裡呢?
[00:04:07.640 --> 00:04:09.280]  就是我們有那份的信仰
[00:04:09.280 --> 00:04:10.880]  承載著我們的生命
[00:04:10.880 --> 00:04:13.840]  那份的盼望和動力
[00:04:13.840 --> 00:04:15.440]  彼得在彼得前書裡鼓勵我們
[00:04:15.440 --> 00:04:18.440]  面對各樣的困難、挑戰和逼迫的時候
[00:04:18.440 --> 00:04:20.720]  我們不是孤軍作戰的
[00:04:20.720 --> 00:04:22.000]  為什麼呢?
[00:04:22.000 --> 00:04:25.600]  因為在苦難裡有上帝保守我們
[00:04:25.600 --> 00:04:29.080]  有上帝與我們同行
[00:04:29.080 --> 00:04:30.680]  彼得也提醒我們
[00:04:30.680 --> 00:04:33.480]  在苦難裡我們不是孤軍作戰
[00:04:33.480 --> 00:04:35.920]  因為有愛我們的弟兄姊妹
[00:04:35.920 --> 00:04:39.000]  你看看我們周圍的群體
[00:04:39.000 --> 00:04:40.880]  有愛我們的弟兄姊妹
[00:04:40.880 --> 00:04:44.400]  我們都能夠彼此相愛扶持
[00:04:44.400 --> 00:04:48.880]  互相的祝福、服侍、同行
[00:04:48.880 --> 00:04:54.440]  這些都成為我們承受苦難一股很大的力量
[00:04:54.440 --> 00:04:57.560]  信徒為主受苦當然不容易
[00:04:57.560 --> 00:04:59.520]  有誰想受苦呢?
[00:04:59.520 --> 00:05:01.960]  但是透過這封信
[00:05:01.960 --> 00:05:03.560]  彼得提醒我們
[00:05:03.560 --> 00:05:04.960]  去勉勵我們
[00:05:04.960 --> 00:05:06.080]  提醒我們
[00:05:06.080 --> 00:05:09.600]  這個受苦是一個生命的鍛鍊
[00:05:09.600 --> 00:05:12.400]  是一個信心成長的階梯
[00:05:12.400 --> 00:05:14.080]  我希望透過彼得前書
[00:05:14.080 --> 00:05:18.760]  我們都能夠在受苦裡看到那個Living Hope
[00:05:18.760 --> 00:05:21.000]  那個活潑的盼望
[00:05:21.000 --> 00:05:22.720]  我們用五個星期
[00:05:22.720 --> 00:05:25.720]  一同去思想彼得前書
[00:05:25.720 --> 00:05:27.280]  然後接下來
[00:05:27.280 --> 00:05:30.680]  我們的講壇就用了彼得前書第二章
[00:05:30.680 --> 00:05:34.000]  描述到作信徒、作門徒
[00:05:34.000 --> 00:05:35.640]  有五個標記
[00:05:35.640 --> 00:05:37.360]  這五個標記包括
[00:05:37.360 --> 00:05:44.240]  客裡、子民、祭司、撥石齡公和勞瀑
[00:05:44.240 --> 00:05:45.680]  這五個標記
[00:05:45.680 --> 00:05:48.520]  是一個像一個symbol(象徵)
[00:05:48.520 --> 00:05:51.440]  一個形象、一個象徵法
[00:05:51.440 --> 00:05:52.880]  然後我們透過
[00:05:52.880 --> 00:05:55.720]  繼續在這五個標記上
[00:05:55.720 --> 00:05:56.960]  去講壇的時候
[00:05:56.960 --> 00:05:58.480]  當我們講完這五個標記
[00:05:58.480 --> 00:06:00.280]  我們在每一個標記上
[00:06:00.280 --> 00:06:02.440]  都有四篇講章
[00:06:02.440 --> 00:06:06.560]  到最後我們怎樣作一個忠心的勞瀑呢?
[00:06:06.560 --> 00:06:08.560]  講完這一系列之後
[00:06:08.560 --> 00:06:09.720]  剛剛好
[00:06:09.720 --> 00:06:12.040]  就是我們慶祝120週年
[00:06:12.040 --> 00:06:13.280]  有沒有師弟這麼對的?
[00:06:13.280 --> 00:06:15.560]  當然不是這麼對,是不是?
[00:06:15.560 --> 00:06:16.280]  是啊
[00:06:16.280 --> 00:06:19.040]  希望就從一個彼得前書的進路
[00:06:19.040 --> 00:06:20.600]  我們去看到受苦
[00:06:20.600 --> 00:06:22.640]  我們怎樣超越這個痛苦
[00:06:22.640 --> 00:06:24.400]  然後我們進到去作為
[00:06:24.400 --> 00:06:26.720]  上帝忠心的勞瀑的時候
[00:06:26.720 --> 00:06:30.240]  我們一起回到這裡
[00:06:30.240 --> 00:06:34.000]  去紀念、去慶祝我們120週年
[00:06:34.000 --> 00:06:36.240]  在這裡預告給大家
[00:06:36.240 --> 00:06:37.600]  留下日期
[00:06:37.600 --> 00:06:40.000]  日子是11月21日
[00:06:40.000 --> 00:06:41.600]  是我們那個星期日
[00:06:41.600 --> 00:06:43.360]  我們是其中一趟的崇拜
[00:06:43.360 --> 00:06:48.280]  遲一點我會有詳細的情況告訴大家
[00:06:48.280 --> 00:06:50.000]  今天我們先去看
[00:06:50.000 --> 00:06:53.480]  彼得前書第一章
[00:06:53.480 --> 00:06:55.920]  剛才《順民傳道》為我們讀出了
[00:06:55.920 --> 00:06:58.640]  彼得前書這一段經文
[00:06:58.640 --> 00:07:01.040]  開始的時候這段經文說到
[00:07:01.040 --> 00:07:03.560]  有兩個字你要留意
[00:07:03.560 --> 00:07:06.920]  分散和寄居
[00:07:06.920 --> 00:07:10.200]  分散和寄居的意思就是離開了家鄉
[00:07:10.200 --> 00:07:11.760]  散居了
[00:07:11.760 --> 00:07:12.720]  流亡了
[00:07:12.720 --> 00:07:15.280]  被放逐到當時的信道
[00:07:15.280 --> 00:07:18.600]  去到五個羅馬的省份
[00:07:18.600 --> 00:07:21.880]  方圓是三萬平方里的地方
[00:07:21.880 --> 00:07:22.800]  這個地方在哪裡?
[00:07:22.800 --> 00:07:27.120]  就是今天土耳其的地方
[00:07:27.120 --> 00:07:31.680]  分散、寄居、暫住
[00:07:31.680 --> 00:07:35.200]  很多時候不是我們的選擇
[00:07:35.200 --> 00:07:38.960]  頂姐妹,今天為什麼我們會在香港生活呢?
[00:07:38.960 --> 00:07:42.800]  可能是因為你上一代或者上上一代
[00:07:42.800 --> 00:07:45.080]  你的先人
[00:07:45.080 --> 00:07:47.840]  是因著戰亂、因著多種的原因
[00:07:47.840 --> 00:07:49.680]  來到香港,是不是?
[00:07:49.680 --> 00:07:52.280]  於是你就停留在這裡
[00:07:52.280 --> 00:07:54.600]  是啊,不是我們的選擇
[00:07:54.600 --> 00:07:56.520]  不到我們的選擇
[00:07:56.520 --> 00:07:57.920]  其實今天同樣來說
[00:07:57.920 --> 00:08:01.320]  可能我們今天都會去作出一些這樣的選擇
[00:08:01.320 --> 00:08:04.680]  近來我都聽到有不同的頂姐妹都會表達
[00:08:04.680 --> 00:08:08.840]  可能他們會考慮會正計劃去移民
[00:08:08.840 --> 00:08:09.840]  是為了什麼呢?
[00:08:09.840 --> 00:08:16.360]  大部分很多頂姐妹的原因就是為了下一代
[00:08:16.360 --> 00:08:18.360]  於是下一代
[00:08:18.360 --> 00:08:21.640]  為什麼最後去了加拿大、去了英國呢?
[00:08:21.640 --> 00:08:24.520]  是因為你為他作出決定
[00:08:24.520 --> 00:08:26.000]  是不是他自己的選擇
[00:08:26.000 --> 00:08:28.760]  不是他自己的選擇
[00:08:28.760 --> 00:08:32.680]  有些選擇是很期待著的
[00:08:32.680 --> 00:08:36.280]  很希望去到一個新的地方
[00:08:36.280 --> 00:08:39.000]  但有些選擇是迫於無奈
[00:08:39.000 --> 00:08:40.880]  是一個很難的決定
[00:08:40.880 --> 00:08:42.760]  無論是怎樣
[00:08:42.760 --> 00:08:46.680]  這總是一個很難的決定,是不是?
[00:08:46.680 --> 00:08:49.480]  最近我們一班同工就上了一個課程
[00:08:49.480 --> 00:08:53.120]  叫精神健康急救課程
[00:08:53.120 --> 00:08:56.160]  很有用的,怎樣急救呢?
[00:08:56.160 --> 00:08:59.680]  就是遇到一些危機的時候我們怎樣處理呢?
[00:08:59.680 --> 00:09:01.200]  學了一些皮毛
[00:09:01.200 --> 00:09:05.200]  但當中看到其中有一個章節
[00:09:05.200 --> 00:09:08.360]  有一章就講到精神
[00:09:08.360 --> 00:09:12.400]  他說原來移民對於精神健康狀態
[00:09:12.400 --> 00:09:15.440]  是很大的影響,是高風險來的
[00:09:15.440 --> 00:09:16.880]  所以我很明白
[00:09:16.880 --> 00:09:19.040]  當你決定去或者留的時候
[00:09:19.040 --> 00:09:22.840]  都是一個很難很難的決定
[00:09:22.840 --> 00:09:26.040]  分散寄居除了有這樣的意思之外
[00:09:26.040 --> 00:09:29.480]  分散寄居也是一個象徵的意義
[00:09:29.480 --> 00:09:33.000]  是指神的子民寄居在這個世界上
[00:09:33.000 --> 00:09:35.640]  天上才是他們的家鄉
