
[00:00:00.000 --> 00:00:02.380]  好,讓我們一起低頭禱告
[00:00:02.380 --> 00:00:05.200]  讓弟兄姊妹安靜自己的心
[00:00:05.200 --> 00:00:08.980]  讓我們將以下時間的恭敬交給上帝
[00:00:08.980 --> 00:00:12.760]  求神親自藉著祂的說話
[00:00:12.760 --> 00:00:17.600]  去提醒、去勸勉、去督責、去教導
[00:00:17.600 --> 00:00:28.160]  主啊,求祢的聖靈引導我們進入真理
[00:00:28.740 --> 00:00:31.200]  主啊,祢的道是真理
[00:00:31.200 --> 00:00:33.340]  祢的道是生命之道
[00:00:33.340 --> 00:00:39.480]  讓我們心靈真的在祢面前赤露淌開
[00:00:39.480 --> 00:00:42.140]  在上帝祢的話語面前
[00:00:42.140 --> 00:00:45.860]  我們真的毫無的可以隱藏
[00:00:45.860 --> 00:00:48.580]  求祢光照我們
[00:00:48.580 --> 00:00:51.140]  也讓祢自己的話語
[00:00:51.140 --> 00:00:53.380]  親自藏在我們心裏面
[00:00:53.380 --> 00:00:57.540]  教導我們如何來到這個世代裏面
[00:00:57.700 --> 00:01:00.040]  去活出祢自己的真道
[00:01:00.040 --> 00:01:04.120]  好,叫更多的人能夠歸入祢自己的國度
[00:01:04.120 --> 00:01:06.600]  求祢帶領我們以下的時間
[00:01:06.600 --> 00:01:09.520]  祈禱奉耶穌基督的名,阿門
[00:01:09.520 --> 00:01:13.580]  好,麻煩powerpoint幫我秀一幅圖畫
[00:01:13.580 --> 00:01:20.040]  有條問題,問答遊戲
[00:01:20.040 --> 00:01:21.900]  想問一下大家
[00:01:21.900 --> 00:01:26.000]  這個圖你會在甚麼地方見到呢?知不知道?
[00:01:26.100 --> 00:01:30.280]  這個地方也是香港人熱門去旅行的地方
[00:01:30.280 --> 00:01:33.140]  有頂尖的,剛剛去完回來,我知道
[00:01:33.140 --> 00:01:35.520]  是啦,北海道
[00:01:35.520 --> 00:01:38.040]  就是紅出沒這個警示
[00:01:38.040 --> 00:01:39.200]  紅出沒注意
[00:01:39.200 --> 00:01:43.180]  有些人的T恤寫著紅出沒注意
[00:01:43.180 --> 00:01:46.280]  因為,讓我看下一張
[00:01:46.280 --> 00:01:49.920]  因為在北海道
[00:01:49.920 --> 00:01:54.640]  經常都會出現這種叫做棕紅的動物
[00:01:54.640 --> 00:01:59.340]  北海道的人知道自己身處在甚麼地方
[00:01:59.340 --> 00:02:02.460]  經常有這些牌出現
[00:02:02.460 --> 00:02:04.180]  就叫他們去注意
[00:02:04.180 --> 00:02:07.640]  警告他們周圍會發生甚麼事
[00:02:07.640 --> 00:02:09.640]  這些紅隨時會出現
[00:02:09.640 --> 00:02:11.340]  就會提高警覺
[00:02:11.340 --> 00:02:14.540]  然後相對有行動去回應
[00:02:14.540 --> 00:02:17.040]  好,我們先收回這個powerpoint
[00:02:17.040 --> 00:02:19.440]  免得你再看著這些紅
[00:02:19.440 --> 00:02:21.120]  聽神的話語
[00:02:21.120 --> 00:02:25.440]  是啦,北海道的人會提高警覺
[00:02:25.440 --> 00:02:27.940]  因為知道這些紅隨時會出現
[00:02:27.940 --> 00:02:29.940]  但在屬靈上
[00:02:29.940 --> 00:02:31.940]  我們的警覺又高不高呢?
[00:02:31.940 --> 00:02:34.440]  其實等一下,你知不知道
[00:02:34.440 --> 00:02:37.440]  你現在身處在甚麼環境
[00:02:37.440 --> 00:02:39.440]  甚麼時勢呢?
[00:02:39.440 --> 00:02:42.940]  聖經在這方面絕對不沉默的
[00:02:42.940 --> 00:02:46.440]  聖經告訴你,我們現在身處在末世
[00:02:47.440 --> 00:02:51.440]  保羅在臨死之前,他寫了一本書
[00:02:51.440 --> 00:02:55.440]  給他的愛徒,就是他的接班人提摩泰
[00:02:55.440 --> 00:02:58.440]  提摩泰後書裏面,他用了四章
[00:02:58.440 --> 00:03:01.440]  去教導他的愛徒提摩泰
[00:03:01.440 --> 00:03:03.440]  你在爾弗所教會裏面
[00:03:03.440 --> 00:03:06.440]  應該怎樣去牧養這間教會
[00:03:06.440 --> 00:03:08.440]  去到最後那兩章
[00:03:08.440 --> 00:03:10.440]  他就講到告訴你
[00:03:10.440 --> 00:03:14.440]  現在你知不知道你身處在一個甚麼世代呢?
[00:03:14.440 --> 00:03:16.440]  好,我們又出回powerpoint
[00:03:18.440 --> 00:03:21.440]  我們一起讀讀第一、第二節
[00:03:21.440 --> 00:03:26.440]  末世必有艱難的日子來到
[00:03:26.440 --> 00:03:29.440]  那時人會尊愛自己
[00:03:29.440 --> 00:03:31.440]  貪愛錢財
[00:03:31.440 --> 00:03:33.440]  自誇、狂傲、捧毒
[00:03:33.440 --> 00:03:35.440]  違背父母
[00:03:35.440 --> 00:03:37.440]  忘恩負義
[00:03:37.440 --> 00:03:38.440]  心不聖潔
[00:03:38.440 --> 00:03:40.440]  沒有親情
[00:03:40.440 --> 00:03:42.440]  抗拒和解
[00:03:46.440 --> 00:03:48.440]  好說、蠶兒
[00:03:48.440 --> 00:03:49.440]  不能節制
[00:03:49.440 --> 00:03:51.440]  性情兇暴
[00:03:51.440 --> 00:03:52.440]  不愛良善
[00:03:52.440 --> 00:03:54.440]  賣主賣友
[00:03:54.440 --> 00:03:55.440]  任意妄為
[00:03:55.440 --> 00:03:57.440]  自高自大
[00:03:57.440 --> 00:03:58.440]  愛好意樂
[00:03:58.440 --> 00:03:59.440]  不愛神
[00:03:59.440 --> 00:04:01.440]  有敬虔的外貌
[00:04:01.440 --> 00:04:04.440]  卻背棄了敬虔的實質
[00:04:04.440 --> 00:04:07.440]  這等人你要避開
[00:04:07.440 --> 00:04:09.440]  保羅很清楚講到
[00:04:09.440 --> 00:04:12.440]  我們現在身處在末世
[00:04:12.440 --> 00:04:14.440]  末世他用了一個形容詞
[00:04:14.440 --> 00:04:16.440]  很恐怖的
[00:04:16.440 --> 00:04:18.440]  他說有艱難的日子
[00:04:18.440 --> 00:04:20.440]  艱難這個字在原文是
[00:04:20.440 --> 00:04:23.440]  凶險、凶猛
[00:04:23.440 --> 00:04:26.440]  很難應對的一個日子
[00:04:26.440 --> 00:04:29.440]  我想像像那些熊一樣
[00:04:29.440 --> 00:04:31.440]  是洪水猛獸
[00:04:31.440 --> 00:04:33.440]  是很艱難對付
[00:04:33.440 --> 00:04:35.440]  為什麼日子這麼艱難
[00:04:35.440 --> 00:04:38.440]  是因為人很艱難應對
[00:04:38.440 --> 00:04:40.440]  在末世裏面
[00:04:40.440 --> 00:04:42.440]  我們面對一場激烈的爭戰
[00:04:42.440 --> 00:04:45.440]  面對一場對真理抗拒
[00:04:45.440 --> 00:04:47.440]  對福音無反應
[00:04:47.440 --> 00:04:49.440]  敵對的世代
[00:04:49.440 --> 00:04:51.440]  人的心是非常之硬
[00:04:51.440 --> 00:04:54.440]  而且這一股勢力是越來越凶猛
[00:04:54.440 --> 00:04:58.440]  目的就是那些人要擄掠我們的心思意念
[00:04:58.440 --> 00:05:01.440]  要敗去那套思想
[00:05:01.440 --> 00:05:03.440]  然後他們就成功
[00:05:03.440 --> 00:05:06.440]  其實你和我都不難發現
[00:05:06.440 --> 00:05:08.440]  我們身處在這個環境
[00:05:08.440 --> 00:05:10.440]  當你每天看報紙
[00:05:10.440 --> 00:05:12.440]  每天看新聞的時候
[00:05:12.440 --> 00:05:14.440]  我都不需要舉例子
[00:05:14.440 --> 00:05:16.440]  每天都有
[00:05:16.440 --> 00:05:18.440]  剛才聖經裏所形容的
[00:05:18.440 --> 00:05:20.440]  全部都一一在報紙
[00:05:20.440 --> 00:05:22.440]  在新聞裏見到
[00:05:22.440 --> 00:05:24.440]  問題就是
[00:05:24.440 --> 00:05:27.440]  教會面對一個這麼凶猛的世代
[00:05:27.440 --> 00:05:30.440]  這麼不信、這麼硬心的世代
[00:05:30.440 --> 00:05:32.440]  我們可以怎樣回應呢
[00:05:32.440 --> 00:05:34.440]  是不是捱打呢
[00:05:34.440 --> 00:05:37.440]  好像被人任揼一樣呢
[00:05:37.440 --> 00:05:41.440]  今天我們看十二章三十七至五十節的時候
[00:05:41.440 --> 00:05:43.440]  我們思想這一段經文
[00:05:43.440 --> 00:05:45.440]  或者我們可以找到一些出路
[00:05:45.440 --> 00:05:49.440]  這一段經文是耶穌在世傳到最後的日子
[00:05:49.440 --> 00:05:54.440]  當時他總結了猶太人對耶穌的訊息
[00:05:54.440 --> 00:05:56.440]  一直的反應
[00:05:56.440 --> 00:05:58.440]  就是不信和心硬
[00:05:58.440 --> 00:06:00.440]  我們來看看耶穌的反應
[00:06:00.440 --> 00:06:02.440]  但我們看之前
[00:06:02.440 --> 00:06:05.440]  我也會交代一下一些背景
[00:06:05.440 --> 00:06:08.440]  我們一直思想約翰福音
[00:06:08.440 --> 00:06:10.440]  已經有一年時間了
[00:06:10.440 --> 00:06:12.440]  差不多吧
[00:06:12.440 --> 00:06:14.440]  也有差不多一年時間
[00:06:14.440 --> 00:06:17.440]  如果你一直有聽沒有黑眼瞓的時候
[00:06:17.440 --> 00:06:19.440]  你會發現其實約翰福音
[00:06:19.440 --> 00:06:23.440]  耶穌所說的事和做的事
[00:06:23.440 --> 00:06:26.440]  都是針對猶太人的
[00:06:26.440 --> 00:06:29.440]  我們發覺從第五章開始
[00:06:29.440 --> 00:06:31.440]  耶穌的公開事供裏
[00:06:31.440 --> 00:06:33.440]  開始耶穌接觸的人
[00:06:33.440 --> 00:06:35.440]  很多時候都是猶太人
[00:06:35.440 --> 00:06:37.440]  耶穌所做的神蹟
[00:06:37.440 --> 00:06:40.440]  都是圍繞著猶太人的一些大節日
[00:06:40.440 --> 00:06:44.440]  例如住棚節、如月節、修奠節
[00:06:44.440 --> 00:06:46.440]  甚至耶穌的講論
[00:06:46.440 --> 00:06:48.440]  很多時候用的比喻
[00:06:48.440 --> 00:06:50.440]  都是猶太人很熟悉的物件
[00:06:50.440 --> 00:06:55.440]  例如水、馬那、羊、牧羊人等等
[00:06:55.440 --> 00:06:58.440]  但這些人很有趣
[00:06:58.440 --> 00:07:00.440]  一直聽著耶穌說
[00:07:00.440 --> 00:07:02.440]  和看到耶穌的神蹟
[00:07:02.440 --> 00:07:04.440]  反應都是不順的
[00:07:04.440 --> 00:07:06.440]  所以越來越多的解經家
[00:07:06.440 --> 00:07:08.440]  相信約翰福音的對象
[00:07:08.440 --> 00:07:10.440]  應該是猶太人
[00:07:10.440 --> 00:07:12.440]  是一群當時可能在
[00:07:12.440 --> 00:07:14.440]  第一世紀公元後70年
[00:07:14.440 --> 00:07:17.440]  耶路撒冷聖殿被毀之後
[00:07:17.440 --> 00:07:20.440]  他們被迫要離開巴勒斯坦地的猶太人
[00:07:20.440 --> 00:07:22.440]  這群猶太人
[00:07:22.440 --> 00:07:25.440]  或者是歸順了猶太教的外邦人
[00:07:25.440 --> 00:07:28.440]  這群猶太人一向在第一世紀
[00:07:28.440 --> 00:07:30.440]  都是逼迫基督徒
[00:07:30.440 --> 00:07:34.440]  不相信之後七個神蹟已經顯現完
[00:07:34.440 --> 00:07:37.440]  耶穌的公開事供去到尾聲
[00:07:37.440 --> 00:07:40.440]  還差不多剩下一個星期的時間
[00:07:40.440 --> 00:07:43.440]  耶穌就要上十字架
[00:07:43.440 --> 00:07:45.440]  第十二章裏面
[00:07:45.440 --> 00:07:47.440]  我們稍後會給大家看PowerPoint
[00:07:47.440 --> 00:07:48.440]  大家看到的時候
[00:07:48.440 --> 00:07:50.440]  你會發覺第十二章
[00:07:50.440 --> 00:07:53.440]  是充滿著人對耶穌的訊息的回應
[00:07:53.440 --> 00:07:55.440]  有信的
[00:07:55.440 --> 00:07:58.440]  但其實更多的是不信
[00:07:58.440 --> 00:08:03.440]  但這並沒有阻礙神自己完成救贖計劃
[00:08:03.440 --> 00:08:05.440]  首先我們來看看
[00:08:05.440 --> 00:08:08.440]  福音帶來信與不信的反應
[00:08:08.440 --> 00:08:10.440]  第十二章
[00:08:10.440 --> 00:08:12.440]  楊坤的一至十二章
[00:08:12.440 --> 00:08:14.440]  我們稱為神蹟之書
[00:08:14.440 --> 00:08:17.440]  因為裏面記載了耶穌走了七個神蹟
[00:08:17.440 --> 00:08:20.440]  來到第十二章沒有一個新的神蹟
[00:08:20.440 --> 00:08:26.440]  但它總結了整個耶穌的事供裏面群眾的反應
[00:08:26.440 --> 00:08:29.440]  同時第十二章亦是一個過渡
[00:08:29.440 --> 00:08:32.440]  它過渡到耶穌要得榮耀
[00:08:32.440 --> 00:08:33.440]  在《約翰福音》裏面
[00:08:33.440 --> 00:08:39.440]  榮耀這個字常常指到耶穌要釘十字架這個事件
[00:08:39.440 --> 00:08:41.440]  整個十二章有四個主題
[00:08:41.440 --> 00:08:43.440]  第一個主題是
[00:08:43.440 --> 00:08:45.440]  耶穌的死很快就要來臨
[00:08:45.440 --> 00:08:47.440]  第二個主題是
[00:08:47.440 --> 00:08:50.440]  耶穌在這件事上感到極之痛苦
[00:08:50.440 --> 00:08:51.440]  第三
[00:08:51.440 --> 00:08:52.440]  時間很緊迫
[00:08:52.440 --> 00:08:53.440]  第四
[00:08:53.440 --> 00:08:55.440]  人對耶穌的反應很不一
[00:08:55.440 --> 00:08:58.440]  我們先看看這個PowerPoint
[00:08:58.440 --> 00:09:04.440]  我在這個PowerPoint的表裏總結了整個十二章
[00:09:04.440 --> 00:09:10.440]  你會發覺約翰將信與不信並排列出來
[00:09:10.440 --> 00:09:13.440]  第十二章一至八節
[00:09:13.440 --> 00:09:15.440]  上次鄧穆斯和我們分享的那段經文
[00:09:15.440 --> 00:09:16.440]  講到信
[00:09:16.440 --> 00:09:21.440]  瑪利亞以一斤極貴的純拿大香膏抹耶穌的腳
[00:09:21.440 --> 00:09:22.440]  他全然擺上
[00:09:22.440 --> 00:09:26.440]  但是即將到十二章的九至十一節
[00:09:26.440 --> 00:09:30.440]  我們看到眾祭司長雙耳連拉撒路都要殺了
[00:09:30.440 --> 00:09:33.440]  十二章的十二至十八節
[00:09:33.440 --> 00:09:37.440]  耶穌光榮進入耶路撒冷被擁戴為王
