
[00:00:00.000 --> 00:00:04.360]  我不知道大家有沒有這樣的經歷
[00:00:04.360 --> 00:00:12.000]  帶着興奮期待去參加旅行團
[00:00:12.000 --> 00:00:20.920]  去到中間就開始不過如此想回家了
[00:00:20.920 --> 00:00:28.920]  終於去到最後一天在機場的離景大樓
[00:00:28.920 --> 00:00:32.360]  就想終於可以回家了
[00:00:32.360 --> 00:00:34.760]  不知不覺用了七個月的時間
[00:00:34.760 --> 00:00:43.960]  與大家穿越時光隧道
[00:00:43.960 --> 00:00:49.640]  與大家遊走在啓示錄七教會
[00:00:49.640 --> 00:00:55.560]  終於來到最後一站老底家的教會
[00:00:55.560 --> 00:01:03.760]  復活的基督對啓示錄七教會有不同的評價
[00:01:03.760 --> 00:01:06.160]  和大家溫習一下
[00:01:06.160 --> 00:01:13.640]  有四間是有贊有談的
[00:01:13.640 --> 00:01:21.280]  包括以弗所、別加摩、推拿、推拉和撒底
[00:01:21.280 --> 00:01:29.960]  有兩間是有贊無談的
[00:01:29.960 --> 00:01:38.040]  有兩間是單單有稱讚沒有責備的
[00:01:38.040 --> 00:01:48.920]  唯獨一間老底家教會是有贊無談的
[00:01:48.920 --> 00:01:55.320]  在耶穌基督眼中這間教會一無是處
[00:01:55.320 --> 00:02:03.080]  我們經常說研讀聖經有一個很重要的目標
[00:02:03.080 --> 00:02:08.880]  透過發生的事情成爲一面鏡子
[00:02:08.880 --> 00:02:15.640]  所以換句話說這七間教會所呈現的優點
[00:02:15.640 --> 00:02:20.000]  是不是我們努力學習的目標呢
[00:02:20.000 --> 00:02:25.840]  他們出現的缺點至少提醒我們
[00:02:25.840 --> 00:02:35.440]  如果有人說七教會可以代入不同教會的光景的話
[00:02:35.440 --> 00:02:41.000]  老底家就是一個最典型的寫照了
[00:02:41.000 --> 00:02:47.160]  老底家是一個最富庶文化水平最高的城市
[00:02:47.160 --> 00:02:51.800]  老底家是最富庶文化水平最高的在古代的教會
[00:02:51.800 --> 00:02:54.680]  宗教活動也非常之頻密
[00:02:54.680 --> 00:02:57.080]  宗教活動也非常的蓬勃
[00:02:57.080 --> 00:03:01.000]  但爲什麼在耶穌基督的眼中好像乏善可陳呢
[00:03:01.000 --> 00:03:04.280]  爲什麼在耶穌基督的眼中是乏善可陳的呢
[00:03:04.280 --> 00:03:06.760]  其實老底家的地形是得天獨厚的
[00:03:06.760 --> 00:03:09.800]  其實老底家的地形是得天獨厚的
[00:03:09.800 --> 00:03:13.280]  他有穿崇山縱領做他的屏風
[00:03:13.280 --> 00:03:15.960]  他有穿崇山縱領做他的屏風
[00:03:15.960 --> 00:03:19.840]  他所處的土地也非常的肥沃
[00:03:19.840 --> 00:03:22.360]  他所處的土地也非常的肥沃
[00:03:22.360 --> 00:03:26.400]  他們也是四通八達的交通中樞紐
[00:03:26.400 --> 00:03:29.080]  他們也是四通八達的交通中樞紐
[00:03:29.080 --> 00:03:31.120]  有很發達的經濟體系
[00:03:31.120 --> 00:03:33.120]  有很發達的經濟體系
[00:03:33.120 --> 00:03:37.440]  在地理上當時在羅馬的亞細亞省裏面
[00:03:37.440 --> 00:03:40.520]  在地理上當時在羅馬的亞細亞省裏面
[00:03:40.520 --> 00:03:43.520]  大概是今天土耳其的西部
[00:03:43.520 --> 00:03:45.960]  大概是今天土耳其的西部
[00:03:45.960 --> 00:03:51.720]  當時幾條主要的商道交匯點就是老底家城
[00:03:51.720 --> 00:03:57.120]  當時幾條比較重要的商業交叉點就是在老底家城
[00:03:57.120 --> 00:04:01.360]  所以這個城市出了名是非常的富有
[00:04:01.360 --> 00:04:03.600]  所以這個城市出名非常的富有
[00:04:03.600 --> 00:04:06.560]  他當時已經建立了很健全的銀行體系
[00:04:06.560 --> 00:04:10.800]  他當時已經建立了很健全的銀行體系
[00:04:10.800 --> 00:04:12.600]  也都有金融中心
[00:04:12.600 --> 00:04:14.440]  也都有當時的金融中心
[00:04:14.440 --> 00:04:18.600]  有醫學院和紡織業都是非常鏟名於世
[00:04:18.600 --> 00:04:22.160]  還有醫學院和紡織中心都馳名於世
[00:04:22.160 --> 00:04:26.120]  連當時最富有的埃及都很羨慕這個地方
[00:04:26.120 --> 00:04:29.040]  連當時最富有的埃及都很羨慕這個地方
[00:04:29.040 --> 00:04:32.640]  因爲所有各地流通的貨幣在這裏都可以兌現
[00:04:32.640 --> 00:04:35.760]  因爲所有各地流通的貨幣在這裏都可以兌換
[00:04:35.760 --> 00:04:39.800]  但他唯一的缺點就是缺乏水源和經常地震
[00:04:39.800 --> 00:04:43.320]  但他唯一的缺乏缺乏水源和經常地震
[00:04:43.320 --> 00:04:46.520]  老底家城本身是沒有自己的水源的
[00:04:46.520 --> 00:04:48.800]  老底家城本身是沒有自己的水源的
[00:04:48.800 --> 00:04:52.000]  所以他的水是要靠很遠有水源的地方
[00:04:52.000 --> 00:04:54.680]  用石的水管引到老底家城
[00:04:54.680 --> 00:04:57.320]  所以他的水是靠很遠的
[00:04:57.320 --> 00:05:01.320]  用石頭靠水源引到老底家城
[00:05:01.320 --> 00:05:05.120]  所以如果要攻打老底家城是一個很簡單的方法
[00:05:05.120 --> 00:05:07.720]  所以如果要攻打老底家城是一個很簡單的方法
[00:05:07.720 --> 00:05:12.840]  只要截斷了他的水源,他們就沒有辦法了,不攻自破
[00:05:12.840 --> 00:05:17.440]  只要把他們的水源截斷了,他們就會不攻自破了
[00:05:17.440 --> 00:05:20.840]  所以老底家人在這種地理環境之下
[00:05:20.840 --> 00:05:23.840]  所以老底家人在這種地理環境之下
[00:05:23.840 --> 00:05:27.760]  他們一直採取一種我們叫兩頭蛇的外交手段
[00:05:27.760 --> 00:05:31.240]  他們一直採取一種兩頭蛇的外交手段
[00:05:31.240 --> 00:05:34.760]  所以適時務者爲俊傑
[00:05:34.760 --> 00:05:36.960]  今天誰掌權我就依附誰
[00:05:36.960 --> 00:05:38.840]  今天誰掌權我就依附誰
[00:05:38.840 --> 00:05:41.040]  另外一個掌權我又依附他
[00:05:41.040 --> 00:05:43.160]  如果另外一個掌權我又依附另外一個
[00:05:43.160 --> 00:05:45.040]  所以他不會堅持任何的立場
[00:05:45.040 --> 00:05:46.200]  所以他沒有堅持任何的立場
[00:05:46.200 --> 00:05:47.800]  希望可以左右逢源
[00:05:47.800 --> 00:05:49.800]  他是希望可以左右逢源
[00:05:49.800 --> 00:05:54.200]  爲什麼老底家教會受到耶穌這麼嚴厲的責備呢?
[00:05:54.200 --> 00:05:57.600]  爲什麼老底家會受到耶穌那麼嚴厲的責備呢?
[00:05:57.600 --> 00:06:00.680]  經文提供了大量的資料給我們參考
[00:06:00.680 --> 00:06:03.880]  經文提供了大量的資料讓我們參考
[00:06:03.880 --> 00:06:06.480]  其中在三章十五、十六節裏
[00:06:06.480 --> 00:06:09.000]  其中在三章十五、十六節裏
[00:06:09.000 --> 00:06:11.640]  他指出老底家其中一個毛病就是
[00:06:11.640 --> 00:06:13.840]  我知道你們的行爲
[00:06:13.840 --> 00:06:16.320]  他指出老底家其中一個毛病就是
[00:06:16.320 --> 00:06:17.800]  我知道你們的行爲
[00:06:17.800 --> 00:06:19.200]  你也不冷也不熱
[00:06:19.200 --> 00:06:20.520]  你也不冷也不熱
[00:06:20.520 --> 00:06:22.720]  我巴不得你或冷或熱
[00:06:22.720 --> 00:06:24.640]  他說我巴不得你或冷或熱
[00:06:24.640 --> 00:06:27.520]  他們既然像溫水不冷也不熱
[00:06:27.520 --> 00:06:30.000]  他們既然像溫水一樣不冷也不熱
[00:06:30.000 --> 00:06:32.000]  那我要從口中將你吐出
[00:06:32.000 --> 00:06:34.360]  那我要從口中將你吐出
[00:06:34.360 --> 00:06:36.040]  我們可能有些困惑
[00:06:36.040 --> 00:06:37.560]  我們可能有些困惑
[00:06:37.560 --> 00:06:40.520]  老人家都教我們早上喝一杯暖水
[00:06:40.520 --> 00:06:41.520]  是對身體腸胃好
[00:06:41.520 --> 00:06:44.720]  老人家都教我們每天早上喝一杯暖水
[00:06:44.720 --> 00:06:46.520]  是對身體腸胃好
[00:06:46.520 --> 00:06:48.920]  昨天不知道是誰跟我說
[00:06:48.920 --> 00:06:52.800]  我暑假沒有節制喝的冷水多了
[00:06:52.800 --> 00:06:54.000]  喉嚨有事了
[00:06:54.000 --> 00:06:56.480]  昨天有人跟牧師說我暑假沒有節制
[00:06:56.480 --> 00:06:57.680]  喝了冰水喝的多
[00:06:57.680 --> 00:06:58.880]  我的喉嚨就出毛病了
[00:06:58.880 --> 00:07:00.920]  但如果很熱的水我們都喝不了
[00:07:00.920 --> 00:07:00.960]  但如果很熱的水我們都喝不了
[00:07:00.960 --> 00:07:02.960]  但如果很熱的水我們都喝不了
[00:07:02.960 --> 00:07:04.760]  那到底是指什麼呢
[00:07:04.760 --> 00:07:06.000]  那到底是指什麼呢
[00:07:06.000 --> 00:07:09.640]  如果我們用現代翻譯耶穌基督的話比較傳神
[00:07:09.640 --> 00:07:13.640]  如果我們用現代翻譯耶穌基督的話比較傳神
[00:07:13.640 --> 00:07:17.280]  祂說我要的是能夠洗我精神一陣的水
[00:07:17.280 --> 00:07:20.080]  祂說我要的是可以讓我精神一陣的水
[00:07:20.080 --> 00:07:24.480]  但你卻令我想到你們經常那種埋怨和溫吞
[00:07:24.480 --> 00:07:27.920]  但是你經常讓我們想到你經常的埋怨和溫吞
[00:07:27.920 --> 00:07:29.320]  你真是令我作嘔了
