
[00:00:00.000 --> 00:00:04.000]  今天我們繼續看《馬太福音》
[00:00:04.000 --> 00:00:07.000]  上星期我們已經看了《馬太福音》第一章
[00:00:07.000 --> 00:00:09.000]  尤其是主耶穌的續譜
[00:00:09.000 --> 00:00:14.000]  我提到祂的續譜其實有非常深層的含義
[00:00:14.000 --> 00:00:16.000]  希望大家還記得
[00:00:16.000 --> 00:00:21.000]  在一章十七節特別提到三個十四代
[00:00:21.000 --> 00:00:26.000]  第一個十四代是從阿伯拉罕到大衛王為止
[00:00:26.000 --> 00:00:31.000]  是上帝應驗了他對阿伯拉罕的應許
[00:00:31.000 --> 00:00:34.000]  而在這個時期當中
[00:00:34.000 --> 00:00:38.000]  續譜中特別記載了有四個
[00:00:38.000 --> 00:00:43.000]  在道德或者婚姻方面都不是很光彩的女性
[00:00:43.000 --> 00:00:47.000]  第二個十四代是由大國衰敗
[00:00:47.000 --> 00:00:52.000]  到失去了上帝所賜的土地和國家
[00:00:52.000 --> 00:00:54.000]  到秘魯的時代
[00:00:54.000 --> 00:00:57.000]  從秘魯到基督出生
[00:00:57.000 --> 00:00:59.000]  又過了十四代
[00:00:59.000 --> 00:01:00.000]  第三個十四代
[00:01:00.000 --> 00:01:02.000]  其實這樣記載
[00:01:02.000 --> 00:01:08.000]  寫著強烈暗示上帝對阿伯拉罕和大衛王的應許
[00:01:08.000 --> 00:01:11.000]  要在基督身上實現了
[00:01:11.000 --> 00:01:15.000]  我們留意到除了第一個十四代
[00:01:15.000 --> 00:01:18.000]  中有四位女性的名字出現之外
[00:01:18.000 --> 00:01:22.000]  一直都沒有女性的人物出現
[00:01:22.000 --> 00:01:24.000]  直到瑪利亞
[00:01:24.000 --> 00:01:28.000]  上帝計劃有時候是很奇妙的
[00:01:28.000 --> 00:01:31.000]  亦都很令人意想不到的
[00:01:31.000 --> 00:01:36.000]  當他要完成祝福或者賜福的計劃的時候
[00:01:36.000 --> 00:01:39.000]  他沒有忘記要使用女性
[00:01:39.000 --> 00:01:41.000]  所以姐妹們
[00:01:41.000 --> 00:01:42.000]  我鼓勵你們
[00:01:42.000 --> 00:01:44.000]  你們在上帝計劃中
[00:01:44.000 --> 00:01:46.000]  都一定是非常重要的
[00:01:46.000 --> 00:01:51.000]  今天我們會思想登山補佛
[00:01:51.000 --> 00:01:53.000]  不過我已經調了四張聖經
[00:01:53.000 --> 00:01:55.000]  我想很快地交代一下
[00:01:55.000 --> 00:01:58.000]  其實馬太方案第二到第四章的技術
[00:01:58.000 --> 00:02:03.000]  都能夠幫助我們看到馬太的心意
[00:02:03.000 --> 00:02:05.000]  他有一個重要的意圖
[00:02:05.000 --> 00:02:08.000]  就是仿效摩西的五經
[00:02:08.000 --> 00:02:10.000]  我們很快地看看第二至四章
[00:02:10.000 --> 00:02:13.000]  來看看他在選材方面
[00:02:13.000 --> 00:02:16.000]  選擇有關耶穌的生平材料方面
[00:02:16.000 --> 00:02:20.000]  都是根據五經裏面的敘事
[00:02:20.000 --> 00:02:24.000]  甚至有時次序都根據
[00:02:24.000 --> 00:02:28.000]  特別是出埃及記
[00:02:28.000 --> 00:02:32.000]  在馬太第二章記載了四件事
[00:02:32.000 --> 00:02:35.000]  這四件事都是跟出埃及記
[00:02:35.000 --> 00:02:38.000]  和先知的預言是有關的
[00:02:38.000 --> 00:02:40.000]  四件事按次序
[00:02:40.000 --> 00:02:43.000]  就是東方有人看見有顆星出現
[00:02:43.000 --> 00:02:46.000]  所以就專程來參拜耶穌
[00:02:46.000 --> 00:02:50.000]  在文訴記裏面其實是記載了一個預言
[00:02:50.000 --> 00:02:52.000]  我遙望將來
[00:02:52.000 --> 00:02:55.000]  我看見以色列國有一顆明星
[00:02:55.000 --> 00:02:57.000]  要從瓦國出來
[00:02:57.000 --> 00:03:00.000]  有一個君王從以色列興起
[00:03:00.000 --> 00:03:03.000]  所以東方有人看到明星就知道
[00:03:03.000 --> 00:03:06.000]  是以色列的君王誕生
[00:03:06.000 --> 00:03:08.000]  不是中國有君王誕生
[00:03:08.000 --> 00:03:10.000]  是以色列有君王誕生
[00:03:10.000 --> 00:03:13.000]  然後這幾位訪客就送禮物給耶穌
[00:03:13.000 --> 00:03:16.000]  耶穌當時的父親約瑟
[00:03:16.000 --> 00:03:20.000]  就帶了瑪利亞和耶穌去埃及
[00:03:20.000 --> 00:03:22.000]  在出埃及記的時候
[00:03:22.000 --> 00:03:24.000]  當以色列人出埃及之前
[00:03:24.000 --> 00:03:26.000]  其實上帝是吩咐他們
[00:03:26.000 --> 00:03:28.000]  你一定要問埃及人拿禮物
[00:03:28.000 --> 00:03:30.000]  不能夠空手出去
[00:03:30.000 --> 00:03:34.000]  所以送禮物都跟出埃及記是有關的
[00:03:34.000 --> 00:03:37.000]  而摩西出世的時候
[00:03:37.000 --> 00:03:41.000]  埃及王是要殺死以色列的鷹孩
[00:03:41.000 --> 00:03:44.000]  因此第二章也記載到
[00:03:44.000 --> 00:03:48.000]  當時的希律王又要殺那些鷹孩
[00:03:48.000 --> 00:03:51.000]  最後耶穌就回到以色列
[00:03:51.000 --> 00:03:54.000]  也應驗了舊約的預言
[00:03:54.000 --> 00:03:58.000]  第三章記載了約翰出來施洗
[00:03:58.000 --> 00:04:01.000]  而耶穌也接受了他的洗禮
[00:04:01.000 --> 00:04:04.000]  我們記得以色列人出了埃及之後
[00:04:04.000 --> 00:04:06.000]  就要過紅海
[00:04:06.000 --> 00:04:10.000]  其實過紅海也是象徵了洗禮
[00:04:10.000 --> 00:04:14.000]  保羅在哥林多前書第十章一到二節這樣說
[00:04:14.000 --> 00:04:17.000]  弟兄姊妹們我要你們記得
[00:04:17.000 --> 00:04:21.000]  我們的祖宗跟隨摩西在曠野所經歷的事
[00:04:21.000 --> 00:04:25.000]  他們都在雲彩的保護下平安過了紅海
[00:04:25.000 --> 00:04:30.000]  在雲中在海裡他們都受洗歸於摩西
[00:04:30.000 --> 00:04:34.000]  所以都是跟著出埃及的次序
[00:04:34.000 --> 00:04:37.000]  第四章一到十一節就很精彩
[00:04:37.000 --> 00:04:39.000]  記載耶穌受洗之後
[00:04:39.000 --> 00:04:42.000]  去到曠野金食四十晝夜
[00:04:42.000 --> 00:04:45.000]  然後接受魔鬼的試探
[00:04:45.000 --> 00:04:49.000]  我們大概稍微看過出埃及記的弟兄姊妹都記得
[00:04:49.000 --> 00:04:51.000]  以色列人出了埃及之後
[00:04:51.000 --> 00:04:56.000]  是在曠野度過了四十年的時間
[00:04:56.000 --> 00:04:59.000]  每一年代表一日
[00:04:59.000 --> 00:05:02.000]  剛剛過了紅海之後
[00:05:02.000 --> 00:05:04.000]  當以色列人過了紅海之後
[00:05:04.000 --> 00:05:07.000]  其實他們都是受試探
[00:05:07.000 --> 00:05:09.000]  那次序是怎樣呢?
[00:05:09.000 --> 00:05:10.000]  首先是食物
[00:05:10.000 --> 00:05:13.000]  以色列人埋怨沒有食物,沒有東西吃
[00:05:13.000 --> 00:05:16.000]  上帝賜下馬拿給他們
[00:05:16.000 --> 00:05:18.000]  而魔鬼試探耶穌的時候
[00:05:18.000 --> 00:05:19.000]  第一樣是甚麼?
[00:05:19.000 --> 00:05:21.000]  食物,都是食物
[00:05:21.000 --> 00:05:24.000]  將石頭變成麵包
[00:05:24.000 --> 00:05:27.000]  以色列人在曠野第二次埋怨
[00:05:27.000 --> 00:05:29.000]  就是沒有水喝
[00:05:29.000 --> 00:05:32.000]  結果摩西就吩咐盤石出水
[00:05:32.000 --> 00:05:34.000]  之後很奇怪
[00:05:34.000 --> 00:05:38.000]  聖經記載那個地方起了一個名叫瑪撒
[00:05:38.000 --> 00:05:41.000]  瑪撒是甚麼意思呢?
[00:05:41.000 --> 00:05:44.000]  那個地方叫瑪撒又叫米尼巴
[00:05:44.000 --> 00:05:47.000]  因為以色列人在那裏抱怨
[00:05:47.000 --> 00:05:49.000]  試探上主
[00:05:49.000 --> 00:05:53.000]  摩西認為那個是試探上主
[00:05:53.000 --> 00:05:57.000]  在耶穌受魔鬼第二個試探的時候是怎樣呢?
[00:05:57.000 --> 00:05:58.000]  完了之後
[00:05:58.000 --> 00:06:00.000]  他是吩咐魔鬼
[00:06:00.000 --> 00:06:03.000]  不可試探主你的神
[00:06:03.000 --> 00:06:05.000]  跟試探有關
[00:06:05.000 --> 00:06:07.000]  到了《出埃及記》三十二章
[00:06:07.000 --> 00:06:09.000]  就是以色列人拜金牛
[00:06:09.000 --> 00:06:11.000]  瑪撒在這裏記載
[00:06:11.000 --> 00:06:14.000]  耶穌遇到第三次試探
[00:06:14.000 --> 00:06:19.000]  就是魔鬼叫他拜我
[00:06:19.000 --> 00:06:21.000]  你要甚麼我都給你
[00:06:21.000 --> 00:06:23.000]  世上榮華我都給你
[00:06:23.000 --> 00:06:25.000]  瑪撒在這裏記載
[00:06:25.000 --> 00:06:28.000]  耶穌遇到三次試探的次序
[00:06:28.000 --> 00:06:32.000]  其實就是跟隨《出埃及記》的次序
[00:06:32.000 --> 00:06:35.000]  食物、試探、拜金牛
[00:06:35.000 --> 00:06:38.000]  如果我們將這裏的記載
[00:06:38.000 --> 00:06:40.000]  跟《路加福音》比較一下
[00:06:40.000 --> 00:06:42.000]  我們就發覺
[00:06:42.000 --> 00:06:45.000]  《路加福音》那裏記載的都是三個試探
[00:06:45.000 --> 00:06:48.000]  但是次序是不同的
[00:06:48.000 --> 00:06:50.000]  這些例子其實都是證明
[00:06:50.000 --> 00:06:56.000]  瑪撒意圖按照摩西五經的敘述事件的方法
[00:06:56.000 --> 00:06:58.000]  和次序
[00:06:58.000 --> 00:07:00.000]  向猶太人證明
[00:07:00.000 --> 00:07:03.000]  耶穌就是那位像摩西的先知
