
[00:00:00.000 --> 00:00:01.660]  一切祈禱
[00:00:30.000 --> 00:00:33.500]  有八位弟兄姊妹願意受洗
[00:00:33.500 --> 00:00:37.000]  表明他們跟隨主耶穌的決心
[00:00:37.000 --> 00:00:41.000]  現代的聖誕節真的越來越世俗化
[00:00:41.000 --> 00:00:45.000]  一般人在聖誕節只會想到假期
[00:00:45.000 --> 00:00:51.000]  要出外旅遊 舞會 吃大餐 買禮物 收禮物 送禮物
[00:00:51.000 --> 00:00:57.000]  而聖誕節的主角幾乎被聖誕老人取代了
[00:00:59.000 --> 00:01:07.000]  除了教會還舉辦聖誕崇拜 紀念真正的主角耶穌基督降生之外
[00:01:07.000 --> 00:01:12.000]  大部分人都只會享受假期 不會感恩
[00:01:12.000 --> 00:01:16.000]  在澳洲悉尼好像還好一些
[00:01:16.000 --> 00:01:22.000]  還有些機構和電視台會舉辦聖誕歌的晚會
[00:01:22.000 --> 00:01:30.000]  但是有些地方的政治家為了搞政治正確
[00:01:30.000 --> 00:01:37.000]  連聖誕節也不提 用季節恭賀取代了
[00:01:37.000 --> 00:01:40.000]  這些就是所謂的政治正確
[00:01:40.000 --> 00:01:44.000]  其實是自欺欺人 企圖改變歷史的事實
[00:01:44.000 --> 00:01:51.000]  不肯公開承認聖誕節是紀念耶穌基督的節日
[00:01:51.000 --> 00:01:58.000]  這個紀念其實已經有一千多年的歷史
[00:01:58.000 --> 00:02:02.000]  今天開始我們會看《約翰福音》
[00:02:02.000 --> 00:02:05.000]  一章一至十八節是一個引言
[00:02:05.000 --> 00:02:08.000]  在這個引言裡面
[00:02:08.000 --> 00:02:13.000]  他也將聖誕節真正的意義告訴我們
[00:02:13.000 --> 00:02:16.000]  是非常合適的一段經文
[00:02:16.000 --> 00:02:20.000]  聖誕節正正就是要紀念耶穌基督降生
[00:02:20.000 --> 00:02:25.000]  今天這個題目就是基督降生帶來什麼呢?
[00:02:25.000 --> 00:02:28.000]  希望大家留意主耶穌基督降生
[00:02:28.000 --> 00:02:32.000]  帶來了一些非常寶貴和重要的東西
[00:02:32.000 --> 00:02:35.000]  我們一起來思想今天的經文
[00:02:35.000 --> 00:02:37.000]  我知道有些人很心急
[00:02:37.000 --> 00:02:42.000]  很想馬上知道究竟耶穌基督降生帶來了什麼
[00:02:42.000 --> 00:02:45.000]  我就滿足大家 告訴大家
[00:02:45.000 --> 00:02:49.000]  在今天的經文第十四節告訴我們
[00:02:49.000 --> 00:02:53.000]  道成為人 住在我們當中
[00:02:53.000 --> 00:02:57.000]  充滿著恩典和真理
[00:02:57.000 --> 00:03:01.000]  主耶穌降生帶給我們整個人類社會
[00:03:01.000 --> 00:03:06.000]  最重要的禮物就是恩典和真理
[00:03:06.000 --> 00:03:08.000]  在十六節和第十七節
[00:03:08.000 --> 00:03:12.000]  都再次強調這個恩典和真理
[00:03:12.000 --> 00:03:14.000]  在未講恩典之前
[00:03:14.000 --> 00:03:19.000]  我想和大家一起思想主耶穌帶來的真理
[00:03:19.000 --> 00:03:22.000]  是一些什麼樣的真理呢?
[00:03:22.000 --> 00:03:25.000]  從今天這一段經文裡
[00:03:25.000 --> 00:03:28.000]  我們發現主耶穌帶給我們的
[00:03:28.000 --> 00:03:31.000]  是有關上帝的真理
[00:03:31.000 --> 00:03:34.000]  是有關宇宙來源的真理
[00:03:34.000 --> 00:03:37.000]  是有關耶穌的身份的真理
[00:03:37.000 --> 00:03:40.000]  還有另外一個非常重要的真理
[00:03:40.000 --> 00:03:43.000]  是和我們息息相關的真理
[00:03:43.000 --> 00:03:49.000]  那就是我們如何和上帝建立關係
[00:03:49.000 --> 00:03:52.000]  我們先從一至三節認識
[00:03:52.000 --> 00:03:56.000]  有關上帝、耶穌和宇宙來源的真理
[00:03:56.000 --> 00:03:58.000]  在楊博恩這裡告訴我們
[00:03:58.000 --> 00:04:02.000]  宇宙被造以前 道已經存在
[00:04:02.000 --> 00:04:05.000]  道與上帝同在 道是上帝
[00:04:05.000 --> 00:04:08.000]  在太初 道就與上帝同在
[00:04:08.000 --> 00:04:12.000]  上帝藉著他 創造萬有
[00:04:12.000 --> 00:04:18.000]  在整個創造中 沒有一樣不是藉著他做的
[00:04:18.000 --> 00:04:22.000]  在這裡我想先解釋一下道這個字
[00:04:22.000 --> 00:04:27.000]  我們知道新約的原文是用希臘文寫的
[00:04:27.000 --> 00:04:30.000]  所以要了解道這個字的意思
[00:04:30.000 --> 00:04:33.000]  我們不能夠從中國的道德經
[00:04:33.000 --> 00:04:36.000]  或者是道教裡面的用法
[00:04:36.000 --> 00:04:39.000]  來了解道是什麼
[00:04:39.000 --> 00:04:42.000]  道的希臘文用中文音譯出來
[00:04:42.000 --> 00:04:44.000]  就是Logos
[00:04:44.000 --> 00:04:47.000]  意思是說話
[00:04:47.000 --> 00:04:51.000]  在這裡我們知道道不單是上帝的說話
[00:04:51.000 --> 00:04:53.000]  也是上帝的行動
[00:04:53.000 --> 00:04:55.000]  他就代表了耶穌
[00:04:55.000 --> 00:04:57.000]  在希伯來書一章二字
[00:04:57.000 --> 00:04:59.000]  我們剛剛講完沒多久
[00:04:59.000 --> 00:05:01.000]  「在者末後的日子
[00:05:01.000 --> 00:05:05.000]  他藉著自己的兒子向我們說話」
[00:05:05.000 --> 00:05:08.000]  這個就是道的意思
[00:05:08.000 --> 00:05:12.000]  所以作者是用了道代表耶穌
[00:05:12.000 --> 00:05:17.000]  是想指出耶穌是上帝的獨子
[00:05:17.000 --> 00:05:21.000]  只有耶穌才可以將有關上帝的事
[00:05:21.000 --> 00:05:24.000]  向人類說出來
[00:05:24.000 --> 00:05:27.000]  或者是啟示出來
[00:05:27.000 --> 00:05:30.000]  在今天的經文第十八節就這樣說
[00:05:30.000 --> 00:05:32.000]  「沒有人見過上帝
[00:05:32.000 --> 00:05:41.000]  只有獨子就是跟父親最親密的那一位,把他啟示出來」
[00:05:41.000 --> 00:05:45.000]  在一至三篇經文當中也提到上帝
[00:05:45.000 --> 00:05:51.000]  這個真理是讓我們知道上帝的存在
[00:05:51.000 --> 00:05:54.000]  在聖經寫成的年代
[00:05:54.000 --> 00:05:57.000]  大約在二千年前
[00:05:57.000 --> 00:06:02.000]  是沒有人不相信上帝的存在
[00:06:02.000 --> 00:06:05.000]  如果有人提倡無神論的話
[00:06:05.000 --> 00:06:11.000]  一定會被那個時代的人當作神經不正常
[00:06:11.000 --> 00:06:14.000]  所以有關上帝的存在
[00:06:14.000 --> 00:06:17.000]  是不需要怎樣辯證的
[00:06:17.000 --> 00:06:19.000]  其實我最近聽到一個統計
[00:06:19.000 --> 00:06:21.000]  在全世界的人口當中
[00:06:21.000 --> 00:06:23.000]  今時今日仍然有超過一半的人
[00:06:23.000 --> 00:06:26.000]  是相信上帝的存在
[00:06:26.000 --> 00:06:29.000]  不過現代的世界是有點不同
[00:06:29.000 --> 00:06:32.000]  我想先辯證一下有關上帝是否存在
[00:06:32.000 --> 00:06:34.000]  由於時間的關係
[00:06:34.000 --> 00:06:36.000]  我不能夠花時間去辯證
[00:06:36.000 --> 00:06:39.000]  不過我簡單說一句
[00:06:39.000 --> 00:06:43.000]  上帝的存在
[00:06:43.000 --> 00:06:47.000]  是跟科學沒有衝突的
[00:06:47.000 --> 00:06:49.000]  上帝的存在
[00:06:49.000 --> 00:06:52.000]  是跟科學沒有衝突的
[00:06:52.000 --> 00:06:54.000]  如果今時今日
[00:06:54.000 --> 00:06:58.000]  我們在我們中間坐在這裡的人
[00:06:58.000 --> 00:07:01.000]  是不相信有上帝的存在的話
[00:07:01.000 --> 00:07:03.000]  我介紹你回家
[00:07:03.000 --> 00:07:05.000]  上互聯網
[00:07:05.000 --> 00:07:07.000]  去YouTube找一套影片
[00:07:07.000 --> 00:07:09.000]  叫做「恩寵之聲」
[00:07:09.000 --> 00:07:12.000]  那套影片大約一個小時
[00:07:12.000 --> 00:07:14.000]  在YouTube找到的
[00:07:14.000 --> 00:07:17.000]  你打進去找「恩寵之聲」就可以了
[00:07:17.000 --> 00:07:20.000]  這套影片是有國語配音
[00:07:20.000 --> 00:07:23.000]  以及繁體字的中文字幕
[00:07:23.000 --> 00:07:25.000]  是講到科學家發現
[00:07:25.000 --> 00:07:29.000]  我們所居住的這個美麗的地球
[00:07:29.000 --> 00:07:31.000]  在宇宙之間
[00:07:31.000 --> 00:07:34.000]  超過億億萬萬的星球當中
[00:07:34.000 --> 00:07:37.000]  其實是特別受到上帝的恩寵
[00:07:37.000 --> 00:07:42.000]  能夠滿足二十幾項環境的條件
[00:07:42.000 --> 00:07:45.000]  包括有液態的水
[00:07:45.000 --> 00:07:47.000]  月球的大小
[00:07:47.000 --> 00:07:50.000]  和太陽地球和月球的距離
[00:07:50.000 --> 00:07:52.000]  都要剛剛好
[00:07:52.000 --> 00:07:54.000]  完成二十幾項的條件
[00:07:54.000 --> 00:07:57.000]  是要經過精心微調
[00:07:57.000 --> 00:08:00.000]  才可以讓人類居住
[00:08:00.000 --> 00:08:02.000]  如果有人相信
[00:08:02.000 --> 00:08:04.000]  這些條件
[00:08:04.000 --> 00:08:07.000]  只不過是偶然
[00:08:07.000 --> 00:08:09.000]  偶然碰到的
[00:08:09.000 --> 00:08:11.000]  那我可以告訴你
[00:08:11.000 --> 00:08:13.000]  如果你有這樣的信心
[00:08:13.000 --> 00:08:15.000]  你這個信心其實比我們
