
[00:00:00.000 --> 00:00:05.640]  非常感謝主給我再次有機會跟大家分享聖經的華語
[00:00:05.640 --> 00:00:12.700]  今天和大家的思想是在彼得前書那一段經文第二章的一段經文
[00:00:12.700 --> 00:00:18.780]  在彼得前書第二章第九至第十七節的一段經文
[00:00:18.780 --> 00:00:21.100]  這段經文裏面去描述
[00:00:21.100 --> 00:00:25.840]  姜濤的人生就好像這個客女是寄居的
[00:00:25.840 --> 00:00:30.980]  這是在第十一節裏面提到的
[00:00:30.980 --> 00:00:34.740]  我一講起人生像一個客女像是寄居的時候
[00:00:34.740 --> 00:00:38.000]  有時候會給人一種好像對這個世界很消極
[00:00:38.000 --> 00:00:41.040]  很忘不關心的一種感覺
[00:00:41.040 --> 00:00:43.880]  我小時候上禮拜行的時候
[00:00:43.880 --> 00:00:45.580]  很熟悉的一首詩歌
[00:00:45.580 --> 00:00:47.840]  其實那首詩歌不太應該給小朋友唱
[00:00:47.840 --> 00:00:50.920]  大人唱通常是安息禮拜的時候唱的
[00:00:50.920 --> 00:00:53.560]  那首詩歌裏面講的內容就是說
[00:00:53.560 --> 00:00:55.280]  這個世界不是我的家
[00:00:55.280 --> 00:00:57.180]  我沒有一定的住處
[00:00:57.180 --> 00:00:58.780]  天堂若非我家
[00:00:58.780 --> 00:01:00.580]  我必流離無依
[00:01:00.580 --> 00:01:03.320]  大概的歌詞內容就是講這些東西
[00:01:03.320 --> 00:01:04.060]  所以就說
[00:01:04.060 --> 00:01:08.080]  故此我不再貪愛這個世界為我的家
[00:01:08.080 --> 00:01:12.200]  給人的感覺就是基督教對於人生
[00:01:12.200 --> 00:01:14.840]  描述人生是一個客女是寄居的時候
[00:01:14.840 --> 00:01:17.360]  就好像我們對這個世界漠不關心一樣
[00:01:17.360 --> 00:01:20.100]  我們很多人都有去旅行的經驗
[00:01:20.100 --> 00:01:22.400]  你會覺得去過旅館裏面
[00:01:22.400 --> 00:01:24.200]  你大概睡一晚至兩晚
[00:01:24.200 --> 00:01:26.240]  通常旅行團就趕你走的了
[00:01:26.240 --> 00:01:28.680]  那個旅館接著發生什麼事呢?
[00:01:28.680 --> 00:01:30.960]  好像跟你是沒有關係的
[00:01:30.960 --> 00:01:32.640]  所以因此我們就發覺
[00:01:32.640 --> 00:01:34.700]  有人就投訴我們的同胞們
[00:01:34.700 --> 00:01:35.960]  去到哪裡旅行
[00:01:35.960 --> 00:01:37.640]  都弄得那裡烏雷彈到
[00:01:37.640 --> 00:01:40.660]  一塌糊塗才離開那個酒店
[00:01:40.660 --> 00:01:44.600]  但是我們的人生是客女是寄居
[00:01:44.600 --> 00:01:46.960]  是不是等於我們對這個世界的東西
[00:01:46.960 --> 00:01:49.140]  完全不關心?
[00:01:49.140 --> 00:01:51.720]  甚至一種厭世
[00:01:51.720 --> 00:01:53.760]  有人真的這樣來批評基督教
[00:01:53.760 --> 00:01:57.440]  他說基督教的人很多時候是逃避社會責任
[00:01:57.440 --> 00:01:59.600]  甚至說是不環保的
[00:01:59.600 --> 00:02:00.400]  為什麼呢?
[00:02:00.400 --> 00:02:02.120]  因為你要想著這個人上天堂了
[00:02:02.120 --> 00:02:04.000]  這個世界剩下來的
[00:02:04.000 --> 00:02:06.080]  關你什麼事呢?
[00:02:06.080 --> 00:02:08.920]  但是我覺得不應該是這樣
[00:02:08.920 --> 00:02:11.320]  或者最少在我們的崇拜裏面
[00:02:11.320 --> 00:02:13.640]  可能我們經歷到的不是這樣
[00:02:13.640 --> 00:02:15.320]  今天我們在聖餐裏面
[00:02:15.320 --> 00:02:17.680]  我們的禮文如果大家仔細看一下的時候
[00:02:17.680 --> 00:02:19.680]  我們仍然期盼的是什麼呢?
[00:02:19.680 --> 00:02:23.280]  我們將上帝給我們這個世界這麼多的祝福
[00:02:23.280 --> 00:02:24.680]  有美麗的山河
[00:02:24.680 --> 00:02:25.960]  有小鳥的歌唱
[00:02:25.960 --> 00:02:27.160]  有鮮花
[00:02:27.160 --> 00:02:29.360]  我們希望將一個好的世界
[00:02:29.360 --> 00:02:31.640]  仍然留給我們的下一代
[00:02:31.640 --> 00:02:33.040]  是不是?
[00:02:33.040 --> 00:02:35.920]  所以我們很多人去一些比較環保的旅行的時候
[00:02:35.920 --> 00:02:37.600]  要求那些人就是
[00:02:37.600 --> 00:02:38.400]  生不帶來
[00:02:38.400 --> 00:02:39.480]  死不帶走
[00:02:39.480 --> 00:02:40.360]  簡單來說就是
[00:02:40.360 --> 00:02:41.280]  你沒有帶來的東西
[00:02:41.280 --> 00:02:44.040]  拜託你不要留在那個森林裏面
[00:02:44.040 --> 00:02:45.480]  而那個森林原本有的東西
[00:02:45.480 --> 00:02:46.520]  那些是不屬於你的
[00:02:46.520 --> 00:02:48.320]  拜託你也不要帶走
[00:02:48.320 --> 00:02:49.040]  是不是?
[00:02:49.040 --> 00:02:49.920]  簡單來說就是
[00:02:49.920 --> 00:02:51.200]  你來到
[00:02:51.200 --> 00:02:52.720]  然後走開
[00:02:52.720 --> 00:02:53.920]  之前和之後
[00:02:53.920 --> 00:02:55.600]  你應該對這個森林
[00:02:55.600 --> 00:02:58.360]  或者什麼自然保護的區域
[00:02:58.360 --> 00:03:00.400]  是沒有壞影響的
[00:03:00.400 --> 00:03:03.360]  當然無可避免的就是留下一點兒氧化碳
[00:03:03.360 --> 00:03:06.240]  腳毛等等
[00:03:06.240 --> 00:03:09.760]  但是可以再積極地看
[00:03:09.760 --> 00:03:11.760]  我在很多年前
[00:03:11.760 --> 00:03:12.960]  在馬鞍山的地方
[00:03:12.960 --> 00:03:14.880]  租一個地方來住
[00:03:14.880 --> 00:03:16.680]  住完兩年之後
[00:03:16.680 --> 00:03:17.800]  接著我就走了
[00:03:17.800 --> 00:03:20.160]  就叫包租婆來收回房子
[00:03:20.160 --> 00:03:20.920]  通常那個時候
[00:03:20.920 --> 00:03:22.840]  包租婆當然看看有沒有哪裡損毀
[00:03:22.840 --> 00:03:25.200]  扣回你的按金等等
[00:03:25.200 --> 00:03:28.040]  那次我包租婆進來的時候
[00:03:28.040 --> 00:03:29.880]  很愕然地到處看
[00:03:29.880 --> 00:03:31.000]  然後她說
[00:03:31.000 --> 00:03:33.040]  你怎麼住的?
[00:03:33.040 --> 00:03:34.440]  我說怎麼會住完兩年之後
[00:03:34.440 --> 00:03:37.360]  還乾淨過兩年之前的呢?
[00:03:37.360 --> 00:03:38.960]  當然功勞就不關我的事
[00:03:38.960 --> 00:03:40.640]  是跟家務的關係
[00:03:40.640 --> 00:03:42.600]  因為它實在是很乾淨
[00:03:42.600 --> 00:03:45.280]  甚至我認為有一點兒潔癖
[00:03:45.280 --> 00:03:46.280]  所以她住完兩年之後
[00:03:46.280 --> 00:03:49.920]  那個地方是乾淨過兩年之前
[00:03:49.920 --> 00:03:51.240]  所以跟著那個包租婆說
[00:03:51.240 --> 00:03:52.640]  你為什麼要搬走呢?
[00:03:52.640 --> 00:03:54.480]  不如多住兩年吧
[00:03:54.480 --> 00:03:55.720]  可能她會有一個期望
[00:03:55.720 --> 00:03:56.840]  就是再多兩年的時候
[00:03:56.840 --> 00:04:00.000]  房子再乾淨一點
[00:04:00.000 --> 00:04:00.560]  其實沒錯
[00:04:00.560 --> 00:04:03.160]  我們人生是客裡是寄居的
[00:04:03.160 --> 00:04:04.880]  但是不等於我們對這個地方
[00:04:04.880 --> 00:04:05.920]  漠不關心
[00:04:05.920 --> 00:04:08.240]  我們希望我們留一個好的
[00:04:08.240 --> 00:04:10.160]  甚至是更好的地方
