
[00:00:00.000 --> 00:00:02.000]  各位朋友
[00:00:02.000 --> 00:00:04.000]  此內平安
[00:00:04.000 --> 00:00:08.000]  還有幾天就是聖誕節
[00:00:08.000 --> 00:00:14.000]  先祝願各位聖誕平安喜樂
[00:00:14.000 --> 00:00:16.000]  相信大家聽過無數次
[00:00:16.000 --> 00:00:20.000]  聖誕節是普天同慶的日子
[00:00:20.000 --> 00:00:22.000]  相信在座一定認同
[00:00:22.000 --> 00:00:24.000]  不過這句說話
[00:00:24.000 --> 00:00:28.000]  有很多人絕對不認同
[00:00:28.000 --> 00:00:30.000]  不用說太遠
[00:00:30.000 --> 00:00:32.000]  我們鄰近的地區
[00:00:32.000 --> 00:00:34.000]  我們很熟悉的
[00:00:34.000 --> 00:00:36.000]  海峽的兩岸
[00:00:36.000 --> 00:00:38.000]  泰國、日本
[00:00:38.000 --> 00:00:40.000]  當然還有其他地區
[00:00:40.000 --> 00:00:44.000]  十二月、二十四、二十五、二十六
[00:00:44.000 --> 00:00:47.000]  這三天在他們這些地區來說
[00:00:47.000 --> 00:00:50.000]  都不是節日的假期
[00:00:50.000 --> 00:00:53.000]  雖然當中都會有基督徒慶祝聖誕
[00:00:53.000 --> 00:00:55.000]  但是普遍來說
[00:00:55.000 --> 00:00:57.000]  當地聖誕慶祝的活動
[00:00:57.000 --> 00:00:59.000]  一點都不普遍
[00:00:59.000 --> 00:01:03.000]  甚至可以說是鳳無倫國
[00:01:03.000 --> 00:01:05.000]  不單止這樣
[00:01:05.000 --> 00:01:07.000]  甚至有些人反對
[00:01:07.000 --> 00:01:11.000]  反對慶祝聖誕節
[00:01:11.000 --> 00:01:15.000]  偶爾我們會聽到一些言論
[00:01:15.000 --> 00:01:17.000]  有歷史根據的
[00:01:17.000 --> 00:01:19.000]  他會說
[00:01:19.000 --> 00:01:21.000]  你都是有知識之人
[00:01:21.000 --> 00:01:23.000]  你都經常上網
[00:01:23.000 --> 00:01:24.000]  你上網查一查
[00:01:24.000 --> 00:01:26.000]  十月二十五是什麼日子?
[00:01:26.000 --> 00:01:28.000]  他會說
[00:01:28.000 --> 00:01:30.000]  你看維基百科
[00:01:30.000 --> 00:01:32.000]  維基百科你都知道
[00:01:32.000 --> 00:01:34.000]  十月二十五是古羅馬時代
[00:01:34.000 --> 00:01:36.000]  太陽神節
[00:01:36.000 --> 00:01:39.000]  是異邦神的節慶日子
[00:01:39.000 --> 00:01:42.000]  他又會跟你講歷史
[00:01:42.000 --> 00:01:44.000]  你都知道
[00:01:44.000 --> 00:01:46.000]  羅馬的君王
[00:01:46.000 --> 00:01:48.000]  漢斯坦丁大帝
[00:01:48.000 --> 00:01:50.000]  歸信基督之後
[00:01:50.000 --> 00:01:53.000]  公元313年才頒令
[00:01:53.000 --> 00:01:57.000]  將太陽神節改為聖誕節
[00:01:57.000 --> 00:02:03.000]  你們基督徒都知道
[00:02:03.000 --> 00:02:05.000]  萬聖節
[00:02:05.000 --> 00:02:08.000]  你們不會參加任何的慶祝活動
[00:02:08.000 --> 00:02:09.000]  同一道理
[00:02:09.000 --> 00:02:11.000]  為什麼在太陽神節的時候
[00:02:11.000 --> 00:02:13.000]  你們搞什麼慶祝聖誕
[00:02:13.000 --> 00:02:15.000]  又搞這搞那呢?
[00:02:15.000 --> 00:02:19.000]  第一次聽這些
[00:02:19.000 --> 00:02:21.000]  可能突然之間打嗝
[00:02:21.000 --> 00:02:23.000]  我們到處叫那些人
[00:02:23.000 --> 00:02:25.000]  不要參加萬聖節的活動
[00:02:25.000 --> 00:02:27.000]  聖誕節應該不要搞事
[00:02:27.000 --> 00:02:29.000]  但如果你坐下來
[00:02:29.000 --> 00:02:31.000]  慢慢想 冷靜下來
[00:02:31.000 --> 00:02:33.000]  不要被人一問
[00:02:33.000 --> 00:02:35.000]  就整個
[00:02:35.000 --> 00:02:37.000]  填滿雞的時候
[00:02:37.000 --> 00:02:39.000]  一想 這個邏輯是什麼邏輯?
[00:02:39.000 --> 00:02:41.000]  是九不搭八的邏輯
[00:02:41.000 --> 00:02:43.000]  首先
[00:02:43.000 --> 00:02:45.000]  萬聖節我們不參加
[00:02:45.000 --> 00:02:47.000]  那些是什麼? 扮鬼扮馬
[00:02:47.000 --> 00:02:49.000]  我們不參加那些是
[00:02:49.000 --> 00:02:51.000]  向鬼神
[00:02:51.000 --> 00:02:53.000]  扮鬼神
[00:02:53.000 --> 00:02:55.000]  還有慶祝鬼神的節日
[00:02:55.000 --> 00:02:57.000]  和我在
[00:02:57.000 --> 00:02:59.000]  聖誕節我們思想
[00:02:59.000 --> 00:03:01.000]  我們的救主耶穌基督
[00:03:01.000 --> 00:03:03.000]  和我們在當中慶祝耶穌基督
[00:03:03.000 --> 00:03:05.000]  和我們在當中崇拜神
[00:03:05.000 --> 00:03:07.000]  很清楚的對象
[00:03:07.000 --> 00:03:09.000]  怎麼會令人跌倒呢?
[00:03:09.000 --> 00:03:11.000]  根本九不搭八
[00:03:11.000 --> 00:03:13.000]  如果他這個邏輯推斷是對的
[00:03:13.000 --> 00:03:15.000]  那豈不是因為那一天
[00:03:15.000 --> 00:03:17.000]  是有其他義邦的
[00:03:17.000 --> 00:03:19.000]  一些慶典
[00:03:19.000 --> 00:03:21.000]  或者那天他們
[00:03:21.000 --> 00:03:23.000]  拜神的時候
[00:03:23.000 --> 00:03:25.000]  那天所有基督徒
[00:03:25.000 --> 00:03:27.000]  連向神感恩祈禱都不好
[00:03:27.000 --> 00:03:29.000]  豈不是
[00:03:29.000 --> 00:03:31.000]  崇拜的那天都要取消
[00:03:31.000 --> 00:03:33.000]  這是什麼邏輯呢?
[00:03:33.000 --> 00:03:35.000]  所以我們稍微冷靜一點的時候
[00:03:35.000 --> 00:03:37.000]  不要因為第一次聽到就怕了
[00:03:37.000 --> 00:03:39.000]  這是另一方面
[00:03:39.000 --> 00:03:41.000]  又有很多人說
[00:03:41.000 --> 00:03:43.000]  你的基督徒
[00:03:43.000 --> 00:03:45.000]  你的腦袋長在哪裡?
[00:03:45.000 --> 00:03:47.000]  你都知道的
[00:03:47.000 --> 00:03:49.000]  你上網查一查都知道
[00:03:49.000 --> 00:03:51.000]  12月25日
[00:03:51.000 --> 00:03:53.000]  怎麼會是耶穌基督的生日呢?
[00:03:53.000 --> 00:03:55.000]  從聖經的記載
[00:03:55.000 --> 00:03:57.000]  從天文地理
[00:03:57.000 --> 00:03:59.000]  你不知道的
[00:03:59.000 --> 00:04:01.000]  你查一查電腦
[00:04:01.000 --> 00:04:03.000]  問一問你都知道
[00:04:03.000 --> 00:04:05.000]  對了
[00:04:05.000 --> 00:04:07.000]  中東地區的冬季
[00:04:07.000 --> 00:04:09.000]  是由10月至到2月
[00:04:09.000 --> 00:04:11.000]  在冬季的時候
[00:04:11.000 --> 00:04:13.000]  我們在座
[00:04:13.000 --> 00:04:15.000]  都有很多人見聞廣播
[00:04:15.000 --> 00:04:17.000]  甚至去過中東旅遊
[00:04:17.000 --> 00:04:19.000]  我想問問
[00:04:19.000 --> 00:04:21.000]  有沒有人曾經在12月
[00:04:21.000 --> 00:04:23.000]  12月尾至1月
[00:04:23.000 --> 00:04:25.000]  2月之間去過中東
[00:04:25.000 --> 00:04:27.000]  去過以色列
[00:04:27.000 --> 00:04:29.000]  去過伯尼亞一帶的?
[00:04:29.000 --> 00:04:31.000]  有沒有?
[00:04:31.000 --> 00:04:33.000]  今天早上有
[00:04:33.000 --> 00:04:35.000]  這邊都有
[00:04:35.000 --> 00:04:37.000]  我和太太
[00:04:37.000 --> 00:04:39.000]  七八年前
[00:04:39.000 --> 00:04:41.000]  八九年前
[00:04:41.000 --> 00:04:43.000]  數字不重要
[00:04:43.000 --> 00:04:45.000]  去過在1月中
[00:04:45.000 --> 00:04:47.000]  去到伯利恆
[00:04:47.000 --> 00:04:49.000]  去到耶路撒冷
[00:04:49.000 --> 00:04:53.000]  有相為證的
[00:04:53.000 --> 00:04:55.000]  我們去到
[00:04:55.000 --> 00:04:57.000]  你看穿到一隻粽子
[00:04:57.000 --> 00:04:59.000]  什麼帽子
[00:04:59.000 --> 00:05:01.000]  羽絨
[00:05:01.000 --> 00:05:03.000]  羊毛內衣
[00:05:03.000 --> 00:05:05.000]  雖然冬季大部分的日子
[00:05:05.000 --> 00:05:07.000]  其實都下雨
[00:05:07.000 --> 00:05:09.000]  即使那一天
[00:05:09.000 --> 00:05:11.000]  你戴著太陽眼鏡
[00:05:11.000 --> 00:05:13.000]  我們是拍照
[00:05:13.000 --> 00:05:15.000]  拍出你的廬山真面目
[00:05:15.000 --> 00:05:17.000]  我只是遮掩了
[00:05:17.000 --> 00:05:19.000]  才脫了帽子
[00:05:19.000 --> 00:05:21.000]  解開了頸巾
[00:05:21.000 --> 00:05:23.000]  否則拍照
[00:05:23.000 --> 00:05:25.000]  拍完照之後
[00:05:25.000 --> 00:05:27.000]  又脫了帽子
[00:05:27.000 --> 00:05:29.000]  因為很大風很冷
[00:05:29.000 --> 00:05:31.000]  你簡直覺得
[00:05:31.000 --> 00:05:33.000]  頭頂著一碗冰了的豆腐花
[00:05:33.000 --> 00:05:35.000]  你的腦漿
[00:05:37.000 --> 00:05:39.000]  你想想
[00:05:39.000 --> 00:05:41.000]  在夜間
[00:05:41.000 --> 00:05:43.000]  野地裡
[00:05:43.000 --> 00:05:45.000]  天使向鄰間的牧羊人
[00:05:45.000 --> 00:05:47.000]  傳來大起的訊息
[00:05:47.000 --> 00:05:49.000]  白天冷得像雪條
[00:05:49.000 --> 00:05:51.000]  夜間
[00:05:51.000 --> 00:05:53.000]  冬季晚上
[00:05:53.000 --> 00:05:55.000]  10月25日
[00:05:55.000 --> 00:05:57.000]  是聖經所記載的日子
[00:05:57.000 --> 00:06:01.000]  還有
[00:06:01.000 --> 00:06:03.000]  我們跟著旅遊車
[00:06:03.000 --> 00:06:05.000]  離開城鎮
[00:06:05.000 --> 00:06:07.000]  看馬路
[00:06:07.000 --> 00:06:09.000]  周圍人影都沒有
[00:06:09.000 --> 00:06:11.000]  除了風吹草動
[00:06:11.000 --> 00:06:13.000]  你見不到有任何
[00:06:13.000 --> 00:06:15.000]  有生命的生畜在山間
[00:06:15.000 --> 00:06:17.000]  或者在平原上
[00:06:17.000 --> 00:06:19.000]  沒有
[00:06:19.000 --> 00:06:21.000]  間中
[00:06:21.000 --> 00:06:23.000]  經過一些村落
[00:06:23.000 --> 00:06:25.000]  看到那些棚
[00:06:25.000 --> 00:06:27.000]  總之養生畜的棚
[00:06:27.000 --> 00:06:29.000]  間中
[00:06:29.000 --> 00:06:31.000]  才見到疏疏落落幾隻
[00:06:31.000 --> 00:06:33.000]  幾隻什麼
[00:06:33.000 --> 00:06:35.000]  落馬
[00:06:35.000 --> 00:06:37.000]  是出名
[00:06:37.000 --> 00:06:39.000]  在南美智利
[00:06:39.000 --> 00:06:41.000]  秘魯高原
[00:06:41.000 --> 00:06:43.000]  捱得凍那些
[00:06:43.000 --> 00:06:45.000]  落馬
[00:06:45.000 --> 00:06:47.000]  什麼牛啊羊啊你見不到
[00:06:47.000 --> 00:06:49.000]  因為所有的禽畜
[00:06:49.000 --> 00:06:51.000]  雞啊火雞啊牛啊羊啊馬啊
[00:06:51.000 --> 00:06:53.000]  全部一早收起來
[00:06:53.000 --> 00:06:55.000]  有瓦遮頭
[00:06:55.000 --> 00:06:57.000]  甚至乎有暖氣供應的地方
[00:06:57.000 --> 00:06:59.000]  不然凍都凍死了
[00:06:59.000 --> 00:07:01.000]  損失慘重
[00:07:01.000 --> 00:07:03.000]  親身的經歷和你看完之後
[00:07:03.000 --> 00:07:05.000]  印證了十月二十五號的確
