
[00:00:00.000 --> 00:00:04.000]  你記不記得誰帶你信耶穌呢?
[00:00:04.000 --> 00:00:06.700]  誰將福音傳給你呢?
[00:00:06.700 --> 00:00:10.200]  誰第一次帶你返教會呢?
[00:00:10.200 --> 00:00:12.500]  可能是你的父母啦
[00:00:12.500 --> 00:00:14.200]  是你的家人啦
[00:00:14.200 --> 00:00:16.200]  是你的朋友啦
[00:00:16.200 --> 00:00:19.300]  甚至可能是一些你不認識的人
[00:00:19.300 --> 00:00:20.600]  都不一定的
[00:00:20.600 --> 00:00:25.000]  那為什麼他們要將福音傳給你呢?
[00:00:25.000 --> 00:00:26.100]  為什麼選擇你呢?
[00:00:26.100 --> 00:00:27.600]  為什麼不選擇別人呢?
[00:00:28.000 --> 00:00:31.000]  那可能因為他很想你信耶穌啦
[00:00:31.000 --> 00:00:34.000]  你是他人生最重要的人
[00:00:34.000 --> 00:00:36.700]  特別如果你是父母帶你返教會
[00:00:36.700 --> 00:00:39.000]  那當然你父母是很重視你
[00:00:39.000 --> 00:00:42.000]  但亦都可能是次選的
[00:00:42.000 --> 00:00:45.500]  因為本來想帶一個又不來
[00:00:45.500 --> 00:00:47.000]  那就找了你啦
[00:00:47.000 --> 00:00:50.000]  那或者次選次選次次次選的
[00:00:50.000 --> 00:00:53.000]  甚至如果你第一次接觸福音
[00:00:53.000 --> 00:00:56.000]  可能你在街上拿到一張單張的話
[00:00:56.000 --> 00:00:59.000]  那為什麼派給你呢?因為那些人都不要嘛
[00:00:59.000 --> 00:01:00.500]  那就派給你啦
[00:01:00.500 --> 00:01:03.000]  至少還沒有派完最後那張還有
[00:01:03.000 --> 00:01:04.000]  那就又派給你啦
[00:01:04.000 --> 00:01:05.500]  那不是很認識你的
[00:01:05.500 --> 00:01:08.000]  但就會給了你的
[00:01:08.000 --> 00:01:11.000]  當然無論如何最後你信了耶穌很重要啦
[00:01:11.000 --> 00:01:15.000]  無論你是首選你是次選你是最後的選都好
[00:01:15.000 --> 00:01:17.500]  就好像朋友約你吃飯一樣啦
[00:01:17.500 --> 00:01:20.000]  那有些時候你朋友約你吃飯
[00:01:20.000 --> 00:01:22.000]  可能他很想跟你吃飯啦
[00:01:22.000 --> 00:01:23.000]  你是首選
[00:01:23.000 --> 00:01:26.000]  亦都可能他是沒有朋友跟你吃飯
[00:01:26.000 --> 00:01:28.000]  那他剛剛碰到你
[00:01:28.000 --> 00:01:31.000]  那都勉強都找你吃飯啦
[00:01:31.000 --> 00:01:35.500]  那當然我們又知道最重要就是都有飯吃啦
[00:01:35.500 --> 00:01:37.000]  大家一起吃到飯啦
[00:01:37.000 --> 00:01:40.000]  你不要理他首選次選最後選都好啦
[00:01:40.000 --> 00:01:42.000]  但是機會就是這樣啦
[00:01:42.000 --> 00:01:44.000]  有些時候機會在這
[00:01:44.000 --> 00:01:47.000]  有些時候機會是會放棄的
[00:01:47.000 --> 00:01:50.000]  有些時候又有新的機會出來
[00:01:50.000 --> 00:01:53.000]  好像福音的傳播一樣
[00:01:53.000 --> 00:01:56.000]  我們今天看一段聖經小人轉第十二章
[00:01:56.000 --> 00:01:58.500]  四十二節到五十二節
[00:01:58.500 --> 00:02:03.500]  保羅和巴拿巴在他們第一次旅行報到的時候
[00:02:03.500 --> 00:02:06.500]  轉變了一些福音的策略
[00:02:06.500 --> 00:02:08.500]  我們看一看這段聖經
[00:02:08.500 --> 00:02:09.500]  你們讀啦
[00:02:09.500 --> 00:02:11.000]  我讀了很多今天
[00:02:11.000 --> 00:02:13.000]  所以你們讀啦我不讀啦
[00:02:13.000 --> 00:02:15.500]  四十二節開始一二三
[00:02:15.500 --> 00:02:23.000]  (國語)
[00:02:23.000 --> 00:02:31.000]  (國語)
[00:02:31.000 --> 00:02:36.500]  (國語)
[00:02:36.500 --> 00:02:42.500]  (國語)
[00:02:42.500 --> 00:02:51.500]  (國語)
[00:02:51.500 --> 00:02:58.000]  (國語)
[00:02:58.000 --> 00:03:05.500]  (國語)
[00:03:05.500 --> 00:03:15.000]  (國語)
[00:03:15.000 --> 00:03:23.000]  (國語)
[00:03:23.000 --> 00:03:30.000]  (國語)
[00:03:30.000 --> 00:03:38.000]  (國語)
[00:03:38.000 --> 00:03:44.000]  (國語)
[00:03:44.000 --> 00:03:48.000]  (國語)
[00:03:48.000 --> 00:03:53.000]  猶太人他們一早就認識神了
[00:03:53.000 --> 00:03:58.000]  他們的祖宗阿伯拉罕蒙神的呼召
[00:03:58.000 --> 00:04:02.000]  他能夠成為神的選民
[00:04:02.000 --> 00:04:06.000]  猶太人歷代以來他們都有機會認識神
[00:04:06.000 --> 00:04:08.000]  藉著摩西的律法
[00:04:08.000 --> 00:04:11.000]  藉著先知的講論
[00:04:11.000 --> 00:04:16.000]  他們對神都有很多的了解
[00:04:16.000 --> 00:04:20.000]  猶太人他們能夠一早開始
[00:04:20.000 --> 00:04:23.000]  能夠聽到關於耶穌基督的福音
[00:04:23.000 --> 00:04:25.000]  因為耶穌基督都是猶太人來的
[00:04:25.000 --> 00:04:29.000]  他的生長在猶太人的家庭
[00:04:29.000 --> 00:04:31.000]  在這個社會裏面
[00:04:31.000 --> 00:04:33.000]  所以當耶穌開始出來
[00:04:33.000 --> 00:04:36.000]  傳到猶太人有機會聽到的猶太人
[00:04:36.000 --> 00:04:39.000]  特別是耶穌的門徒都是猶太人
[00:04:39.000 --> 00:04:41.000]  初期教會的都是猶太人
[00:04:41.000 --> 00:04:44.000]  福音由耶路撒冷開始傳揚的時間
[00:04:44.000 --> 00:04:47.000]  教會由耶路撒冷開始被建立的時間
[00:04:47.000 --> 00:04:52.000]  他們有很多機會來接觸福音
[00:04:52.000 --> 00:04:55.000]  當然有很多猶太人相信了主
[00:04:55.000 --> 00:04:57.000]  但是聖經告訴我們
[00:04:57.000 --> 00:05:01.000]  有很多猶太人他們是不願意接受的
[00:05:01.000 --> 00:05:03.000]  雖然他們認識神
[00:05:03.000 --> 00:05:05.000]  他們認識的神是真的神
[00:05:05.000 --> 00:05:08.000]  他們和其他的宗教不是很相同
[00:05:08.000 --> 00:05:12.000]  和我們中國人傳統的宗教不是很相同
[00:05:12.000 --> 00:05:14.000]  我們不相信耶穌的那些人
[00:05:14.000 --> 00:05:17.000]  他們信的神是假的神
[00:05:17.000 --> 00:05:18.000]  那些神不是真正的神
[00:05:18.000 --> 00:05:22.000]  猶太人他們所信的神是真正的神
[00:05:22.000 --> 00:05:27.000]  他們也很想得到神的接納和喜悅
[00:05:27.000 --> 00:05:31.000]  所以他們很努力做他們覺得神要他們做的事
[00:05:31.000 --> 00:05:33.000]  他們希望得到神的接納
[00:05:33.000 --> 00:05:38.000]  但是最大的問題就是他們沒有辦法接受耶穌基督
[00:05:38.000 --> 00:05:40.000]  就是神的兒子
[00:05:40.000 --> 00:05:44.000]  他們沒有辦法接受從耶穌基督來的恩典
[00:05:44.000 --> 00:05:48.000]  他們是依靠自己努力去討神的喜悅
[00:05:48.000 --> 00:05:50.000]  而忘記或者他們不知道
[00:05:50.000 --> 00:05:53.000]  他們怎麼努力都沒有辦法得到神的喜悅
[00:05:53.000 --> 00:05:57.000]  我們是必須依靠耶穌的恩典
[00:05:57.000 --> 00:06:01.000]  我們才可以得到神的喜悅
[00:06:01.000 --> 00:06:04.000]  所以如果我們相信這個世界有一個神
[00:06:04.000 --> 00:06:05.000]  這個神是真的
[00:06:05.000 --> 00:06:09.000]  如果我們有努力來做得好一點
[00:06:09.000 --> 00:06:10.000]  來討神的喜悅
[00:06:10.000 --> 00:06:12.000]  希望神接納我們
[00:06:12.000 --> 00:06:15.000]  我們也是一個猶太人
[00:06:15.000 --> 00:06:17.000]  如果我們沒有辦法接受
[00:06:17.000 --> 00:06:20.000]  相信是耶穌基督的恩典
[00:06:20.000 --> 00:06:22.000]  讓上帝接納我們
[00:06:22.000 --> 00:06:26.000]  我們就仍然在猶太人的信仰裡面
[00:06:26.000 --> 00:06:28.000]  猶太人不能夠接受這件事
[00:06:28.000 --> 00:06:32.000]  所以他們有很多人不能夠成為基督徒
[00:06:32.000 --> 00:06:34.000]  他們拒絕成為基督徒
[00:06:34.000 --> 00:06:37.000]  他們失去了這個機會
[00:06:37.000 --> 00:06:39.000]  本來他們有很大的優勢
[00:06:39.000 --> 00:06:45.000]  所以保羅說「神的道先降給你們,完事應當的」
[00:06:45.000 --> 00:06:48.000]  他們是很有機會來認識神
[00:06:48.000 --> 00:06:51.000]  而他們認識神也很容易
[00:06:51.000 --> 00:06:54.000]  他們很容易明白神是一個怎樣的神
[00:06:54.000 --> 00:06:55.000]  因為從亞伯拉罕開始
[00:06:55.000 --> 00:06:57.000]  他們都開始明白很多
[00:06:57.000 --> 00:07:00.000]  他們只要接受靠著耶穌的恩典
[00:07:00.000 --> 00:07:03.000]  他們才能夠得到上帝的悅然
[00:07:03.000 --> 00:07:05.000]  他們其實就是基督徒
[00:07:05.000 --> 00:07:07.000]  他們就很容易和神建立關係
[00:07:07.000 --> 00:07:09.000]  建立很深厚的關係
[00:07:09.000 --> 00:07:11.000]  不過可惜他們不能夠接受
[00:07:11.000 --> 00:07:14.000]  他們放棄了這個機會
[00:07:14.000 --> 00:07:16.000]  很多人放棄了這個機會
[00:07:16.000 --> 00:07:21.000]  很多人不願意把握和珍惜這個機會
[00:07:21.000 --> 00:07:23.000]  我們知道特別在西方的世界
[00:07:23.000 --> 00:07:25.000]  或者我們都在外國生活過
[00:07:25.000 --> 00:07:29.000]  我們知道外國人的文化和基督教很接近
[00:07:29.000 --> 00:07:31.000]  但我們都要明白
[00:07:31.000 --> 00:07:34.000]  有些時候這些文化不完全等於基督教
[00:07:34.000 --> 00:07:37.000]  特別我經常提及
[00:07:37.000 --> 00:07:39.000]  我們今天過聖誕節的方式
[00:07:39.000 --> 00:07:42.000]  很多時候是外國的文化
[00:07:42.000 --> 00:07:44.000]  是歐美的文化
[00:07:44.000 --> 00:07:46.000]  不是一定基督教
[00:07:46.000 --> 00:07:49.000]  聖經哪裏說聖誕節有棵樹
[00:07:49.000 --> 00:07:53.000]  因為歐洲聖誕的時候都冬天
[00:07:53.000 --> 00:07:55.000]  那些樹很漂亮
[00:07:55.000 --> 00:07:56.000]  我們不是的
[00:07:56.000 --> 00:07:58.000]  我們擺個桃花行不行呢
[00:07:58.000 --> 00:08:00.000]  不行,桃花有桃花運
[00:08:00.000 --> 00:08:09.000]  我們有我們的植物可以代表我們慶祝和感謝
[00:08:09.000 --> 00:08:12.000]  所以有很多這些文化
[00:08:12.000 --> 00:08:16.000]  但在外國人或歐美人來說
[00:08:16.000 --> 00:08:18.000]  他們自小都生活在這些文化裏
[00:08:18.000 --> 00:08:21.000]  他們自小是聽聖經故事長大的
[00:08:21.000 --> 00:08:23.000]  我們中國人不是的
[00:08:23.000 --> 00:08:25.000]  我們自小是聽鬼故事長大的
[00:08:25.000 --> 00:08:27.000]  你有沒有聽鬼故事
[00:08:27.000 --> 00:08:29.000]  你夠大可能沒得聽
[00:08:29.000 --> 00:08:31.000]  所以我們會聽西遊記
[00:08:31.000 --> 00:08:33.000]  聽孫悟空的故事長大的
[00:08:33.000 --> 00:08:39.000]  但外國歐美人有很多機會接觸基督教
[00:08:39.000 --> 00:08:41.000]  他們可能在教會學聖經
[00:08:41.000 --> 00:08:44.000]  他們可能在家學聖經
[00:08:44.000 --> 00:08:48.000]  但今時今日很多人放棄了這個機會
[00:08:48.000 --> 00:08:51.000]  在歐美很多教會沒有人去
[00:08:51.000 --> 00:08:55.000]  很多禮拜堂要靠遊客收遊客錢
[00:08:55.000 --> 00:08:58.000]  來維持保養和裝修的費用
[00:08:58.000 --> 00:09:01.000]  你想想教會要保養
[00:09:01.000 --> 00:09:04.000]  冷氣、燈、地毯
[00:09:04.000 --> 00:09:07.000]  如果我們有一天貢獻都不夠
[00:09:07.000 --> 00:09:09.000]  我們不如開放參觀
[00:09:09.000 --> 00:09:12.000]  反正樓下那麼多遊客
[00:09:12.000 --> 00:09:14.000]  一人收兩元上來看看
[00:09:14.000 --> 00:09:16.000]  可能都會上來看看
[00:09:16.000 --> 00:09:18.000]  兩元看看教會是怎樣
[00:09:18.000 --> 00:09:21.000]  靠這些都可能搞得定
[00:09:21.000 --> 00:09:24.000]  這是新計謀
[00:09:24.000 --> 00:09:26.000]  財務委員會可以考慮
[00:09:26.000 --> 00:09:29.000]  現在歐美就是這樣
[00:09:29.000 --> 00:09:30.000]  人們是不回教會的
[00:09:30.000 --> 00:09:33.000]  教會是要靠遊客來維持
[00:09:33.000 --> 00:09:37.000]  教會建築物的保養維修
[00:09:37.000 --> 00:09:40.000]  他們有很多這些機會去認識神
[00:09:40.000 --> 00:09:43.000]  但他們放棄了
[00:09:43.000 --> 00:09:47.000]  當然這些是歐洲人、美國人的問題
[00:09:47.000 --> 00:09:49.000]  我們可能覺得很遙遠
[00:09:49.000 --> 00:09:52.000]  或者有時我們覺得很可惜
[00:09:52.000 --> 00:09:54.000]  有時我們看聖經不明白
[00:09:54.000 --> 00:09:59.000]  為何猶太人那麼多機會認識神都不聽
[00:09:59.000 --> 00:10:01.000]  但其實現在是一樣的
[00:10:01.000 --> 00:10:03.000]  甚至我們可能都是一樣
[00:10:03.000 --> 00:10:07.000]  我們可能很多人自小在基督教的家庭長大
[00:10:07.000 --> 00:10:09.000]  我們家有很多聖經
[00:10:09.000 --> 00:10:11.000]  基督徒很喜歡給錢送聖經
[00:10:11.000 --> 00:10:12.000]  我都不太明白
[00:10:12.000 --> 00:10:14.000]  其實一本就夠了
[00:10:14.000 --> 00:10:16.000]  但我們都想不到甚麼是對的
[00:10:16.000 --> 00:10:19.000]  想著基督徒都會比較喜歡聖經
[00:10:19.000 --> 00:10:21.000]  所以喜歡送聖經給人
[00:10:21.000 --> 00:10:24.000]  但送完又好很多
[00:10:24.000 --> 00:10:26.000]  我曾數過我家有四十多本聖經
[00:10:26.000 --> 00:10:28.000]  我不明白
[00:10:28.000 --> 00:10:30.000]  連我安納牧師的時候
[00:10:30.000 --> 00:10:31.000]  人們都喜歡送聖經
[00:10:31.000 --> 00:10:33.000]  我是牧師,怎會沒有聖經
[00:10:33.000 --> 00:10:35.000]  一定要送一本聖經給你
[00:10:35.000 --> 00:10:38.000]  還要印上名字,那就慘了
[00:10:38.000 --> 00:10:40.000]  印上名字就不能送給別人
[00:10:40.000 --> 00:10:43.000]  金字,不是金字
[00:10:43.000 --> 00:10:45.000]  所以有很多聖經
[00:10:45.000 --> 00:10:48.000]  有一段時間我喜歡收藏聖經
[00:10:48.000 --> 00:10:50.000]  有很多無謂的聖經
[00:10:50.000 --> 00:10:52.000]  例如有一次我去泰國旅行
[00:10:52.000 --> 00:10:54.000]  擺些手信給自己
[00:10:54.000 --> 00:10:56.000]  無謂的普通人的
[00:10:56.000 --> 00:10:58.000]  不如買一本泰文聖經
[00:10:58.000 --> 00:11:00.000]  我都想買一本泰文聖經
[00:11:00.000 --> 00:11:02.000]  但沒有用,因為我不懂得泰文
[00:11:02.000 --> 00:11:04.000]  不知道要做甚麼
[00:11:04.000 --> 00:11:06.000]  我都不太知道要做甚麼
[00:11:06.000 --> 00:11:08.000]  所以如果你懂得泰文,你可以問我拿
[00:11:08.000 --> 00:11:09.000]  我送給你
[00:11:09.000 --> 00:11:11.000]  所以有很多
[00:11:11.000 --> 00:11:12.000]  我們很多時候
[00:11:12.000 --> 00:11:16.000]  如果我們家有基督教的家庭
[00:11:16.000 --> 00:11:18.000]  我們家有很多聖經
[00:11:18.000 --> 00:11:20.000]  我們是不看的
[00:11:20.000 --> 00:11:22.000]  我們可能從小回教會
[00:11:22.000 --> 00:11:24.000]  但我們又不多
[00:11:24.000 --> 00:11:26.000]  欣賞教會的東西
[00:11:26.000 --> 00:11:28.000]  我們就覺得
[00:11:28.000 --> 00:11:30.000]  聽來聽去都是這些東西
[00:11:30.000 --> 00:11:32.000]  聽了幾十次,很悶
[00:11:32.000 --> 00:11:34.000]  我們有機會回來教會崇拜
[00:11:34.000 --> 00:11:36.000]  我們都是
[00:11:36.000 --> 00:11:38.000]  希望講完
[00:11:38.000 --> 00:11:40.000]  不要講那麼大聲
[00:11:40.000 --> 00:11:42.000]  讓我睡得好一點,大聲吵醒你
[00:11:42.000 --> 00:11:44.000]  如果我大聲吵醒你
[00:11:44.000 --> 00:11:46.000]  就不好意思了
[00:11:46.000 --> 00:11:48.000]  我們很多時候有教會回來
[00:11:48.000 --> 00:11:50.000]  我們又不太珍惜
[00:11:50.000 --> 00:11:52.000]  我們有很多書看,又不太珍惜
[00:11:52.000 --> 00:11:54.000]  聽說,外面圖書館的書
