
[00:00:00.000 --> 00:00:03.800]  我們繼續討論使徒行轉
[00:00:03.800 --> 00:00:06.720]  在這個系列我們都是用
[00:00:06.720 --> 00:00:08.560]  一個中欖式的方式
[00:00:08.560 --> 00:00:10.960]  就是將幾章放在一起
[00:00:10.960 --> 00:00:13.180]  然後找一個主題
[00:00:13.180 --> 00:00:14.720]  今天是要討論
[00:00:14.720 --> 00:00:18.100]  使徒行轉的二十四章至二十六章
[00:00:18.100 --> 00:00:21.640]  都是講到保羅被審判的情形
[00:00:21.640 --> 00:00:24.420]  其實如果是講到審判
[00:00:24.420 --> 00:00:26.080]  如果我們要讀的話
[00:00:26.080 --> 00:00:28.580]  我們會覺得很沉悶
[00:00:28.580 --> 00:00:30.520]  但是我相信神的話語
[00:00:30.520 --> 00:00:33.600]  你永遠都能夠找到一些資料
[00:00:33.600 --> 00:00:36.520]  對我們有幫助
[00:00:36.520 --> 00:00:38.240]  今天的經文也不例外
[00:00:38.240 --> 00:00:40.400]  雖然是講到審判
[00:00:40.400 --> 00:00:42.840]  但是保羅甚至是被人審判
[00:00:42.840 --> 00:00:45.620]  他仍然有一個傳福音的心
[00:00:45.620 --> 00:00:50.200]  所以他是向那些審判他的人傳福音
[00:00:50.200 --> 00:00:51.520]  但是很可惜
[00:00:51.520 --> 00:00:53.760]  那些人都沒有接受
[00:00:53.760 --> 00:00:56.880]  就好像我們剛才讀的那一節經文一樣
[00:00:56.880 --> 00:00:59.180]  所以我叫今天的訊息做
[00:00:59.180 --> 00:01:03.000]  「趁可尋找時求告他」
[00:01:03.000 --> 00:01:05.460]  所有這些審判保羅的人
[00:01:05.460 --> 00:01:09.160]  他們都錯過了機會來接受福音
[00:01:09.160 --> 00:01:11.780]  在今天的經文我們也學到
[00:01:11.780 --> 00:01:15.420]  跟別人傳福音的手法是怎樣
[00:01:15.420 --> 00:01:16.840]  是能夠幫助我們
[00:01:16.840 --> 00:01:21.280]  是能夠跟我們身邊的人來傳福音
[00:01:21.280 --> 00:01:25.000]  在羅馬的司法系統
[00:01:25.000 --> 00:01:28.760]  法庭是用來保護公民
[00:01:28.760 --> 00:01:30.040]  但是很可惜
[00:01:30.040 --> 00:01:33.280]  羅馬的政府是非常腐敗
[00:01:33.280 --> 00:01:38.020]  一般的人都很難透過司法系統
[00:01:38.020 --> 00:01:41.400]  來替自己伸張正義
[00:01:41.400 --> 00:01:47.320]  保羅很快就會發覺羅馬政府真的很腐敗
[00:01:47.320 --> 00:01:51.560]  羅馬政府是將司法的行政任務
[00:01:51.560 --> 00:01:55.840]  交給了地方官、地方政府
[00:01:55.840 --> 00:01:59.400]  他們自己是不會介入地方官的審判
[00:01:59.400 --> 00:02:02.880]  或者地方政府的審判
[00:02:02.880 --> 00:02:04.840]  除非他們發覺
[00:02:04.840 --> 00:02:09.960]  有外邦的政府參與了這些案件
[00:02:09.960 --> 00:02:13.040]  他們才會來插手
[00:02:13.040 --> 00:02:14.500]  又或者他們發覺
[00:02:14.500 --> 00:02:17.320]  地方官是有彼此不和的時候
[00:02:17.320 --> 00:02:19.520]  他們才會介入
[00:02:19.520 --> 00:02:21.520]  今天三章的經文
[00:02:21.520 --> 00:02:24.800]  我們看到羅馬司法的運行
[00:02:24.800 --> 00:02:29.440]  保羅在四個層面被人指控
[00:02:29.440 --> 00:02:31.120]  第一個層面
[00:02:31.120 --> 00:02:36.000]  就是猶太人自己來指控保羅
[00:02:36.000 --> 00:02:41.400]  保羅在耶路撒冷的聖殿被人誣告
[00:02:41.400 --> 00:02:44.920]  帶領外邦人進入聖殿
[00:02:44.920 --> 00:02:48.040]  有個千夫長救了保羅
[00:02:48.040 --> 00:02:53.520]  將他從耶路撒冷運到蓋薩利亞這個地方
[00:02:53.520 --> 00:02:57.040]  大祭司亞拿尼亞和工會的長老
[00:02:57.040 --> 00:03:01.660]  在五天後就馬上趕到蓋薩利亞這個地方
[00:03:01.660 --> 00:03:04.840]  他們將保羅趕出耶路撒冷
[00:03:04.840 --> 00:03:06.320]  他們還不滿意
[00:03:06.320 --> 00:03:09.520]  他們是要將保羅置諸死地
[00:03:09.520 --> 00:03:13.760]  他們擔心如果他們不立刻採取行動
[00:03:13.760 --> 00:03:16.720]  羅馬的總督菲力斯
[00:03:16.720 --> 00:03:20.440]  可能就會將保羅釋放
[00:03:20.440 --> 00:03:22.520]  所以他們請了一個律師
[00:03:22.520 --> 00:03:24.960]  這個律師叫做鐵土羅
[00:03:24.960 --> 00:03:27.960]  來指控保羅
[00:03:27.960 --> 00:03:33.440]  這個鐵土羅一開口就是講奉承的話
[00:03:33.440 --> 00:03:37.000]  跟現在很多的律師都很相似
[00:03:37.000 --> 00:03:39.000]  可能會講奉承的話
[00:03:39.000 --> 00:03:41.400]  希望討好陪審員
[00:03:41.400 --> 00:03:43.880]  希望討好甚至法官
[00:03:43.880 --> 00:03:46.760]  這個鐵土羅亦不例外
[00:03:46.760 --> 00:03:49.600]  在《箴言》的二十六章二十八節
[00:03:49.600 --> 00:03:53.280]  說虛荒的舌頭、纏眉的嘴
[00:03:53.280 --> 00:03:56.880]  相信就是這個鐵土羅所講的話
[00:03:56.880 --> 00:04:00.440]  這個鐵土羅對保羅的指控
[00:04:00.440 --> 00:04:04.360]  跟他的奉承是一樣的虛假
[00:04:04.360 --> 00:04:08.720]  他指出保羅一共有三項罪
[00:04:08.720 --> 00:04:10.920]  他是很有技巧的
[00:04:10.920 --> 00:04:14.840]  第一項罪是說他違反了羅馬的律法
[00:04:14.840 --> 00:04:17.960]  說他煽動人民來謀反
[00:04:17.960 --> 00:04:20.560]  這個罪是非常之嚴重
[00:04:20.560 --> 00:04:23.200]  羅馬政府是很害怕人們
[00:04:23.200 --> 00:04:27.440]  會在諸羅馬的帝國裡面搞暴亂
[00:04:27.440 --> 00:04:30.040]  破壞和平
[00:04:30.040 --> 00:04:35.400]  而保羅就是出了名搞事、搞紛爭
[00:04:35.400 --> 00:04:38.480]  例如在《使徒行傳》的十七章六節
[00:04:38.480 --> 00:04:40.160]  那些不信任的猶太人
[00:04:40.160 --> 00:04:44.200]  說保羅是在搞亂天下
[00:04:44.200 --> 00:04:49.320]  其實鐵土羅這個指控不是很正確
[00:04:49.320 --> 00:04:51.960]  因為真正搞亂天下
[00:04:51.960 --> 00:04:53.800]  來煽動暴亂的
[00:04:53.800 --> 00:04:56.760]  不是保羅,是猶太人
[00:04:56.760 --> 00:05:00.160]  所以他這個說法是不成立的
[00:05:00.160 --> 00:05:03.880]  但問題是保羅的確是教猶太人
[00:05:03.880 --> 00:05:06.720]  要尊耶穌基督做什麼?
[00:05:06.720 --> 00:05:09.640]  做王,做他們的主宰
[00:05:09.640 --> 00:05:14.760]  這件事在羅馬政府聽起來非常敏感
[00:05:14.760 --> 00:05:15.760]  為什麼?
[00:05:15.760 --> 00:05:18.560]  因為羅馬帝國只有一位王
[00:05:18.560 --> 00:05:21.560]  就是改撒大帝,改撒大帝
[00:05:21.560 --> 00:05:24.880]  當保羅說你們要尊耶穌基督為王
[00:05:24.880 --> 00:05:26.440]  為你們的主宰
[00:05:26.440 --> 00:05:33.120]  聽起來就好像他在教人背叛羅馬帝國
[00:05:33.120 --> 00:05:35.360]  其實這個指控
[00:05:35.360 --> 00:05:38.400]  和耶穌基督被審判的時候
[00:05:38.400 --> 00:05:41.120]  對耶穌基督的指控都是一模一樣
[00:05:41.120 --> 00:05:43.160]  《盧家福音》的二十三章
[00:05:43.160 --> 00:05:45.200]  一至五節
[00:05:45.200 --> 00:05:53.200]  這個鐵土羅還說保羅是一個害蟲
[00:05:53.200 --> 00:05:55.160]  第二樣他指控保羅的
[00:05:55.160 --> 00:05:58.560]  不單止是違反了羅馬的律法
[00:05:58.560 --> 00:06:01.640]  也是違反了猶太人的律法
[00:06:01.640 --> 00:06:05.560]  因為他是帶領非法的宗教
[00:06:05.560 --> 00:06:07.560]  保羅所教導的
[00:06:07.560 --> 00:06:10.640]  當然是和猶太人的舊傳統
[00:06:10.640 --> 00:06:14.680]  完全是兩回事,是有衝突
[00:06:14.680 --> 00:06:19.040]  這個耶穌基督在世的時候也有說到
[00:06:19.040 --> 00:06:21.080]  在《馬可福音》的第二章
[00:06:21.080 --> 00:06:22.960]  耶穌基督說新的酒
[00:06:22.960 --> 00:06:26.040]  不能夠放進舊的酒袋裡面
[00:06:26.040 --> 00:06:28.880]  因為新的酒仍然會發酵
[00:06:28.880 --> 00:06:30.640]  是會發出氣體
[00:06:30.640 --> 00:06:34.560]  所以放在舊的酒袋已經硬了,已經乾了
[00:06:34.560 --> 00:06:37.280]  就很容易弄破酒袋
[00:06:37.280 --> 00:06:39.600]  所以耶穌基督說新和舊的教導
[00:06:39.600 --> 00:06:42.000]  是不能夠放在一起
[00:06:42.000 --> 00:06:44.920]  鐵土羅是指控保羅
[00:06:44.920 --> 00:06:49.160]  說他是拿撒納教黨的首領
[00:06:49.160 --> 00:06:51.680]  為什麼會說拿撒納呢?
[00:06:51.680 --> 00:06:54.800]  當然耶穌基督就是拿撒納人
[00:06:54.800 --> 00:06:56.800]  但是另外有一個原因
[00:06:56.800 --> 00:07:01.440]  就是猶太人對拿撒納的印象並不好
[00:07:01.440 --> 00:07:04.160]  在《約翰福音》的第一章四十六節
[00:07:04.160 --> 00:07:06.600]  記不記得拿淡葉嗎?
[00:07:06.600 --> 00:07:10.680]  他問拿撒納還能夠出一些好的事來嗎?
[00:07:10.680 --> 00:07:13.480]  還有好的東西嗎?
[00:07:13.480 --> 00:07:16.120]  大部分羅馬的官員
[00:07:16.120 --> 00:07:21.720]  他們都不想涉及猶太人宗教的律法
[00:07:21.720 --> 00:07:25.880]  因為他們知道這些案件是非常非常複雜
[00:07:25.880 --> 00:07:29.680]  所以他們看到有案件涉及猶太人的律法
[00:07:29.680 --> 00:07:34.080]  他們都被知疾,被疑遠之
[00:07:34.080 --> 00:07:38.240]  第三樣鐵土羅所指控保羅的
[00:07:38.240 --> 00:07:41.480]  就是說他違反了神的律法
[00:07:41.480 --> 00:07:47.120]  有沒有看到鐵土羅的戰略是非常非常精細
[00:07:47.120 --> 00:07:51.480]  指出保羅違反了羅馬政府的律法
[00:07:51.480 --> 00:07:53.760]  違反了猶太人的律法
[00:07:53.760 --> 00:07:56.800]  甚至違反了神的律法
[00:07:56.800 --> 00:07:59.800]  他說保羅是褻瀆聖殿
[00:07:59.800 --> 00:08:03.080]  帶領外邦人進入聖殿
[00:08:03.080 --> 00:08:07.000]  但是注意他已經緩和了他的指控
[00:08:07.000 --> 00:08:09.600]  猶太人是指控保羅
[00:08:09.600 --> 00:08:12.720]  污穢者聖地,污穢聖殿
[00:08:12.720 --> 00:08:18.200]  但是鐵土羅只說保羅是試圖褻瀆聖殿
[00:08:18.200 --> 00:08:20.240]  已經緩和了
[00:08:20.240 --> 00:08:22.960]  為什麼他要緩和這個指控呢?
[00:08:22.960 --> 00:08:24.560]  原因很簡單
[00:08:24.560 --> 00:08:28.600]  因為他根本沒有證據來證明保羅
[00:08:28.600 --> 00:08:31.920]  真的帶領外邦人進入聖殿
[00:08:31.920 --> 00:08:37.160]  如果菲力斯這個總督真的去調查這件事的話
[00:08:37.160 --> 00:08:40.520]  很可能這個指控是不成立
[00:08:40.520 --> 00:08:44.040]  另外亦沒有證人來指控
[00:08:44.040 --> 00:08:48.560]  因為指控保羅的猶太人已經是不翼而飛
[00:08:48.560 --> 00:08:50.720]  不知道去了哪裡
[00:08:50.720 --> 00:08:53.800]  如果沒有證據,也沒有證人
[00:08:53.800 --> 00:08:56.960]  相信他是很難定保羅的罪
[00:08:56.960 --> 00:08:59.600]  所以他是緩和了他的指控
[00:08:59.600 --> 00:09:02.080]  所以我們見到他是三個層面
[00:09:02.080 --> 00:09:05.840]  來指控保羅的罪
[00:09:05.840 --> 00:09:08.240]  鐵土羅還說
[00:09:08.240 --> 00:09:12.680]  如果這個千夫長呂西亞不是插手的話
[00:09:12.680 --> 00:09:17.400]  根本猶太人可以自己來審判保羅
[00:09:17.400 --> 00:09:22.120]  這樣就會省下羅馬政府很多的麻煩
[00:09:22.120 --> 00:09:25.440]  省下羅馬政府很多的費用
[00:09:25.440 --> 00:09:29.120]  當然,猶太人的代表團一致
[00:09:29.120 --> 00:09:32.120]  是同意鐵土羅所說的
[00:09:32.120 --> 00:09:35.320]  菲力斯他沒有說任何的話
[00:09:35.320 --> 00:09:37.680]  他只是向保羅點頭
[00:09:37.680 --> 00:09:43.240]  給保羅一個機會來替自己辯護
[00:09:43.240 --> 00:09:47.400]  保羅說他根本沒有煽動人民來謀反
[00:09:47.400 --> 00:09:51.800]  他說他去到聖殿是敬拜,不是去鬧事
[00:09:51.800 --> 00:09:57.400]  保羅說他其實在十二天前已經到達耶路撒冷
[00:09:57.400 --> 00:10:01.600]  但是猶太人對他的指控是五天前的事
[00:10:01.600 --> 00:10:04.640]  所以十二減五就是七天
[00:10:04.640 --> 00:10:08.720]  保羅說我在聖殿只不過是七天這麼短的時間
[00:10:08.720 --> 00:10:13.800]  我哪裡有時間來煽動人民來謀反
[00:10:13.800 --> 00:10:19.840]  保羅說他沒有在聖殿會堂或者城裡
[00:10:19.840 --> 00:10:24.160]  跟人們辯論,聳動眾人
[00:10:24.160 --> 00:10:28.320]  其實在《使徒行傳》裏面,跟人們辯論很多時
[00:10:28.320 --> 00:10:31.400]  解釋就是向人傳福音
[00:10:31.400 --> 00:10:37.600]  保羅說他甚至沒有跟人在聖殿會堂或者城裡傳福音
[00:10:37.600 --> 00:10:41.360]  因為在幾年前,保羅已經是跟彼得
