
[00:00:00.000 --> 00:00:02.000]  剛才讀第一段經文
[00:00:02.000 --> 00:00:10.000]  其實是在《生命記》第九章六至九節
[00:00:10.000 --> 00:00:13.000]  《出埃及記》講得全神一點
[00:00:13.000 --> 00:00:20.000]  所以我們就看《出埃及記》和《生命記》後面的部分
[00:00:20.000 --> 00:00:24.000]  在《出埃及記》三十一章十八節
[00:00:24.000 --> 00:00:29.000]  提到神在西乃山給摩西兩塊法板
[00:00:29.000 --> 00:00:32.000]  上面刻有十誡
[00:00:32.000 --> 00:00:35.000]  神頒佈十誡的目的
[00:00:35.000 --> 00:00:39.000]  是要人那一個聖潔的生活
[00:00:39.000 --> 00:00:42.000]  祂讓人明白到神
[00:00:42.000 --> 00:00:45.000]  祂聖潔的屬性
[00:00:45.000 --> 00:00:51.000]  引導百姓以愛心盡責的態度
[00:00:51.000 --> 00:00:58.000]  能夠去滿足別人和自己的需要
[00:00:58.000 --> 00:01:04.000]  首十誡就是能夠承傳神對人的心意
[00:01:04.000 --> 00:01:10.000]  讓我們全心去愛神去愛別人
[00:01:10.000 --> 00:01:14.000]  百姓見摩西遲遲的不下山
[00:01:14.000 --> 00:01:19.000]  聚集在阿倫的面前
[00:01:19.000 --> 00:01:23.000]  請阿倫為他們做一個神像
[00:01:23.000 --> 00:01:31.000]  阿倫叫他們從太太和兒女的身上
[00:01:31.000 --> 00:01:34.000]  以上的金環拿來
[00:01:34.000 --> 00:01:37.000]  鑄成一個金牛獨
[00:01:37.000 --> 00:01:42.000]  原來埃及人是敬拜兩個神
[00:01:42.000 --> 00:01:45.000]  就是公牛和母牛
[00:01:45.000 --> 00:01:50.000]  是代表權力和生育的神
[00:01:50.000 --> 00:01:54.000]  剛剛從埃及出來的百姓覺得
[00:01:54.000 --> 00:01:56.000]  去做一個牛獨
[00:01:56.000 --> 00:02:01.000]  來代表拯救他們出來圍爐之地
[00:02:01.000 --> 00:02:03.000]  這一位的神
[00:02:03.000 --> 00:02:06.000]  他們覺得很自然
[00:02:06.000 --> 00:02:11.000]  因為他們多年在埃及生活
[00:02:11.000 --> 00:02:15.000]  他們對於沒有形象的這位搖滑神
[00:02:15.000 --> 00:02:18.000]  似乎是厭倦了
[00:02:18.000 --> 00:02:20.000]  去做牛獨
[00:02:20.000 --> 00:02:23.000]  正正是觸怒了神
[00:02:23.000 --> 00:02:28.000]  剛剛班次的十誡裏邊第二誡
[00:02:28.000 --> 00:02:29.000]  第二誡說
[00:02:29.000 --> 00:02:33.000]  你們不可為自己雕刻偶像
[00:02:33.000 --> 00:02:36.000]  也不可做甚麼形像
[00:02:36.000 --> 00:02:38.000]  彷彿上天下地
[00:02:38.000 --> 00:02:42.000]  和地底下水中的百物
[00:02:42.000 --> 00:02:48.000]  百姓是按著自己的心意
[00:02:48.000 --> 00:02:50.000]  偏行己路
[00:02:50.000 --> 00:02:56.000]  就是我們在座未必去做一些偶像
[00:02:56.000 --> 00:02:59.000]  可能我們都會很多時候
[00:02:59.000 --> 00:03:04.000]  按自己的期望、願意、想法
[00:03:04.000 --> 00:03:07.000]  來行事
[00:03:07.000 --> 00:03:14.000]  有時候可能我們按自己的想法
[00:03:14.000 --> 00:03:20.000]  多於是按神的心意來行事
[00:03:20.000 --> 00:03:27.000]  現代人都很受個人主義影響
[00:03:27.000 --> 00:03:30.000]  重視自己多過別人
[00:03:30.000 --> 00:03:35.000]  也引致人很多的罪惡
[00:03:35.000 --> 00:03:40.000]  我們有沒有將心中的偶像銷毀
[00:03:40.000 --> 00:03:43.000]  就是除去偶像
[00:03:43.000 --> 00:03:47.000]  只可以讓我們全情、全心、全意
[00:03:47.000 --> 00:03:50.000]  來敬拜這位全能
[00:03:50.000 --> 00:03:55.000]  拯救我們脫離罪惡捆綁的這位真神
[00:03:55.000 --> 00:03:57.000]  讓神去作主
[00:03:57.000 --> 00:04:01.000]  保持和祂有一個親密的交流
[00:04:01.000 --> 00:04:05.000]  因為百姓拜金牛毒犯罪
[00:04:05.000 --> 00:04:09.000]  神本來是要消滅他們全族
[00:04:09.000 --> 00:04:11.000]  由於摩西的代求
[00:04:11.000 --> 00:04:14.000]  神就饒恕他們
[00:04:14.000 --> 00:04:17.000]  這正是神在聖經當中
[00:04:17.000 --> 00:04:21.000]  很多慈愛的實例之一
[00:04:21.000 --> 00:04:26.000]  拜偶像的罪不是單一事件
[00:04:26.000 --> 00:04:31.000]  你看看九章二十二節
[00:04:31.000 --> 00:04:33.000]  提到三個曠野的地方
[00:04:33.000 --> 00:04:39.000]  他比拉、瑪撒、基博羅、哈他亞
[00:04:39.000 --> 00:04:44.000]  因為以色列人在他比拉發怨言
[00:04:44.000 --> 00:04:46.000]  上帝就向他們發牢
[00:04:46.000 --> 00:04:50.000]  降下火來燒他們
[00:04:50.000 --> 00:04:53.000]  摩西同樣為百姓求情
[00:04:53.000 --> 00:04:55.000]  火就熄滅
[00:04:55.000 --> 00:04:58.000]  因此地方叫他比拉
[00:04:58.000 --> 00:05:01.000]  就是焚燒的意思
[00:05:01.000 --> 00:05:05.000]  當百姓在利菲定安營
[00:05:05.000 --> 00:05:07.000]  他們沒有水飲
[00:05:07.000 --> 00:05:10.000]  就去到摩西跟前爭鬧
[00:05:10.000 --> 00:05:13.000]  就說給我們水飲
[00:05:13.000 --> 00:05:16.000]  而且有很多怨言
[00:05:16.000 --> 00:05:18.000]  馬苑神為什麼
[00:05:18.000 --> 00:05:22.000]  讓他們由埃及地出去曠野
[00:05:22.000 --> 00:05:24.000]  沒有水飲
[00:05:24.000 --> 00:05:28.000]  神就叫摩西擊打河裂的盆石
[00:05:28.000 --> 00:05:35.000]  讓水可以流出給百姓來飲
[00:05:35.000 --> 00:05:38.000]  瑪撒就是講到試探的意思
[00:05:38.000 --> 00:05:42.000]  或者叫米利巴就是爭鬧
[00:05:42.000 --> 00:05:47.000]  講到當時以色列人的情況
[00:05:47.000 --> 00:05:52.000]  第三個地方提到基博羅、哈他亞
[00:05:52.000 --> 00:05:57.000]  是以色列人離開西乃三之後停留的一個站
[00:05:57.000 --> 00:05:59.000]  他們在這裡安營
[00:05:59.000 --> 00:06:02.000]  以色列人埋怨沒有肉吃
[00:06:02.000 --> 00:06:09.000]  上帝就讓風吹鵪鶉給他們
[00:06:09.000 --> 00:06:11.000]  滿足他們的貪欲
[00:06:11.000 --> 00:06:17.000]  因此神就降火去擊殺了一些人
[00:06:17.000 --> 00:06:23.000]  這個地方基博羅、哈他亞的意思
[00:06:23.000 --> 00:06:27.000]  就是貪欲的人的墳墓
[00:06:27.000 --> 00:06:29.000]  基博羅就是墳墓
[00:06:29.000 --> 00:06:32.000]  哈他亞就是貪欲的意思
[00:06:32.000 --> 00:06:35.000]  在九章二十三節
[00:06:35.000 --> 00:06:39.000]  耶和華打發他們離開迦底斯巴尼亞
[00:06:39.000 --> 00:06:44.000]  就說你們想去得我所賜給你們的地
[00:06:44.000 --> 00:06:48.000]  那時候你們違背了耶和華你們上帝的命令
[00:06:48.000 --> 00:06:50.000]  沒有馴服他們
[00:06:50.000 --> 00:06:55.000]  原本在《生命記》一章
[00:06:55.000 --> 00:06:59.000]  十九至四十六章詳細講到
[00:06:59.000 --> 00:07:04.000]  以色列人他們差派十二個探子去迦南地
[00:07:04.000 --> 00:07:07.000]  探子回來的時候報告說
[00:07:07.000 --> 00:07:09.000]  那個地方的人很巨大
[00:07:09.000 --> 00:07:11.000]  就是一些阿納族人
[00:07:11.000 --> 00:07:14.000]  他們的城牆是高大
[00:07:14.000 --> 00:07:17.000]  百姓聽了之後恐懼
[00:07:17.000 --> 00:07:20.000]  不敢進去這個地方
[00:07:20.000 --> 00:07:23.000]  開始怨天尤人
[00:07:23.000 --> 00:07:27.000]  惟有約書亞和迦勒兩位探子
[00:07:27.000 --> 00:07:31.000]  他們說這個地方不單止是肥沃
[00:07:31.000 --> 00:07:33.000]  而且敵人脆弱
[00:07:33.000 --> 00:07:35.000]  可以擊敗他們
[00:07:35.000 --> 00:07:39.000]  因為有神能夠幫助他們
[00:07:39.000 --> 00:07:43.000]  如果我們像這些探子
[00:07:43.000 --> 00:07:45.000]  專注在困難
[00:07:45.000 --> 00:07:47.000]  就會畏首畏尾
[00:07:47.000 --> 00:07:50.000]  不敢有所行動
[00:07:50.000 --> 00:07:54.000]  相反能夠看正面的時候
[00:07:54.000 --> 00:07:57.000]  可以憑著信心向前行
[00:07:57.000 --> 00:07:59.000]  倚靠這位神
[00:07:59.000 --> 00:08:03.000]  讓我們在困難當中可以得勝
[00:08:03.000 --> 00:08:10.000]  神可以幫助我們跨城跨越這些困難
[00:08:10.000 --> 00:08:14.000]  二十四節是重述九章第七節
[00:08:14.000 --> 00:08:18.000]  提到自從你們出了埃及地那一天
[00:08:18.000 --> 00:08:21.000]  直到你們來到這個地方
