
[00:00:00.000 --> 00:00:00.840]  弟子們 早安
[00:00:00.840 --> 00:00:03.980]  很高興能夠再次和大家一起分享神的說話
[00:00:03.980 --> 00:00:06.840]  一起去思想上帝的教訓
[00:00:06.840 --> 00:00:09.340]  讓我們再次在聆聽主導以先
[00:00:09.340 --> 00:00:11.600]  讓我們一切的同心禱告
[00:00:11.600 --> 00:00:13.380]  仰望在我們主愛的神
[00:00:13.380 --> 00:00:15.540]  讓我們低頭 仰望在神的面前
[00:00:15.540 --> 00:00:18.880]  Let's bow our head and pray together
[00:00:18.880 --> 00:00:20.540]  親愛的恩主 多謝祢
[00:00:20.540 --> 00:00:23.240]  讓我們能夠再次來到祢的面前
[00:00:23.240 --> 00:00:26.740]  去聆聽祢的僕人所傳講的信息
[00:00:26.740 --> 00:00:30.140]  讓我們能夠對上帝能夠更明白
[00:00:30.140 --> 00:00:31.940]  父神求祢的幫助
[00:00:31.940 --> 00:00:36.840]  讓我們能夠更加了解怎樣將生命委託於祢
[00:00:36.840 --> 00:00:42.240]  也能夠讓我們重新對祢有更進一步的認識
[00:00:42.240 --> 00:00:44.840]  從而在永恆裏與祢同活
[00:00:44.840 --> 00:00:46.440]  求祢的幫助
[00:00:46.440 --> 00:00:49.340]  We pray in the name of our Lord Jesus Christ
[00:00:49.340 --> 00:00:51.040]  Amen
[00:00:51.040 --> 00:00:53.540]  好 弟子們 今天和大家一起分享的經文
[00:00:53.540 --> 00:00:57.940]  是在《加拉太書》亦都是大家很熟悉的第五章
[00:00:57.940 --> 00:01:00.840]  第22至第23節的經文
[00:01:00.840 --> 00:01:04.240]  或者稱之為「聖靈的果子」
[00:01:04.240 --> 00:01:08.040]  「The fruit of the Holy Spirit」
[00:01:08.040 --> 00:01:10.440]  好 讓我們在聆聽主導以先
[00:01:10.440 --> 00:01:12.840]  我們再次回來這兩節的經文
[00:01:12.840 --> 00:01:17.140]  今天會是從第五章第22和第23節
[00:01:17.140 --> 00:01:18.640]  一起去看一個題目
[00:01:18.640 --> 00:01:23.040]  「與神並傳的聖靈果子」
[00:01:23.040 --> 00:01:26.440]  The fruit of the Holy Spirit
[00:01:26.440 --> 00:01:30.740]  How we can be raised up within this fruit
[00:01:30.740 --> 00:01:34.440]  好 我們一起先去同心地讀這兩節經文
[00:01:34.440 --> 00:01:37.340]  我會先讀和合本的中文版本
[00:01:37.340 --> 00:01:39.940]  我會讀廣東話一次
[00:01:39.940 --> 00:01:41.740]  然後讀普通話一次
[00:01:41.740 --> 00:01:45.240]  我會再為大家讀出英語
[00:01:45.240 --> 00:01:49.240]  New English Translation的版本
[00:01:49.240 --> 00:01:53.740]  好 《加拉太書》第五章第22至第23節
[00:01:53.740 --> 00:02:00.240]  「聖靈所結的果子就是人愛、喜樂、和平、忍耐、
[00:02:00.240 --> 00:02:05.540]  恩慈、良善、信實、溫柔、節制
[00:02:05.540 --> 00:02:09.340]  這樣的事沒有律法禁止」
[00:02:09.340 --> 00:02:15.040]  「聖靈所結的果子就是忍耐、喜樂、和平、
[00:02:15.040 --> 00:02:22.140]  忍耐、恩慈、良善、信實、溫柔、節制
[00:02:22.140 --> 00:02:26.540]  這樣的事沒有律法禁止」
