
[00:00:00.000 --> 00:00:02.000]  3月12日的時候
[00:00:02.000 --> 00:00:04.000]  踏入12月的時候
[00:00:04.000 --> 00:00:08.360]  我們會愈來愈感受到聖誕節的氣氛
[00:00:08.360 --> 00:00:11.240]  我們會愈來愈逐漸的感受聖誕節的氣氛
[00:00:11.240 --> 00:00:13.240]  我剛剛從香港飛回來
[00:00:13.240 --> 00:00:14.680]  剛從香港回來
[00:00:14.680 --> 00:00:17.320]  香港有很多燈飾
[00:00:17.320 --> 00:00:19.120]  在香港有很多的燈飾
[00:00:19.120 --> 00:00:20.840]  我還記得有一晚
[00:00:20.840 --> 00:00:23.360]  我晚上自己走去這個
[00:00:23.360 --> 00:00:24.840]  現在不是叫海運大廈
[00:00:24.840 --> 00:00:26.960]  叫海港城的地方
[00:00:26.960 --> 00:00:28.960]  有一晚我走到海港城
[00:00:28.960 --> 00:00:32.040]  他就弄了一個聖誕列車
[00:00:32.040 --> 00:00:34.040]  可以讓很多人上去拍照
[00:00:34.040 --> 00:00:36.920]  他有一個聖誕列車可以讓人去照相
[00:00:36.920 --> 00:00:39.040]  感受一下聖誕節的氣氛
[00:00:39.040 --> 00:00:40.680]  感受聖誕節的氣氛
[00:00:40.680 --> 00:00:42.360]  當我回到加拿大的時候
[00:00:42.360 --> 00:00:43.640]  師母要接我機
[00:00:43.640 --> 00:00:45.160]  送到我家附近
[00:00:45.160 --> 00:00:46.440]  又很有氣氛了
[00:00:46.440 --> 00:00:47.920]  當我回到加拿大
[00:00:47.920 --> 00:00:49.520]  經過家附近的時候
[00:00:49.520 --> 00:00:51.280]  也感覺到很有聖誕的氣氛
[00:00:51.280 --> 00:00:53.080]  家附近很多的街坊
[00:00:53.080 --> 00:00:55.080]  都掛著很漂亮的燈飾
[00:00:55.080 --> 00:00:57.880]  鄰居都掛上很多的燈飾
[00:00:57.880 --> 00:01:00.160]  甚至去商場的地方
[00:01:00.160 --> 00:01:02.480]  開始都不停地播聖誕歌
[00:01:02.480 --> 00:01:05.440]  在商場裏也是播滿了聖誕的歌曲
[00:01:05.440 --> 00:01:07.440]  而我在香港臨飛回來之前
[00:01:07.440 --> 00:01:10.560]  那天都在聽見教會在播聖誕歌
[00:01:10.560 --> 00:01:12.160]  在香港的時候在教會裏面
[00:01:12.160 --> 00:01:14.160]  也是播放聖誕的歌曲
[00:01:14.160 --> 00:01:16.160]  好像很有聖誕節氣氛
[00:01:16.160 --> 00:01:18.160]  好像很有聖誕節的氣氛
[00:01:18.160 --> 00:01:20.280]  但是同時我也感受到
[00:01:20.280 --> 00:01:22.280]  現在的聖誕節只是一種
[00:01:22.280 --> 00:01:24.280]  外在的感受
[00:01:24.280 --> 00:01:26.720]  現在聖誕節好像也只有一個外在的感覺
[00:01:26.720 --> 00:01:29.440]  在人的情感的層面上
[00:01:29.440 --> 00:01:31.040]  在人的情感上
[00:01:31.040 --> 00:01:33.840]  去推動你有一種節日的感覺
[00:01:33.840 --> 00:01:35.840]  去推動一個節日的感覺
[00:01:35.840 --> 00:01:38.720]  但至於聖誕節原本的緣由
[00:01:38.720 --> 00:01:39.720]  是甚麼呢?
[00:01:39.720 --> 00:01:42.240]  但聖誕節的原本的緣由是甚麼呢?
[00:01:42.240 --> 00:01:44.880]  很多時候是被刪除甚至是淡化
[00:01:44.880 --> 00:01:46.880]  很多時候被刪除或者淡化
[00:01:46.880 --> 00:01:49.200]  即是說教會裏面也有這樣的情況
[00:01:49.200 --> 00:01:50.800]  教會裏面也有這樣的情況
[00:01:50.800 --> 00:01:52.800]  其實聖誕的源頭
[00:01:52.800 --> 00:01:54.000]  聖誕的源頭
[00:01:54.000 --> 00:01:59.360]  是源自於耶和華針對人犯罪之後的一個原始訊息
[00:01:59.360 --> 00:02:01.360]  以及以後的一切行動
[00:02:01.360 --> 00:02:05.840]  是耶和華針對人犯罪之後的
[00:02:05.840 --> 00:02:08.880]  犯罪之後的一切的原始訊息
[00:02:08.880 --> 00:02:11.200]  是人犯罪之後的一個原始訊息
[00:02:11.200 --> 00:02:13.920]  以及一連串的善後的工作
[00:02:13.920 --> 00:02:16.640]  這些善後的一些工作
[00:02:16.640 --> 00:02:20.080]  所以如果我們要明白聖誕的意義的話
[00:02:20.080 --> 00:02:21.840]  明白聖誕的意義的話
[00:02:21.840 --> 00:02:26.160]  就不是打開聖經一翻到馬太福音裏面
[00:02:26.160 --> 00:02:28.720]  或者一翻開聖經就翻到馬太福音裏面
[00:02:28.720 --> 00:02:30.960]  或者一翻到路加福音裏面
[00:02:30.960 --> 00:02:32.720]  一翻就翻到路加福音裏面
[00:02:32.720 --> 00:02:35.360]  而是翻到創世紀裏面
[00:02:35.360 --> 00:02:36.880]  而是回到創世紀裏面
[00:02:36.880 --> 00:02:40.880]  來看看為甚麼需要有聖誕這件事
[00:02:40.880 --> 00:02:43.920]  要看一下為甚麼有聖誕這件事
[00:02:43.920 --> 00:02:47.040]  而今天的主題經文也是創世紀的第三章
[00:02:47.040 --> 00:02:52.160]  但是我們希望可以一起再次重新看一下聖誕的由來
[00:02:52.160 --> 00:02:54.560]  今天的主題更好是看一下聖誕的由來
[00:02:54.560 --> 00:02:56.320]  的主要經文
[00:02:56.320 --> 00:03:00.320]  我們一起打開創世紀的第三章
[00:03:00.320 --> 00:03:02.480]  我們一起來打開創世紀第三章
[00:03:02.480 --> 00:03:05.760]  剛才余大兄已經幫我們去讀過一遍了
[00:03:05.760 --> 00:03:07.760]  剛才已經讀過了一遍
[00:03:07.760 --> 00:03:10.080]  我們暫且不再讀了
[00:03:10.080 --> 00:03:11.200]  我們現在暫且不要讀了
[00:03:11.200 --> 00:03:14.080]  因為創世紀第三章也是大家很熟悉的經文
[00:03:14.080 --> 00:03:16.160]  創世紀第三章是大家都很熟悉的經文
[00:03:16.160 --> 00:03:19.040]  是談論到人墮落的問題
[00:03:19.040 --> 00:03:20.800]  是談論到人墮落的問題
[00:03:20.800 --> 00:03:22.800]  但是我希望透過這段聖經
[00:03:22.800 --> 00:03:24.240]  但是我希望透過這段聖經
[00:03:24.240 --> 00:03:28.000]  去讓大家了解原來聖誕的基礎、源由
[00:03:28.000 --> 00:03:32.640]  以及它的出現是源自於這本書的第三章
[00:03:32.640 --> 00:03:36.480]  我們就要知道聖誕的源由是出於這段第三章
[00:03:36.480 --> 00:03:37.440]  我們首先看一下
[00:03:37.440 --> 00:03:40.000]  究竟第一樣東西我們透過這段聖經去看
[00:03:40.000 --> 00:03:43.360]  聖誕其實是一個甚麼源頭開始
[00:03:43.360 --> 00:03:45.680]  我們看第一樣聖誕的源由是甚麼
[00:03:45.680 --> 00:03:48.160]  就是在第三章的第一至第七節
[00:03:48.160 --> 00:03:50.000]  是第三章一到七節
[00:03:50.000 --> 00:03:53.280]  在第三章的第一至第七節裏面
[00:03:53.280 --> 00:03:54.960]  在一到七節裏面呢
[00:03:54.960 --> 00:03:58.240]  我們就開始看見原來是
[00:03:58.240 --> 00:04:01.840]  蛇走去和女人以及男人
[00:04:01.840 --> 00:04:04.720]  作出的一連串的引誘的過程
[00:04:04.720 --> 00:04:07.040]  就是蛇對女人或者男人
[00:04:07.040 --> 00:04:09.440]  作出一連串的引誘的過程
[00:04:09.440 --> 00:04:11.280]  在這個過程裏面
[00:04:11.280 --> 00:04:12.240]  在過程裏面呢
[00:04:12.240 --> 00:04:15.120]  我們會發現到一件很特別的事
[00:04:15.120 --> 00:04:16.880]  我們會發現到一件很特別的事
[00:04:16.880 --> 00:04:20.400]  就是神在整個的引誘的過程當中
[00:04:20.400 --> 00:04:21.840]  沒有出現過
[00:04:21.840 --> 00:04:25.120]  神在這個整個的引誘過程中沒有出現
[00:04:25.120 --> 00:04:28.160]  這個也是這段聖經第一樣東西我們要去思考的
[00:04:28.160 --> 00:04:30.400]  這是第一段聖經我們要思考的
[00:04:30.400 --> 00:04:32.880]  就是神為了要栽培人
[00:04:32.880 --> 00:04:34.560]  真正成為人
[00:04:34.560 --> 00:04:37.520]  神要栽培人真正的成為人
[00:04:37.520 --> 00:04:41.360]  必須要透過這個能夠讓人有自由決定
[00:04:41.360 --> 00:04:43.520]  是否犯罪這個過程
