
[00:00:00.000 --> 00:00:05.000]  今天我們去思想到《羅馬書》第三章第一至二十節
[00:00:05.000 --> 00:00:12.960]  上兩次就講到保羅用不同的角度
[00:00:12.960 --> 00:00:17.920]  來跟我們反省人真實的本相
[00:00:17.920 --> 00:00:22.880]  人犯罪的本性究竟是怎樣的一回事
[00:00:22.880 --> 00:00:27.200]  在第一章的時候他就講到在外邦人當中
[00:00:27.200 --> 00:00:30.320]  他們那種沒有底線的犯罪
[00:00:30.320 --> 00:00:32.040]  他們不以神為神
[00:00:32.040 --> 00:00:35.680]  既然故意去背叛神的時候
[00:00:35.680 --> 00:00:36.960]  神就任憑他們
[00:00:36.960 --> 00:00:41.160]  以至他們就陷在種種的罪惡當中
[00:00:41.160 --> 00:00:43.720]  上一次就講到有些人就說
[00:00:43.720 --> 00:00:46.120]  那些外邦人雖然犯很多的罪
[00:00:46.120 --> 00:00:48.200]  但是就不關我們事
[00:00:48.200 --> 00:00:51.080]  我們的生活都是很高尚的
[00:00:51.080 --> 00:00:54.600]  我們的情操都是非常正當的
[00:00:54.600 --> 00:00:58.600]  所以那些情慾的氾濫的罪不關我們事
[00:00:58.600 --> 00:01:00.960]  但是保羅上一次就講到
[00:01:00.960 --> 00:01:03.880]  其實沒有人可以置身事外
[00:01:03.880 --> 00:01:08.560]  因為我們是活在一個陷在罪惡當中的世界
[00:01:08.560 --> 00:01:11.880]  我們自己的本性也是有著各樣的罪惡
[00:01:11.880 --> 00:01:14.960]  即使那些表面上很道德高尚
[00:01:14.960 --> 00:01:16.840]  好像去批評罪惡的人
[00:01:16.840 --> 00:01:19.760]  但是他都離不開犯罪的本性
[00:01:19.760 --> 00:01:22.440]  因為他雖然嘴巴可以批評罪惡
[00:01:22.440 --> 00:01:25.280]  他可以說自己是和這些罪惡無分
[00:01:25.280 --> 00:01:27.160]  但是他的心思意念
[00:01:27.160 --> 00:01:29.720]  其實和所有犯罪的人都是一樣
[00:01:29.720 --> 00:01:33.240]  他批評罪惡不等於他超越罪惡
[00:01:33.240 --> 00:01:35.360]  接著去到第三章
[00:01:35.360 --> 00:01:37.640]  去到第三章的時候
[00:01:37.640 --> 00:01:41.560]  保羅一開始其實他都明白
[00:01:41.560 --> 00:01:46.360]  之前講到人在外邦世界當中犯了罪
[00:01:46.360 --> 00:01:49.760]  那些道德高尚的人
[00:01:49.760 --> 00:01:54.440]  被保羅指出了雖然他們外表的行為可能沒有那麼糟糕
[00:01:54.440 --> 00:01:57.520]  但是他們的心靈都是一樣同樣有罪
[00:01:57.520 --> 00:01:59.840]  即使是有信仰的猶太人
[00:01:59.840 --> 00:02:02.480]  他們自以為比別人高尚
[00:02:02.480 --> 00:02:07.520]  但是其實也是離不開神的審判的尺度
[00:02:07.520 --> 00:02:10.400]  於是就有人這樣講
[00:02:10.400 --> 00:02:13.200]  他說這樣說來猶太人有什麼長處
[00:02:13.200 --> 00:02:14.880]  國禮有什麼益處呢
[00:02:14.880 --> 00:02:16.000]  凡事大有好處
[00:02:16.000 --> 00:02:18.160]  第一是神的聖言教訓他們
[00:02:18.160 --> 00:02:21.560]  即便有不信的者又何妨難道他們的不信
[00:02:21.560 --> 00:02:23.360]  就廢掉神的信嗎
[00:02:23.360 --> 00:02:24.360]  斷乎不能
[00:02:24.360 --> 00:02:27.040]  不如說神是真實的人都是虛方的
[00:02:27.040 --> 00:02:28.200]  如經上所記
[00:02:28.200 --> 00:02:30.720]  你責備人的時候顯為公義
[00:02:30.720 --> 00:02:32.920]  被人議論的時候可以得勝
[00:02:32.920 --> 00:02:37.040]  這一段保羅其實他是非常明白
[00:02:37.040 --> 00:02:44.680]  那些人聽了他講到人的罪是多麼的深入骨髓
[00:02:44.680 --> 00:02:52.360]  多麼包羅萬象地用各方去顯現出來
[00:02:52.360 --> 00:02:53.840]  表現出來
[00:02:53.840 --> 00:02:58.120]  以致無人可以說我不是罪人的時候
[00:02:58.120 --> 00:03:03.480]  於是有些人就去反駁了
[00:03:03.480 --> 00:03:05.760]  他就用藉口來反駁
[00:03:05.760 --> 00:03:08.240]  人既然傾向犯罪了
[00:03:08.240 --> 00:03:12.000]  那神的聖言賜給人又有什麼用呢
[00:03:12.000 --> 00:03:16.440]  猶太人本來他們很引以為傲的
[00:03:16.440 --> 00:03:20.880]  就說神的聖經、神的律法賜給他們
[00:03:20.880 --> 00:03:23.840]  我們本來上一次已經說過他們很引以為傲
[00:03:23.840 --> 00:03:25.840]  因為有些神的律法的時候
[00:03:25.840 --> 00:03:29.280]  他們是高人一等的
[00:03:29.280 --> 00:03:31.360]  但是上一次保羅已經說
[00:03:31.360 --> 00:03:32.800]  你們雖然有律法
[00:03:32.800 --> 00:03:37.240]  但是那些律法你們的心沒有改變到你們的心靈
[00:03:37.240 --> 00:03:39.160]  你們的心仍然都是犯罪的時候
[00:03:39.160 --> 00:03:40.160]  你雖然有律法
[00:03:40.160 --> 00:03:41.960]  但是仍然都是知法犯法的時候
[00:03:41.960 --> 00:03:43.800]  可以這樣說是罪加一等
[00:03:43.800 --> 00:03:47.560]  那時候那些人就反駁就說
[00:03:47.560 --> 00:03:48.520]  既然是這樣
[00:03:48.520 --> 00:03:51.240]  那神賜律法給我們有什麼意思呢
[00:03:51.240 --> 00:03:53.080]  如果我的心都是傾向犯罪
[00:03:53.080 --> 00:03:56.160]  如果以你所說我的心是傾向犯罪的時候
[00:03:56.160 --> 00:03:59.160]  那我得了神的律法都沒有用的
[00:03:59.160 --> 00:04:01.160]  那就是神真的枉賜律法
[00:04:01.160 --> 00:04:05.880]  那神不會做一些很明知沒有用的事情的
[00:04:05.880 --> 00:04:07.080]  是不是?
[00:04:07.080 --> 00:04:08.880]  但是保羅的答案是怎樣呢?
[00:04:08.880 --> 00:04:10.400]  保羅的答案就是說
[00:04:10.400 --> 00:04:11.880]  人雖然失敗
[00:04:11.880 --> 00:04:15.680]  但是不代表神公義的標準失效
[00:04:15.680 --> 00:04:17.600]  保羅的答案就是說
[00:04:17.600 --> 00:04:18.160]  沒錯
[00:04:18.160 --> 00:04:19.600]  神的律法賜了給人
[00:04:19.600 --> 00:04:22.520]  人是沒有辦法遵守的
[00:04:22.520 --> 00:04:25.200]  人是沒有能夠達標
[00:04:25.200 --> 00:04:27.000]  但是不是神賜律法
[00:04:27.000 --> 00:04:29.680]  神的標準就是失效呢?
[00:04:29.680 --> 00:04:32.560]  保羅說沒有這樣的事情
[00:04:32.560 --> 00:04:37.080]  有些事情是因為人達不達標
[00:04:37.080 --> 00:04:39.360]  而那個標準會影響
[00:04:39.360 --> 00:04:44.160]  但是有些事情不會因為人達不達標的標準而被影響
[00:04:44.160 --> 00:04:45.800]  舉個例子
[00:04:45.800 --> 00:04:46.880]  你想一下
[00:04:46.880 --> 00:04:48.640]  一個考試
[00:04:48.640 --> 00:04:51.640]  譬如那個考試是
[00:04:51.640 --> 00:04:54.160]  所有人都是
[00:04:54.160 --> 00:04:56.120]  那個要求太高了
[00:04:56.120 --> 00:04:59.360]  所有人從來都沒有試過考試成功的
[00:04:59.360 --> 00:05:01.160]  考試可以合格的
[00:05:01.160 --> 00:05:03.640]  那個考試就非常失敗了
[00:05:03.640 --> 00:05:06.320]  那個考試根本就不應該這樣考
[00:05:06.320 --> 00:05:08.120]  因為從來都沒有辦法成功
[00:05:08.120 --> 00:05:08.920]  譬如舉個例子
[00:05:08.920 --> 00:05:11.480]  那個是小學六年級的考試
[00:05:11.480 --> 00:05:13.200]  他考的是大學程度
[00:05:13.200 --> 00:05:15.880]  當然是永遠都沒有人會合格的
[00:05:15.880 --> 00:05:18.440]  那個考試根本就是失敗的考試
[00:05:18.440 --> 00:05:22.400]  應該要收回或者要改變
[00:05:22.400 --> 00:05:24.720]  這個人的想法
[00:05:24.720 --> 00:05:27.320]  有些事情是會這樣的
[00:05:27.320 --> 00:05:28.960]  但是有另外一種
[00:05:28.960 --> 00:05:32.120]  譬如另外一種的考試
[00:05:32.120 --> 00:05:34.120]  那個就是
[00:05:34.120 --> 00:05:35.600]  譬如是開飛機的
[00:05:36.360 --> 00:05:38.080]  那個開飛機的考試
[00:05:38.080 --> 00:05:40.760]  如果你不能夠成功
[00:05:40.760 --> 00:05:43.880]  控制飛機和成功降落
[00:05:43.880 --> 00:05:48.400]  你就撞機就會死了
[00:05:48.400 --> 00:05:51.360]  那這些開飛機的考試的標準
[00:05:51.360 --> 00:05:54.000]  就是客觀已經定了
[00:05:54.000 --> 00:05:56.000]  是不能降低的
[00:05:56.000 --> 00:05:59.480]  如果你要考牌做一個飛機師
[00:05:59.480 --> 00:06:02.160]  你不懂得控制飛機
[00:06:02.160 --> 00:06:04.160]  甚至成功降落
[00:06:06.160 --> 00:06:09.760]  那這個飛機師的考試
[00:06:09.760 --> 00:06:13.360]  不會因為你這樣而降低的
[00:06:13.360 --> 00:06:15.360]  因為這個是作為一個
[00:06:15.360 --> 00:06:20.160]  做飛機師的基本要求來的
[00:06:20.160 --> 00:06:24.360]  你無論考多少次
[00:06:24.360 --> 00:06:25.440]  多麼有恆心
[00:06:25.440 --> 00:06:27.560]  但是如果你控制不了飛機
[00:06:27.560 --> 00:06:30.680]  如果你不懂得飛機成功降落
[00:06:30.680 --> 00:06:32.760]  總之你就是考不到做飛機師
[00:06:32.760 --> 00:06:34.360]  就考不到做飛機師
[00:06:34.360 --> 00:06:34.960]  就是這麼簡單
