
[00:00:00.000 --> 00:00:02.840]  今天晚上和大家一起離大去分享
[00:00:02.840 --> 00:00:05.800]  回應我們教會一個主題
[00:00:05.800 --> 00:00:07.640]  就是「照命人生」
[00:00:07.640 --> 00:00:11.400]  我們怎樣可以堅持到我們的照命呢?
[00:00:11.400 --> 00:00:12.920]  在我們領受神的懷疑之前
[00:00:12.920 --> 00:00:14.520]  我們先低頭我們禱告
[00:00:14.520 --> 00:00:16.360]  天父我多謝你給我們機會
[00:00:16.360 --> 00:00:17.600]  和弟兄姊妹來分享
[00:00:17.600 --> 00:00:19.360]  聖靈肯做你自己親自的工作
[00:00:19.360 --> 00:00:20.800]  使用孩子所講的
[00:00:20.800 --> 00:00:22.600]  都讓我們不只是聽一些理論
[00:00:22.600 --> 00:00:24.320]  讓我們看到生命的表露
[00:00:24.320 --> 00:00:27.080]  也都叫我們能夠互相的離大去鼓勵
[00:00:27.080 --> 00:00:30.200]  也讓我們在生命的路上可以彼此的扶持
[00:00:30.200 --> 00:00:31.360]  在這二十天的時間
[00:00:31.360 --> 00:00:32.880]  祈禱拉動主德聖一命
[00:00:32.880 --> 00:00:33.680]  Amen
[00:00:33.680 --> 00:00:35.280]  如果每一個屬神的人
[00:00:35.280 --> 00:00:38.400]  都很清楚知道神在他身上有心意
[00:00:38.400 --> 00:00:41.640]  我們有普遍的一個領受
[00:00:41.640 --> 00:00:43.920]  就是我們要承擔福音的責任
[00:00:43.920 --> 00:00:45.680]  我們要好好的親近神
[00:00:45.680 --> 00:00:48.600]  但是神也都在每一個人身上
[00:00:48.600 --> 00:00:50.800]  有祂很獨特的計劃
[00:00:50.800 --> 00:00:52.800]  給祂有獨特的呼召
[00:00:52.800 --> 00:00:54.760]  要祂來回應祂的照命
[00:00:54.760 --> 00:00:57.280]  但是究竟有多少人能夠
[00:00:57.280 --> 00:01:00.520]  可以好好的堅持他自己的信仰
[00:01:00.520 --> 00:01:02.920]  直至到有一天他離開世界呢?
[00:01:02.920 --> 00:01:05.200]  很大的感慨
[00:01:05.200 --> 00:01:06.320]  上個星期一
[00:01:06.320 --> 00:01:08.560]  我就回到見道神學院
[00:01:08.560 --> 00:01:11.040]  我神學院裡面就邀請我回去
[00:01:11.040 --> 00:01:12.560]  離大去分享一些信息
[00:01:12.560 --> 00:01:14.880]  原來我下午上去分享
[00:01:14.880 --> 00:01:17.360]  但是上午原來有校友祈禱會
[00:01:17.360 --> 00:01:19.920]  是為著一些已經不追業的同學
[00:01:19.920 --> 00:01:21.200]  離大去禱告
[00:01:21.200 --> 00:01:22.760]  原來有這麼巧
[00:01:22.760 --> 00:01:25.880]  就是剛剛我那屆和對落那幾屆的人
[00:01:25.880 --> 00:01:28.600]  他們印了一些內容出來
[00:01:28.600 --> 00:01:31.480]  當我拿回這些資料來看的時候
[00:01:31.480 --> 00:01:32.880]  有很大的感慨
[00:01:32.880 --> 00:01:35.200]  第一就是我要珍惜我的生命
[00:01:35.200 --> 00:01:37.800]  我沒有想過我同班的同學
[00:01:37.800 --> 00:01:40.120]  尤其是我一兩年的同學
[00:01:40.120 --> 00:01:41.760]  原來都有一些人
[00:01:41.760 --> 00:01:44.560]  已經寫著「安息主懷」
[00:01:44.560 --> 00:01:46.560]  已經離開了世界
[00:01:46.560 --> 00:01:47.560]  我都很驚訝
[00:01:47.560 --> 00:01:48.760]  他們很年輕的
[00:01:48.760 --> 00:01:50.120]  他們離開了
[00:01:50.120 --> 00:01:52.400]  所以更加叫我珍惜我每一天
[00:01:52.400 --> 00:01:54.920]  但亦都有一些感慨是什麼呢?
[00:01:54.920 --> 00:01:57.080]  就是在這些名單當中
[00:01:57.080 --> 00:01:59.640]  已經有不少的傳道人
[00:01:59.640 --> 00:02:02.440]  他們已經放棄了他們的侍奉
[00:02:02.440 --> 00:02:05.680]  他們可能已經在做另外一些的工作
[00:02:05.680 --> 00:02:08.520]  剛剛45分鐘之前
[00:02:08.520 --> 00:02:09.880]  我去了木根中學
[00:02:09.880 --> 00:02:11.000]  今天很特別
[00:02:11.000 --> 00:02:12.720]  原來網上我很欣賞他們
[00:02:12.720 --> 00:02:15.400]  他們每一年裡面就邀請
[00:02:15.400 --> 00:02:17.760]  25年之前畢業的同學
[00:02:17.760 --> 00:02:20.040]  回去有一個聚會
[00:02:20.040 --> 00:02:22.560]  但今年特別邀請我回去
[00:02:22.560 --> 00:02:23.800]  為什麼呢?
[00:02:23.800 --> 00:02:26.640]  因為當年這班同學荒蕪的時候
[00:02:26.640 --> 00:02:30.200]  有三位老師帶了他們來我們的教會
[00:02:30.200 --> 00:02:36.440]  扭轉了我們教會青少年工作的一個很重要的轉捩點
[00:02:36.440 --> 00:02:39.120]  剛才我特意回去的時候
[00:02:39.120 --> 00:02:40.480]  我都開咪
[00:02:40.480 --> 00:02:42.200]  我說不要介意
[00:02:42.200 --> 00:02:44.000]  我拿咪上來說話
[00:02:44.000 --> 00:02:46.880]  我說曾經回過活力先鋒團的
[00:02:46.880 --> 00:02:48.640]  我們為了這班人開了個團計
[00:02:48.640 --> 00:02:51.040]  請上來一起拍張照片
[00:02:51.040 --> 00:02:54.320]  那張照片是剛剛新鮮熱辣拍的
[00:02:54.320 --> 00:02:56.400]  在45分鐘之前來拍
[00:02:56.400 --> 00:02:59.040]  很大的感慨
[00:02:59.040 --> 00:03:00.640]  就是這班人
[00:03:00.640 --> 00:03:02.680]  他們已經很多結了婚
[00:03:02.680 --> 00:03:04.120]  有了小孩
[00:03:04.120 --> 00:03:06.480]  當我回來的時候
[00:03:06.480 --> 00:03:07.800]  有個老師問我
[00:03:07.800 --> 00:03:11.120]  究竟還有多少人在你教會呢?
[00:03:11.120 --> 00:03:12.920]  我說都感恩的
[00:03:12.920 --> 00:03:14.720]  都有三分一左右
[00:03:14.720 --> 00:03:17.240]  我也見到有些人
[00:03:17.240 --> 00:03:21.480]  我跟他說你回過活力先鋒團的
[00:03:21.480 --> 00:03:23.120]  你回過名恩堂的
[00:03:23.120 --> 00:03:24.360]  是呀是呀
[00:03:24.360 --> 00:03:25.880]  我認到他們
[00:03:25.880 --> 00:03:28.080]  有些人他沒有放棄信仰
[00:03:28.080 --> 00:03:30.880]  但種種原因他沒有回教會了
[00:03:30.880 --> 00:03:34.840]  但也有些人已經離開了神
[00:03:34.840 --> 00:03:36.760]  所以很大的感慨
[00:03:36.760 --> 00:03:39.320]  要我們一直堅持維持不容易
[00:03:39.320 --> 00:03:42.640]  今年對我來說是一個很特別的意思
[00:03:42.640 --> 00:03:45.240]  因為今年我是侍奉主
[00:03:45.240 --> 00:03:47.040]  第四十年
[00:03:47.040 --> 00:03:50.760]  四十年不是一個很長的時間
[00:03:50.760 --> 00:03:52.560]  但也不是短的
[00:03:52.560 --> 00:03:55.480]  當中有沒有試過想放棄呢?
[00:03:55.480 --> 00:03:57.200]  或者有沒有失望呢?
[00:03:57.200 --> 00:03:59.640]  都會有,不過不多
[00:03:59.640 --> 00:04:01.840]  原來有些時候
[00:04:01.840 --> 00:04:04.520]  我們在人生的路上
[00:04:04.520 --> 00:04:06.520]  我們會有時遇到衝擊
[00:04:06.520 --> 00:04:09.720]  屬靈的生命有時會站在高峰
[00:04:09.720 --> 00:04:12.920]  有時會滑落在一個低谷裏面
[00:04:12.920 --> 00:04:14.520]  不容易的
[00:04:14.520 --> 00:04:17.760]  有時有很多人給你有很好的讚賞
[00:04:17.760 --> 00:04:22.240]  但也有些人給你有很惡劣的批判
[00:04:22.240 --> 00:04:24.520]  有時你會成功
[00:04:24.520 --> 00:04:26.520]  有時你會有失望
[00:04:26.520 --> 00:04:28.320]  所以今天
[00:04:28.320 --> 00:04:30.800]  我們要堅持維持不容易
[00:04:30.800 --> 00:04:34.520]  我們很羨慕聖經裏面一些先聖先賢
[00:04:34.520 --> 00:04:36.520]  但不要忘記
[00:04:36.520 --> 00:04:38.520]  他們都是有血有肉的
[00:04:38.520 --> 00:04:40.520]  這些我們很羨慕的人
[00:04:40.520 --> 00:04:45.520]  原來他們都曾經想放棄他們的照明
[00:04:45.520 --> 00:04:47.520]  雖然經過低谷
[00:04:47.520 --> 00:04:49.520]  但後來他們最終站起來
[00:04:49.520 --> 00:04:51.520]  所以今天我們先來看看
[00:04:51.520 --> 00:04:54.520]  一些我們認為很厲害的屬靈偉人
[00:04:54.520 --> 00:04:56.520]  原來他們都曾經
[00:04:56.520 --> 00:04:58.520]  放棄過他們的照明
[00:04:58.520 --> 00:05:01.520]  但後來他們怎樣再站起來呢?
[00:05:01.520 --> 00:05:03.520]  我們看看這個過程
[00:05:03.520 --> 00:05:05.520]  第一個我們大家很熟悉的人
[00:05:05.520 --> 00:05:07.520]  就是摩西
[00:05:07.520 --> 00:05:10.520]  摩西當他去尼達克面對挑戰的時候
[00:05:10.520 --> 00:05:12.520]  他感到獨立難支
[00:05:12.520 --> 00:05:15.520]  他面對很多的批評和反對
[00:05:15.520 --> 00:05:17.520]  我們熟悉都知道摩西
[00:05:17.520 --> 00:05:18.520]  被神呼召的時候
[00:05:18.520 --> 00:05:20.520]  神四次呼召他
[00:05:20.520 --> 00:05:22.520]  他有四次的推搪
[00:05:22.520 --> 00:05:25.520]  最終他被神尼達克去說服了
[00:05:25.520 --> 00:05:28.520]  他回應神在他身上的照明
[00:05:28.520 --> 00:05:32.520]  他要帶領自己的子民以色列
[00:05:32.520 --> 00:05:35.520]  離開埃及圍爐之地
[00:05:35.520 --> 00:05:37.520]  但神很清楚跟他說
[00:05:37.520 --> 00:05:40.520]  絕對不容易
[00:05:40.520 --> 00:05:41.520]  你去吧
[00:05:41.520 --> 00:05:44.520]  但法老是不會批准你走的
[00:05:44.520 --> 00:05:48.520]  我們一起讀出埃及記第三章第十九節
[00:05:48.520 --> 00:05:51.520]  「我知道須用大能的手
[00:05:51.520 --> 00:05:54.520]  埃及王也不用你們去」
[00:05:54.520 --> 00:05:56.520]  當摩西還未回埃及
[00:05:56.520 --> 00:05:58.520]  神就已經說你去吧
[00:05:58.520 --> 00:06:00.520]  但埃及王是不會讓你走的
[00:06:00.520 --> 00:06:02.520]  你會面對很多的壓力
