
[00:00:00.000 --> 00:00:01.640]  我們一起在這裡祈禱
[00:00:01.640 --> 00:00:04.400]  主啊,我們來到祢面前,我們讚美祢
[00:00:04.400 --> 00:00:07.460]  因為主啊,當我們相聚的時候
[00:00:07.460 --> 00:00:09.480]  其實我們一群弟兄姊妹
[00:00:09.480 --> 00:00:13.660]  只是很想在祢面前說
[00:00:13.660 --> 00:00:16.180]  主啊,祢的恩典確實很豐富
[00:00:16.180 --> 00:00:18.720]  當我們每一個人能夠站立在這裡的時候
[00:00:18.720 --> 00:00:22.000]  其實我們從其他弟兄姊妹的生命裡面
[00:00:22.000 --> 00:00:25.180]  一樣看到上帝祢怎樣豐豐富富
[00:00:25.180 --> 00:00:27.920]  擺在我們身邊的弟兄姊妹當中
[00:00:27.920 --> 00:00:30.280]  主啊,祢的恩典確實很多
[00:00:30.280 --> 00:00:32.260]  所以主啊,願我們這段時間
[00:00:32.260 --> 00:00:35.040]  當我們真的去聆聽祢的說話的時候
[00:00:35.040 --> 00:00:37.520]  聖靈在我們的心裡面加我們
[00:00:37.520 --> 00:00:39.760]  加我們每一個人的心裡面
[00:00:39.760 --> 00:00:40.960]  有缺乏的地方
[00:00:40.960 --> 00:00:44.080]  主啊,祢就讓聖靈的能力加添我們
[00:00:44.080 --> 00:00:45.680]  我就想起就好像什麼呢
[00:00:45.680 --> 00:00:47.680]  就好像原本我們是零來的
[00:00:47.680 --> 00:00:50.000]  但是主啊,加上一個無限
[00:00:50.000 --> 00:00:52.000]  我們能夠成為無限
[00:00:52.000 --> 00:00:54.200]  不是因為我們有些什麼
[00:00:54.200 --> 00:00:55.720]  而是因為主
[00:00:55.720 --> 00:00:57.720]  祢是那位無限的上帝
[00:00:57.720 --> 00:01:00.880]  所以主的願聖靈在我們的心裡面開通我們
[00:01:00.880 --> 00:01:03.560]  讓我們能夠上上體驗到
[00:01:03.560 --> 00:01:05.560]  有祢同在
[00:01:05.560 --> 00:01:07.560]  沒有什麼我們不能夠去做
[00:01:07.560 --> 00:01:10.360]  除了惡事我們不做
[00:01:10.360 --> 00:01:13.080]  但是主啊,求祢祝福我們與我們同在
[00:01:13.080 --> 00:01:15.080]  奉耶穌的名,阿們
[00:01:15.080 --> 00:01:19.880]  好,話說在一個大學的教室裡面
[00:01:19.880 --> 00:01:23.280]  有一個大學教授和一班大學生
[00:01:23.280 --> 00:01:25.280]  在討論一個問題
[00:01:25.280 --> 00:01:28.400]  那個問題是什麼呢,那個教授就說
[00:01:28.400 --> 00:01:30.880]  就和那些大學生說,問了一個問題就說
[00:01:30.880 --> 00:01:32.880]  什麼為之愛
[00:01:32.880 --> 00:01:37.120]  就當大家是大學生,大家覺得什麼為之愛啊
[00:01:37.120 --> 00:01:40.720]  昨天的清誠不敢說
[00:01:40.720 --> 00:01:43.360]  我不知道為什麼他們這麼含蓄的,不敢說
[00:01:43.360 --> 00:01:45.360]  什麼為之愛
[00:01:45.360 --> 00:01:47.360]  蛤?
[00:01:47.360 --> 00:01:52.320]  其實哥林多前書是標準什麼
[00:01:52.320 --> 00:01:57.280]  標準答案就是說了,等於說了
[00:01:57.280 --> 00:01:59.280]  什麼為之愛啊
[00:01:59.280 --> 00:02:01.760]  寶珠姐,什麼為之愛啊
[00:02:01.760 --> 00:02:06.320]  彼此包容啊
[00:02:06.320 --> 00:02:08.320]  彼此包容啊
[00:02:08.320 --> 00:02:10.320]  差一個你字,彼此包容你
[00:02:10.320 --> 00:02:12.320]  彼此包容啊
[00:02:12.320 --> 00:02:14.320]  還有沒有啊,大家覺得什麼為之愛啊
[00:02:14.320 --> 00:02:18.400]  彼此包容,Law,還要Law
[00:02:18.400 --> 00:02:20.400]  這個我女兒常常說的
[00:02:20.400 --> 00:02:22.400]  通常都加個Law字
[00:02:22.400 --> 00:02:24.400]  對不起,Law
[00:02:24.400 --> 00:02:26.400]  通常都會有這個字
[00:02:26.400 --> 00:02:28.400]  就是這樣
[00:02:28.400 --> 00:02:30.400]  那個大學教授就問這個問題的時候
[00:02:30.400 --> 00:02:32.400]  其中有一個大學生這樣說
[00:02:32.400 --> 00:02:34.400]  他不會像大家說的那麼實在
[00:02:34.400 --> 00:02:36.400]  他說什麼為之愛呢
[00:02:36.400 --> 00:02:38.400]  愛,其中一個大學生就說
[00:02:38.400 --> 00:02:40.400]  愛就是接納一個人的好壞
[00:02:40.400 --> 00:02:42.400]  包容他
[00:02:42.400 --> 00:02:44.400]  包他,就算他錯
[00:02:44.400 --> 00:02:46.400]  我都包他
[00:02:46.400 --> 00:02:48.400]  他怎樣都好,我都會接納他
[00:02:48.400 --> 00:02:50.400]  他就這樣說
[00:02:50.400 --> 00:02:52.400]  當他這樣說的時候,其中一個同學就說
[00:02:52.400 --> 00:02:54.400]  如果他傷害到別人
[00:02:54.400 --> 00:02:56.400]  你包不包啊
[00:02:56.400 --> 00:03:00.400]  看看怎樣傷害吧
[00:03:00.400 --> 00:03:04.400]  他說怎樣都包
[00:03:04.400 --> 00:03:06.400]  怎樣都包
[00:03:06.400 --> 00:03:08.400]  這個同學
[00:03:08.400 --> 00:03:10.400]  聽到他這樣說的時候
[00:03:10.400 --> 00:03:12.400]  他就說,這些不是叫包
[00:03:12.400 --> 00:03:14.400]  這些叫包什麼啊,包庇
[00:03:14.400 --> 00:03:16.400]  這些叫溺愛,不是真的叫愛
[00:03:16.400 --> 00:03:18.400]  他就說,你說得那麼口響
[00:03:18.400 --> 00:03:20.400]  你覺得什麼為之愛啊
[00:03:20.400 --> 00:03:22.400]  愛啊,這個同學就回答
[00:03:22.400 --> 00:03:24.400]  其實他有答案的
[00:03:24.400 --> 00:03:26.400]  愛是什麼呢
[00:03:26.400 --> 00:03:28.400]  愛就是愛恨分明
[00:03:28.400 --> 00:03:30.400]  有原則的,對就對
[00:03:30.400 --> 00:03:32.400]  錯就錯
[00:03:32.400 --> 00:03:34.400]  如果那個人做錯事
[00:03:34.400 --> 00:03:36.400]  我就堅決要提醒他
[00:03:36.400 --> 00:03:38.400]  如果他做對
[00:03:38.400 --> 00:03:40.400]  我就鼓勵他
[00:03:40.400 --> 00:03:42.400]  怎樣都好,他做錯的時候
[00:03:42.400 --> 00:03:44.400]  我會支持他,讓他能夠做對
[00:03:44.400 --> 00:03:46.400]  好不好啊
[00:03:46.400 --> 00:03:48.400]  當他這樣說的時候,挺好的
[00:03:48.400 --> 00:03:50.400]  被駁的同學就不服氣了
[00:03:50.400 --> 00:03:52.400]  如果他,好像你說
[00:03:52.400 --> 00:03:54.400]  傷害到別人
[00:03:54.400 --> 00:03:56.400]  甚至傷害到你,你包不包啊
[00:03:56.400 --> 00:03:58.400]  你接不接納啊,你勸不勸他啊
[00:03:58.400 --> 00:04:00.400]  勸不勸啊
[00:04:00.400 --> 00:04:02.400]  他說勸,我一樣會鼓勵他
[00:04:02.400 --> 00:04:04.400]  希望他改變
[00:04:04.400 --> 00:04:06.400]  說著說著
[00:04:06.400 --> 00:04:08.400]  大家都覺得
[00:04:08.400 --> 00:04:10.400]  挺好的,這個答案挺好的
[00:04:10.400 --> 00:04:12.400]  大學生果然是
[00:04:12.400 --> 00:04:14.400]  其他同學都覺得挺好的
[00:04:14.400 --> 00:04:16.400]  當很好的時候,第一個
[00:04:16.400 --> 00:04:18.400]  被駁的同學就走到這個同學身邊
[00:04:18.400 --> 00:04:26.400]  嘩
[00:04:26.400 --> 00:04:28.400]  要不要示範啊
[00:04:28.400 --> 00:04:30.400]  誰肯做示範啊
[00:04:30.400 --> 00:04:32.400]  來打我一巴掌
[00:04:32.400 --> 00:04:34.400]  我不是打大家
[00:04:34.400 --> 00:04:36.400]  他就走到這個同學身邊,一巴掌打下去
[00:04:36.400 --> 00:04:38.400]  嘩,當他一巴掌打下去的時候
[00:04:38.400 --> 00:04:40.400]  這個同學被他一巴掌打了之後
[00:04:40.400 --> 00:04:42.400]  幹什麼啊
[00:04:42.400 --> 00:04:44.400]  接著他就說
[00:04:44.400 --> 00:04:46.400]  你不是說要原諒嗎
[00:04:46.400 --> 00:04:48.400]  你不是說要勸我嗎
[00:04:48.400 --> 00:04:50.400]  要接納嗎,嘩,他不聽猶自可
[00:04:50.400 --> 00:04:52.400]  一聽就怎樣啊
[00:04:52.400 --> 00:04:54.400]  真是火都燒了
[00:04:54.400 --> 00:04:56.400]  把風到
[00:04:56.400 --> 00:04:58.400]  接著呢,他也算是挺好的,沒還手
[00:04:58.400 --> 00:05:00.400]  馬上就從課室
[00:05:00.400 --> 00:05:02.400]  走了出去
[00:05:02.400 --> 00:05:04.400]  在過程中,他就是這樣反應
[00:05:04.400 --> 00:05:06.400]  我就在想,如果是你
[00:05:06.400 --> 00:05:08.400]  如果那個被駁的同學是你
[00:05:08.400 --> 00:05:10.400]  你會有什麼反應
[00:05:10.400 --> 00:05:14.400]  罵完他才走
[00:05:14.400 --> 00:05:16.400]  先打他
[00:05:16.400 --> 00:05:18.400]  打他
[00:05:18.400 --> 00:05:20.400]  出口,聰明人出口
[00:05:20.400 --> 00:05:22.400]  笨人才出手
[00:05:22.400 --> 00:05:24.400]  他不知大家的反應
[00:05:24.400 --> 00:05:26.400]  不過這個問題
[00:05:26.400 --> 00:05:28.400]  交給大家了
[00:05:28.400 --> 00:05:30.400]  你的答案是你的答案
[00:05:30.400 --> 00:05:32.400]  剛才我說的故事
[00:05:32.400 --> 00:05:34.400]  那個被駁的同學
[00:05:34.400 --> 00:05:36.400]  他說其實愛
[00:05:36.400 --> 00:05:38.400]  是要愛恨分明,有原則
[00:05:38.400 --> 00:05:40.400]  對不對
[00:05:40.400 --> 00:05:42.400]  其實和我們今天看的聖經
[00:05:42.400 --> 00:05:44.400]  他也是這樣說
[00:05:44.400 --> 00:05:46.400]  如果大家今天看的羅馬書
[00:05:46.400 --> 00:05:48.400]  十二章九到十八節
[00:05:48.400 --> 00:05:50.400]  如果大家有印象
[00:05:50.400 --> 00:05:52.400]  羅馬書十二章一到二節說什麼
[00:05:52.400 --> 00:05:54.400]  所以弟兄們
[00:05:54.400 --> 00:05:56.400]  我以上帝的
[00:05:56.400 --> 00:05:58.400]  慈悲勸你們
[00:05:58.400 --> 00:06:00.400]  將身體獻上
[00:06:00.400 --> 00:06:02.400]  當作活祭,是聖潔的,是神所喜悅的
[00:06:02.400 --> 00:06:04.400]  你們如此侍奉乃是
[00:06:04.400 --> 00:06:06.400]  理所當然
[00:06:06.400 --> 00:06:08.400]  不要效法這個世界
[00:06:08.400 --> 00:06:10.400]  為什麼保羅說是理所當然
[00:06:10.400 --> 00:06:12.400]  是因為上帝的愛
[00:06:12.400 --> 00:06:14.400]  讓我們
[00:06:14.400 --> 00:06:16.400]  要將我們的生命獻上
[00:06:16.400 --> 00:06:18.400]  因為上帝也將生命獻上
[00:06:18.400 --> 00:06:20.400]  所以他呼籲我們
[00:06:20.400 --> 00:06:22.400]  要獻上生命
[00:06:22.400 --> 00:06:24.400]  然後他十二節說
[00:06:24.400 --> 00:06:26.400]  聖童有這個品格
[00:06:26.400 --> 00:06:28.400]  然後羅馬書九到
[00:06:28.400 --> 00:06:30.400]  其實應該是二十一節
[00:06:30.400 --> 00:06:32.400]  是說
[00:06:32.400 --> 00:06:34.400]  怎樣
[00:06:34.400 --> 00:06:36.400]  如果大家看
[00:06:36.400 --> 00:06:38.400]  從九到二十一節
[00:06:38.400 --> 00:06:40.400]  其實是怎樣去表達一件事
[00:06:40.400 --> 00:06:42.400]  愛神
[00:06:42.400 --> 00:06:44.400]  和愛人
[00:06:44.400 --> 00:06:46.400]  當我們將身體獻上的時候
[00:06:46.400 --> 00:06:48.400]  我們怎樣去表達愛人和愛神
[00:06:48.400 --> 00:06:50.400]  如果你看裏面
[00:06:50.400 --> 00:06:52.400]  很多是怎樣和人際相處
[00:06:52.400 --> 00:06:54.400]  怎樣和人際相處
[00:06:54.400 --> 00:06:56.400]  怎樣在你的信心
[00:06:56.400 --> 00:06:58.400]  在你的盼望裏面
[00:06:58.400 --> 00:07:00.400]  堅持對上帝有信心
[00:07:00.400 --> 00:07:02.400]  對上帝有信心
[00:07:02.400 --> 00:07:04.400]  愛神和愛人
[00:07:04.400 --> 00:07:06.400]  如果你看從第九節開始
[00:07:06.400 --> 00:07:08.400]  他這樣說
[00:07:08.400 --> 00:07:10.400]  愛人不可虛假
[00:07:10.400 --> 00:07:12.400]  惡要厭惡
[00:07:12.400 --> 00:07:14.400]  善要親近
[00:07:14.400 --> 00:07:16.400]  其實在這一節的聖經裏面
[00:07:16.400 --> 00:07:18.400]  人應該是
[00:07:18.400 --> 00:07:20.400]  原本的意思是沒有的
[00:07:20.400 --> 00:07:22.400]  愛是不要虛假
[00:07:22.400 --> 00:07:24.400]  惡要厭惡 善要親近
[00:07:24.400 --> 00:07:26.400]  什麼意思呢
[00:07:26.400 --> 00:07:28.400]  愛是不要裝模作樣
[00:07:28.400 --> 00:07:30.400]  我們一起去祈禱
[00:07:30.400 --> 00:07:32.400]  主啊我們來到你的面前
[00:07:32.400 --> 00:07:34.400]  什麼叫厭惡
[00:07:34.400 --> 00:07:36.400]  甩掉它
[00:07:36.400 --> 00:07:38.400]  黏都不要黏
[00:07:38.400 --> 00:07:40.400]  善就要怎樣
[00:07:40.400 --> 00:07:42.400]  要去接近它
[00:07:42.400 --> 00:07:44.400]  然後你看第十節到下面
[00:07:44.400 --> 00:07:46.400]  其實他都在說
[00:07:46.400 --> 00:07:48.400]  什麼是善什麼是惡
[00:07:48.400 --> 00:07:50.400]  都鼓勵我們要親近善
[00:07:50.400 --> 00:07:52.400]  要厭惡惡
[00:07:52.400 --> 00:07:54.400]  譬如不要以惡報惡
