
[00:00:00.000 --> 00:00:03.640]  約蘇亞記是一本記載神的百姓
[00:00:03.640 --> 00:00:07.000]  所面對屬靈征戰的一本書
[00:00:07.000 --> 00:00:08.900]  你知道作爲一個基督徒
[00:00:08.900 --> 00:00:11.700]  我們常常會錯誤的以爲
[00:00:11.700 --> 00:00:14.440]  做基督徒應當就是無往不利
[00:00:14.440 --> 00:00:17.600]  永遠得勝,永遠喜樂,不是嗎?
[00:00:17.600 --> 00:00:20.300]  但事實上,卻不是如此
[00:00:20.300 --> 00:00:24.100]  我常常覺得聖經是非常真實的
[00:00:24.100 --> 00:00:28.600]  有些時候,甚至比我們人所想表達的
[00:00:28.600 --> 00:00:30.300]  更加真實
[00:00:30.300 --> 00:00:34.400]  所以有人說,其實不是我們人在讀聖經
[00:00:34.400 --> 00:00:37.500]  是反過來聖經在讀我們
[00:00:37.500 --> 00:00:41.600]  因爲我們人的生命在神的話語的面前
[00:00:41.600 --> 00:00:43.900]  真是賜祿敞開
[00:00:43.900 --> 00:00:46.300]  實際上說神的話像什麼呢?
[00:00:46.300 --> 00:00:48.400]  像兩刃的利劍
[00:00:48.400 --> 00:00:52.300]  能夠刺透人的心腸肺腑
[00:00:52.300 --> 00:00:56.100]  所以當我們來到約蘇亞記第七章的時候
[00:00:56.100 --> 00:01:00.700]  我們就面對了一個我們最不想面對的問題
[00:01:00.700 --> 00:01:03.200]  那就是失敗
[00:01:03.200 --> 00:01:06.500]  你說基督徒也會失敗嗎?
[00:01:06.500 --> 00:01:09.200]  我告訴你,不但基督徒會失敗
[00:01:09.200 --> 00:01:11.700]  牧師也會失敗
[00:01:11.700 --> 00:01:14.700]  在聖經當中,神很清楚的告訴我們
[00:01:14.700 --> 00:01:18.500]  人的德就是可以在剎那之間
[00:01:18.500 --> 00:01:22.700]  但是我們要活出一個得勝的生活的話
[00:01:22.700 --> 00:01:27.400]  就是要靠不斷的操練跟學習
[00:01:27.400 --> 00:01:31.100]  這並不是說神的能力跟恩典不夠我們用
[00:01:31.100 --> 00:01:35.700]  而是說生命的成長本來就是這樣
[00:01:35.700 --> 00:01:39.700]  是要透過不斷的挫折跟困境
[00:01:39.700 --> 00:01:43.600]  才能使生命更加成熟長大
[00:01:43.600 --> 00:01:48.000]  自終能夠活出耶穌基督的樣式
[00:01:48.000 --> 00:01:51.000]  所以弟兄弟妹,在我們人生的道路當中
[00:01:51.000 --> 00:01:54.600]  失敗一個是必有的過程
[00:01:54.600 --> 00:01:58.600]  跟你們說失敗是必有的過程
[00:01:58.600 --> 00:02:02.200]  有些時候我們的失敗是在我們的個性上
[00:02:02.200 --> 00:02:05.300]  有些時候是在我們的情慾上
[00:02:05.300 --> 00:02:09.400]  有時候我們的失敗是在我們的人際關係上
[00:02:09.400 --> 00:02:11.900]  是在我們的婚姻上
[00:02:11.900 --> 00:02:15.200]  也有些時候我們的失敗是在我們的工作
[00:02:15.200 --> 00:02:17.100]  我們的能力表達
[00:02:17.100 --> 00:02:21.000]  對我們自己以及對別人的期望上
[00:02:21.000 --> 00:02:23.500]  第二點我相信今天當我們坐在這裏
[00:02:23.500 --> 00:02:28.400]  沒有一個人可以說他是沒有經歷過失敗的
[00:02:28.400 --> 00:02:30.800]  而當我們面對失敗的時候
[00:02:30.800 --> 00:02:35.800]  我們通常會有三種不同的反應
[00:02:35.800 --> 00:02:39.500]  第一種反應就是逃避
[00:02:39.500 --> 00:02:41.200]  就像這裏第五節所說的
[00:02:41.200 --> 00:02:43.500]  以色列人一失敗了
[00:02:43.500 --> 00:02:46.500]  他們就民心消化
[00:02:46.500 --> 00:02:51.200]  失敗帶給我們第一個反應就是逃避現實
[00:02:51.200 --> 00:02:53.900]  鬥志全消
[00:02:53.900 --> 00:02:56.400]  其實你仔細讀這段經文
[00:02:56.400 --> 00:02:59.800]  他們纔不過死了36人
[00:02:59.800 --> 00:03:03.700]  打仗時死36人其實輕微傷亡
[00:03:03.700 --> 00:03:07.200]  可是那種失敗的感覺
[00:03:07.200 --> 00:03:12.800]  是那種感覺使我們急於退縮
[00:03:12.800 --> 00:03:15.800]  不願意再去面對現實
[00:03:15.800 --> 00:03:20.100]  這爲什麼當你面對軟弱面對失敗的時候
[00:03:20.100 --> 00:03:23.500]  你第一個想法就想離開人羣不是嗎
[00:03:23.500 --> 00:03:26.300]  離開教會離開人羣
[00:03:26.300 --> 00:03:29.900]  就算在街上碰到一個熟人走過來
[00:03:29.900 --> 00:03:32.400]  你都裝作沒看見
[00:03:32.400 --> 00:03:35.200]  趕快從別的路掉頭就走
[00:03:35.200 --> 00:03:38.800]  因爲你不想去面對
[00:03:38.800 --> 00:03:43.900]  第二個反應就是哀求
[00:03:43.900 --> 00:03:46.800]  就像這第六節以色列百姓
[00:03:46.800 --> 00:03:51.800]  他們撕裂衣服把灰撒在頭上來到神的面前
[00:03:51.800 --> 00:03:53.300]  爲什麼
[00:03:53.300 --> 00:03:56.500]  因爲我們可以逃避人羣
[00:03:56.500 --> 00:03:59.100]  我們可以逃避問題
[00:03:59.100 --> 00:04:03.800]  但你無法逃避你心靈的感覺
[00:04:03.800 --> 00:04:06.400]  所以你自終還是來到神的面前
[00:04:06.400 --> 00:04:08.600]  你向神苦苦哀求
[00:04:08.600 --> 00:04:12.100]  主啊這到底是怎麼回事情呢
[00:04:12.100 --> 00:04:16.200]  主啊無論如何你一定要幫我這一次忙
[00:04:16.200 --> 00:04:20.300]  你一定要挽回我的顏面
[00:04:20.300 --> 00:04:24.700]  當然很多時候這種自以爲意的禱告跟哀求
[00:04:24.700 --> 00:04:27.800]  通常得不到什麼答案的
[00:04:27.800 --> 00:04:31.400]  所以很自然我們會有第三種反應
[00:04:31.400 --> 00:04:33.200]  第三種反應是什麼呢
[00:04:33.200 --> 00:04:36.200]  埋怨跟責怪
[00:04:36.200 --> 00:04:38.300]  埋怨跟責怪
[00:04:38.300 --> 00:04:40.900]  就像第七節約蘇亞在這裏所說的
[00:04:40.900 --> 00:04:44.900]  我們不如住在約旦河那邊倒好
[00:04:44.900 --> 00:04:46.800]  開始埋怨了
[00:04:46.800 --> 00:04:48.300]  以前在曠野的時候
[00:04:48.300 --> 00:04:50.800]  他們埋怨在埃及比較好
[00:04:50.800 --> 00:04:52.200]  現在進了迦南地
[00:04:52.200 --> 00:04:55.000]  他們又埋怨那在曠野還是比較好
[00:04:55.000 --> 00:04:57.200]  永遠在埋怨
[00:04:57.200 --> 00:05:00.300]  不但埋怨還是責怪
[00:05:00.300 --> 00:05:04.600]  主啊你爲什麼領我們到這裏叫我們滅亡呢
[00:05:04.600 --> 00:05:06.200]  你知道按照我們人的本性
[00:05:06.200 --> 00:05:11.000]  我們總是會把自己失敗跟不快樂的責任
[00:05:11.000 --> 00:05:14.100]  都堆到別人頭上嗎
[00:05:14.100 --> 00:05:16.300]  都是因爲環境是這樣
[00:05:16.300 --> 00:05:18.300]  都是爲潮流如此
[00:05:18.300 --> 00:05:20.400]  都是這個人是這樣
[00:05:20.400 --> 00:05:24.300]  都是那一件事情叫我失敗不快樂
[00:05:24.300 --> 00:05:28.700]  最後神啊怪來怪去都怪你了
[00:05:28.700 --> 00:05:32.000]  爲什麼你讓自己發生在我身上呢
[00:05:32.000 --> 00:05:36.800]  我們總是喜歡把我們生命當中一切的爛攤子
[00:05:36.800 --> 00:05:38.900]  都堆到神的頭上
[00:05:38.900 --> 00:05:42.900]  好像神是專門收拾爛攤子的
[00:05:42.900 --> 00:05:47.400]  第二點今天神是可以收拾我們的爛攤子
[00:05:47.400 --> 00:05:48.200]  但另一方面
[00:05:48.200 --> 00:05:55.400]  神也要我們認真的來面對我們生命當中的失敗
[00:05:55.400 --> 00:05:57.600]  怎麼樣我們能夠面對失敗
[00:05:57.600 --> 00:06:01.300]  能夠走出生命中的失敗呢
[00:06:01.300 --> 00:06:03.300]  今天早上跟大家分享三方面
[00:06:03.300 --> 00:06:04.300]  第一個
[00:06:04.300 --> 00:06:06.900]  你一定要面對自己的軟弱
[00:06:06.900 --> 00:06:11.000]  跟你朋友說要面對自己的軟弱
[00:06:11.000 --> 00:06:12.000]  所以七章十三節
[00:06:12.000 --> 00:06:14.100]  神就對以色列人說
[00:06:14.100 --> 00:06:16.100]  你們要自覺預備明天
[00:06:16.100 --> 00:06:18.200]  因爲耶化以色列人神這樣說
[00:06:18.200 --> 00:06:21.700]  以色列你們中間有當滅之物
[00:06:21.700 --> 00:06:24.100]  你們若不除掉在仇敵面前
[00:06:24.100 --> 00:06:26.800]  就必站立不住
[00:06:26.800 --> 00:06:28.700]  怎麼樣來面對
[00:06:28.700 --> 00:06:30.300]  兩方面
[00:06:30.300 --> 00:06:31.400]  第一個
[00:06:31.400 --> 00:06:34.100]  要承認失敗
[00:06:34.100 --> 00:06:37.300]  跟你們說要承認失敗了
[00:06:37.300 --> 00:06:40.500]  我們若想在失敗當中捲土重來
[00:06:40.500 --> 00:06:41.500]  第一件事情
[00:06:41.500 --> 00:06:44.900]  你一定要先承認自己失敗
[00:06:44.900 --> 00:06:47.200]  今天很多人在面對失敗的時候
[00:06:47.200 --> 00:06:49.600]  不但不肯承認
[00:06:49.600 --> 00:06:52.400]  反而惱羞成怒
[00:06:52.400 --> 00:06:54.700]  掩飾自己的過錯
[00:06:54.700 --> 00:06:57.700]  嘴硬蠻幹
[00:06:57.700 --> 00:06:59.400]  這個所帶來的結果
[00:06:59.400 --> 00:07:01.000]  就讓你一而再
[00:07:01.000 --> 00:07:04.300]  再而三犯同樣的錯誤
[00:07:04.300 --> 00:07:08.200]  事實上今天我們應當謙卑下來
[00:07:08.200 --> 00:07:11.400]  跟你們說要謙卑下來
[00:07:11.400 --> 00:07:12.800]  求神光照我們
[00:07:12.800 --> 00:07:16.500]  看見我們的軟弱在哪裏
[00:07:16.500 --> 00:07:17.300]  在這事情當中
[00:07:17.300 --> 00:07:19.800]  我們看見神很清楚
[00:07:19.800 --> 00:07:21.400]  當耶穌要來到神的面前
[00:07:21.400 --> 00:07:23.700]  謙卑下來尋求神的時候
[00:07:23.700 --> 00:07:26.100]  神就指出以色列人當時
[00:07:26.100 --> 00:07:28.300]  最初失敗最重要的原因
[00:07:28.300 --> 00:07:32.400]  就是過於依靠自己
[00:07:32.400 --> 00:07:33.000]  你要知道
[00:07:33.000 --> 00:07:38.000]  艾城是比耶利哥城小很多的一個城市
[00:07:38.000 --> 00:07:43.000]  當時這些探子去窺探艾城回來
[00:07:43.000 --> 00:07:44.100]  就對約蘇亞說
[00:07:44.100 --> 00:07:46.300]  哎呀這個城很小了
[00:07:46.300 --> 00:07:47.700]  不必大家都去
[00:07:47.700 --> 00:07:49.200]  不必勞師動衆
[00:07:49.200 --> 00:07:51.500]  兩三千人綽綽有餘
[00:07:51.500 --> 00:07:53.300]  就可以了
[00:07:53.300 --> 00:07:57.300]  你知道當時約蘇亞的反應是什麼嗎
[00:07:57.300 --> 00:07:59.200]  你仔細讀聖經就發現
[00:07:59.200 --> 00:08:03.100]  約蘇亞根本沒有反應
[00:08:03.100 --> 00:08:05.600]  以前約蘇亞不是這樣的
[00:08:05.600 --> 00:08:07.200]  以前約蘇亞打一個戰爭
[00:08:07.200 --> 00:08:09.900]  都是先去看看觀看一下
[00:08:09.900 --> 00:08:12.800]  心中是想要怎麼打這場仗
[00:08:12.800 --> 00:08:14.700]  以前每一次約蘇亞打個戰爭
[00:08:14.700 --> 00:08:18.300]  神都有應許有話語對他說的
[00:08:18.300 --> 00:08:19.900]  這一次我們看見
[00:08:19.900 --> 00:08:21.900]  不但他沒有祈求
[00:08:21.900 --> 00:08:23.400]  也沒有神的話語
[00:08:23.400 --> 00:08:26.600]  可能按照約蘇亞過去打太多仗了
[00:08:26.600 --> 00:08:29.100]  以一個軍事專家的角度來看
[00:08:29.100 --> 00:08:30.500]  亞隊這麼小的城
[00:08:30.500 --> 00:08:33.500]  兩三千人綽綽有餘了
[00:08:33.500 --> 00:08:39.100]  結果沒想到他們就經歷一次慘痛的失敗
[00:08:39.100 --> 00:08:40.300]  如果你繼續讀下去
[00:08:40.300 --> 00:08:43.600]  這不是以色列人唯一一次失敗
[00:08:43.600 --> 00:08:45.400]  約蘇亞經第九章
[00:08:45.400 --> 00:08:48.700]  他們面對雞變人的時候也是一樣
[00:08:48.700 --> 00:08:51.800]  雞變人耍了一個詭計
[00:08:51.800 --> 00:08:54.400]  他們裝成遠方的人
[00:08:54.400 --> 00:08:58.300]  好像從很遠的地方來到他們面前要求和
[00:08:58.300 --> 00:09:00.800]  然後送上大禮物
[00:09:00.800 --> 00:09:03.000]  這禮物是不能隨便收的
[00:09:03.000 --> 00:09:06.300]  以色列人就看到禮物心花怒放
[00:09:06.300 --> 00:09:08.000]  就沒有求問神
[00:09:08.000 --> 00:09:10.200]  收下這些禮物
[00:09:10.200 --> 00:09:14.900]  就跟這些所謂遠方的人簽約和談
[00:09:14.900 --> 00:09:17.400]  沒想到其實這正是他們的敵人
[00:09:17.400 --> 00:09:22.000]  雞變人帶來後來更大的禍患
[00:09:22.000 --> 00:09:25.600]  我們看見過於依靠自己
[00:09:25.600 --> 00:09:27.500]  不來尋求神
[00:09:27.500 --> 00:09:30.800]  常常是我們失敗最主要的原因
[00:09:30.800 --> 00:09:32.700]  同樣今天我們生活在現今的時代
[00:09:32.700 --> 00:09:34.300]  我常常看也是這樣
[00:09:34.300 --> 00:09:37.100]  在Silicon Valley我們太聰明
[00:09:37.100 --> 00:09:39.700]  每一個人都是非常聰明的人
[00:09:39.700 --> 00:09:44.000]  我們總是靠自己的方法解決我們自己的問題
[00:09:44.000 --> 00:09:45.800]  我們的失敗跟軟弱
[00:09:45.800 --> 00:09:48.600]  我告訴你最大的原因也是因爲
[00:09:48.600 --> 00:09:53.800]  我們沒有謙卑來到神面前來尋求神
[00:09:53.800 --> 00:09:56.600]  所以我們需要重新迴轉來歸向神
[00:09:56.600 --> 00:09:59.900]  這是走出失敗的第一步
[00:09:59.900 --> 00:10:01.000]  第二
[00:10:01.000 --> 00:10:02.900]  你一定要除去攔阻
[00:10:02.900 --> 00:10:05.700]  跟你們說要除去攔阻
[00:10:05.700 --> 00:10:08.400]  我們不但要承認自己的失敗
[00:10:08.400 --> 00:10:12.700]  我們也要能夠承擔這個失敗的責任
[00:10:12.700 --> 00:10:15.500]  一定要從每一個錯誤當中
[00:10:15.500 --> 00:10:18.400]  我們要學習成長
[00:10:18.400 --> 00:10:20.500]  前一陣子我讀到一個禱告詞
[00:10:20.500 --> 00:10:22.700]  我覺得非常有意思
[00:10:22.700 --> 00:10:25.200]  祂說主啊求你幫助我
[00:10:25.200 --> 00:10:28.300]  不要做一個不敢犯錯的人
[00:10:28.300 --> 00:10:33.200]  也不要做一個永遠犯同樣錯誤的人
[00:10:33.200 --> 00:10:36.100]  求主幫助我不要做一個不敢犯錯
[00:10:36.100 --> 00:10:40.700]  也不要做一個永遠犯同樣錯誤的人
[00:10:40.700 --> 00:10:44.900]  今天我們若是想從失敗中捲土重來
[00:10:44.900 --> 00:10:50.800]  我們就必須要認真的除去我們生命當中的攔阻
[00:10:50.800 --> 00:10:54.600]  什麼是當時以色列人的攔阻呢
[00:10:54.600 --> 00:10:56.900]  你知道當神吩咐以色列人
[00:10:56.900 --> 00:11:00.300]  第一場戰爭去攻打耶利哥城的時候
[00:11:00.300 --> 00:11:02.400]  神很清楚吩咐以色列人說
[00:11:02.400 --> 00:11:06.300]  這個城裏所有的東西都不可以拿
[00:11:06.300 --> 00:11:09.000]  統統要焚燬
[00:11:09.000 --> 00:11:11.300]  神這樣吩咐他們的意思
[00:11:11.300 --> 00:11:15.800]  並不是說神不喜悅這些美好的事物
[00:11:15.800 --> 00:11:20.900]  而是說耶利哥城當時是個拜偶像的城市
[00:11:20.900 --> 00:11:26.200]  幾乎生活上所有用的一些東西都跟偶像有關
[00:11:26.200 --> 00:11:28.400]  所以神就吩咐他們說
[00:11:28.400 --> 00:11:30.200]  不可拿取任何東西
[00:11:30.200 --> 00:11:36.800]  免得以後這些東西會影響以色列人的心偏離神
[00:11:36.800 --> 00:11:39.900]  可當時有一個人就叫雅幹
[00:11:39.900 --> 00:11:42.200]  他一走進耶利哥城
[00:11:42.200 --> 00:11:44.500]  看到金子銀子
[00:11:44.500 --> 00:11:46.300]  何等無辜啊
[00:11:46.300 --> 00:11:48.000]  還要焚燬啊
[00:11:48.000 --> 00:11:52.600]  再加上看見漂亮的士拿那個絲綢的衣服
[00:11:52.600 --> 00:11:53.700]  他是愛太太的人
[00:11:53.700 --> 00:11:56.200]  這個太太最愛就是這個衣服
[00:11:56.200 --> 00:11:57.600]  他就拿去
[00:11:57.600 --> 00:11:58.500]  這些東西這麼好
[00:11:58.500 --> 00:12:00.800]  燒掉多可惜
[00:12:00.800 --> 00:12:04.300]  難道神真的說要燒燬嗎
[00:12:04.300 --> 00:12:09.200]  難道神不想要我們享受美好的事物嗎
[00:12:09.200 --> 00:12:13.100]  因爲美好的事物是神所賜的
[00:12:13.100 --> 00:12:19.500]  但什麼時候美好的事物攔阻我們來跟從神的時候
[00:12:19.500 --> 00:12:25.100]  這個美好的事物就已經取代了神在我們心裏的地位
[00:12:25.100 --> 00:12:26.800]  你不要以爲這是小事
[00:12:26.800 --> 00:12:28.400]  一點金子算什麼
[00:12:28.400 --> 00:12:29.800]  一點銀子算什麼
[00:12:29.800 --> 00:12:32.500]  一件兩件衣服算什麼
[00:12:32.500 --> 00:12:37.000]  我越來越看見今天捆綁我們心靈的
[00:12:37.000 --> 00:12:39.500]  就是這個貪戀
[00:12:39.500 --> 00:12:40.000]  我告訴你
[00:12:40.000 --> 00:12:45.100]  人心中最大的罪就是貪戀
[00:12:45.100 --> 00:12:46.900]  貪戀傾錢
[00:12:46.900 --> 00:12:48.900]  貪戀房產
[00:12:48.900 --> 00:12:50.600]  貪戀美色
[00:12:50.600 --> 00:12:52.100]  貪戀權勢
[00:12:52.100 --> 00:12:57.400]  你看一切罪惡的根源都是從這貪戀而來
[00:12:57.400 --> 00:13:00.200]  儘管我們人在世界上不斷的貪戀
[00:13:00.200 --> 00:13:01.200]  不斷的抓取
[00:13:01.200 --> 00:13:02.600]  我們仍然得不到滿足
[00:13:02.600 --> 00:13:03.100]  爲什麼
[00:13:03.100 --> 00:13:08.300]  因爲我們忽略那位真正自下平安的主
[00:13:08.300 --> 00:13:13.200]  第二件今天在你我的生命當中攔阻我們的是什麼呢
[00:13:13.200 --> 00:13:18.700]  有什麼事情是使你一而再再而三失敗跌倒的呢
[00:13:18.700 --> 00:13:19.500]  求神幫助
[00:13:19.500 --> 00:13:22.400]  不要再因循怠惰
[00:13:22.400 --> 00:13:25.500]  你一定要認真來面對
[00:13:25.500 --> 00:13:27.500]  你知道人生失敗
[00:13:27.500 --> 00:13:29.800]  我常說有三個大原因
[00:13:29.800 --> 00:13:30.500]  三個原因
[00:13:30.500 --> 00:13:33.800]  第一個就是不願意
[00:13:33.800 --> 00:13:36.100]  不願意改變自己
[00:13:36.100 --> 00:13:39.100]  中國話說我們都說故不自封
[00:13:39.100 --> 00:13:40.000]  不是嗎
[00:13:40.000 --> 00:13:43.200]  意思日記把自己封閉起來
[00:13:43.200 --> 00:13:46.600]  永遠覺得是別人需要改變
[00:13:46.600 --> 00:13:49.900]  從來不知道是自己需要改變
[00:13:49.900 --> 00:13:52.400]  你見過這種人嗎
[00:13:52.400 --> 00:13:55.900]  可能你就是這種人
[00:13:55.900 --> 00:13:57.400]  不願改變
[00:13:57.400 --> 00:14:01.300]  這是我們失敗最主要的原因
[00:14:01.300 --> 00:14:02.000]  第二個原因
[00:14:02.000 --> 00:14:04.800]  不能
[00:14:04.800 --> 00:14:07.400]  充滿了負面消極的世界
[00:14:07.400 --> 00:14:09.900]  我看見許多人就是這樣
[00:14:09.900 --> 00:14:11.600]  無論什麼事情提起來
[00:14:11.600 --> 00:14:14.500]  第一個反應就不可能
[00:14:14.500 --> 00:14:16.200]  不能
[00:14:16.200 --> 00:14:18.600]  不能常常攔阻我們
[00:14:18.600 --> 00:14:22.800]  能夠帶來生命的成長跟突破
[00:14:22.800 --> 00:14:24.100]  第三個原因
[00:14:24.100 --> 00:14:26.200]  不肯
[00:14:26.200 --> 00:14:29.500]  就是不肯腳踏實地
[00:14:29.500 --> 00:14:33.900]  一天到晚想投機取巧
[00:14:33.900 --> 00:14:35.700]  三大原因
[00:14:35.700 --> 00:14:37.300]  不願
[00:14:37.300 --> 00:14:39.000]  不能
[00:14:39.000 --> 00:14:41.100]  不肯
[00:14:41.100 --> 00:14:41.400]  第二點
[00:14:41.400 --> 00:14:43.600]  今天是不是常常在我們生命當中
[00:14:43.600 --> 00:14:46.300]  也有這樣一個攔阻呢
[00:14:46.300 --> 00:14:49.300]  你一定要求聖靈來幫助你
[00:14:49.300 --> 00:14:51.800]  除去這些攔阻
[00:14:51.800 --> 00:14:52.500]  你不要說
[00:14:52.500 --> 00:14:54.000]  我算什麼啦
[00:14:54.000 --> 00:14:55.600]  我是很平凡的人
[00:14:55.600 --> 00:14:59.200]  失敗一點有什麼關係呢
[00:14:59.200 --> 00:15:00.900]  你看看在聖經當中
[00:15:00.900 --> 00:15:01.800]  雅幹這個人
[00:15:01.800 --> 00:15:03.800]  請問雅幹是誰
[00:15:03.800 --> 00:15:05.700]  他也不是牧師
[00:15:05.700 --> 00:15:08.000]  他也不是教會領袖
[00:15:08.000 --> 00:15:10.200]  他只是一個很平凡的神的百姓
[00:15:10.200 --> 00:15:12.300]  像我們一樣
[00:15:12.300 --> 00:15:13.200]  所以你不要以爲
