
[00:00:00.000 --> 00:00:03.200]  今日的經文是生命記
[00:00:03.200 --> 00:00:06.000]  十六章九至十五節
[00:00:06.000 --> 00:00:09.600]  這段經文在神的話語裏面
[00:00:09.600 --> 00:00:12.800]  應該給我們有更多力量可以出去了
[00:00:12.800 --> 00:00:15.200]  我們一齊讀一讀,預備,請
[00:00:15.200 --> 00:00:17.600]  你要計算七七日
[00:00:17.600 --> 00:00:22.000]  從你開廉收割和嫁時算起
[00:00:22.000 --> 00:00:24.000]  共計七七日
[00:00:24.000 --> 00:00:28.800]  你要照耶和華你神所賜你的福
[00:00:28.800 --> 00:00:31.600]  守女拿著金心祭
[00:00:31.600 --> 00:00:37.200]  獻在耶和華你的神面前守七七節
[00:00:37.200 --> 00:00:40.000]  你和你兒女復婢
[00:00:40.000 --> 00:00:43.600]  並住在你城裡的尼微人
[00:00:43.600 --> 00:00:49.200]  以及在你們中間寄居的與孤兒寡婦
[00:00:49.200 --> 00:00:55.600]  都要在耶和華你神所選擇納為他名的居所
[00:00:55.600 --> 00:00:59.600]  在耶和華你的神面前歡樂
[00:00:59.600 --> 00:01:04.400]  你也要紀念你在埃及作過奴僕
[00:01:04.400 --> 00:01:08.400]  也要謹守遵行這些律例
[00:01:08.400 --> 00:01:14.000]  你把和祥的谷酒渣的酒收藏以後
[00:01:14.000 --> 00:01:17.200]  就要守住彭節七日
[00:01:17.200 --> 00:01:19.200]  守節的時候
[00:01:19.200 --> 00:01:22.000]  你和你的兒女復婢
[00:01:22.000 --> 00:01:25.600]  並住在你城裡的尼微人
[00:01:25.600 --> 00:01:29.200]  以及寄居的與孤兒寡婦
[00:01:29.200 --> 00:01:31.200]  都要歡樂
[00:01:31.200 --> 00:01:34.400]  在耶和華所選擇的地方
[00:01:34.400 --> 00:01:38.800]  你當向耶和華你的神守節七日
[00:01:38.800 --> 00:01:44.000]  因為耶和華你神在你一切的土產上
[00:01:44.000 --> 00:01:47.000]  和你守女所辦的事上
[00:01:47.000 --> 00:01:49.000]  要賜福於你
[00:01:49.000 --> 00:01:52.800]  你就非常的歡樂
[00:01:52.800 --> 00:01:56.000]  第一點我想說的是感恩
[00:01:56.000 --> 00:01:58.800]  因為神有不斷的供應
[00:01:58.800 --> 00:02:01.400]  這段聖經說到有兩個節期
[00:02:01.400 --> 00:02:04.600]  第一就是七七節
[00:02:04.600 --> 00:02:07.400]  不是你買東西的七七節
[00:02:07.400 --> 00:02:09.000]  是七七節 七七日
[00:02:09.000 --> 00:02:11.800]  第二個節期是住彭節
[00:02:11.800 --> 00:02:15.200]  這個七七日是怎麼計算的呢?
[00:02:15.200 --> 00:02:17.400]  猶太人每年有三大節期
[00:02:17.400 --> 00:02:21.000]  一個是愚節 一個是七七節
[00:02:21.000 --> 00:02:24.000]  一個是住彭節
[00:02:24.000 --> 00:02:28.600]  七七節是在愚月節的第一個開始
[00:02:28.600 --> 00:02:29.600]  即是正月
[00:02:29.600 --> 00:02:34.200]  然後繼續數七七四十九日
[00:02:34.200 --> 00:02:38.200]  然後第五十日就慶祝七七節
[00:02:38.200 --> 00:02:40.400]  這七七四十九日是做什麼呢?
[00:02:40.400 --> 00:02:42.400]  第九節也有提到
[00:02:42.400 --> 00:02:46.600]  從你開廉收割和價時計算
[00:02:46.600 --> 00:02:50.000]  即是一邊開廉刀收割大麥小麥
[00:02:50.000 --> 00:02:52.200]  一邊收割一邊種一邊收
[00:02:52.200 --> 00:02:53.800]  四十九日
[00:02:53.800 --> 00:02:55.800]  然後就收成
[00:02:55.800 --> 00:02:58.400]  第五十日就慶祝
[00:02:58.400 --> 00:03:00.200]  這個就是七七節
[00:03:00.200 --> 00:03:01.400]  原因是什麼呢?
[00:03:01.400 --> 00:03:05.200]  這段聖經說是你神所賜你的福
[00:03:05.200 --> 00:03:08.600]  這個福是指什麼福?
[00:03:08.600 --> 00:03:10.600]  他們的收成
[00:03:10.600 --> 00:03:13.800]  如果是大家的福是什麼福?
[00:03:13.800 --> 00:03:17.200]  出糧 現在出糧
[00:03:17.200 --> 00:03:19.200]  除非你是去收割
[00:03:19.200 --> 00:03:21.800]  去割和青那些
[00:03:21.800 --> 00:03:23.800]  總之是你的收成 是你的收入
[00:03:23.800 --> 00:03:26.600]  不論你是正撈還是秘撈
[00:03:26.600 --> 00:03:28.400]  就是你的收成
[00:03:28.400 --> 00:03:29.800]  這個就是
[00:03:29.800 --> 00:03:32.400]  守女拿著金心制
[00:03:32.400 --> 00:03:35.200]  金心制是什麼意思呢?
[00:03:35.200 --> 00:03:41.600]  你的獻祭是和你的收入成一個正比
[00:03:41.600 --> 00:03:44.000]  而且是金心樂意的
[00:03:44.000 --> 00:03:46.000]  如果他收成得多
[00:03:46.000 --> 00:03:48.400]  他就不會只奉獻一隻鵪鶉
[00:03:48.400 --> 00:03:50.800]  他可能牽著一隻牛 牽著一隻羊
[00:03:50.800 --> 00:03:53.000]  或者一批牛一批羊
[00:03:53.000 --> 00:03:55.400]  所以你的收入是多少呢?
[00:03:55.400 --> 00:03:57.600]  你就不能夠
[00:03:57.600 --> 00:03:59.400]  即是少少的
[00:03:59.400 --> 00:04:01.200]  不過都要和你金心裏面
[00:04:01.200 --> 00:04:04.800]  但是和你一個成正比來奉獻
[00:04:04.800 --> 00:04:08.000]  所以這個節期的目的是什麼?
[00:04:08.000 --> 00:04:10.800]  是叫人不要忘恩
[00:04:10.800 --> 00:04:12.200]  是要人感恩
[00:04:12.200 --> 00:04:18.000]  特別是神不斷供應的物質
[00:04:18.000 --> 00:04:21.200]  鑄棚節是每年七月十五日
[00:04:21.200 --> 00:04:23.000]  猶太人是會守的
[00:04:23.000 --> 00:04:25.000]  一年守七天
[00:04:25.000 --> 00:04:27.600]  這個鑄棚節
[00:04:27.600 --> 00:04:29.800]  都和七七節有些差不多
[00:04:29.800 --> 00:04:31.400]  十三節提到
[00:04:31.400 --> 00:04:34.400]  他們是將和場裏面的菊
[00:04:34.400 --> 00:04:37.000]  弄好一些酒就收藏了
[00:04:37.000 --> 00:04:38.600]  不單止是收割
[00:04:38.600 --> 00:04:40.400]  是怎樣?收藏
[00:04:40.400 --> 00:04:42.200]  然後就好像我們睡晚收爐一樣
[00:04:42.200 --> 00:04:43.400]  嘩!很開心
[00:04:43.400 --> 00:04:45.600]  一起慶祝
[00:04:45.600 --> 00:04:46.800]  那麼
[00:04:46.800 --> 00:04:49.400]  這個慶祝的原因是什麼呢?
[00:04:49.400 --> 00:04:51.000]  聖經十五節就說
[00:04:51.000 --> 00:04:53.600]  是你一切的土產
[00:04:53.600 --> 00:04:55.000]  就是我們的收入
[00:04:55.000 --> 00:04:56.200]  還有什麼?
[00:04:56.200 --> 00:04:58.800]  守女辦的事
[00:04:58.800 --> 00:05:00.000]  大家守女辦的事
[00:05:00.000 --> 00:05:02.400]  如果是夢神祝福很順利
[00:05:02.400 --> 00:05:06.000]  很多人都說多過開心過賺錢
[00:05:06.000 --> 00:05:08.600]  是不是?你做的事很順利
[00:05:08.600 --> 00:05:11.000]  家人關係很順利
[00:05:11.000 --> 00:05:12.400]  人事關係很順利
[00:05:12.400 --> 00:05:13.400]  一切很順利
[00:05:13.400 --> 00:05:14.800]  嘩!很開心
[00:05:14.800 --> 00:05:16.800]  就神賜福給你
[00:05:16.800 --> 00:05:20.200]  所以鑄棚節多了一點點的慶祝
[00:05:20.200 --> 00:05:22.600]  就是物質的豐富
[00:05:22.600 --> 00:05:23.600]  還有什麼?
[00:05:23.600 --> 00:05:25.400]  守辦的事情
[00:05:25.400 --> 00:05:26.800]  還加上是
[00:05:26.800 --> 00:05:28.800]  可以儲藏
[00:05:28.800 --> 00:05:30.200]  可以儲蓄
