
[00:00:00.000 --> 00:00:05.000]  主持人:我們在聆聽上主的說話之前,我們一起同心低頭禱告。
[00:00:05.000 --> 00:00:13.000]  主持人:父神多謝你,進入到十二月的時間,
[00:00:13.000 --> 00:00:20.000]  主持人:也是你獨生兒子耶穌基督降生的時段。
[00:00:20.000 --> 00:00:26.000]  主持人:讓我們重新思想到,在過去這二千多年裏面,
[00:00:27.000 --> 00:00:30.000]  主持人:上主,你怎樣為我們悉心預備,
[00:00:30.000 --> 00:00:36.000]  主持人:這個拯救來到這個世界,並且為我們永恆地去作預備功夫,
[00:00:36.000 --> 00:00:40.000]  主持人:我們為此獻上感恩,求你的帶領,
[00:00:40.000 --> 00:00:43.000]  主持人:讓我們帶著感恩一起去聆聽主你的說話,
[00:00:43.000 --> 00:00:45.000]  主持人:領受一個美好的靈宴,
[00:00:45.000 --> 00:00:50.000]  主持人:禱告,奉教,主耶穌基督,得聖明治教,阿們。
[00:00:54.000 --> 00:01:01.000]  在早前的第二十五章,第三十一至四十六節的講道裏面,
[00:01:01.000 --> 00:01:03.000]  我曾經講過一件事,
[00:01:03.000 --> 00:01:11.000]  就是說我們現在這個世界進入了一個叫做氾濫式的包容潮流。
[00:01:11.000 --> 00:01:17.000]  我那時候給了一個特別的字眼叫做Undiscerning Inclusion。
[00:01:20.000 --> 00:01:28.000]  最近我發覺原來我說這些東西不是我自己的一個獨有的看法,
[00:01:28.000 --> 00:01:37.000]  原來是一個在過去這一段時期社會學專家裏面也都做過一個研究,
[00:01:37.000 --> 00:01:45.000]  引用了一個形容叫做Vogue Culture,W-O-K-E。
[00:01:45.000 --> 00:01:47.000]  不知道大家有沒有聽過,
[00:01:47.000 --> 00:01:50.000]  Vogue Culture是什麼東西呢?
[00:01:50.000 --> 00:01:56.000]  聽起來就好像醒覺,一種對很多事情的醒覺,
[00:01:56.000 --> 00:01:58.000]  寫得很漂亮的,
[00:01:58.000 --> 00:02:06.000]  但其實它裏面包含的正正是我所講的黑白顛倒,
[00:02:06.000 --> 00:02:13.000]  甚至要多數服從少數的這種思想,
[00:02:13.000 --> 00:02:19.000]  將以往所謂的主流,大眾的意見,
[00:02:19.000 --> 00:02:24.000]  就是大家一起去同心合意推動的這個看法,
[00:02:24.000 --> 00:02:28.000]  就變成了一種很關注那些少數的,
[00:02:28.000 --> 00:02:31.000]  而將少數變成話事者,
[00:02:31.000 --> 00:02:44.000]  譬如最典型的例子就是同性戀,或者那些古靈精怪的戀情,
[00:02:44.000 --> 00:02:51.000]  那些對性別混亂的看法,這種種種的看法就變成主流,
[00:02:51.000 --> 00:02:57.000]  而那些主流的稱之為一男一女結合的婚姻,
[00:02:57.000 --> 00:03:07.000]  那些反而被視之為一種好像要聽從遷就這些少數人的做法,
[00:03:07.000 --> 00:03:11.000]  如果你不跟隨這些人的看法去遷就他們的話,
[00:03:11.000 --> 00:03:14.000]  結局就等同於什麼呢?
[00:03:14.000 --> 00:03:16.000]  你就歧視他了,
[00:03:16.000 --> 00:03:22.000]  歧視這種做法是一個Vogue Culture很喜歡用的做法,
[00:03:22.000 --> 00:03:27.000]  另一個做法或者一個說法就是什麼呢?
[00:03:27.000 --> 00:03:32.000]  就是說我們這個世界要有公平的,
[00:03:32.000 --> 00:03:34.000]  公平是等於什麼呢?
[00:03:34.000 --> 00:03:36.000]  人人都有這個權利,
[00:03:36.000 --> 00:03:39.000]  但是其實這個世界我們很明白的就是,
[00:03:39.000 --> 00:03:44.000]  每一樣東西每一個人做事處事都是有不同的,
[00:03:44.000 --> 00:03:48.000]  如果我們要將所有不同變成都是一樣的話,
[00:03:48.000 --> 00:03:50.000]  其實是沒有什麼可能,
[00:03:50.000 --> 00:03:53.000]  但是如果不這樣做的時候,
[00:03:53.000 --> 00:03:55.000]  就會變成什麼呢?
[00:03:55.000 --> 00:03:59.000]  就說沒有了這個自由,
[00:03:59.000 --> 00:04:01.000]  所以造成了一種局面就是,
[00:04:01.000 --> 00:04:05.000]  有些人為了自由去犯罪都可以的,
[00:04:05.000 --> 00:04:10.000]  這種世界思想就稱為Vogue Culture,
[00:04:10.000 --> 00:04:15.000]  也是我先前所說的一種所謂泛濫式的包容,
[00:04:15.000 --> 00:04:18.000]  什麼都要兼收並蓄,
[00:04:18.000 --> 00:04:21.000]  社會什麼都要視之為正常,
[00:04:21.000 --> 00:04:25.000]  以前會認為不正常都要視為正常,
[00:04:25.000 --> 00:04:28.000]  在這種情況之下,
[00:04:28.000 --> 00:04:32.000]  教會又怎樣去面對這種潮流呢?
[00:04:32.000 --> 00:04:36.000]  教會是不是也要隨波逐流呢?
[00:04:36.000 --> 00:04:42.000]  甚至好像多倫多成為加拿大其中一個,
[00:04:42.000 --> 00:04:52.000]  第一個去正式對一個同性婚姻的肯定,
[00:04:52.000 --> 00:04:53.000]  也是教會做的,
[00:04:53.000 --> 00:04:55.000]  在多倫多,
[00:04:55.000 --> 00:04:57.000]  教會是不是要走到這種極端,
[00:04:57.000 --> 00:05:00.000]  才叫做大愛包容呢?
[00:05:00.000 --> 00:05:03.000]  而這種是不是教會基督裡面,
[00:05:03.000 --> 00:05:07.000]  或者聖經裡面所啟示的愛呢?
[00:05:07.000 --> 00:05:11.000]  很多信徒搞得不清楚,
[00:05:11.000 --> 00:05:14.000]  將這種所謂包容性,
[00:05:14.000 --> 00:05:19.000]  不管對錯都包容性視之為愛,
[00:05:19.000 --> 00:05:23.000]  所以你不做到包容同性戀者,
[00:05:23.000 --> 00:05:29.000]  或者各式各類古靈精怪思想的性關係,
[00:05:29.000 --> 00:05:32.000]  就變成了一種無愛,
[00:05:32.000 --> 00:05:36.000]  這種教會就不是真正屬於上帝使用的教會,
[00:05:36.000 --> 00:05:39.000]  這種種種混亂思想,
[00:05:39.000 --> 00:05:41.000]  在今天的教會是非常之普遍,
[00:05:41.000 --> 00:05:43.000]  甚至造成了很多的信徒,
[00:05:43.000 --> 00:05:48.000]  在教會裡面也都模模糊糊的過日子,
[00:05:48.000 --> 00:05:51.000]  今天我們來到這段聖經,
[00:05:51.000 --> 00:05:56.000]  馬太福音第26章第47至到第56節,
[00:05:56.000 --> 00:05:58.000]  我們就會找這個題目,
[00:05:58.000 --> 00:06:02.000]  面對黑白顛倒的世界,
[00:06:02.000 --> 00:06:04.000]  讓我們再次去看一下,
[00:06:04.000 --> 00:06:06.000]  我們今天作為信徒,
[00:06:06.000 --> 00:06:09.000]  怎樣去面對一個這樣的世界,
[00:06:09.000 --> 00:06:12.000]  用什麼基礎來面對這個世界,
[00:06:12.000 --> 00:06:18.000]  好使我們都能夠做一個能夠有智慧的信徒,
[00:06:18.000 --> 00:06:21.000]  能夠洞悉時代的信徒,
[00:06:21.000 --> 00:06:28.000]  並且能夠辨別朱靈的一種屬靈的生命,
[00:06:28.000 --> 00:06:29.000]  能夠栽培起來,
[00:06:29.000 --> 00:06:31.000]  讓我們一起回到這段聖經,
[00:06:31.000 --> 00:06:34.000]  馬太福音第26章第47至56節,
[00:06:34.000 --> 00:06:37.000]  我們不如自己再讀多一次好不好,
[00:06:37.000 --> 00:06:40.000]  Karen姐妹幫我們讀了一次,
[00:06:40.000 --> 00:06:43.000]  聽和自己讀又有些不同的,
[00:06:43.000 --> 00:06:49.000]  又可以從不同的角度去更加深入掌握這段聖經的內容細節,
[00:06:49.000 --> 00:06:51.000]  好,我們一起去讀了,
[00:06:51.000 --> 00:06:58.000]  說話之間那十二個門徒裡的猶大來了,
[00:06:58.000 --> 00:07:07.000]  並有許多人帶著刀棒從祭司長和民間的長老那裡與他同來,
[00:07:07.000 --> 00:07:11.000]  那馬耶穌的給了他們一個暗號,
[00:07:11.000 --> 00:07:16.000]  說我與誰親嘴,誰就是他,
[00:07:16.000 --> 00:07:18.000]  你們可以拿著他,
[00:07:18.000 --> 00:07:22.000]  猶大隨即到耶穌跟前,
[00:07:22.000 --> 00:07:27.000]  說請拉比安,就與他親嘴,
[00:07:27.000 --> 00:07:33.000]  耶穌對他說,朋友,你來要做的事就做吧,
[00:07:33.000 --> 00:07:38.000]  於是那些人上前,下手拿著耶穌,
[00:07:38.000 --> 00:07:43.000]  又跟隨耶穌的一個人伸手拔出刀來,
[00:07:43.000 --> 00:07:50.000]  將大祭司的僕人砍了一刀,削掉了他的耳朵,
[00:07:50.000 --> 00:07:57.000]  耶穌對他說,收刀入廚吧,凡動刀的必死在刀下,
[00:07:57.000 --> 00:08:05.000]  你想我不能求我父現在為我差遣十二營多天使來嗎?
[00:08:05.000 --> 00:08:11.000]  若是這樣經上所說,事情必須如此的話,
[00:08:11.000 --> 00:08:13.000]  怎樣應驗呢?
[00:08:13.000 --> 00:08:16.000]  當時耶穌對眾人說,
[00:08:16.000 --> 00:08:22.000]  你們帶著刀棒出來拿我,如同拿強盜嗎?
[00:08:22.000 --> 00:08:28.000]  我天天坐在殿裡教訓人,你們並沒有拿我,
[00:08:28.000 --> 00:08:34.000]  但這一切事成就了,就要應驗先知書上的話,
[00:08:34.000 --> 00:08:39.000]  當下門徒都離開他,逃走了。
[00:08:39.000 --> 00:08:47.000]  今天這段聖經,我想和大家透過三個部份思想,
[00:08:47.000 --> 00:08:52.000]  第一個部份就是從第47至48節這兩節經文,
[00:08:52.000 --> 00:08:57.000]  一起看看今天這個世界的人,
[00:08:57.000 --> 00:09:02.000]  是怎樣將自己的惡行包裝起來,
[00:09:02.000 --> 00:09:09.000]  所以我給一個副題,用一種名譽作罪的遮醜布,
[00:09:09.000 --> 00:09:16.000]  在這個世界裡面,很多人其實心底是做壞事的,
[00:09:16.000 --> 00:09:21.000]  你說不是啊牧師,我沒有,我很好人,
[00:09:21.000 --> 00:09:28.000]  其實有時當你自己想做壞事,你都未必覺察得到,
[00:09:28.000 --> 00:09:37.000]  譬如剛才Black Friday,大家有沒有去買東西?
[00:09:37.000 --> 00:09:43.000]  買東西我就很頭痛,因為買東西我就要去做research,
[00:09:43.000 --> 00:09:48.000]  又要找最便宜的價錢,又要找同樣的貨品,
[00:09:48.000 --> 00:09:54.000]  還要去到處不同,要看哪裡有貨,所以我就很頭痛,
