
[00:00:00.000 --> 00:00:02.000]  今日我講父親節
[00:00:02.000 --> 00:00:05.380]  在網上有一篇文章
[00:00:05.380 --> 00:00:08.040]  我看到相當感動
[00:00:08.040 --> 00:00:11.520]  有一次兒子回家探望父親
[00:00:11.520 --> 00:00:15.600]  父親正在後花園看一本書
[00:00:15.600 --> 00:00:20.160]  兒子坐在他旁邊看iPad 做事
[00:00:20.160 --> 00:00:22.480]  沒多久爸爸就問
[00:00:22.480 --> 00:00:25.520]  「這棵樹旁邊的是什麼來的?」
[00:00:25.520 --> 00:00:28.080]  兒子就跟他說「是一隻小鳥」
[00:00:28.080 --> 00:00:30.640]  沒多久一分鐘爸爸就問
[00:00:30.640 --> 00:00:33.520]  「兒子,兒子,這棵樹旁邊的是什麼來的?」
[00:00:33.520 --> 00:00:35.520]  兒子說「是一隻小鳥」
[00:00:35.520 --> 00:00:38.080]  然後父親再問
[00:00:38.080 --> 00:00:40.080]  開始如此,很不耐煩
[00:00:40.080 --> 00:00:44.080]  「爸爸,我說了,是一隻小鳥,不要再問了」
[00:00:44.080 --> 00:00:47.080]  沒多久爸爸就趴在他肩膀上
[00:00:47.080 --> 00:00:51.080]  「兒子,這棵樹旁邊的是什麼來的?」
[00:00:51.080 --> 00:00:56.080]  然後兒子說「我不再回答你,我說了很多次了」
[00:00:56.080 --> 00:00:59.080]  接著爸爸起床進了屋
[00:00:59.080 --> 00:01:01.080]  兒子很好奇爸爸在看什麼
[00:01:01.080 --> 00:01:03.080]  看他這麼久沒出來,他揭一揭
[00:01:03.080 --> 00:01:05.080]  原來是他的日記
[00:01:05.080 --> 00:01:07.080]  在這裡說
[00:01:07.080 --> 00:01:13.080]  「1987年2月3日,當日我兒子生日」
[00:01:13.080 --> 00:01:17.080]  「我和我太太放假,特地帶他去海灘玩」
[00:01:17.080 --> 00:01:20.080]  「玩到差不多,兒子問」
[00:01:20.080 --> 00:01:24.080]  「爸爸,這棵樹旁邊的是什麼來的?」
[00:01:24.080 --> 00:01:26.080]  爸爸說「是一隻小鳥」
[00:01:26.080 --> 00:01:28.080]  接著兒子沒多久再問
[00:01:28.080 --> 00:01:31.080]  「爸爸,這棵樹旁邊的是什麼來的?」
[00:01:31.080 --> 00:01:33.080]  爸爸知道兒子在想他
[00:01:33.080 --> 00:01:35.080]  爸爸和他一起笑得很開心
[00:01:35.080 --> 00:01:37.080]  「是一隻小鳥」
[00:01:37.080 --> 00:01:41.080]  兒子一年問了他十五次
[00:01:41.080 --> 00:01:44.080]  每一次爸爸都笑著回答
[00:01:44.080 --> 00:01:46.080]  「是一隻小鳥」
[00:01:46.080 --> 00:01:51.080]  兒子一邊看,眼淚就流出
[00:01:51.080 --> 00:01:54.080]  爸爸就在那個時刻在家裡出來
[00:01:54.080 --> 00:01:56.080]  他就抱著爸爸說
[00:01:56.080 --> 00:02:00.080]  「爸爸,對不起,我愛你」
[00:02:00.080 --> 00:02:05.080]  我不知道這個故事有多真有多假
[00:02:05.080 --> 00:02:09.080]  但我肯定這一類的場面常常都發生
[00:02:09.080 --> 00:02:11.080]  你很煩,不要再問
[00:02:11.080 --> 00:02:13.080]  不過我又可以這樣說
[00:02:13.080 --> 00:02:18.080]  作為父母,我們相信都是世上最艱鉅的工作
[00:02:18.080 --> 00:02:22.080]  但是無可否認,作為父母
[00:02:22.080 --> 00:02:26.080]  亦都是世上最蒙恩的工作
[00:02:26.080 --> 00:02:28.080]  同意嗎?
[00:02:28.080 --> 00:02:30.080]  真的
[00:02:30.080 --> 00:02:32.080]  今天我有兩個簡短的訊息
[00:02:32.080 --> 00:02:35.080]  一個是給作為兒女的學習
[00:02:35.080 --> 00:02:37.080]  一個是給作為父母
[00:02:37.080 --> 00:02:39.080]  我必須先開始說
[00:02:39.080 --> 00:02:43.080]  我謙卑地說,我也是一個學習中
[00:02:43.080 --> 00:02:47.080]  讓我們一起從經文裡一起成長
[00:02:47.080 --> 00:02:51.080]  作為兒女的訊息是開始
[00:02:51.080 --> 00:02:54.080]  在第五屆,我們都很清楚
[00:02:54.080 --> 00:02:56.080]  聖經這樣說,不如我們一起讀
[00:02:56.080 --> 00:02:57.080]  1,2,3
[00:02:57.080 --> 00:03:00.080]  「當孝敬父母,使你的日子」
[00:03:00.080 --> 00:03:04.080]  「在耶和華你神,所賜你的地上」
[00:03:04.080 --> 00:03:06.080]  「得以長久」
[00:03:06.080 --> 00:03:09.080]  第五屆有什麼特別?很特別的
[00:03:09.080 --> 00:03:14.080]  十屆裡面,頭四屆都是關於人神關係
[00:03:14.080 --> 00:03:17.080]  或者人在安息裡面
[00:03:17.080 --> 00:03:20.080]  在紀念主所作
[00:03:20.080 --> 00:03:24.080]  當然是衍生今天敬拜主
[00:03:24.080 --> 00:03:27.080]  以及有團契的時間
[00:03:27.080 --> 00:03:31.080]  第五屆亦都是人與人之間的第一屆
[00:03:31.080 --> 00:03:36.080]  立刻上帝教導我們當孝敬父母
[00:03:36.080 --> 00:03:38.080]  為什麼這麼重要?
[00:03:38.080 --> 00:03:40.080]  因為我們都知道
[00:03:40.080 --> 00:03:43.080]  裡面必然包含很多的張力
[00:03:43.080 --> 00:03:46.080]  為什麼是誡命?就是不容易做
[00:03:46.080 --> 00:03:49.080]  容易做就不會放在誡命
[00:03:49.080 --> 00:03:52.080]  在誡命裡面不會有一條就是
[00:03:52.080 --> 00:03:55.080]  我們一起去文華酒店吃一頓
[00:03:55.080 --> 00:03:57.080]  因為那個一點都不難做
[00:03:57.080 --> 00:04:01.080]  難做才放在裡面,為什麼?
[00:04:01.080 --> 00:04:05.080]  「孝敬父母,感謝父母養育之恩」
[00:04:05.080 --> 00:04:08.080]  「感謝聽聽他的教導」
[00:04:08.080 --> 00:04:12.080]  「給他尊嚴,照顧他的需要」
[00:04:12.080 --> 00:04:15.080]  這個我們知道也是聖經的教導
[00:04:15.080 --> 00:04:18.080]  但是往往我們在生活中
[00:04:18.080 --> 00:04:22.080]  又見到有些相反的例子
[00:04:22.080 --> 00:04:25.080]  聖經裡面其中有一段這樣說
[00:04:25.080 --> 00:04:31.080]  如果我們不可以愛他所見的弟兄
[00:04:31.080 --> 00:04:33.080]  當然包括家人
[00:04:33.080 --> 00:04:37.080]  我們就不能愛所沒有看見的神
[00:04:37.080 --> 00:04:39.080]  不單止中國人
[00:04:39.080 --> 00:04:41.080]  我們知道要孝敬父母重要
[00:04:41.080 --> 00:04:45.080]  猶太人的智慧在主前一百八十年
[00:04:45.080 --> 00:04:47.080]  在德訓篇有這樣描述
[00:04:47.080 --> 00:04:52.080]  「我兒你父親年老了,你當輔助」
[00:04:52.080 --> 00:04:55.080]  「在他有生之日,不要使他憂傷」
[00:04:55.080 --> 00:05:00.080]  「使他若他智力衰弱的時候」
[00:05:00.080 --> 00:05:03.080]  「你要對他有耐心」
[00:05:03.080 --> 00:05:07.080]  「不要因你年富力強,就藐視他」
[00:05:07.080 --> 00:05:10.080]  我們早期的教父奧古斯丁這樣說
[00:05:10.080 --> 00:05:15.080]  If anyone fails to honour his parents
[00:05:15.080 --> 00:05:20.080]  Is there anyone he will spare?
[00:05:20.080 --> 00:05:22.080]  我們也有一個婚姻的輔導
[00:05:22.080 --> 00:05:24.080]  婚前婚後
[00:05:24.080 --> 00:05:26.080]  很多時候等於是拍拖
[00:05:26.080 --> 00:05:27.080]  他問我一個問題
[00:05:27.080 --> 00:05:30.080]  我怎麼知道我對面那個
[00:05:30.080 --> 00:05:32.080]  會不會是一個好的伴侶
[00:05:32.080 --> 00:05:34.080]  我都不知道
[00:05:34.080 --> 00:05:36.080]  不過其中一個指標
[00:05:36.080 --> 00:05:37.080]  我會這樣說
[00:05:37.080 --> 00:05:42.080]  你留意一下他孝不孝敬父母
[00:05:42.080 --> 00:05:44.080]  如果連他父母都不孝敬
[00:05:44.080 --> 00:05:48.080]  我相信走下去的話
[00:05:48.080 --> 00:05:50.080]  都有危險
[00:05:50.080 --> 00:05:53.080]  If anyone fails to honour
[00:05:53.080 --> 00:05:56.080]  今天兒女我會用聖經裡面
[00:05:56.080 --> 00:05:59.080]  其中教導三個A
[00:05:59.080 --> 00:06:02.080]  不如開始聽之前都告訴你
[00:06:02.080 --> 00:06:06.080]  我祝你有三個A
[00:06:06.080 --> 00:06:08.080]  祝你有三個A
[00:06:08.080 --> 00:06:12.080]  第一個A是appreciate
[00:06:12.080 --> 00:06:15.080]  在聖經中原文說孝敬是cafard
[00:06:15.080 --> 00:06:19.080]  即是原文說是有重量
[00:06:19.080 --> 00:06:20.080]  是有份量
[00:06:20.080 --> 00:06:22.080]  是重的
[00:06:22.080 --> 00:06:24.080]  並且這個字是說
[00:06:24.080 --> 00:06:27.080]  是要榮耀不給某人
[00:06:27.080 --> 00:06:29.080]  給某人榮耀
[00:06:29.080 --> 00:06:31.080]  是公開的欣賞
[00:06:31.080 --> 00:06:32.080]  公開的表達
[00:06:32.080 --> 00:06:34.080]  很多時候我婚姻輔導到了尾
[00:06:34.080 --> 00:06:35.080]  他們結婚了
[00:06:35.080 --> 00:06:38.080]  我都鼓勵他走入教堂的時候
[00:06:38.080 --> 00:06:41.080]  公開表達多謝兩個主角
[00:06:41.080 --> 00:06:44.080]  第一當然是上帝
[00:06:44.080 --> 00:06:47.080]  第二就是你的父母
[00:06:47.080 --> 00:06:50.080]  這個字特別之處不單止是cafard
[00:06:50.080 --> 00:06:53.080]  說人與人之間
[00:06:53.080 --> 00:06:56.080]  更加原來描述上帝用這個字
[00:06:56.080 --> 00:07:00.080]  雅各的後裔都要榮耀神
[00:07:00.080 --> 00:07:03.080]  honour, glorify
[00:07:03.080 --> 00:07:05.080]  wow又是這個字
[00:07:05.080 --> 00:07:07.080]  有人這樣形容這個字
[00:07:07.080 --> 00:07:14.080]  就是你要好像對著長官一樣的敬重
[00:07:14.080 --> 00:07:17.080]  為甚麼要孝敬父母
[00:07:17.080 --> 00:07:21.080]  因為是神把我們放在祂那裡
[00:07:21.080 --> 00:07:23.080]  將祂放在我們那裡
[00:07:23.080 --> 00:07:25.080]  我們要多謝因為祂養育之恩
[00:07:25.080 --> 00:07:27.080]  相信剛才那個故事
[00:07:27.080 --> 00:07:30.080]  一點都不常見
[00:07:30.080 --> 00:07:32.080]  我兒子小時候都常常
[00:07:32.080 --> 00:07:34.080]  是一個問題兒童
[00:07:34.080 --> 00:07:37.080]  「爹地為甚麼車子是紅色的」
[00:07:37.080 --> 00:07:38.080]  「我怎麼知道」
[00:07:38.080 --> 00:07:40.080]  「爹地為甚麼車子是白色的」
[00:07:40.080 --> 00:07:41.080]  「我都不知道」
[00:07:41.080 --> 00:07:42.080]  他喜歡
[00:07:42.080 --> 00:07:44.080]  然後我看到車子又白又紅
[00:07:44.080 --> 00:07:46.080]  我兒子的車子又白又紅
[00:07:46.080 --> 00:07:48.080]  是十字車
[00:07:48.080 --> 00:07:50.080]  「爹地為甚麼有十字車」
[00:07:50.080 --> 00:07:51.080]  「裝病人」
[00:07:51.080 --> 00:07:53.080]  「爹地為甚麼只裝病人不裝你」
[00:07:53.080 --> 00:07:55.080]  「我怎麼知道」
[00:07:55.080 --> 00:07:56.080]  「裝病人去哪裡」
[00:07:56.080 --> 00:07:57.080]  「去醫院」
[00:07:57.080 --> 00:07:58.080]  「爹地為甚麼只去醫院」
[00:07:58.080 --> 00:07:59.080]  「我怎麼知道」
[00:07:59.080 --> 00:08:02.080]  然後去完醫院去哪裡 可能出院
[00:08:02.080 --> 00:08:03.080]  「為甚麼可能出院」
[00:08:03.080 --> 00:08:05.080]  「我不知道」
[00:08:05.080 --> 00:08:06.080]  真的
[00:08:06.080 --> 00:08:07.080]  不單是這樣
[00:08:07.080 --> 00:08:09.080]  現在我們見到很多父母都是
[00:08:09.080 --> 00:08:10.080]  以往都是
[00:08:10.080 --> 00:08:13.080]  當兒女小時候去玩
[00:08:13.080 --> 00:08:14.080]  三歲四歲
[00:08:14.080 --> 00:08:15.080]  去那些Clubhouse
[00:08:15.080 --> 00:08:16.080]  又憑高又沉低
[00:08:16.080 --> 00:08:18.080]  又滑梯
[00:08:18.080 --> 00:08:19.080]  那些父母又怎樣
[00:08:19.080 --> 00:08:21.080]  跟著
[00:08:21.080 --> 00:08:23.080]  又要屈低身
[00:08:23.080 --> 00:08:25.080]  又要捐窿
[00:08:25.080 --> 00:08:26.080]  很困難的
[00:08:26.080 --> 00:08:29.080]  「斤斤飯去餵」
[00:08:29.080 --> 00:08:31.080]  「大小二片去轉」
[00:08:31.080 --> 00:08:33.080]  一點都不容易
[00:08:33.080 --> 00:08:34.080]  不單是這樣
[00:08:34.080 --> 00:08:35.080]  聖經說
[00:08:35.080 --> 00:08:36.080]  我們要孝敬
[00:08:36.080 --> 00:08:39.080]  因為是第一條大應許的誡命
[00:08:39.080 --> 00:08:43.080]  「使你得逢」
[00:08:43.080 --> 00:08:44.080]  有人問
[00:08:44.080 --> 00:08:46.080]  孝敬的相反是甚麼
[00:08:46.080 --> 00:08:49.080]  重量的相反是甚麼
[00:08:49.080 --> 00:08:51.080]  輕
[00:08:51.080 --> 00:08:53.080]  輕視
[00:08:53.080 --> 00:08:55.080]  聖經有說
[00:08:55.080 --> 00:08:56.080]  輕視
[00:08:56.080 --> 00:08:58.080]  神會懲罰
[00:08:58.080 --> 00:08:59.080]  甚麼是輕視
[00:08:59.080 --> 00:09:01.080]  很簡單
[00:09:01.080 --> 00:09:03.080]  好像我們有時見到他喝茶
[00:09:03.080 --> 00:09:04.080]  「哎呀」
[00:09:04.080 --> 00:09:06.080]  「左邊一圍右邊一圍」
[00:09:06.080 --> 00:09:07.080]  「一圍人」
[00:09:07.080 --> 00:09:08.080]  「有大有小」
[00:09:08.080 --> 00:09:09.080]  「大家」
[00:09:09.080 --> 00:09:10.080]  「又傾又講」
[00:09:10.080 --> 00:09:12.080]  「有長輩有中年有移動」
[00:09:12.080 --> 00:09:14.080]  「另一圍一望」
[00:09:14.080 --> 00:09:16.080]  嘩
[00:09:16.080 --> 00:09:18.080]  整桌好像不認識
[00:09:18.080 --> 00:09:19.080]  有沒有見過
[00:09:19.080 --> 00:09:21.080]  這個拿著iPhone
[00:09:21.080 --> 00:09:22.080]  看看
[00:09:22.080 --> 00:09:23.080]  這個
[00:09:23.080 --> 00:09:26.080]  「哎呀」爸爸一說話
[00:09:26.080 --> 00:09:29.080]  好像吃了白粉似的
[00:09:29.080 --> 00:09:32.080]  輕視
[00:09:32.080 --> 00:09:33.080]  不是這樣的
[00:09:33.080 --> 00:09:34.080]  真的
[00:09:34.080 --> 00:09:37.080]  當然聖經說到很多輕視的表達
[00:09:37.080 --> 00:09:38.080]  我也知道
[00:09:38.080 --> 00:09:40.080]  我們不是因為聖經說
[00:09:40.080 --> 00:09:41.080]  輕視
[00:09:41.080 --> 00:09:42.080]  要懲罰
[00:09:42.080 --> 00:09:44.080]  我們才愛父母
[00:09:44.080 --> 00:09:47.080]  愛父母是一個態度
[00:09:47.080 --> 00:09:49.080]  以及決定
[00:09:49.080 --> 00:09:51.080]  孝敬父母
[00:09:51.080 --> 00:09:53.080]  公開欣賞
[00:09:53.080 --> 00:09:55.080]  第二個a是什麼
[00:09:55.080 --> 00:09:57.080]  是accept
[00:09:57.080 --> 00:09:59.080]  體諒順從
[00:09:59.080 --> 00:10:00.080]  我們一起看
[00:10:00.080 --> 00:10:01.080]  《箴言》一章八節
[00:10:01.080 --> 00:10:02.080]  我們一起讀
[00:10:02.080 --> 00:10:03.080]  一二三
[00:10:03.080 --> 00:10:11.080]  「我兒要聽你父親訓誨」
[00:10:11.080 --> 00:10:12.080]  是真的
[00:10:12.080 --> 00:10:13.080]  要聆聽
[00:10:13.080 --> 00:10:14.080]  又或者這樣說
[00:10:14.080 --> 00:10:17.080]  在《歌羅西書》三章二十節
[00:10:17.080 --> 00:10:18.080]  我們一起讀
[00:10:18.080 --> 00:10:19.080]  一二三
[00:10:19.080 --> 00:10:21.080]  「你們作兒女的」
[00:10:21.080 --> 00:10:27.080]  「要凡是聽從父母」
[00:10:27.080 --> 00:10:29.080]  三章二十節這樣說
[00:10:29.080 --> 00:10:31.080]  聽從代表重量
[00:10:31.080 --> 00:10:32.080]  重視
[00:10:32.080 --> 00:10:34.080]  有時你不明白他講什麼
[00:10:34.080 --> 00:10:36.080]  有時他講他過去歷史
[00:10:36.080 --> 00:10:40.080]  講第325次了
[00:10:40.080 --> 00:10:41.080]  那你的樣子怎麼樣
[00:10:41.080 --> 00:10:43.080]  繼續聽
[00:10:43.080 --> 00:10:46.080]  因為你小時候都講過很多東西
[00:10:46.080 --> 00:10:48.080]  他都聽過很多次
[00:10:48.080 --> 00:10:49.080]  聽從
[00:10:49.080 --> 00:10:50.080]  順從
[00:10:50.080 --> 00:10:52.080]  不過父母都有責任
[00:10:52.080 --> 00:10:53.080]  剛才我們講
[00:10:53.080 --> 00:10:55.080]  《歌羅西書》三章二十節
[00:10:55.080 --> 00:10:57.080]  那三章二十一節講什麼
[00:10:57.080 --> 00:10:58.080]  我們一起讀
[00:10:58.080 --> 00:10:59.080]  一二三
[00:10:59.080 --> 00:11:00.080]  「你們作父親的」
[00:11:00.080 --> 00:11:03.080]  「不要惹兒女的氣」
[00:11:03.080 --> 00:11:06.080]  「恐怕他失了志氣」
[00:11:06.080 --> 00:11:07.080]  我們都有責任的
[00:11:07.080 --> 00:11:10.080]  有人問我父母不信
[00:11:10.080 --> 00:11:12.080]  經常亂講
[00:11:12.080 --> 00:11:13.080]  那怎麼辦
[00:11:13.080 --> 00:11:15.080]  那你會睡眠的嘛
[00:11:15.080 --> 00:11:17.080]  我們會在《聖經》說
[00:11:17.080 --> 00:11:19.080]  「處女聽」
[00:11:19.080 --> 00:11:20.080]  我們懂得分的
[00:11:20.080 --> 00:11:22.080]  很多時候我們讀得聽
[00:11:22.080 --> 00:11:24.080]  但是一旦有些教導
[00:11:24.080 --> 00:11:26.080]  不是符合《聖經》
[00:11:26.080 --> 00:11:28.080]  我們就笑笑口
