
[00:00:00.000 --> 00:00:02.600]  我和低頭禱告,差點懇求你聖靈幫助我們
[00:00:02.600 --> 00:00:05.600]  今天讓你的說話成為我們的幫助,成為我們的能力
[00:00:05.600 --> 00:00:08.600]  我這樣禱告,奉主耶穌基督的名,Amen
[00:00:08.600 --> 00:00:10.900]  我們今年的題目叫「連結啟動」
[00:00:10.900 --> 00:00:13.400]  所以我們必須要連結在基督的生命裏面
[00:00:13.400 --> 00:00:16.800]  如果耶穌基督怎樣抉擇,我們應該怎樣抉擇
[00:00:16.800 --> 00:00:19.400]  今天有很多人,他們可以講
[00:00:19.400 --> 00:00:22.200]  有些先知出來講很多的預言
[00:00:22.200 --> 00:00:27.200]  有很多人教導聖經,教導到很多人聽他講解聖經
[00:00:27.200 --> 00:00:31.200]  但是有一個危險性就是,究竟今天我們聽眾
[00:00:31.200 --> 00:00:35.200]  或者我們一班敬畏神的一班信徒
[00:00:35.200 --> 00:00:38.200]  我們是在跟從人,還是在跟從基督
[00:00:38.200 --> 00:00:40.200]  這個是很重要的反省
[00:00:40.200 --> 00:00:45.200]  我和你旁邊的弟兄姐妹說一聲,你必須是跟從基督的
[00:00:45.200 --> 00:00:51.200]  神為什麼容許教會會有不好的事情發生
[00:00:51.200 --> 00:00:57.200]  是要讓信徒重新反省,究竟我們是受人的影響
[00:00:57.200 --> 00:00:59.800]  還是受上帝的影響
[00:00:59.800 --> 00:01:03.800]  究竟這個選擇是基督的選擇,還是我們的選擇
[00:01:03.800 --> 00:01:06.800]  我們看看路加福音四章一到十五節的時候
[00:01:06.800 --> 00:01:12.200]  一段你回教會少過三年,或者你讀聖經的時候一定讀過的一段經文
[00:01:12.200 --> 00:01:14.200]  就是耶穌受試探的問題
[00:01:14.200 --> 00:01:16.200]  一段我們非常熟悉的經文
[00:01:16.200 --> 00:01:20.200]  我們今天重新思考究竟這三個試探裏面,究竟發生什麼事情
[00:01:20.200 --> 00:01:24.200]  我們看看路加福音,如果從四方書來說
[00:01:24.200 --> 00:01:31.200]  從一個傳統的理解,它是著重了基督的人性
[00:01:31.200 --> 00:01:37.200]  所以在路加福音裏面是在說,這位基督是有肉和你和我很接近
[00:01:37.200 --> 00:01:44.200]  約翰福音所形容的,就是祂的神性似乎是那個遙不可及的上帝之子
[00:01:44.200 --> 00:01:46.200]  但這裏就看到很有人性
[00:01:46.200 --> 00:01:51.200]  這個這麼有人性的基督被聖靈帶領到曠野禁食四十天
[00:01:51.200 --> 00:01:53.200]  為什麼禁食四十天?
[00:01:53.200 --> 00:01:58.200]  有很多人主張推動禁食四十天等等的東西
[00:01:58.200 --> 00:02:01.200]  我想告訴你,我們要回到聖經那裏
[00:02:01.200 --> 00:02:03.200]  我們不是參加一個運動
[00:02:03.200 --> 00:02:05.200]  究竟聖經在說什麼?
[00:02:05.200 --> 00:02:11.200]  你要記住,第一,是聖靈帶領耶穌去進行禁食
[00:02:11.200 --> 00:02:15.200]  不是耶穌自己去嘗試禁食
[00:02:15.200 --> 00:02:20.200]  所以如果你個人喜歡去禁食四十天
[00:02:20.200 --> 00:02:23.200]  一會兒我告訴你,你會面對一個更大的試探
[00:02:23.200 --> 00:02:28.200]  但耶穌被聖靈帶領到曠野禁食了四十天
[00:02:28.200 --> 00:02:29.200]  然後遇到什麼?
[00:02:29.200 --> 00:02:33.200]  禁食四十天之後不是得到能力,而是遇到試探
[00:02:33.200 --> 00:02:35.200]  你要記住,是先遇到試探
[00:02:35.200 --> 00:02:38.200]  所以有很多坊間的書跟你說
[00:02:38.200 --> 00:02:41.200]  禁食四十天之後你會得到能力,是更親近上帝
[00:02:41.200 --> 00:02:46.200]  這個說法是完全跳了格的
[00:02:46.200 --> 00:02:49.200]  因為耶穌不是這樣經歷
[00:02:49.200 --> 00:02:52.200]  為什麼是四十天,為什麼不是三十天?
[00:02:52.200 --> 00:02:55.200]  四十天是一個人類禁食的極限
[00:02:55.200 --> 00:02:59.200]  也試過被讀者聯想到舊約聖經
[00:02:59.200 --> 00:03:03.200]  摩西上山四十天
[00:03:03.200 --> 00:03:06.200]  摩西也是上山禁食了四十天
[00:03:06.200 --> 00:03:10.200]  但不要忘記,摩西上山沒有預計要禁食四十天
[00:03:10.200 --> 00:03:14.200]  因為下面的群眾以為摩西死了
[00:03:14.200 --> 00:03:17.200]  所以就弄了金牛毒出來,代表耶和華
[00:03:17.200 --> 00:03:20.200]  拜金牛毒等於拜耶和華
[00:03:20.200 --> 00:03:22.200]  摩西拿著十戒下來之後
[00:03:22.200 --> 00:03:24.200]  見到群眾敬拜偶像
[00:03:24.200 --> 00:03:27.200]  所以就打爛了十戒的法板
[00:03:27.200 --> 00:03:33.200]  然後再上山,在第二次才拿到另一個十戒的法板
[00:03:33.200 --> 00:03:36.200]  四十天也被讀者聯想到
[00:03:36.200 --> 00:03:40.200]  昨天也被讀者聯想到以色列人在曠野
[00:03:40.200 --> 00:03:44.200]  第一代出埃及進入迦南的那群以色列人
[00:03:44.200 --> 00:03:47.200]  在曠野漂流了四十年
[00:03:47.200 --> 00:03:50.200]  我一般說四十年,實際是三十八年
[00:03:50.200 --> 00:03:52.200]  但我一般想說四十年
[00:03:52.200 --> 00:03:54.200]  這個寓意很重要
[00:03:54.200 --> 00:03:57.200]  而後來耶穌引用的經文全部是生命記
[00:03:57.200 --> 00:03:59.200]  整個鋪排告訴我們
[00:03:59.200 --> 00:04:04.200]  耶穌是一個真正的以色列族的代表
[00:04:04.200 --> 00:04:06.200]  是一個新的族群的出現
[00:04:06.200 --> 00:04:08.200]  所以路加坊這段經文
[00:04:08.200 --> 00:04:10.200]  有一個很深的神羅意義
[00:04:10.200 --> 00:04:12.200]  在當時的讀者裏面
[00:04:12.200 --> 00:04:14.200]  我剛剛見到的是
[00:04:14.200 --> 00:04:17.200]  第一個亞當受魔鬼試探後失敗了
[00:04:17.200 --> 00:04:21.200]  末後的亞當耶穌受魔鬼試探是成功了
[00:04:21.200 --> 00:04:24.200]  所以在哥倫多前書15章21到22節說
[00:04:24.200 --> 00:04:26.200]  死忌是因一人而來
[00:04:26.200 --> 00:04:28.200]  因為亞當而來
[00:04:28.200 --> 00:04:30.200]  死人復活也是因一人而來
[00:04:30.200 --> 00:04:32.200]  都是因著耶穌基督而來
[00:04:32.200 --> 00:04:34.200]  在亞當裏面眾人都死了
[00:04:34.200 --> 00:04:36.200]  照樣在基督裏面眾人都要復活
[00:04:36.200 --> 00:04:38.200]  跟你隔壁那支門說一聲
[00:04:38.200 --> 00:04:40.200]  你都要復活
[00:04:40.200 --> 00:04:42.200]  第一個試探是甚麼呢?
[00:04:42.200 --> 00:04:44.200]  第一個試探是路加坊四章三節說
[00:04:44.200 --> 00:04:46.200]  魔鬼對他說你若果是神的兒子
[00:04:46.200 --> 00:04:48.200]  可以吩咐這塊石頭變成食物
[00:04:48.200 --> 00:04:50.200]  耶穌回答說經上記載說
[00:04:50.200 --> 00:04:52.200]  人活著不是單靠食物乃是靠神
[00:04:52.200 --> 00:04:54.200]  口裏面所出的一切的話
[00:04:54.200 --> 00:04:56.200]  耶穌在這裏已經禁食了四十天
[00:04:56.200 --> 00:05:00.200]  他處於極度飢餓的情況下面對這個試探
[00:05:00.200 --> 00:05:04.200]  現在我講食物給你聽
[00:05:04.200 --> 00:05:06.200]  你都可能有少少肚餓
[00:05:06.200 --> 00:05:08.200]  因為你可能吃了早餐
[00:05:08.200 --> 00:05:10.200]  或者未做早餐
[00:05:10.200 --> 00:05:12.200]  如果你吃了早餐
[00:05:12.200 --> 00:05:14.200]  講食物你就沒有甚麼隱憂
[00:05:14.200 --> 00:05:16.200]  但你未吃早餐
[00:05:16.200 --> 00:05:18.200]  你就開始說現在這麼早就講一些東西
[00:05:18.200 --> 00:05:20.200]  那我為甚麼呢?
[00:05:20.200 --> 00:05:22.200]  不要忘記耶穌禁食了四十天
[00:05:22.200 --> 00:05:24.200]  面對食物
[00:05:24.200 --> 00:05:26.200]  你不要見到面對食物
[00:05:26.200 --> 00:05:28.200]  見到樹根都會發光
[00:05:28.200 --> 00:05:30.200]  如果你未試過餓成這樣
[00:05:30.200 --> 00:05:32.200]  你不知道那種慘況
[00:05:32.200 --> 00:05:34.200]  在這樣的情況下
[00:05:34.200 --> 00:05:36.200]  魔鬼試探是甚麼?
