
[00:00:00.000 --> 00:00:05.000]  我們讀一段聖經,在格林多後書第八章第九節
[00:00:05.000 --> 00:00:09.000]  格林多後書第八章第九節,我們一同來唸,最後一節聖經
[00:00:09.000 --> 00:00:12.000]  你們知道我們主耶穌基督的恩典
[00:00:12.000 --> 00:00:16.000]  祂本來富足,卻爲你們成了貧窮
[00:00:16.000 --> 00:00:19.000]  叫你們因祂的貧窮,可以成爲富足
[00:00:19.000 --> 00:00:20.000]  我們再讀一遍來
[00:00:20.000 --> 00:00:23.000]  你們知道我們主耶穌基督的恩典
[00:00:23.000 --> 00:00:26.000]  祂本來富足,卻爲你們成了貧窮
[00:00:26.000 --> 00:00:29.000]  叫你們因祂的貧窮,可以成爲富足
[00:00:29.000 --> 00:00:31.000]  我們就讀到這裏
[00:00:31.000 --> 00:00:32.000]  今天是聖誕主日
[00:00:32.000 --> 00:00:35.000]  在這裏我還是首先恭賀在我們中間每一位弟兄姊妹
[00:00:35.000 --> 00:00:38.000]  聖誕節非常非常非常快樂
[00:00:38.000 --> 00:00:40.000]  Amen
[00:00:40.000 --> 00:00:43.000]  你知道每次我想到聖誕節的故事的時候
[00:00:43.000 --> 00:00:46.000]  都覺得這是何等奇妙的一個故事
[00:00:46.000 --> 00:00:47.000]  不是嗎
[00:00:47.000 --> 00:00:52.000]  我們全能的神創造宇宙萬有的真神
[00:00:52.000 --> 00:00:55.000]  能夠爲了他所愛的世人
[00:00:55.000 --> 00:01:00.000]  差遣他的獨生愛子來到這個世界上
[00:01:00.000 --> 00:01:02.000]  爲我們死在十字架上
[00:01:02.000 --> 00:01:08.000]  爲了將我們從罪惡的捆綁當中能夠拯救出來
[00:01:08.000 --> 00:01:11.000]  我們看見這是何等偉大的一個故事
[00:01:11.000 --> 00:01:15.000]  而且耶穌基督降生在這個世界上
[00:01:15.000 --> 00:01:20.000]  他並沒有選擇像我們人所以爲他會降生的地方
[00:01:20.000 --> 00:01:25.000]  當年的東方博士以爲他會生在王宮裏面
[00:01:25.000 --> 00:01:29.000]  所以一路就走向耶路撒冷
[00:01:29.000 --> 00:01:34.000]  可是我們看見耶穌卻沒有選擇生在王宮裏面
[00:01:34.000 --> 00:01:36.000]  耶穌選擇生在哪裏呢
[00:01:36.000 --> 00:01:38.000]  生在馬槽裏
[00:01:38.000 --> 00:01:40.000]  馬槽是什麼地方
[00:01:40.000 --> 00:01:43.000]  馬槽是一個最平凡的地方
[00:01:43.000 --> 00:01:49.000]  在那個時代年齡內再也找不到一個比馬槽更平凡的地方
[00:01:49.000 --> 00:01:56.000]  換句話說耶穌基督正是爲了每一個平凡的人來到這個世界上
[00:01:56.000 --> 00:02:01.000]  所以今天如果你在茫茫人海當中感覺自己很平凡的話
[00:02:01.000 --> 00:02:03.000]  讓我告訴你一個好消息
[00:02:03.000 --> 00:02:05.000]  耶穌基督正是爲你而來的
[00:02:05.000 --> 00:02:06.000]  Amen
[00:02:06.000 --> 00:02:10.000]  跟你們說耶穌基督正是爲你而來的
[00:02:10.000 --> 00:02:12.000]  在我們剛纔所讀的這本聖經當中
[00:02:12.000 --> 00:02:18.000]  我們看見耶穌正是爲了我們這些貧窮軟弱的人而來
[00:02:18.000 --> 00:02:20.000]  他本來是富足的
[00:02:20.000 --> 00:02:23.000]  卻爲我們成爲貧窮
[00:02:23.000 --> 00:02:26.000]  他付出他自己的生命
[00:02:26.000 --> 00:02:31.000]  好叫我們因爲他的付出能夠成爲富足
[00:02:31.000 --> 00:02:34.000]  所以今天當我們在慶祝聖誕的時候
[00:02:34.000 --> 00:02:38.000]  我想我們不但在外面我們慶祝熱鬧的慶祝
[00:02:38.000 --> 00:02:42.000]  我們更是回到我們心靈的深處
[00:02:42.000 --> 00:02:49.000]  因爲深深地相信聖誕節是讓我們心靈能夠經歷神恩典的一個節氣
[00:02:49.000 --> 00:02:50.000]  Amen
[00:02:50.000 --> 00:02:52.000]  因他爲我們成爲貧窮
[00:02:52.000 --> 00:02:56.000]  好叫我們因他能夠成爲富足
[00:02:56.000 --> 00:02:59.000]  願這樣的恩典能夠臨到在我們的身上
[00:02:59.000 --> 00:03:03.000]  那你說我們怎麼樣能夠在生活當中經歷神呢
[00:03:03.000 --> 00:03:05.000]  今天早上從三方面來講
[00:03:05.000 --> 00:03:08.000]  第一個我們看這實在是一個禱告的時刻
[00:03:08.000 --> 00:03:13.000]  跟你們說這是一個禱告的時刻
[00:03:13.000 --> 00:03:19.000]  禱告的確在我們人生當中還是經歷神最直接的一個管道
[00:03:19.000 --> 00:03:24.000]  特別是今天我們生活在這樣一個充滿危機的時代裏面
[00:03:24.000 --> 00:03:27.000]  不但整個大環境充滿各樣的危機
[00:03:27.000 --> 00:03:29.000]  不但有經濟的危機
[00:03:29.000 --> 00:03:33.000]  不但我們有看見在美國種族衝突的危機
[00:03:33.000 --> 00:03:36.000]  甚至恐怖主義威脅的危機
[00:03:36.000 --> 00:03:42.000]  我們看見越來越多的事情真的不在我們人手所掌握之中
[00:03:42.000 --> 00:03:44.000]  不但如此在我們個人生活當中
[00:03:44.000 --> 00:03:47.000]  我們也面對各樣的危機不是嗎
[00:03:47.000 --> 00:03:51.000]  在家庭生活當中當我們面對成長中的兒女
[00:03:51.000 --> 00:03:53.000]  我們常常覺得有種無力感不是嗎
[00:03:53.000 --> 00:03:58.000]  以前孩子小的時候一個眼神就可以搞定不是嗎
[00:03:58.000 --> 00:04:00.000]  遠遠的一看就乖一下
[00:04:00.000 --> 00:04:03.000]  現在怎麼看都搞不定
[00:04:03.000 --> 00:04:05.000]  所以你就變得越來越嘮叨
[00:04:05.000 --> 00:04:08.000]  你不覺得你越來越嘮叨嗎
[00:04:08.000 --> 00:04:10.000]  爲什麼你越來越嘮叨你知道嗎
[00:04:10.000 --> 00:04:12.000]  因爲你管不住了
[00:04:12.000 --> 00:04:15.000]  你發現很多事情不在你掌握當中了
[00:04:15.000 --> 00:04:18.000]  不但我們看見面對兒女是如此
[00:04:18.000 --> 00:04:20.000]  面對我們自己的身體
[00:04:20.000 --> 00:04:22.000]  我們也看見有一種無力感
[00:04:22.000 --> 00:04:26.000]  也不知道爲什麼這個時代好像充滿各樣的疾病不是嗎
[00:04:26.000 --> 00:04:28.000]  不但是身體上的疾病
[00:04:28.000 --> 00:04:30.000]  更是心靈上的疾病
[00:04:30.000 --> 00:04:34.000]  多少心靈的疾病是好像過去我們很少看見的
[00:04:34.000 --> 00:04:37.000]  可是現在是這樣的普遍
[00:04:37.000 --> 00:04:40.000]  不但是我們自己的疾病
[00:04:40.000 --> 00:04:41.000]  家人的疾病
[00:04:41.000 --> 00:04:44.000]  多少是我們感覺到軟弱無力
[00:04:44.000 --> 00:04:47.000]  看見我們家人在病痛當中
[00:04:47.000 --> 00:04:50.000]  我們也常常覺得愛莫能助
[00:04:50.000 --> 00:04:54.000]  第二點今天當我們生活在各樣的危機當中的時候
[00:04:54.000 --> 00:05:00.000]  我告訴你我們的心很容易就落入迷惑跟試探當中了
[00:05:00.000 --> 00:05:02.000]  我們也開始懷疑
[00:05:02.000 --> 00:05:04.000]  因爲作爲基督徒我們也開始懷疑
[00:05:04.000 --> 00:05:05.000]  懷疑什麼呢
[00:05:05.000 --> 00:05:07.000]  懷疑神的美善
[00:05:07.000 --> 00:05:09.000]  懷疑神的保護
[00:05:09.000 --> 00:05:11.000]  懷疑神的供應
[00:05:11.000 --> 00:05:12.000]  事實上我們看見
[00:05:12.000 --> 00:05:16.000]  這就是耶穌基督在曠野被魔鬼試探的時候
[00:05:16.000 --> 00:05:20.000]  魔鬼就從這三方面試探主耶穌的
[00:05:20.000 --> 00:05:21.000]  你還記得第一個試探
[00:05:21.000 --> 00:05:27.000]  魔鬼試探耶穌要把祂從石頭變爲麪包嗎
[00:05:27.000 --> 00:05:32.000]  換句話說魔鬼在叫耶穌懷疑到神的供應
[00:05:32.000 --> 00:05:35.000]  神能不能供應祂的需要呢
[00:05:35.000 --> 00:05:41.000]  第二個試探魔鬼要祂從山頂上跳下來
[00:05:41.000 --> 00:05:47.000]  魔鬼要耶穌基督懷疑神是不是能保護祂
[00:05:47.000 --> 00:05:50.000]  第三個試探魔鬼試探耶穌
[00:05:50.000 --> 00:05:54.000]  讓祂顯明世界上一切的榮華給祂看
[00:05:54.000 --> 00:06:00.000]  魔鬼就是試探耶穌要祂懷疑神的美善
[00:06:00.000 --> 00:06:01.000]  然後讓耶穌懷疑說
[00:06:01.000 --> 00:06:03.000]  好像神並沒有把最好的
[00:06:03.000 --> 00:06:05.000]  好像魔鬼可以把最好的給祂
[00:06:05.000 --> 00:06:08.000]  可是神不見得把最好的給祂
[00:06:08.000 --> 00:06:10.000]  感謝主
[00:06:10.000 --> 00:06:11.000]  當我們看聖經的時候
[00:06:11.000 --> 00:06:16.000]  你就知道因着耶穌基督在曠野裏的禱告
[00:06:16.000 --> 00:06:17.000]  我深深地相信
